Abelmoschus esculentus
Abelmoschus manihot
Abroma augustum
Abutilon theophrasti
Acca sellowiana
Acer saccharum
Actinidea deliciosa
Actinidia arguta
Actinidia chinensis
Aeschynomene americana
Agave americana
Agave cantala
Agave foetida
Agave fourcroydes
Agave lecheguilla
Agave letonae
Agave sisalana
Agropyron cristatum
Agropyron desertorum
Agrostis capillaris
Agrostis stolonifera
Agrostis tenuis
Aleurites fordii
Aleurites moluccanus
Allium cepa
Allium porrum
Allium sativum
Allium schoenoprasum
Alopecurus pratensis
Alysicarpus rugosus
Alysicarpus vaginalis
Amaranthus blitum
Amaranthus caudatus
Amaranthus cruentus
Amaranthus dubius
Amaranthus hypochondriacus
Amaranthus tricolor
Amomum subulatum
Anacardium occidentale
Ananas comosus
Andropogon gayanus
Anethum graveolens
Annona cherimola
Annona muricata
Annona reticulata
Annona squamosa
Annona xcherimola
Anthriscus cerefolium
Apium graveolens
Arachis hypogaea
Arbutus unedo
Areca catechu
Armoracia rusticana
Arracacoa xanthorrhiza
Arrhenatherum elatius
Artemisia dracunculus
Artocarpus altilis
Artocarpus heterophyllus
Asimina triloba
Asparagus officinalis
Astragalus arenarius
Astragalus chinensis
Astragalus cicer
Astrocaryum standleyanum
Atriplex halimus
Atriplex hortensis
Atriplex nummularia
Atriplex patula
Avena sativa
Averrhoa carambola
Bambusa vulgaris
Basella alba
Basella rubra
Benincasa hispida
Bertholletia excelsa
Beta vulgaris
Bixa orellana
Blighia sapida
Boehmeria nivea
Brachiaria brizantha
Brachiaria humidicola
Brachiaria ruziziensis
Brassica alba
Brassica carinata
Brassica juncea
Brassica napus
Brassica nigra
Brassica oleracea
Brassica rapa
Cajanus cajan
Calopogonium caeruleum
Calopogonium mucunoides
Camellia sinensis
Canarium harveyi
Canarium indicum
Canarium ovatum
Canavalia ensiformis
Canavalia gladiata
Canna edulis
Canna indica
Cannabis sativa
Capparis spinosa
Capsicum annuum
Capsicum baccatum
Capsicum chinense
Capsicum frutescens
Capsicum pubescens
Carapa guianensis
Carica papaya
Carica pentagona
Carthamus tinctorius
Carum carvi
Carya illinoinensis
Caryocar nuciferum
Castanea sativa
Ceiba pentandra
Cenchrus americanus
Centrosema pubescens
Ceratonia siliqua
Chenopodium pallidicaule
Chenopodium quinoa
Chrysanthemum cinerariifolium
Chrysophyllum cainito
Cicer arietinum
Cichorium endivia
Cichorium intybus
Cinnamomum cassia
Cinnamomum verum
Citrullus lanatus
Citrullus vulgaris
Citrus aurantiifolia
Citrus limon
Citrus medica
Citrus myrtifolia
Citrus paradisi
Citrus reticulata
Citrus sinensis
Citrus xlimon
Citrus xparadisi
Citrus xsinensis
Cleome gynandra
Cocos nucifera
Coffea arabica
Coffea canephora
Coix lacryma-jobi
Cola acuminata
Cola anomala
Cola nitida
Cola verticillata
Colocasia esculenta
Corchorus capsularis
Corchorus olitorius
Coriandrum sativum
Coronilla varia
Corylus avellana
Corylus colurna
Crambe abyssinica
Crambe hispanica
Crataegus azarolus
Crocus sativus
Crotalaria juncea
Croton tiglium
Cucumis anguria
Cucumis melo
Cucumis sativus
Cucurbita argyrosperma
Cucurbita ficifolia
Cucurbita maxima
Cucurbita moschata
Cucurbita pepo
Cuminum cyminum
Curcuma longa
Cydonia oblonga
Cymbopogon citratus
Cymbopogon nardus
Cymbopogon winterianus
Cynara cardunculus
Cyperus esculentus
Dactylis glomerata
Daucus carota
Desmodium intortum
Desmodium uncinatum
Digitaria exilis
Digitaria iburua
Dimocarpus longan
Dioscorea alata
Dioscorea cayennensis
Dioscorea rotundata
Diospyros kaki
Durio zibethinus
Dyera costulata
Echinochloa esculenta
Echinochloa frumentacea
Elaeis guineensis
Elaeis oleifera
Elettaria cardamomum
Eleusine coracana
Eragrostis tef
Eriobotrya japonica
Fagopyrum esculentum
Fagopyrum tataricum
Fagus sylvatica
Festuca arundinacea
Festuca gigantea
Festuca heterophylla
Festuca ovina
Festuca pratensis
Festuca rubra
Ficus carica
Foeniculum vulgare
Fortunella japonica
Fragaria ananassa
Fragaria xananassa
Furcraea foetida
Furcraea macrophylla
Galactia striata
Garcinia mangostana
Gaylussacia baccata
Glycine max
Glycyrrhiza glabra
Gossypium herbaceum
Gossypium hirsutum
Guizotia abyssinica
Gynandropsis gynandra
Hedysarum coronarium
Helianthus annuus
Helianthus tuberosus
Hevea brasiliensis
Hibiscus cannabinus
Hibiscus sabdariffa
Hordeum vulgare
Humulus lupulus
Ilex paraguariensis
Illicium verum
Indigofera hirsuta
Indigofera spicata
Indigofera suffruticosa
Ipomoea batatas
Jatropha curcas
Juglans nigra
Juglans regia
Kummerowia stipulacea
Kummerowia striata
Lablab purpureus
Lactuca sativa
Lagenaria siceraria
Lathyrus sativus
Laurus nobilis
Lavandula angustifolia
Lens culinaris
Lepidium meyenii
Lepidium sativum
Lespedeza cuneata
Lespedeza stipulacea
Lespedeza striata
Leucaena leucocephala
Licania rigida
Linum usitatissimum
Litchi chinensis
Lolium hybridum
Lolium multiflorum
Lolium perenne
Lolium rigidum
Lolium temulentum
Lolium xhybridum
Lotus corniculatus
Lotus subbiflorus
Lotus uliginosus
Lupinus albus
Lupinus angustifolius
Lupinus luteus
Lupinus mutabilis
Lygeum spartum
Macadamia integrifolia
Macadamia tetraphylla
Macroptilium atropurpureum
Madhuca longifolia
Malus domestica
Mammea americana
Mangifera indica
Manihot carthagenensis
Manihot esculenta
Manihot glaziovii
Manilkara chicle
Manilkara zapota
Maranta arundinacea
Medicago arborea
Medicago falcata
Medicago rigidula
Medicago sativa
Medicago scutellata
Medicago truncatula
Melilotus albus
Melilotus officinalis
Mentha piperita
Mentha xpiperita
Mespilus germanica
Metroxylon sagu
Millettia pinnata
Mirabilis expansa
Morus alba
Morus nigra
Morus rubra
Mucuna pruriens
Musa acuminata
Musa balbisiana
Musa textilis
Myristica fragrans
Myrtus communis
Nasturtium officinale
Neoglaziovia variegata
Neonotonia wightii
Nephelium lappaceum
Neustanthus phaseoloides
Nicotiana tabacum
Ocimum basilicum
Oenanthe javanica
Olea europaea
Onobrychis viciifolia
Opuntia ficus-indica
Origanum majorana
Origanum vulgare
Ornithopus sativus
Oryza glaberimma
Oryza sativa
Oxalis tuberosa
Pachyrhizus ahipa
Pachyrhizus erosus
Palaquium gutta
Panicum miliaceum
Papaver somniferum
Parthenium argentatum
Paspalum scrobiculatum
Passiflora edulis
Passiflora ligularis
Pastinaca sativa
Pennisetum glaucum
Perilla frutescens
Persea americana
Petroselinum crispum
Phalaris aquatica
Phalaris arundinacea
Phalaris canariensis
Phaseolus acutifolius
Phaseolus coccineus
Phaseolus dumosus
Phaseolus lunatus
Phaseolus vulgaris
Phleum pratense
Phoenix dactylifera
Phormium tenax
Phyllostachys edulis
Physalis ixocarpa
Physalis peruviana
Physalis philadelphica
Physalis pubescens
Pimenta dioica
Pimpinella anisum
Pinus pinea
Piper nigrum
Pistacia vera
Pisum sativum
Poa alpina
Poa annua
Poa pratensis
Pongamia glabra
Pouteria sapota
Prosopis affinis
Prosopis alba
Prosopis chilensis
Prosopis nigra
Prosopis pallida
Prunus armeniaca
Prunus avium
Prunus cerasifera
Prunus cerasus
Prunus domestica
Prunus dulcis
Prunus persica
Prunus salicina
Psidium guajava
Psophocarpus tetragonolobus
Pueraria phaseoloides
Punica granatum
Pyrus communis
Pyrus pyrifolia
Pyrus ussuriensis
Raphanus sativus
Rheum rhabarbarum
Rhynchosia minima
Rhynchosia reticulata
Ribes nigrum
Ribes rubrum
Ribes uva-crispa
Ricinus communis
Rosmarinus officinalis
Rubus idaeus
Rubus occidentalis
Rubus plicatus
Rumex acetosa
Saccharum officinarum
Salsola vermiculata
Sambucus nigra
Samuela carnerosana
Sansevieria trifasciata
Sapium sebiferum
Satureja hortensis
Satureja montana
Scorzonera hispanica
Secale cereale
Sechium edule
Securigera varia
Sesamum indicum
Sesbania sesban
Setaria italica
Shorea aptera
Shorea robusta
Shorea stenocarpa
Simmondsia chinensis
Smallanthus sonchifolius
Solanum aethiopicum
Solanum ajanhuiri
Solanum americanum
Solanum betaceum
Solanum curtilobum
Solanum juzepczukii
Solanum lycopersicum
Solanum melongena
Solanum muricatum
Solanum quitoense
Solanum tuberosum
Sorbus domestica
Sorghum bicolor
Spinacia oleracea
Spondias mombin
Spondias purpurea
Stillingia sebifera
Stipa tenacissima
Stylosanthes hamata
Stylosanthes humilis
Stylosanthes scabra
Syzygium aromaticum
Talinum fruticosum
Tamarindus indica
Tanacetum cinerariifolium
Tetragonia tetragonoides
Theobroma cacao
Thymus vulgaris
Tragopogon porrifolius
Triadica sebifera
Trichosanthes cucumerina
Trifolium agrocicerum
Trifolium alexandrinum
Trifolium alpestre
Trifolium ambiguum
Trifolium angustifolium
Trifolium arvense
Trifolium hybridum
Trifolium incarnatum
Trifolium pratense
Trifolium repens
Trifolium resupinatum
Trifolium rueppellianum
Trifolium semipilosum
Trifolium subterraneum
Trifolium vesiculosum
Trigonella foenum-graecum
Tripsacum laxum
Triticosecale blaringhemii
Triticosecale neoblaringhemii
Triticosecale schlanstedtense
Triticosecale semisecale
Triticum ×petropavlovskyi
Triticum aestivum
Triticum durum
Triticum flaksbergeri
Triticum ispahanicum
Triticum kiharae
Triticum monococcum
Triticum timopheevii
Triticum turgidum
Triticum vavilovii
Triticum zhukovsky
Tropaeolum tuberosum
Ullucus tuberosus
Urena lobata
Urena sinuata
Urochloa brizantha
Urochloa humidicola
Urochloa ruziziensis
Vaccinium angustifolium
Vaccinium corymbosum
Vaccinium macrocarpon
Vaccinium virgatum
Vanilla planifolia
Vanilla pompona
Vanilla tahitensis
Vanilla xtahitensis
Vasconcellea xheilbornii
Vernicia fordii
Vicia articulata
Vicia faba
Vicia narbonensis
Vicia pannonica
Vicia sativa
Vigna aconitifolia
Vigna angularis
Vigna mungo
Vigna radiata
Vigna subterranea
Vigna umbellata
Vigna unguiculata
Vitellaria paradoxa
Vitis vinifera
Xanthosoma sagittifolium
xTriticosecale blaringhemii
xTriticosecale neoblaringhemii
xTriticosecale schlanstedtense
xTriticosecale semisecale
Yucca carnerosana
Zea mays
Zingiber officinale
Zizania palustris
Ziziphus jujuba
Zornia latifolia
