"crop_name","year","country_iso2","country_name","c_area_harvested","c_production","clp_import_quantity","clp_import_value","clp_export_quantity","clp_export_value","fs_food_supply_quantity_g","fs_food_supply_kcal","fs_protein_supply_quantity","fs_fat_supply_quantity","vap_gross_production_value_us","cu_amount_countries","gp_index_crops","gp_index_crops_lives_products","gp_index_custom","gp_index_food_supply","gp_index_value_agricultural_production","compose_index"
"Abaca","2010","","World",162997,101610,11161,14231,12279,13692,NA,NA,NA,NA,85.089464,1,2.78590851986786e-05,7.43132130231609e-06,0.4,NA,9.71757321269381e-05,0.400132466138628
"Abaca","2011","","World",168175,104647,10801,16439,10525,13444,NA,NA,NA,NA,105.500519,1,2.87356453512643e-05,7.27516319447245e-06,0.4,NA,0.000120547359461454,0.400156558168007
"Abaca","2012","","World",167961,104761,6161,10209,10108,5580,NA,NA,NA,NA,113.747981,1,2.87120131534287e-05,3.24875255845793e-06,0.4,NA,0.000129991095138987,0.400161951860851
"Abaca","2013","","World",168716,102039,7974,12493,6070,9021,NA,NA,NA,NA,106.653883,1,2.8673401720707e-05,4.98088772301817e-06,0.4,NA,0.000121868016016887,0.400155522305461
"Adlay","2010","","World",4573353,5624483,NA,NA,NA,NA,2.12,6,0.18,0.02,1568.32234,1,0.000928863471587138,NA,0.4,0.000455332516499421,0.00179554781667498,0.403179743804762
"Adlay","2011","","World",3800556,4869357,NA,NA,NA,NA,2.17,7,0.18,0.02,1188.215668,1,0.000782166611064045,NA,0.4,0.000463776180374049,0.00136030762525189,0.40260625041669
"Adlay","2012","","World",3949220,5476533,NA,NA,NA,NA,2.06,6,0.17,0.02,1782.852482,1,0.000834676460670271,NA,0.4,0.000445200119849867,0.00204119501770623,0.403321071598226
"Adlay","2013","","World",4260313,6150540,NA,NA,NA,NA,NA,NA,NA,NA,1980.689669,1,0.000913187830407062,NA,0.4,NA,0.00226772799248255,0.40318091582289
"Adzuki bean","2010","","World",32486941,46510911,3595456,3694939,4178460,3905076,7.22,24,1.56,0.11,33788.661932,1,0.00694332427497575,0.00217577575346952,0.4,0.00176213078616697,0.0386893668542399,0.449570597668852
"Adzuki bean","2011","","World",32210303,46191613,3851850,4108479,4856496,4842092,7.05,24,1.52,0.1,41868.44617,1,0.00688823531813896,0.00261504423342792,0.4,0.00168391737849819,0.0479411035309493,0.459128300461014
"Adzuki bean","2012","","World",30844784,47256489,4011952,4304353,4787454,4953739,6.78,23,1.46,0.1,38113.737625,1,0.00675518470332227,0.00268507645340252,0.4,0.00163832159357519,0.0436417839287307,0.454720366679031
"Adzuki bean","2013","","World",31027121,47828399,4071808,4484651,4556765,4657864,NA,NA,NA,NA,41088.628853,1,0.00681050189622948,0.00256560260176531,0.4,NA,0.0470481756679885,0.456424280165983
"African rice","2010","","World",693740399,NA,31920942,20841526,33667567,20292800,148.3,547,10.24,1.89,248136.623625,1,NA,0.0131142184756167,0.4,0.0343986539629375,0.284127962781886,0.73164083522044
"African rice","2011","","World",706179279,NA,35426797,24182629,37660616,24158859,148.85,548,10.23,1.85,332021.44803,1,NA,0.0152609246628751,0.4,0.0342935144635782,0.380180070574207,0.829734509700661
"African rice","2012","","World",706711851,NA,37934683,24563130,39863585,23854196,148.13,544,10.15,1.82,349330.712114,1,NA,0.0154719813870899,0.4,0.0340234108522984,0.4,0.849495392239388
"African rice","2013","","World",722317347,NA,37887344,26330865,37174387,24225377,NA,NA,NA,NA,337738.587879,1,NA,0.0156256536447794,0.4,NA,0.386726467219072,0.802352120863851
"Agave","2010","","World",56365,44701,NA,NA,NA,NA,NA,NA,NA,NA,25.493216,1,1.01040369934866e-05,NA,0.4,NA,2.89351978286664e-05,0.400039039234822
"Agave","2011","","World",56465,43750,NA,NA,NA,NA,NA,NA,NA,NA,27.706216,1,1.00678730641701e-05,NA,0.4,NA,3.14691879282122e-05,0.400041537060992
"Agave","2012","","World",54840,40965,NA,NA,NA,NA,NA,NA,NA,NA,24.933796,1,9.69645357903816e-06,NA,0.4,NA,2.8294635360755e-05,0.40003799108894
"Agave","2013","","World",54880,41465,NA,NA,NA,NA,NA,NA,NA,NA,21.819912,1,9.72828377700392e-06,NA,0.4,NA,2.47290902965282e-05,0.400034457374074
"Albardine","2010","","World",375939,276134,NA,NA,NA,NA,NA,NA,NA,NA,83.921461,1,6.65168234222474e-05,NA,0.4,NA,9.58383132212717e-05,0.400162355136644
"Albardine","2011","","World",382836,281306,NA,NA,NA,NA,NA,NA,NA,NA,102.302727,1,6.77436365334893e-05,NA,0.4,NA,0.000116885735752278,0.400184629372286
"Albardine","2012","","World",389075,284142,NA,NA,NA,NA,NA,NA,NA,NA,93.506102,1,6.87565155230403e-05,NA,0.4,NA,0.000106813182358958,0.400175569697882
"Albardine","2013","","World",387491,285396,NA,NA,NA,NA,NA,NA,NA,NA,89.382532,1,6.86031627357347e-05,NA,0.4,NA,0.000102091498872838,0.400170694661609
"Alfalfa","2010","","World",NA,NA,1391220,386515,1307714,326427,NA,NA,NA,NA,NA,1,NA,0.000330824972354098,0.4,NA,NA,0.400330824972354
"Alfalfa","2011","","World",NA,NA,1493263,391822,1359116,339904,NA,NA,NA,NA,NA,1,NA,0.000350575087297772,0.4,NA,NA,0.400350575087298
"Alfalfa","2012","","World",NA,NA,1752045,512463,1693467,470072,NA,NA,NA,NA,NA,1,NA,0.000442074259033052,0.4,NA,NA,0.400442074259033
"Alfalfa","2013","","World",NA,NA,1327136,395460,1248773,350993,NA,NA,NA,NA,NA,1,NA,0.000332671582657741,0.4,NA,NA,0.400332671582658
"Allspice","2010","","World",3528625,32763720,3150865,5445416,3162387,5167389,1.18,3,0.14,0.15,29790.132371,1,0.00221134260998818,0.00265965396386042,0.4,0.000940155992092049,0.034110860609181,0.439922013175122
"Allspice","2011","","World",3560014,33429988,3239532,5891003,3325048,5703570,1.23,4,0.15,0.16,32519.391853,1,0.00225072386279729,0.0029030855913837,0.4,0.000998104606461727,0.0372359923337538,0.443387906394397
"Allspice","2012","","World",3649905,34278830,3474033,5845819,3569815,5764959,1.21,4,0.15,0.15,31434.918417,1,0.00230780496963535,0.00296159569338733,0.4,0.000945222190416826,0.035994218745844,0.442208841599284
"Allspice","2013","","World",3608628,34839222,3490853,6323382,3584091,6190515,NA,NA,NA,NA,34179.904516,1,0.00233155861536114,0.00314748880540675,0.4,NA,0.0391373581937684,0.444616405614536
"Almonds","2010","","World",1719675,2570069,524394,2468098,559444,2628845,6.02,15,0.4,1.15,7499.215269,1,0.000373174557575404,0.00120576813070469,0.4,0.00670799770466104,0.00858670188967638,0.416873642282618
"Almonds","2011","","World",1732339,3021249,575939,2854492,627818,3066105,6.34,16,0.42,1.24,10256.29204,1,0.000398653071658325,0.0014014529710501,0.4,0.0072075817079141,0.0117436857312497,0.420751373481872
"Almonds","2012","","World",1767465,2825751,623293,3343982,657281,3564454,6.39,16,0.42,1.23,11556.097624,1,0.000393235785148503,0.00162292085603653,0.4,0.00716652042129368,0.0132320248551495,0.422414701917628
"Almonds","2013","","World",1823264,2840508,620935,4245830,687715,4669085,NA,NA,NA,NA,14858.618026,1,0.000401736782082433,0.00209916567354151,0.4,NA,0.017013567558365,0.419514470013989
"Amaranth","2010","","World",4573353,5624483,NA,NA,NA,NA,2.12,6,0.18,0.02,1568.32234,1,0.000928863471587138,NA,0.4,0.000455332516499421,0.00179554781667498,0.403179743804762
"Amaranth","2011","","World",3800556,4869357,NA,NA,NA,NA,2.17,7,0.18,0.02,1188.215668,1,0.000782166611064045,NA,0.4,0.000463776180374049,0.00136030762525189,0.40260625041669
"Amaranth","2012","","World",3949220,5476533,NA,NA,NA,NA,2.06,6,0.17,0.02,1782.852482,1,0.000834676460670271,NA,0.4,0.000445200119849867,0.00204119501770623,0.403321071598226
"Amaranth","2013","","World",4260313,6150540,NA,NA,NA,NA,NA,NA,NA,NA,1980.689669,1,0.000913187830407062,NA,0.4,NA,0.00226772799248255,0.40318091582289
"Anise","2010","","World",943046,827412,287213,493850,264610,510640,1.8,6,0.19,0.16,1717.742721,1,0.000174017936586306,0.000259527549449805,0.4,0.00109436237463249,0.00196664124917582,0.403494549109844
"Anise","2011","","World",1082838,952224,307764,607009,295131,598896,2.09,7,0.23,0.19,2020.413653,1,0.000199934440976831,0.000300410111148438,0.4,0.00129185047659049,0.0023132138407295,0.404105408869445
"Anise","2012","","World",1040955,923817,333008,607900,317335,571680,2.04,7,0.22,0.19,1758.201376,1,0.000192642237618182,0.000292115929774512,0.4,0.00128340681271586,0.00201296833060869,0.403781133310717
"Anise","2013","","World",999465,906033,406832,764959,394543,742271,NA,NA,NA,NA,1714.573771,1,0.000185963052179932,0.000375795348090257,0.4,NA,0.00196301265092641,0.402524771051197
"Apple","2010","","World",4886406,71192145,8302899,6668145,8594174,6479142,25.05,10,0.06,0.05,65738.903597,1,0.00442007429841683,0.00392918037566443,0.4,0.00447611162088919,0.0752739109379295,0.4880992772329
"Apple","2011","","World",4987857,77072356,8095873,7182225,8262926,7149600,25.71,11,0.06,0.06,48903.580506,1,0.00474332998187705,0.00419016050210921,0.4,0.00463707293452934,0.0559966664574738,0.469567229875989
"Apple","2012","","World",5075039,78625948,8386623,7504849,8280054,7182023,26.99,11,0.07,0.06,63553.128713,1,0.0048370952729194,0.0042438557098482,0.4,0.00485323072971982,0.0727710948891759,0.486705276601663
"Apple","2013","","World",5160561,82820750,8613231,8476782,8584796,8028152,NA,NA,NA,NA,52574.852995,1,0.00506951858290679,0.0046398453423876,0.4,NA,0.0602004478130367,0.469909811738331
"Apricot","2010","","World",564663,3305516,362959,836224,373531,815358,65.96,28,0.34,0.33,2922.525413,1,0.000251944239700939,0.000401335363779953,0.4,0.0127708560169716,0.00334617464891921,0.416770310269372
"Apricot","2011","","World",536421,3818558,396574,888738,389398,856684,68.08,29,0.35,0.34,3323.407202,1,0.000275012598361491,0.000423755211200216,0.4,0.0131783723157509,0.00380520333595681,0.417682343461269
"Apricot","2012","","World",532322,3865025,483762,860904,473510,834068,70.36,30,0.36,0.35,3182.899767,1,0.000276888582820753,0.000425905143449841,0.4,0.013612908338929,0.00364431564991859,0.417960017715118
"Apricot","2013","","World",558924,4093243,502358,971152,505747,943760,NA,NA,NA,NA,3231.642382,1,0.000292572280001845,0.00047576876895699,0.4,NA,0.00370012825897235,0.404468469307931
"Areca nuts","2010","","World",871949,1081604,433559,1534219,262461,1178755,6.02,15,0.4,1.15,1520.695727,1,0.000177541696617568,0.000567756063212167,0.4,0.00670799770466104,0.00174101308291226,0.409194308547403
"Areca nuts","2011","","World",879009,1096126,430906,1846159,307097,1490357,6.34,16,0.42,1.24,1646.416713,1,0.000179282745063889,0.000701827040997501,0.4,0.0072075817079141,0.00188496958260911,0.409973661076585
"Areca nuts","2012","","World",992815,1340932,458584,2030043,349900,1618078,6.39,16,0.42,1.23,2290.796347,1,0.000207911535969741,0.000760709159234792,0.4,0.00716652042129368,0.00262281486634384,0.410757955982842
"Areca nuts","2013","","World",902648,1166166,392896,2007377,310183,1603948,NA,NA,NA,NA,1816.101076,1,0.000186238455986716,0.000745642243495358,0.4,NA,0.0020792662368747,0.403011146936357
"Arracacha","2010","","World",1218971,8950085,150870,157835,137478,101979,5.12,6,0.08,0.01,2069.069745,1,0.000639348087693554,6.46003972177338e-05,0.4,0.00091244739848208,0.00236892737683912,0.403985323260233
"Arracacha","2011","","World",1257843,9400643,161930,178870,157844,110144,5.28,6,0.08,0.01,2452.447779,1,0.000668422217588182,6.96334321219069e-05,0.4,0.000939467122880891,0.00280791343311537,0.404485436205706
"Arracacha","2012","","World",1273960,9798676,141226,154375,188810,148987,5.48,6,0.08,0.01,2908.690011,1,0.000691584045487798,8.35638244523917e-05,0.4,0.000973241778379405,0.00333033245655986,0.405078722104879
"Arracacha","2013","","World",1286432,9809301,148880,180834,161957,146925,NA,NA,NA,NA,2707.665689,1,0.000693869425949941,8.37195130224263e-05,0.4,NA,0.00310015006084549,0.403877738999818
"Arrowroot","2010","","World",1218971,8950085,150870,157835,137478,101979,5.12,6,0.08,0.01,2069.069745,1,0.000639348087693554,6.46003972177338e-05,0.4,0.00091244739848208,0.00236892737683912,0.403985323260233
"Arrowroot","2011","","World",1257843,9400643,161930,178870,157844,110144,5.28,6,0.08,0.01,2452.447779,1,0.000668422217588182,6.96334321219069e-05,0.4,0.000939467122880891,0.00280791343311537,0.404485436205706
"Arrowroot","2012","","World",1273960,9798676,141226,154375,188810,148987,5.48,6,0.08,0.01,2908.690011,1,0.000691584045487798,8.35638244523917e-05,0.4,0.000973241778379405,0.00333033245655986,0.405078722104879
"Arrowroot","2013","","World",1286432,9809301,148880,180834,161957,146925,NA,NA,NA,NA,2707.665689,1,0.000693869425949941,8.37195130224263e-05,0.4,NA,0.00310015006084549,0.403877738999818
"Artichokes","2010","","World",127554,1480371,36992,58205,38262,58197,283.67,71,3.79,0.59,1194.618425,1,9.54542835877908e-05,3.01596295009233e-05,0.4,0.0508233859727502,0.0013676390860959,0.452316638971935
"Artichokes","2011","","World",129510,1528753,32436,51880,34195,61784,286.58,71,3.82,0.6,1265.54825,1,9.82692427402345e-05,3.10849529002239e-05,0.4,0.0513643121607486,0.00144885710431213,0.452942523460701
"Artichokes","2012","","World",124809,1616180,50349,71484,38487,57970,296.09,73,3.93,0.61,1209.843679,1,0.000102215762903589,3.18858311772079e-05,0.4,0.053019801980198,0.00138507272500195,0.454538976299281
"Artichokes","2013","","World",128996,1608858,61161,87935,45688,73240,NA,NA,NA,NA,1279.156081,1,0.000102410398425904,3.99502810061285e-05,0.4,NA,0.0014644387170687,0.401606799396501
"Asian rice","2010","","World",693740399,NA,31920942,20841526,33667567,20292800,148.3,547,10.24,1.89,248136.623625,1,NA,0.0131142184756167,0.4,0.0343986539629375,0.284127962781886,0.73164083522044
"Asian rice","2011","","World",706179279,NA,35426797,24182629,37660616,24158859,148.85,548,10.23,1.85,332021.44803,1,NA,0.0152609246628751,0.4,0.0342935144635782,0.380180070574207,0.829734509700661
"Asian rice","2012","","World",706711851,NA,37934683,24563130,39863585,23854196,148.13,544,10.15,1.82,349330.712114,1,NA,0.0154719813870899,0.4,0.0340234108522984,0.4,0.849495392239388
"Asian rice","2013","","World",722317347,NA,37887344,26330865,37174387,24225377,NA,NA,NA,NA,337738.587879,1,NA,0.0156256536447794,0.4,NA,0.386726467219072,0.802352120863851
"Asparagus","2010","","World",1426554,7487774,322330,1121898,310837,904646,283.67,71,3.79,0.59,8761.212497,1,0.000591191059024615,0.000434307942431203,0.4,0.0508233859727502,0.010031748650366,0.461880633624572
"Asparagus","2011","","World",1454191,8190220,330404,1189328,320764,949384,286.58,71,3.82,0.6,10152.553366,1,0.00063195528982621,0.000454711739409456,0.4,0.0513643121607486,0.0116249000227743,0.464075879212759
"Asparagus","2012","","World",1483159,8281961,350344,1165339,353746,1039414,296.09,73,3.93,0.61,10474.279166,1,0.000640789910926026,0.000496276208435175,0.4,0.053019801980198,0.0119932913431396,0.466150159442699
"Asparagus","2013","","World",1462915,7934250,336163,1423283,330537,1148581,NA,NA,NA,NA,11488.542099,1,0.000619702905964948,0.000541437053989939,0.4,NA,0.0131546705706851,0.41431581053064
"Avocado","2010","","World",443271,3879484,902790,1697254,829565,1466360,65.96,28,0.34,0.33,3810.703209,1,0.00026532038843324,0.000755918240860581,0.4,0.0127708560169716,0.00436318040657867,0.418155275052844
"Avocado","2011","","World",457279,4173951,950232,2214307,851891,1971227,68.08,29,0.35,0.34,4258.233434,1,0.00028274422873684,0.000980210180308921,0.4,0.0131783723157509,0.00487562376825852,0.419316950493055
"Avocado","2012","","World",478170,4456290,1127815,2172802,1052904,1971669,70.36,30,0.36,0.35,4329.081687,1,0.000300483224708267,0.00100465298154429,0.4,0.013612908338929,0.00495674838266074,0.419874792927842
"Avocado","2013","","World",506397,4670163,1283314,2776159,1216993,2479194,NA,NA,NA,NA,4595.128165,1,0.000315637561575729,0.00124484875345255,0.4,NA,0.00526138423501999,0.406821870550048
"Azarole","2010","","World",4539566,28282688,1984150,1889942,1948145,1651048,65.96,28,0.34,0.33,9823.729645,1,0.00211566594059493,0.0009832764004265,0.4,0.0127708560169716,0.0112483812457703,0.427118179603763
"Azarole","2011","","World",4833356,29331448,2444537,2452088,2396751,2119691,68.08,29,0.35,0.34,11227.146752,1,0.00221148818396741,0.00124833532395876,0.4,0.0131783723157509,0.0128553604842119,0.429493556307889
"Azarole","2012","","World",5040661,30532406,2463747,2604108,2385596,2161214,70.36,30,0.36,0.35,11228.12823,1,0.00230334047387379,0.00126887290391189,0.4,0.013612908338929,0.0128564843231341,0.430041606039849
"Azarole","2013","","World",5117804,31536972,2523807,2858010,2379246,2326015,NA,NA,NA,NA,11305.770503,1,0.002366845439896,0.00134817464554388,0.4,NA,0.0129453884130972,0.416660408498537
"Babaco","2010","","World",4539566,28282688,1984150,1889942,1948145,1651048,65.96,28,0.34,0.33,9823.729645,1,0.00211566594059493,0.0009832764004265,0.4,0.0127708560169716,0.0112483812457703,0.427118179603763
"Babaco","2011","","World",4833356,29331448,2444537,2452088,2396751,2119691,68.08,29,0.35,0.34,11227.146752,1,0.00221148818396741,0.00124833532395876,0.4,0.0131783723157509,0.0128553604842119,0.429493556307889
"Babaco","2012","","World",5040661,30532406,2463747,2604108,2385596,2161214,70.36,30,0.36,0.35,11228.12823,1,0.00230334047387379,0.00126887290391189,0.4,0.013612908338929,0.0128564843231341,0.430041606039849
"Babaco","2013","","World",5117804,31536972,2523807,2858010,2379246,2326015,NA,NA,NA,NA,11305.770503,1,0.002366845439896,0.00134817464554388,0.4,NA,0.0129453884130972,0.416660408498537
"Badian","2010","","World",943046,827412,287213,493850,264610,510640,1.8,6,0.19,0.16,1717.742721,1,0.000174017936586306,0.000259527549449805,0.4,0.00109436237463249,0.00196664124917582,0.403494549109844
"Badian","2011","","World",1082838,952224,307764,607009,295131,598896,2.09,7,0.23,0.19,2020.413653,1,0.000199934440976831,0.000300410111148438,0.4,0.00129185047659049,0.0023132138407295,0.404105408869445
"Badian","2012","","World",1040955,923817,333008,607900,317335,571680,2.04,7,0.22,0.19,1758.201376,1,0.000192642237618182,0.000292115929774512,0.4,0.00128340681271586,0.00201296833060869,0.403781133310717
"Badian","2013","","World",999465,906033,406832,764959,394543,742271,NA,NA,NA,NA,1714.573771,1,0.000185963052179932,0.000375795348090257,0.4,NA,0.00196301265092641,0.402524771051197
"Bambara bean","2010","","World",200627,151785,0,0,0,0,NA,NA,NA,NA,41.464877,1,3.57071576279181e-05,0,0.4,NA,4.72235081979848e-05,0.400082930665826
"Bambara bean","2011","","World",202112,135605,0,0,0,0,NA,NA,NA,NA,39.481036,1,3.50619219026171e-05,0,0.4,NA,4.49519160366323e-05,0.400080013837939
"Bambara bean","2012","","World",210565,156016,2642,6761,1541,1403,NA,NA,NA,NA,43.937587,1,3.73054945873137e-05,9.6610306886522e-07,0.4,NA,5.00548785816485e-05,0.400088326476238
"Bambara bean","2013","","World",223826,157247,750,963,1727,2036,NA,NA,NA,NA,51.312539,1,3.92061240583974e-05,9.80809721013309e-07,0.4,NA,5.8499548872035e-05,0.400098686482651
"Bamboo shoot","2010","","World",18400753,259721091,2399248,2480279,3251236,3268037,283.67,71,3.79,0.59,77665.050267,1,0.0162048267894583,0.00173757695124737,0.4,0.0508233859727502,0.0889299152702887,0.557695704983745
"Bamboo shoot","2011","","World",18372783,260792753,2608363,2709243,3375853,3295271,286.58,71,3.82,0.6,89418.891726,1,0.0162573077966097,0.00177788477971017,0.4,0.0513643121607486,0.102388621952953,0.571788126690022
"Bamboo shoot","2012","","World",19028297,271900678,2451482,2586994,3002047,3004214,296.09,73,3.93,0.61,92384.308643,1,0.0169321687834934,0.00163089025537678,0.4,0.053019801980198,0.105784165156163,0.577367026175232
"Bamboo shoot","2013","","World",19757918,277946312,2625756,3170254,2883011,3301102,NA,NA,NA,NA,95421.558641,1,0.0173510891901523,0.00178277574923765,0.4,NA,0.109261960648607,0.528395825587997
"Bananas","2010","","World",5400390,108665134,17933961,11713905,17490865,8098393,33.93,21,0.28,0.07,35314.883339,1,0.00646174636088827,0.00594306028397332,0.4,0.00607471622601331,0.0404369628483894,0.458916485719264
"Bananas","2011","","World",5496539,109430205,18720741,13080942,18719902,8853166,34.06,21,0.28,0.07,42854.6374,1,0.00651528875437086,0.00637613796705793,0.4,0.00609666975208734,0.0490703393253817,0.468058435798898
"Bananas","2012","","World",5274021,107810272,18313664,12477861,19099109,8629565,33.53,21,0.27,0.07,45267.914459,1,0.00639929855582397,0.00622407702906003,0.4,0.00600716691501628,0.051833656169018,0.470464198668918
"Bananas","2013","","World",5286085,110514408,19664242,13922500,20098072,9688828,NA,NA,NA,NA,40894.318998,1,0.00654316553058536,0.00686551632500055,0.4,NA,0.0468256816558718,0.460234363511458
"Barley","2010","","World",47405964,123303344,36389270,16380850,38169910,15801921,2.6,7,0.19,0.03,23175.221453,1,0.0130468884597868,0.0117869647530157,0.4,0.000585896640190904,0.0265364734534696,0.451956223306463
"Barley","2011","","World",48442390,132733302,36370039,19174218,38004029,18996167,2.71,7,0.2,0.03,31449.713389,1,0.013686248412519,0.0131624200911405,0.4,0.000604472700715086,0.0360111596914251,0.4634643008958
"Barley","2012","","World",49844175,132213548,40425588,20747422,42502967,20669168,2.72,7,0.2,0.03,33779.540179,1,0.0138529850148611,0.0144380538943241,0.4,0.000606161433490012,0.0386789220138456,0.467576122356521
"Barley","2013","","World",49773553,143421287,43112619,22507109,45098961,22024522,NA,NA,NA,NA,35304.839744,1,0.0144325660043969,0.0153897510089707,0.4,NA,0.0404254624551251,0.470247779468493
"Bay leaf","2010","","World",927593,2103629,325132,1186048,379108,1301953,1.8,6,0.19,0.16,2146.763054,1,0.000238988349035787,0.000606099286712191,0.4,0.00109436237463249,0.00245788990544597,0.404397339915826
"Bay leaf","2011","","World",1008818,2427596,365788,1356446,414880,1450140,2.09,7,0.23,0.19,2484.52149,1,0.000267269192160918,0.000675583351482093,0.4,0.00129185047659049,0.00284463935545142,0.405079342375685
"Bay leaf","2012","","World",978986,2269144,374363,1245973,455369,1486093,2.04,7,0.22,0.19,2361.383969,1,0.000254806962933987,0.000692265489024288,0.4,0.00128340681271586,0.0027036410458732,0.404934120310547
"Bay leaf","2013","","World",982860,2339135,380536,1326976,493790,1858878,NA,NA,NA,NA,2329.957545,1,0.00025902376414171,0.00085393776792801,0.4,NA,0.00266765629789302,0.403780617829963
"Beech nut","2010","","World",1625481,2850441,455710,558018,421025,363968,0.34,1,0.07,0.09,992.579453,1,0.000374877364657881,0.00021926065019494,0.4,0.000501272736027993,0.00113629486794389,0.402231705618825
"Beech nut","2011","","World",1651134,3330732,481585,594953,660991,413367,0.38,1,0.08,0.09,1499.413426,1,0.000403684919380912,0.000244106367594014,0.4,0.000508027667127696,0.00171664383753063,0.402872462791633
"Beech nut","2012","","World",1695971,3624339,382163,545902,561933,463546,0.38,1,0.08,0.09,1641.548556,1,0.000425331607060283,0.000252177068070533,0.4,0.000508027667127696,0.00187939531164615,0.403064931653905
"Beech nut","2013","","World",1727446,3728159,416629,749535,683806,650727,NA,NA,NA,NA,1670.582322,1,0.000435148479001815,0.000337638814868653,0.4,NA,0.00191264035258448,0.402685427646455
"Beets","2010","","World",18400753,259721091,2758557,471225,2768708,387974,283.67,71,3.79,0.59,77665.050267,1,0.0162048267894583,0.000544112103801397,0.4,0.0508233859727502,0.0889299152702887,0.556502240136299
"Beets","2011","","World",18372783,260792753,2759775,621646,2686773,509204,286.58,71,3.82,0.6,89418.891726,1,0.0162573077966097,0.000596580251372842,0.4,0.0513643121607486,0.102388621952953,0.570606822161684
"Beets","2012","","World",19028297,271900678,3333541,779056,3197464,635486,296.09,73,3.93,0.61,92384.308643,1,0.0169321687834934,0.00072941955687172,0.4,0.053019801980198,0.105784165156163,0.576465555476726
"Beets","2013","","World",19757918,277946312,2918281,782017,3069126,700498,NA,NA,NA,NA,95421.558641,1,0.0173510891901523,0.000700756318224433,0.4,NA,0.109261960648607,0.527313806156984
"Black gram","2010","","World",32486941,46510911,3595456,3694939,4178460,3905076,7.22,24,1.56,0.11,33788.661932,1,0.00694332427497575,0.00217577575346952,0.4,0.00176213078616697,0.0386893668542399,0.449570597668852
"Black gram","2011","","World",32210303,46191613,3851850,4108479,4856496,4842092,7.05,24,1.52,0.1,41868.44617,1,0.00688823531813896,0.00261504423342792,0.4,0.00168391737849819,0.0479411035309493,0.459128300461014
"Black gram","2012","","World",30844784,47256489,4011952,4304353,4787454,4953739,6.78,23,1.46,0.1,38113.737625,1,0.00675518470332227,0.00268507645340252,0.4,0.00163832159357519,0.0436417839287307,0.454720366679031
"Black gram","2013","","World",31027121,47828399,4071808,4484651,4556765,4657864,NA,NA,NA,NA,41088.628853,1,0.00681050189622948,0.00256560260176531,0.4,NA,0.0470481756679885,0.456424280165983
"Black salsify","2010","","World",18400753,259721091,2399248,2480279,3251236,3268037,283.67,71,3.79,0.59,77665.050267,1,0.0162048267894583,0.00173757695124737,0.4,0.0508233859727502,0.0889299152702887,0.557695704983745
"Black salsify","2011","","World",18372783,260792753,2608363,2709243,3375853,3295271,286.58,71,3.82,0.6,89418.891726,1,0.0162573077966097,0.00177788477971017,0.4,0.0513643121607486,0.102388621952953,0.571788126690022
"Black salsify","2012","","World",19028297,271900678,2451482,2586994,3002047,3004214,296.09,73,3.93,0.61,92384.308643,1,0.0169321687834934,0.00163089025537678,0.4,0.053019801980198,0.105784165156163,0.577367026175232
"Black salsify","2013","","World",19757918,277946312,2625756,3170254,2883011,3301102,NA,NA,NA,NA,95421.558641,1,0.0173510891901523,0.00178277574923765,0.4,NA,0.109261960648607,0.528395825587997
"Blueberry","2010","","World",75558,323449,113186,557310,83527,370846,65.96,28,0.34,0.33,786.546623,1,2.74191236632153e-05,0.000175450268018243,0.4,0.0127708560169716,0.000900377492706022,0.413874102901359
"Blueberry","2011","","World",81524,363586,127362,639798,91293,450108,68.08,29,0.35,0.34,1082.677138,1,3.03556779752858e-05,0.000211581962336335,0.4,0.0131783723157509,0.00123946099617796,0.41465977095224
"Blueberry","2012","","World",82696,397793,136696,638926,109298,567786,70.36,30,0.36,0.35,1175.212893,1,3.23167061921669e-05,0.000263626067619737,0.4,0.013612908338929,0.00134541883035057,0.415254269943092
"Blueberry","2013","","World",86521,427760,156914,791053,118937,616126,NA,NA,NA,NA,1103.425429,1,3.4422064558643e-05,0.000287242340823173,0.4,NA,0.00126321877474845,0.40158488318013
"Brazil nut","2010","","World",11500,106082,35332,176799,30352,153144,6.02,15,0.4,1.15,81.915159,1,7.12049095034116e-06,7.08955581419324e-05,0.4,0.00670799770466104,9.3541002148204e-05,0.406879554755902
"Brazil nut","2011","","World",11500,109476,29903,232448,32377,242347,6.34,16,0.42,1.24,100.907722,1,7.29896419243087e-06,0.000108638650373347,0.4,0.0072075817079141,0.000115288388775859,0.407438807711256
"Brazil nut","2012","","World",11300,108405,27670,207855,30158,213017,6.39,16,0.42,1.23,86.126276,1,7.21495706322268e-06,9.56799617635651e-05,0.4,0.00716652042129368,9.83629311070964e-05,0.407367778271228
"Brazil nut","2013","","World",11300,108600,32211,215440,32514,214328,NA,NA,NA,NA,84.761951,1,7.22521112397916e-06,9.6865715772582e-05,0.4,NA,9.68007141877277e-05,0.400200891641084
"Breadfruit","2010","","World",2900373,20215994,762573,644135,580010,353614,65.96,28,0.34,0.33,10294.620887,1,0.00146454403562785,0.000256701252071727,0.4,0.0127708560169716,0.0117875740813739,0.426279675386045
"Breadfruit","2011","","World",3164798,20843720,811232,755461,646342,399423,68.08,29,0.35,0.34,12555.026886,1,0.00153416084753349,0.000283109708746935,0.4,0.0131783723157509,0.0143758463011751,0.429371489173206
