"crop_name","year","country_iso2","country_name","c_area_harvested","c_feed","c_production","c_yield","cb_domestic_supply_quantity","cb_export_quantity","cb_feed","cb_food_supply_quantity","cb_import_quantity","cb_losses","cb_other_uses","cb_processing","cb_production","cb_seed","cb_stock_variation","clp_export_quantity","clp_export_value","clp_import_quantity","clp_import_value","fs_fat_supply_quantity","fs_food_supply_kcal","fs_food_supply_quantity_g","fs_food_supply_quantity_kg","fs_food_supply_quantity_t","fs_protein_supply_quantity","vap_gross_production_value_2004_2006_i","vap_gross_production_value_2014_2006_us","vap_gross_production_value_us","vap_net_production_value_2004_2006_i","cu_amount_countries"
"Bay leaf","2011","","World",1008818,NA,2427596,24064,5454178,1408666,NA,5218015,1393715,88886,167560,NA,5493342,NA,-24213,414880,1450140,365788,1356446,0.19,7,2.09,0.76,5218015,0.23,1687560.295445,1463.685924,2484.52149,1687559.913108,1
"Bay leaf","2012","","World",978986,NA,2269144,23179,5398395,1584370,NA,5145518,1510444,92186,180290,NA,5490116,NA,-17795,455369,1486093,374363,1245973,0.19,7,2.04,0.74,5145518,0.22,1577411.198679,1403.767995,2361.383969,1577410.753779,1
"Bay leaf","2013","","World",982860,NA,2339135,23799,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,493790,1858878,380536,1326976,NA,NA,NA,NA,NA,NA,1626065.735344,1484.039012,2329.957545,1626065.290444,1
"Beech nut","2010","","World",1625481,NA,2850441,17536,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,421025,363968,455710,558018,0.09,1,0.34,0.12,836925.99,0.07,887969.389481,649.693615,992.579453,855258.534056,1
"Beech nut","2011","","World",1651134,NA,3330732,20172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,660991,413367,481585,594953,0.09,1,0.38,0.14,959939.55,0.08,1037589.584572,738.664499,1499.413426,996806.928196,1
"Beech nut","2012","","World",1695971,NA,3624339,21370,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,561933,463546,382163,545902,0.09,1,0.38,0.14,951819.94,0.08,1129054.149847,784.890248,1641.548556,1091643.395297,1
"Beech nut","2013","","World",1727446,NA,3728159,21582,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,683806,650727,416629,749535,NA,NA,NA,NA,NA,NA,1161396.138697,793.358877,1670.582322,1101300.333673,1
"Beets","2010","","World",18400753,NA,259721091,141147,816548019,41024281,45629760,701058269,39726312,69092141,366888,527258,817469827,102891,376161,2768708,387974,2758557,471225,0.59,71,283.67,103.54,701058269.4,3.79,48942102.160999,47492.345654,77665.050267,44328058.425292,1
"Beets","2011","","World",18372783,NA,260792753,141945,840967335,43117429,51203729,716309449,41537316,72857461,298127,493642,842433091,107072,114357,2686773,509204,2759775,621646,0.6,71,286.58,104.6,716309449.49,3.82,49144047.215957,47923.850719,89418.891726,44430921.875184,1
"Beets","2012","","World",19028297,NA,271900678,142893,864106729,43228665,47208012,747750498,41880443,68494011,419874,468813,865556348,110043,-101397,3197464,635486,3333541,779056,0.61,73,296.09,108.07,747750498.18,3.93,51237235.617964,48478.291234,92384.308643,46149320.475429,1
"Beets","2013","","World",19757918,NA,277946312,140676,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3069126,700498,2918281,782017,NA,NA,NA,NA,NA,NA,52376481.06523,49748.737805,95421.558641,47072746.80656,1
"Black gram","2010","","World",32486941,NA,46510911,231884,23263358,3687949,2925196,17848377,3058155,1257641,395,NA,24159268,1250854,-266116,4178460,3905076,3595456,3694939,0.11,24,7.22,2.64,17848377.17,1.56,23835651.46561,19749.882483,33788.661932,21302312.535882,1
"Black gram","2011","","World",32210303,NA,46191613,229717,22550667,4374204,2434938,17626824,3334745,1253116,64917,NA,23107800,1196330,482326,4856496,4842092,3851850,4108479,0.1,24,7.05,2.57,17626823.54,1.52,23504602.438845,19222.514691,41868.44617,21279052.060495,1
"Black gram","2012","","World",30844784,NA,47256489,237545,22184938,4236638,2599136,17122805,3464305,1244916,44158,NA,23359698,1186106,-402427,4787454,4953739,4011952,4304353,0.1,23,6.78,2.47,17122804.78,1.46,23964544.99215,19624.753995,38113.737625,21571142.155966,1
"Black gram","2013","","World",31027121,NA,47828399,241313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4556765,4657864,4071808,4484651,NA,NA,NA,NA,NA,NA,24162824.909485,19590.847169,41088.628853,21730034.483972,1
"Black salsify","2010","","World",18400753,NA,259721091,141147,816548019,41024281,45629760,701058269,39726312,69092141,366888,527258,817469827,102891,376161,3251236,3268037,2399248,2480279,0.59,71,283.67,103.54,701058269.4,3.79,48942102.160999,47492.345654,77665.050267,44328058.425292,1
"Black salsify","2011","","World",18372783,NA,260792753,141945,840967335,43117429,51203729,716309449,41537316,72857461,298127,493642,842433091,107072,114357,3375853,3295271,2608363,2709243,0.6,71,286.58,104.6,716309449.49,3.82,49144047.215957,47923.850719,89418.891726,44430921.875184,1
"Black salsify","2012","","World",19028297,NA,271900678,142893,864106729,43228665,47208012,747750498,41880443,68494011,419874,468813,865556348,110043,-101397,3002047,3004214,2451482,2586994,0.61,73,296.09,108.07,747750498.18,3.93,51237235.617964,48478.291234,92384.308643,46149320.475429,1
"Black salsify","2013","","World",19757918,NA,277946312,140676,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2883011,3301102,2625756,3170254,NA,NA,NA,NA,NA,NA,52376481.06523,49748.737805,95421.558641,47072746.80656,1
"Blueberry","2010","","World",75558,NA,323449,42808,181139085,26041481,161854,163015130,26374212,16397208,154530,1918455,180619594,NA,186760,83527,370846,113186,557310,0.33,28,65.96,24.08,163015129.55,0.34,818808.708871,784.21442,786.546623,818808.708871,1
"Blueberry","2011","","World",81524,NA,363586,44599,190261074,27496754,83648,170163646,28136690,16996917,159525,3378859,189917005,NA,-295867,91293,450108,127362,639798,0.34,29,68.08,24.85,170163646.03,0.35,920415.096537,868.8157,1082.677138,920415.096537,1
"Blueberry","2012","","World",82696,NA,397793,48103,197736228,28198651,44344,177688423,30229947,17335658,133616,3146881,195310537,NA,394395,109298,567786,136696,638926,0.35,30,70.36,25.68,177688423.09,0.36,1007009.278933,936.614176,1175.212893,1007009.278933,1
"Blueberry","2013","","World",86521,NA,427760,49440,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,118937,616126,156914,791053,NA,NA,NA,NA,NA,NA,1082869.19982,1032.167219,1103.425429,1082869.19982,1
"Brazil nut","2010","","World",11500,NA,106082,92245,15315797,6518179,NA,14879642,6452925,442266,69544,1,15363269,30,17782,30352,153144,35332,176799,1.15,15,6.02,2.2,14879641.73,0.4,95138.627168,37.94296,81.915159,95138.627168,1
"Brazil nut","2011","","World",11500,NA,109476,95196,16307703,7156964,NA,15841974,6912901,463455,67112,0,16373211,30,178555,32377,242347,29903,232448,1.24,16,6.34,2.31,15841974.22,0.42,98182.110463,38.942379,100.907722,98182.110463,1
"Brazil nut","2012","","World",11300,NA,108405,95934,16629329,7590970,NA,16148683,7190498,498767,69400,1507,16911923,30,117878,30158,213017,27670,207855,1.23,16,6.39,2.33,16148682.84,0.42,97221.72339,37.674261,86.126276,97221.72339,1
"Brazil nut","2013","","World",11300,NA,108600,96106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32514,214328,32211,215440,NA,NA,NA,NA,NA,NA,97396.6068,37.556144,84.761951,97396.6068,1
"Breadfruit","2010","","World",2900373,NA,20215994,69701,181139085,26041481,161854,163015130,26374212,16397208,154530,1918455,180619594,NA,186760,580010,353614,762573,644135,0.33,28,65.96,24.08,163015129.55,0.34,8261710.83803,6084.249475,10294.620887,8261302.059775,1
"Breadfruit","2011","","World",3164798,NA,20843720,65861,190261074,27496754,83648,170163646,28136690,16996917,159525,3378859,189917005,NA,-295867,646342,399423,811232,755461,0.34,29,68.08,24.85,170163646.03,0.35,8518244.581406,6454.056195,12555.026886,8517901.607516,1
"Breadfruit","2012","","World",3194968,NA,22546163,70568,197736228,28198651,44344,177688423,30229947,17335658,133616,3146881,195310537,NA,394395,820875,525894,925943,995019,0.35,30,70.36,25.68,177688423.09,0.36,9213985.343607,6948.809865,13363.450215,9213642.369718,1
"Breadfruit","2013","","World",3207702,NA,23243400,72461,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,841345,584348,976575,1180320,NA,NA,NA,NA,NA,NA,9498926.705874,7180.385027,13489.645919,9498612.224597,1
"Buckwheat","2010","","World",1910623,NA,1453880,7609,25156647,2162653,16945234,5234597,3017994,694753,1196807,273802,25021929,1153408,-720622,124723,80254,180653,117415,0.02,6,2.12,0.77,5234597.02,0.18,315595.238774,357.509185,745.515967,91397.666517,1
"Buckwheat","2011","","World",2337807,NA,2367160,10126,26826514,2037303,18246866,5425673,3323497,714114,1336110,234119,25676844,1225528,-136524,123868,108846,170671,152951,0.02,7,2.17,0.79,5425673.23,0.18,513841.759269,544.79661,1424.57647,111268.965696,1
"Buckwheat","2012","","World",2491909,NA,2262982,9081,27490278,2140115,19300151,5196765,2991319,768032,1303985,171139,27050215,1136077,-411142,119979,67111,164108,111861,0.02,6,2.06,0.75,5196764.82,0.17,491227.765722,549.885821,949.550232,87705.690276,1
"Buckwheat","2013","","World",2263608,NA,2263765,10001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,145584,70537,159523,99922,NA,NA,NA,NA,NA,NA,491397.659293,517.84429,745.91524,112219.992643,1
"Butter-nut","2010","","World",581028,NA,826771,14229,15315797,6518179,NA,14879642,6452925,442266,69544,1,15363269,30,17782,262461,1178755,433559,1534219,1.15,15,6.02,2.2,14879641.73,0.4,1515701.807099,1273.541142,1912.534388,1515646.808729,1
"Butter-nut","2011","","World",567099,NA,845615,14911,16307703,7156964,NA,15841974,6912901,463455,67112,0,16373211,30,178555,307097,1490357,430906,1846159,1.24,16,6.34,2.31,15841974.22,0.42,1550248.3276,1263.746047,2195.251104,1550193.32923,1
"Butter-nut","2012","","World",589226,NA,867286,14719,16629329,7590970,NA,16148683,7190498,498767,69400,1507,16911923,30,117878,349900,1618078,458584,2030043,1.23,16,6.39,2.33,16148682.84,0.42,1589977.609177,1322.696236,1971.314058,1589922.610807,1
"Butter-nut","2013","","World",578129,NA,877768,15183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,310183,1603948,392896,2007377,NA,NA,NA,NA,NA,NA,1609192.831078,1294.685227,2008.074412,1609136.916069,1
"Butternut squash","2010","","World",1736070,NA,22763108,131119,816548019,41024281,45629760,701058269,39726312,69092141,366888,527258,817469827,102891,376161,568796,600190,892312,967026,0.59,71,283.67,103.54,701058269.4,3.79,3991260.646582,4201.394874,8028.022937,3857998.119884,1
"Butternut squash","2011","","World",1780650,NA,23661986,132884,840967335,43117429,51203729,716309449,41537316,72857461,298127,493642,842433091,107072,114357,599923,526115,938910,884763,0.6,71,286.58,104.6,716309449.49,3.82,4148868.991606,4364.476176,8561.915827,3967987.716935,1
"Butternut squash","2012","","World",1821600,NA,23917255,131298,864106729,43228665,47208012,747750498,41880443,68494011,419874,468813,865556348,110043,-101397,804707,785720,1158646,1180261,0.61,73,296.09,108.07,747750498.18,3.93,4193627.510785,4438.297014,8900.281181,4030266.007298,1
"Butternut squash","2013","","World",1851136,NA,24522500,132473,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1179516,1256161,1210850,1292064,NA,NA,NA,NA,NA,NA,4299750.669575,4472.907438,9673.60717,4130388.70431,1
"Cabbages and other brassicas","2010","","World",3457854,NA,86839927,468816,816548019,41024281,45629760,701058269,39726312,69092141,366888,527258,817469827,102891,376161,2848071,2170860,2884680,2153507,0.59,71,283.67,103.54,701058269.4,3.79,14902965.83525,20214.433722,31702.311809,14259867.145409,1
"Cabbages and other brassicas","2011","","World",3635706,NA,91844781,469942,840967335,43117429,51203729,716309449,41537316,72857461,298127,493642,842433091,107072,114357,3145789,2393629,3222171,2353169,0.6,71,286.58,104.6,716309449.49,3.82,15718504.207856,21104.093095,29115.173245,14697355.94353,1
"Cabbages and other brassicas","2012","","World",3614349,NA,90383048,468515,864106729,43228665,47208012,747750498,41880443,68494011,419874,468813,865556348,110043,-101397,3060892,2219668,3338404,2362900,0.61,73,296.09,108.07,747750498.18,3.93,15560908.598287,20535.886279,29380.731584,14685601.522242,1
"Cabbages and other brassicas","2013","","World",3622205,NA,92078006,476874,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3207991,2575998,3490137,2777169,NA,NA,NA,NA,NA,NA,15878157.659032,20971.376488,32693.018812,15154779.826994,1
"Cabbages","2010","","World",3457854,NA,86839927,468816,816548019,41024281,45629760,701058269,39726312,69092141,366888,527258,817469827,102891,376161,2848071,2170860,2884680,2153507,0.59,71,283.67,103.54,701058269.4,3.79,14902965.83525,20214.433722,31702.311809,14259867.145409,1
"Cabbages","2011","","World",3635706,NA,91844781,469942,840967335,43117429,51203729,716309449,41537316,72857461,298127,493642,842433091,107072,114357,3145789,2393629,3222171,2353169,0.6,71,286.58,104.6,716309449.49,3.82,15718504.207856,21104.093095,29115.173245,14697355.94353,1
"Cabbages","2012","","World",3614349,NA,90383048,468515,864106729,43228665,47208012,747750498,41880443,68494011,419874,468813,865556348,110043,-101397,3060892,2219668,3338404,2362900,0.61,73,296.09,108.07,747750498.18,3.93,15560908.598287,20535.886279,29380.731584,14685601.522242,1
"Cabbages","2013","","World",3622205,NA,92078006,476874,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3207991,2575998,3490137,2777169,NA,NA,NA,NA,NA,NA,15878157.659032,20971.376488,32693.018812,15154779.826994,1
"Caesarweed","2010","","World",174067,NA,260086,14942,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,124831.792999,66.835083,111.560907,124831.792999,1
"Caesarweed","2011","","World",177187,NA,273679,15446,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,131356.147121,72.206967,134.392861,131356.147121,1
"Caesarweed","2012","","World",167191,NA,260262,15567,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,124916.57371,68.003031,119.172125,124916.57371,1
"Caesarweed","2013","","World",178613,NA,253350,14184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,121598.753326,65.21577,105.200735,121598.753326,1
"Cainito","2010","","World",2900373,NA,20215994,69701,181139085,26041481,161854,163015130,26374212,16397208,154530,1918455,180619594,NA,186760,580010,353614,762573,644135,0.33,28,65.96,24.08,163015129.55,0.34,8261710.83803,6084.249475,10294.620887,8261302.059775,1
"Cainito","2011","","World",3164798,NA,20843720,65861,190261074,27496754,83648,170163646,28136690,16996917,159525,3378859,189917005,NA,-295867,646342,399423,811232,755461,0.34,29,68.08,24.85,170163646.03,0.35,8518244.581406,6454.056195,12555.026886,8517901.607516,1
"Cainito","2012","","World",3194968,NA,22546163,70568,197736228,28198651,44344,177688423,30229947,17335658,133616,3146881,195310537,NA,394395,820875,525894,925943,995019,0.35,30,70.36,25.68,177688423.09,0.36,9213985.343607,6948.809865,13363.450215,9213642.369718,1
"Cainito","2013","","World",3207702,NA,23243400,72461,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,841345,584348,976575,1180320,NA,NA,NA,NA,NA,NA,9498926.705874,7180.385027,13489.645919,9498612.224597,1
"Calabash","2010","","World",1736070,NA,22763108,131119,816548019,41024281,45629760,701058269,39726312,69092141,366888,527258,817469827,102891,376161,568796,600190,892312,967026,0.59,71,283.67,103.54,701058269.4,3.79,3991260.646582,4201.394874,8028.022937,3857998.119884,1
"Calabash","2011","","World",1780650,NA,23661986,132884,840967335,43117429,51203729,716309449,41537316,72857461,298127,493642,842433091,107072,114357,599923,526115,938910,884763,0.6,71,286.58,104.6,716309449.49,3.82,4148868.991606,4364.476176,8561.915827,3967987.716935,1
"Calabash","2012","","World",1821600,NA,23917255,131298,864106729,43228665,47208012,747750498,41880443,68494011,419874,468813,865556348,110043,-101397,804707,785720,1158646,1180261,0.61,73,296.09,108.07,747750498.18,3.93,4193627.510785,4438.297014,8900.281181,4030266.007298,1
"Calabash","2013","","World",1851136,NA,24522500,132473,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1179516,1256161,1210850,1292064,NA,NA,NA,NA,NA,NA,4299750.669575,4472.907438,9673.60717,4130388.70431,1
"Canary seed","2010","","World",272841,NA,211135,7738,25156647,2162653,16945234,5234597,3017994,694753,1196807,273802,25021929,1153408,-720622,213740,122061,206665,124119,0.02,6,2.12,0.77,5234597.02,0.18,57572.359409,46.322566,86.233317,7933.667668,1
"Canary seed","2011","","World",224566,NA,201924,8992,26826514,2037303,18246866,5425673,3323497,714114,1336110,234119,25676844,1225528,-136524,230223,174510,214706,160375,0.02,7,2.17,0.79,5425673.23,0.18,55060.656169,46.317413,112.779121,2273.99517,1
"Canary seed","2012","","World",248212,NA,222470,8963,27490278,2140115,19300151,5196765,2991319,768032,1303985,171139,27050215,1136077,-411142,179668,134293,190439,146116,0.02,6,2.06,0.75,5196764.82,0.17,60663.1936,50.247374,121.921356,15461.568543,1
"Canary seed","2013","","World",213537,NA,195407,9151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,210688,159935,223303,168145,NA,NA,NA,NA,NA,NA,53283.59481,43.879347,100.929954,NA,1
"Candlenut","2010","","World",1625481,NA,2850441,17536,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,421025,363968,455710,558018,0.09,1,0.34,0.12,836925.99,0.07,887969.389481,649.693615,992.579453,855258.534056,1
"Candlenut","2011","","World",1651134,NA,3330732,20172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,660991,413367,481585,594953,0.09,1,0.38,0.14,959939.55,0.08,1037589.584572,738.664499,1499.413426,996806.928196,1
"Candlenut","2012","","World",1695971,NA,3624339,21370,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,561933,463546,382163,545902,0.09,1,0.38,0.14,951819.94,0.08,1129054.149847,784.890248,1641.548556,1091643.395297,1
"Candlenut","2013","","World",1727446,NA,3728159,21582,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,683806,650727,416629,749535,NA,NA,NA,NA,NA,NA,1161396.138697,793.358877,1670.582322,1101300.333673,1
"Canola","2010","","World",3457854,NA,86839927,468816,816548019,41024281,45629760,701058269,39726312,69092141,366888,527258,817469827,102891,376161,2848071,2170860,2884680,2153507,0.59,71,283.67,103.54,701058269.4,3.79,14902965.83525,20214.433722,31702.311809,14259867.145409,1
"Canola","2011","","World",3635706,NA,91844781,469942,840967335,43117429,51203729,716309449,41537316,72857461,298127,493642,842433091,107072,114357,3145789,2393629,3222171,2353169,0.6,71,286.58,104.6,716309449.49,3.82,15718504.207856,21104.093095,29115.173245,14697355.94353,1
"Canola","2012","","World",3614349,NA,90383048,468515,864106729,43228665,47208012,747750498,41880443,68494011,419874,468813,865556348,110043,-101397,3060892,2219668,3338404,2362900,0.61,73,296.09,108.07,747750498.18,3.93,15560908.598287,20535.886279,29380.731584,14685601.522242,1
"Canola","2013","","World",3622205,NA,92078006,476874,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3207991,2575998,3490137,2777169,NA,NA,NA,NA,NA,NA,15878157.659032,20971.376488,32693.018812,15154779.826994,1
"Capers","2010","","World",18400753,NA,259721091,141147,816548019,41024281,45629760,701058269,39726312,69092141,366888,527258,817469827,102891,376161,3251236,3268037,2399248,2480279,0.59,71,283.67,103.54,701058269.4,3.79,48942102.160999,47492.345654,77665.050267,44328058.425292,1
"Capers","2011","","World",18372783,NA,260792753,141945,840967335,43117429,51203729,716309449,41537316,72857461,298127,493642,842433091,107072,114357,3375853,3295271,2608363,2709243,0.6,71,286.58,104.6,716309449.49,3.82,49144047.215957,47923.850719,89418.891726,44430921.875184,1
"Capers","2012","","World",19028297,NA,271900678,142893,864106729,43228665,47208012,747750498,41880443,68494011,419874,468813,865556348,110043,-101397,3002047,3004214,2451482,2586994,0.61,73,296.09,108.07,747750498.18,3.93,51237235.617964,48478.291234,92384.308643,46149320.475429,1
"Capers","2013","","World",19757918,NA,277946312,140676,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2883011,3301102,2625756,3170254,NA,NA,NA,NA,NA,NA,52376481.06523,49748.737805,95421.558641,47072746.80656,1
"Carambola","2010","","World",2900373,NA,20215994,69701,181139085,26041481,161854,163015130,26374212,16397208,154530,1918455,180619594,NA,186760,580010,353614,762573,644135,0.33,28,65.96,24.08,163015129.55,0.34,8261710.83803,6084.249475,10294.620887,8261302.059775,1
"Carambola","2011","","World",3164798,NA,20843720,65861,190261074,27496754,83648,170163646,28136690,16996917,159525,3378859,189917005,NA,-295867,646342,399423,811232,755461,0.34,29,68.08,24.85,170163646.03,0.35,8518244.581406,6454.056195,12555.026886,8517901.607516,1
