"id_metric","id_country","id_crop","year","value"
1,1,23,2016,19365
1,1,41,2016,219208
1,1,91,2016,1662
1,1,95,2016,1662
1,1,105,2016,51102
1,1,132,2016,2868
1,1,136,2016,2868
1,1,143,2016,82450
1,1,158,2016,2868
1,1,171,2016,2868
1,1,173,2016,1662
1,1,185,2016,2868
1,1,196,2016,151900
1,1,200,2016,970
1,1,227,2016,2200
1,1,228,2016,13335
1,1,231,2016,970
1,1,240,2016,2868
1,1,263,2016,35699
1,1,265,2016,2868
1,1,280,2016,2912186
1,1,281,2016,2912186
1,1,296,2016,15000
1,1,313,2016,202
1,1,314,2016,1333
1,1,315,2016,493
1,1,324,2016,2868
1,1,347,2016,2300210
1,2,6,2016,14618
1,2,15,2016,2940
1,2,23,2016,4230
1,2,41,2016,3104
1,2,47,2016,14618
1,2,90,2016,2940
1,2,91,2016,85
1,2,95,2016,85
1,2,102,2016,14618
1,2,105,2016,561
1,2,116,2016,481
1,2,143,2016,10011
1,2,173,2016,85
1,2,177,2016,530
1,2,183,2016,14618
1,2,196,2016,58528
1,2,200,2016,932
1,2,206,2016,14618
1,2,214,2016,14618
1,2,222,2016,14736
1,2,227,2016,38889
1,2,228,2016,6654
1,2,231,2016,932
1,2,242,2016,503
1,2,263,2016,9693
1,2,280,2016,148084
1,2,281,2016,148084
1,2,282,2016,14618
1,2,286,2016,14618
1,2,287,2016,1204
1,2,306,2016,264
1,2,313,2016,2175
1,2,315,2016,680
1,2,325,2016,14618
1,2,327,2016,1101
1,2,329,2016,6465
1,2,347,2016,70512
1,2,353,2016,14618
1,3,6,2016,12010
1,3,15,2016,25907
1,3,23,2016,40553
1,3,40,2016,18
1,3,41,2016,706429
1,3,47,2016,12010
1,3,90,2016,25907
1,3,91,2016,453
1,3,95,2016,453
1,3,102,2016,12010
1,3,105,2016,267
1,3,116,2016,167279
1,3,142,2016,86
1,3,143,2016,66264
1,3,145,2016,3391
1,3,173,2016,453
1,3,177,2016,3909
1,3,183,2016,12010
1,3,196,2016,817
1,3,200,2016,54301
1,3,206,2016,12010
1,3,214,2016,12010
1,3,222,2016,56730
1,3,227,2016,424028
1,3,228,2016,49928
1,3,231,2016,54301
1,3,242,2016,40069
1,3,263,2016,156196
1,3,276,2016,11678
1,3,280,2016,2207442
1,3,281,2016,2207442
1,3,282,2016,12010
1,3,286,2016,12010
