"id_metric","id_country","id_crop","year","value"
1,1,23,2015,13038
1,1,41,2015,282000
1,1,91,2015,300
1,1,95,2015,300
1,1,105,2015,42124
1,1,132,2015,2626
1,1,136,2015,2626
1,1,143,2015,78681
1,1,158,2015,2626
1,1,171,2015,2626
1,1,173,2015,300
1,1,185,2015,2626
1,1,196,2015,147273
1,1,200,2015,1005
1,1,227,2015,2200
1,1,228,2015,14300
1,1,231,2015,1005
1,1,240,2015,2626
1,1,263,2015,25019
1,1,265,2015,2626
1,1,280,2015,2888003
1,1,281,2015,2888003
1,1,296,2015,15000
1,1,313,2015,551
1,1,314,2015,3210
1,1,315,2015,210
1,1,324,2015,2626
1,1,347,2015,2128104
1,2,6,2015,15844
1,2,15,2015,2961
1,2,23,2015,4008
1,2,41,2015,2500
1,2,47,2015,15844
1,2,90,2015,2961
1,2,91,2015,145
1,2,95,2015,145
1,2,102,2015,15844
1,2,105,2015,649
1,2,116,2015,466
1,2,143,2015,9892
1,2,173,2015,145
1,2,177,2015,430
1,2,183,2015,15844
1,2,196,2015,54600
1,2,200,2015,851
1,2,206,2015,15844
1,2,214,2015,15844
1,2,222,2015,14600
1,2,227,2015,41504
1,2,228,2015,7505
1,2,231,2015,851
1,2,242,2015,485
1,2,263,2015,10100
1,2,280,2015,142600
1,2,281,2015,142600
1,2,282,2015,15844
1,2,286,2015,15844
1,2,287,2015,1300
1,2,306,2015,200
1,2,313,2015,2025
1,2,315,2015,700
1,2,325,2015,15844
1,2,327,2015,1200
1,2,329,2015,6244
1,2,347,2015,69600
1,2,353,2015,15844
1,3,6,2015,13064
1,3,15,2015,26956
1,3,23,2015,41011
1,3,40,2015,16
1,3,41,2015,802336
1,3,47,2015,13064
1,3,90,2015,26956
1,3,91,2015,444
1,3,95,2015,444
1,3,102,2015,13064
1,3,105,2015,279
1,3,116,2015,166893
1,3,142,2015,91
1,3,143,2015,65979
1,3,145,2015,2115
1,3,173,2015,444
1,3,177,2015,3790
1,3,183,2015,13064
1,3,196,2015,712
1,3,200,2015,56062
1,3,206,2015,13064
1,3,214,2015,13064
1,3,222,2015,68096
1,3,227,2015,406571
1,3,228,2015,47955
1,3,231,2015,56062
1,3,242,2015,46661
1,3,263,2015,153313
1,3,276,2015,11921
1,3,280,2015,2686397
1,3,281,2015,2686397
1,3,282,2015,13064
1,3,286,2015,13064
1,3,303,2015,219
1,3,315,2015,184
1,3,325,2015,13064
1,3,327,2015,4508
1,3,329,2015,24065
1,3,347,2015,1814722
1,3,353,2015,13064
1,4,6,2015,43
1,4,40,2015,358
1,4,47,2015,43
1,4,76,2015,19
1,4,99,2015,18
1,4,100,2015,2504
1,4,102,2015,43
1,4,183,2015,43
1,4,196,2015,6
1,4,206,2015,43
1,4,214,2015,43
1,4,228,2015,10
1,4,282,2015,43
1,4,286,2015,43
1,4,314,2015,32
1,4,325,2015,43
1,4,329,2015,23
1,4,351,2015,284
1,4,353,2015,43
1,5,6,2015,775144
1,5,40,2015,127034
1,5,47,2015,775144
1,5,76,2015,762593
1,5,91,2015,25389
1,5,95,2015,25389
1,5,99,2015,2750
1,5,101,2015,52200
1,5,102,2015,775144
1,5,105,2015,2946
1,5,132,2015,154200
1,5,136,2015,154200
1,5,145,2015,335021
1,5,158,2015,154200
1,5,171,2015,154200
1,5,173,2015,25389
1,5,183,2015,775144
1,5,185,2015,154200
1,5,196,2015,1671922
1,5,206,2015,775144
1,5,214,2015,775144
1,5,224,2015,23210
1,5,228,2015,12787
1,5,240,2015,154200
1,5,255,2015,44134
1,5,263,2015,106347
1,5,265,2015,154200
1,5,280,2015,2088042
1,5,281,2015,2088042
1,5,282,2015,775144
1,5,286,2015,775144
1,5,296,2015,12606
1,5,303,2015,196564
1,5,306,2015,22776
1,5,314,2015,14073
1,5,315,2015,16901
1,5,317,2015,167816
1,5,324,2015,154200
1,5,325,2015,775144
1,5,327,2015,2873
1,5,329,2015,5860
1,5,347,2015,5198
1,5,353,2015,775144
1,6,6,2015,26
1,6,15,2015,20
1,6,40,2015,30
1,6,47,2015,26
1,6,76,2015,26
1,6,90,2015,20
1,6,102,2015,26
1,6,105,2015,609
1,6,177,2015,98
1,6,183,2015,26
1,6,196,2015,47
1,6,206,2015,26
1,6,214,2015,26
1,6,228,2015,39
1,6,255,2015,33
1,6,280,2015,47
1,6,281,2015,47
1,6,282,2015,26
1,6,286,2015,26
1,6,317,2015,44
1,6,325,2015,26
1,6,329,2015,51
1,6,351,2015,41
1,6,353,2015,26
1,7,6,2015,443738
1,7,15,2015,9415
1,7,23,2015,31916
1,7,40,2015,8415
1,7,41,2015,1246891
1,7,47,2015,443738
1,7,76,2015,18998
1,7,90,2015,9415
1,7,102,2015,443738
1,7,105,2015,455745
1,7,132,2015,2040
1,7,136,2015,2040
1,7,142,2015,5608
1,7,143,2015,224707
1,7,145,2015,424628
1,7,158,2015,2040
1,7,171,2015,2040
1,7,177,2015,49190
1,7,183,2015,443738
1,7,185,2015,2040
1,7,196,2015,4626880
1,7,200,2015,89690
1,7,206,2015,443738
1,7,214,2015,443738
1,7,222,2015,239640
1,7,227,2015,62421
1,7,228,2015,25261
1,7,231,2015,89690
1,7,240,2015,2040
1,7,242,2015,63278
1,7,255,2015,179
1,7,263,2015,61799
1,7,265,2015,2040
1,7,276,2015,35410
1,7,280,2015,11345634
1,7,281,2015,11345634
1,7,282,2015,443738
1,7,286,2015,443738
1,7,287,2015,34390
1,7,303,2015,658576
1,7,306,2015,19334915
1,7,314,2015,333569
1,7,315,2015,1439915
1,7,317,2015,23152
1,7,324,2015,2040
1,7,325,2015,443738
1,7,327,2015,55194
1,7,329,2015,15811
1,7,347,2015,4027467
1,7,353,2015,443738
1,8,6,2015,1869
1,8,23,2015,10447
1,8,41,2015,68273
1,8,47,2015,1869
