crop,country,year,clp_export_quantity,clp_export_value,clp_import_quantity,clp_import_value
Butternut squash,World,2019,0.02267864,0.018352651,0.016313467,0.014763929
Cabbages,World,2019,0.023803374,0.021915059,0.021594596,0.019813017
Cabbages and other brassicas,World,2019,0.023803374,0.021915059,0.021594596,0.019813017
Caesarweed,World,2019,NA,NA,NA,NA
Cainito,World,2019,0.008600216,0.011146609,0.006025543,0.006208066
Calabash,World,2019,0.024452599,0.019260809,0.017445358,0.015260265
Canary seed,World,2019,0.008171003,0.008201654,0.026182038,0.025955808
Candlenut,World,2019,0.032249684,0.043819715,0.033282472,0.030477606
Canola,World,2019,0.023803374,0.021915059,0.021594596,0.019813017
Capers,World,2019,0.027519134,0.03012492,0.026776879,0.024493521
Carambola,World,2019,0.008600216,0.011146609,0.006025543,0.006208066
Carapa,World,2019,0.032249684,0.043819715,0.033282472,0.030477606
Cardamoms,World,2019,0.013666193,0.015134148,0.021337737,0.02199995
Caroa,World,2019,NA,NA,NA,NA
Carobs,World,2019,NA,NA,NA,NA
Carrots,World,2019,0.021807487,0.020792023,0.024834433,0.024938707
Cashews,World,2019,0.011261561,0.015614715,0.016978191,0.024699093
Cassava,World,2019,0.004654514,0.005453036,0.00615409,0.006771693
Castor bean,World,2019,0.006337608,0.006948589,0.013709782,0.014601374
Ceara,World,2019,NA,NA,NA,NA
Celery,World,2019,0.027519134,0.03012492,0.026776879,0.024493521
Cherimoya,World,2019,0.008600216,0.011146609,0.006025543,0.006208066
Cherries,World,2019,0.034301556,0.029701728,0.019738281,0.015330827
Chervil,World,2019,0.027519134,0.03012492,0.026776879,0.024493521
Chestnuts,World,2019,0.011985585,0.012486397,0.019956644,0.018337716
Chickpeas,World,2019,0.027825591,0.029684594,0.017920924,0.020527959
Chicle,World,2019,NA,NA,NA,NA
Chicory,World,2019,0.017742942,0.014610933,0.016554363,0.014072605
Chillies and peppers,World,2019,0.031154953,0.030552608,0.022031125,0.019803454
Chinotto,World,2019,0.029157615,0.028513243,0.021544393,0.018924503
Chontadura,World,2019,0.032249684,0.043819715,0.033282472,0.030477606
Chufa,World,2019,0.026280539,0.027461389,0.022225944,0.02017824
Cinnamon,World,2019,0.012115812,0.014985343,0.03449411,0.034343859
Citron,World,2019,0.029157615,0.028513243,0.021544393,0.018924503
Cloves,World,2019,0.015913432,0.0155247,0.023849889,0.017156802
Cocoa,World,2019,0.030095309,0.027247361,0.026773762,0.027304915
Coconuts,World,2019,0.008833384,0.00911315,0.02132132,0.024586892
Coffee,World,2019,0.025461621,0.026676396,0.024705412,0.022805449
Common bean,World,2019,0.025392087,0.025829324,0.043979639,0.039615949
Coriander,World,2019,0.022273489,0.022276261,0.031474868,0.034480189
Cotton,World,2019,0.030927481,0.027834322,0.020276199,0.017526271
Cowpeas,World,2019,NA,NA,NA,NA
Cranberries,World,2019,0.01199495,0.010105812,0.007025115,0.009168972
Cress,World,2019,0.027519134,0.03012492,0.026776879,0.024493521
Cucumbers and gherkins,World,2019,0.025080109,0.022687409,0.016659584,0.014787502
Cumin,World,2019,0.022273489,0.022276261,0.031474868,0.034480189
Currants,World,2019,0.009267193,0.007622304,0.006968856,0.008154794
Cushaw,World,2019,0.02267864,0.018352651,0.016313467,0.014763929
Custard apple,World,2019,0.008600216,0.011146609,0.006025543,0.006208066
Dates,World,2019,0.008287726,0.011987499,0.028667636,0.031169213
Devil's cotton,World,2019,NA,NA,NA,NA
Dill,World,2019,0.023338334,0.024571327,0.033398935,0.030685391
Durian,World,2019,0.008600216,0.011146609,0.006025543,0.006208066
Eggplant,World,2019,0.024380967,0.021291272,0.023143888,0.019211199
Elderberry,World,2019,0.021866528,0.029926389,0.016431127,0.018694506
Ethiopian rape,World,2019,0.023803374,0.021915059,0.021594596,0.019813017
Faba beans,World,2019,0.013759703,0.016527752,0.015393106,0.015784336
Feijoa,World,2019,0.008600216,0.011146609,0.006025543,0.006208066
Fennel,World,2019,0.022273489,0.022276261,0.031474868,0.034480189
Fenugreek,World,2019,0.023338334,0.024571327,0.033398935,0.030685391
Fig leaf gourd,World,2019,0.02267864,0.018352651,0.016313467,0.014763929
Figs,World,2019,0.015662579,0.016486692,0.023356548,0.022991466
Finger millet,World,2019,0.023412943,0.02525111,0.033485229,0.032052741
Fique,World,2019,NA,NA,NA,NA
Flax,World,2019,0.016234781,0.014182575,0.01734063,0.016491795
Fonio,World,2019,NA,NA,NA,NA
Foxtail millet,World,2019,0.023412943,0.02525111,0.033485229,0.032052741
Garlic,World,2019,0.006909931,0.00762064,0.031615882,0.034690275
Giant cabuya,World,2019,NA,NA,NA,NA
Ginger,World,2019,0.008496773,0.010539069,0.024971093,0.026966998
Gooseberries,World,2019,0.00403302,0.003982616,0.004914934,0.00445605
Grapefruits,World,2019,0.029320246,0.028432445,0.019468405,0.018178698
Grapes,World,2019,0.024375702,0.019841928,0.023622808,0.020582792
Grasspea,World,2019,NA,NA,NA,NA
Groundnuts,World,2019,0.026128008,0.025909907,0.034203214,0.032204189
Guavas,World,2019,0.026762171,0.028715057,0.019848324,0.016957258
Guayule,World,2019,NA,NA,NA,NA
Hazelnuts,World,2019,0.014168601,0.014189659,0.016963139,0.016380937
Hemp,World,2019,NA,NA,NA,NA
Hops,World,2019,0.012140039,0.008474081,0.030699423,0.031711397
Horseradish,World,2019,0.027519134,0.03012492,0.026776879,0.024493521
Huckleberry,World,2019,NA,NA,NA,NA
Jack bean,World,2019,NA,NA,NA,NA
Jackfruit,World,2019,0.008600216,0.011146609,0.006025543,0.006208066
Japanese millet,World,2019,0.023412943,0.02525111,0.033485229,0.032052741
Jerusalem artichoke,World,2019,0.026280539,0.027461389,0.022225944,0.02017824
Jicama,World,2019,NA,NA,NA,NA
Jojoba,World,2019,NA,NA,NA,NA
Jujube,World,2019,0.021866528,0.029926389,0.016431127,0.018694506
Jute,World,2019,0.005671501,0.006762763,0.016753877,0.019240593
Kaniwa,World,2019,NA,NA,NA,NA
Karite nuts,World,2019,NA,NA,NA,NA
Kenaf,World,2019,NA,NA,NA,NA
Kiwi fruit,World,2019,0.021226578,0.018319351,0.025187068,0.022137957
Kiwicha,World,2019,NA,NA,NA,NA
Kodo millet,World,2019,0.023412943,0.02525111,0.033485229,0.032052741
Kola nuts,World,2019,0.00404837,0.007344966,0.006060474,0.0123053
Kumquat,World,2019,0.029157615,0.028513243,0.021544393,0.018924503
Lablab,World,2019,NA,NA,NA,NA
Leeks and other alliaceous vegetables,World,2019,0.015881301,0.014216833,0.016709631,0.016026629
Lemons and limes,World,2019,0.031501863,0.032640809,0.023505786,0.022607226
Lentils,World,2019,0.013917968,0.015415729,0.025961238,0.027938606
Lettuce,World,2019,0.017742942,0.014610933,0.016554363,0.014072605
Lima bean,World,2019,0.025392087,0.025829324,0.043979639,0.039615949
Litchi,World,2019,0.021866528,0.029926389,0.016431127,0.018694506
Little millet,World,2019,0.023412943,0.02525111,0.033485229,0.032052741
Longan,World,2019,0.008600216,0.011146609,0.006025543,0.006208066
Loquat,World,2019,0.021866528,0.029926389,0.016431127,0.018694506
Lupins,World,2019,NA,NA,NA,NA
Maca,World,2019,0.026280539,0.027461389,0.022225944,0.02017824
Macadamia nut,World,2019,0.023958891,0.025014057,0.023189518,0.020695819
Mahuwa,World,2019,0.032249684,0.043819715,0.033282472,0.030477606
Maize,World,2019,0.023434362,0.026778438,0.032453289,0.034182975
Mamey sapote,World,2019,0.008600216,0.011146609,0.006025543,0.006208066
Mammee,World,2019,0.008600216,0.011146609,0.006025543,0.006208066
Mandarines,World,2019,0.032273896,0.03104914,0.025488292,0.022996945
Mango,World,2019,0.026762171,0.028715057,0.019848324,0.016957258
Mangosteen,World,2019,0.026762171,0.028715057,0.019848324,0.016957258
Marjoram,World,2019,0.027519134,0.03012492,0.026776879,0.024493521
Mashua,World,2019,0.026280539,0.027461389,0.022225944,0.02017824
Mat bean,World,2019,0.025392087,0.025829324,0.043979639,0.039615949
Mate,World,2019,0.025504769,0.02070977,0.029690812,0.038116267
Mauka,World,2019,0.026280539,0.027461389,0.022225944,0.02017824
Medlar,World,2019,0.021866528,0.029926389,0.016431127,0.018694506
Melons,World,2019,0.019994353,0.022293393,0.015986563,0.014624766
Mombin,World,2019,0.008600216,0.011146609,0.006025543,0.006208066
Mulberry,World,2019,NA,NA,NA,NA
Mung bean,World,2019,0.025392087,0.025829324,0.043979639,0.039615949
Myrtle,World,2019,NA,NA,NA,NA
Naranjilla,World,2019,0.008600216,0.011146609,0.006025543,0.006208066
New Zealand flax,World,2019,NA,NA,NA,NA
New Zealand Spinach,World,2019,0.019243641,0.014270881,0.013250538,0.014134922
Noog,World,2019,0.032249684,0.043819715,0.033282472,0.030477606
Nutmeg,World,2019,0.013666193,0.015134148,0.021337737,0.02199995
Oats,World,2019,0.01283242,0.015713713,0.018656749,0.026078556
Oca,World,2019,0.026280539,0.027461389,0.022225944,0.02017824
Oil palm,World,2019,0.007248112,0.007905284,0.032598281,0.033316418
Oiticica,World,2019,0.032249684,0.043819715,0.033282472,0.030477606
Okra,World,2019,NA,NA,NA,NA
Olives,World,2019,0.011804694,0.010840167,0.023940812,0.023712434
Onions,World,2019,0.03746038,0.034472313,0.04140604,0.036180471
Orache,World,2019,0.019243641,0.014270881,0.013250538,0.014134922
Oranges,World,2019,0.032273896,0.03104914,0.025488292,0.022996945
Papayas,World,2019,0.0158344,0.019812646,0.015803902,0.015199508
Parsley,World,2019,0.027519134,0.03012492,0.026776879,0.024493521
Parsnip,World,2019,0.027519134,0.03012492,0.026776879,0.024493521
Passionfruit,World,2019,0.008600216,0.011146609,0.006025543,0.006208066
Pawpaw,World,2019,0.021866528,0.029926389,0.016431127,0.018694506
Peaches and nectarines,World,2019,0.022411656,0.021922822,0.020008529,0.01936273
Pearl millet,World,2019,0.023412943,0.02525111,0.033485229,0.032052741
Pears,World,2019,0.022204725,0.022238094,0.028957735,0.027642966
Peas,World,2019,0.016971316,0.021930342,0.021863376,0.0260162
Pecan,World,2019,0.023958891,0.025014057,0.023189518,0.020695819
Pepper,World,2019,0.017330378,0.015557805,0.033091003,0.028957918
Peppermint,World,2019,NA,NA,NA,NA
Perilla,World,2019,0.032249684,0.043819715,0.033282472,0.030477606
Persimmons,World,2019,0.013671674,0.014889187,0.013043317,0.014133632
Physic nut,World,2019,0.032249684,0.043819715,0.033282472,0.030477606
Pigeonpeas,World,2019,NA,NA,NA,NA
Pili nut,World,2019,0.023958891,0.025014057,0.023189518,0.020695819
Pine nut,World,2019,0.023958891,0.025014057,0.023189518,0.020695819
Pineapples,World,2019,0.016023612,0.018451909,0.020418496,0.020729173
Pistachios,World,2019,0.014355321,0.014901777,0.015821371,0.016452198
Plantains,World,2019,0.022158762,0.024924331,0.030780068,0.025940507
Plums,World,2019,0.033346311,0.028372828,0.027335745,0.025692903
Pomegranate,World,2019,0.021866528,0.029926389,0.016431127,0.018694506
Pongamia oil,World,2019,0.032249684,0.043819715,0.033282472,0.030477606
Poppies,World,2019,0.020182228,0.019139297,0.016154469,0.016743901
Potatoes,World,2019,0.0169691,0.014971358,0.029900058,0.032352253
Prickly pear,World,2019,0.021866528,0.029926389,0.016431127,0.018694506
Proso millet,World,2019,0.023412943,0.02525111,0.033485229,0.032052741
Pumpkin,World,2019,0.02267864,0.018352651,0.017445358,0.015260265
Purging croton,World,2019,0.032249684,0.043819715,0.033282472,0.030477606
Quinces,World,2019,0.018822864,0.018400462,0.016961204,0.016016718
Quinoa,World,2019,NA,NA,NA,NA
Radish,World,2019,0.027519134,0.03012492,0.026776879,0.024493521
Rambutan,World,2019,0.008600216,0.011146609,0.006025543,0.006208066
Ramie,World,2019,NA,NA,NA,NA
Rapeseed and Mustards,World,2019,0.016263553,0.01592091,0.01741409,0.017919537
Raspberries,World,2019,NA,NA,NA,NA
Rhubarb,World,2019,0.027519134,0.03012492,0.026776879,0.024493521
Rice (African),World,2019,0.02063536,0.022010275,0.040418962,0.03937867
Rice (Asian),World,2019,0.02063536,0.022010275,0.040418962,0.03937867
Rice bean,World,2019,0.025392087,0.025829324,0.043979639,0.039615949
Roselle,World,2019,NA,NA,NA,NA
"Rubber, natural",World,2019,0.007200775,0.007460164,0.02021376,0.020592673
Runner bean,World,2019,0.025392087,0.025829324,0.043979639,0.039615949
Rye,World,2019,0.011195067,0.012460704,0.01313129,0.013829495
Safflower,World,2019,0.01014122,0.011302197,0.014019005,0.014700161
Saffron,World,2019,0.023338334,0.024571327,0.033398935,0.030685391
Sago palm,World,2019,0.026280539,0.027461389,0.022225944,0.02017824
Salsify,World,2019,0.027519134,0.03012492,0.026776879,0.024493521
Sapodilla,World,2019,0.008600216,0.011146609,0.006025543,0.006208066
Savory,World,2019,0.027519134,0.03012492,0.026776879,0.024493521
Service tree,World,2019,0.021866528,0.029926389,0.016431127,0.018694506
Sesame,World,2019,0.022330687,0.023951417,0.01760496,0.019406499
Shala tree,World,2019,0.032249684,0.043819715,0.033282472,0.030477606
Sisal,World,2019,NA,NA,NA,NA
Snake plant,World,2019,NA,NA,NA,NA
Sorghum,World,2019,0.01326124,0.014604794,0.023984634,0.024699762
Sorrel,World,2019,0.027519134,0.03012492,0.026776879,0.024493521
Soursop,World,2019,0.008600216,0.011146609,0.006025543,0.006208066
Soybeans,World,2019,0.015882055,0.016791511,0.021347761,0.021954692
Spinach,World,2019,0.019243641,0.014270881,0.013250538,0.014134922
Strawberries,World,2019,0.018844614,0.017453604,0.015792364,0.015391728
Strawberry tree,World,2019,0.021866528,0.029926389,0.016431127,0.018694506
Sugar apple,World,2019,0.008600216,0.011146609,0.006025543,0.006208066
Sugar beets,World,2019,0.012141172,0.015176591,0.009127975,0.011505839
Sugarcane,World,2019,NA,NA,NA,NA
Sunflowers,World,2019,0.018681733,0.02295463,0.027991129,0.030667957
Sunn hemp,World,2019,NA,NA,NA,NA
Sweetpotatoes,World,2019,0.022014816,0.021688163,0.021283455,0.016648642
Sword bean,World,2019,NA,NA,NA,NA
Tallowtree,World,2019,0.012352321,0.012373134,0.028553936,0.028450851
Tamarind,World,2019,0.021866528,0.029926389,0.016431127,0.018694506
Taro,World,2019,NA,NA,NA,NA
Tarragon,World,2019,0.027519134,0.03012492,0.026776879,0.024493521
Tea,World,2019,0.020691139,0.021818518,0.033203738,0.03169686
Teff,World,2019,0.023412943,0.02525111,0.033485229,0.032052741
Tepary bean,World,2019,0.025392087,0.025829324,0.043979639,0.039615949
Thyme,World,2019,0.023338334,0.024571327,0.033398935,0.030685391
Tobacco,World,2019,0.03882273,0.0355071,0.03669611,0.031910356
Tomatoes,World,2019,0.027521783,0.025700806,0.027988693,0.023990374
Triticale,World,2019,0.010432369,0.01156857,0.00692471,0.007562259
Tung nuts,World,2019,NA,NA,NA,NA
Turmeric,World,2019,0.023338334,0.024571327,0.033398935,0.030685391
Turnips,World,2019,NA,NA,NA,NA
Ulluco,World,2019,0.026280539,0.027461389,0.022225944,0.02017824
Vanilla,World,2019,0.028182318,0.020761395,0.019522809,0.014678084
Velvet bean,World,2019,NA,NA,NA,NA
Velvet leaf,World,2019,NA,NA,NA,NA
Vetch,World,2019,NA,NA,NA,NA
Walnuts,World,2019,0.024527527,0.026396434,0.028857349,0.027279996
Watercress,World,2019,0.027519134,0.03012492,0.026776879,0.024493521
Watermelons,World,2019,0.026731749,0.024179927,0.021082378,0.017058973
Wheat,World,2019,0.027678901,0.02809375,0.044404749,0.045147726
Winged bean,World,2019,NA,NA,NA,NA
Yams,World,2019,NA,NA,NA,NA
"Yautia, cocoyam",World,2019,NA,NA,NA,NA
Year bean,World,2019,0.025392087,0.025829324,0.043979639,0.039615949
Zucchini,World,2019,0.02267864,0.018352651,0.016313467,0.014763929
