crop,country,year,import_quantity_global
Tallowtree,World,2013,0.715304004
Tamarind,World,2010,0.995981342
Tamarind,World,2011,0.996803483
Tamarind,World,2012,0.996744475
Tamarind,World,2013,0.997758866
Tarragon,World,2010,0.230263169
Tarragon,World,2011,0.209938282
Tarragon,World,2012,0.227738997
Tarragon,World,2013,0.229040639
Tea,World,2010,0.887235243
Tea,World,2011,0.890402277
Tea,World,2012,0.887295524
Tea,World,2013,0.882036608
Teff,World,2010,0.88001625
Teff,World,2011,0.992786671
Teff,World,2012,0.991796141
Teff,World,2013,0.977152885
Tepary bean,World,2010,0.944688837
Tepary bean,World,2011,0.94506714
Tepary bean,World,2012,0.923834532
Tepary bean,World,2013,0.951370809
Thyme,World,2010,0.931469715
Thyme,World,2011,0.942666109
Thyme,World,2012,0.935000167
Thyme,World,2013,0.938579279
Tobacco,World,2010,0.985568829
Tobacco,World,2011,0.985774003
Tobacco,World,2012,0.98664312
Tobacco,World,2013,0.986073774
Tomatoes,World,2010,0.981393124
Tomatoes,World,2011,0.977526417
Tomatoes,World,2012,0.97783682
Tomatoes,World,2013,0.978322714
Triticale,World,2010,0.98754422
Triticale,World,2011,0.998762398
Triticale,World,2012,0.999148736
Triticale,World,2013,0.99917749
Turmeric,World,2010,0.893749721
Turmeric,World,2011,0.898985752
Turmeric,World,2012,0.903018011
Turmeric,World,2013,0.892177071
Ulluco,World,2010,0.994767065
Ulluco,World,2011,0.999902925
Ulluco,World,2012,0.999571415
Ulluco,World,2013,0.99979258
Vanilla,World,2010,0.996321198
Vanilla,World,2011,0.99502755
Vanilla,World,2012,0.987344853
Vanilla,World,2013,0.995841295
Walnuts,World,2010,0.776887675
Walnuts,World,2011,0.78106038
Walnuts,World,2012,0.781440422
Walnuts,World,2013,0.823616966
Watercress,World,2010,0.457868106
Watercress,World,2011,0.454831355
Watercress,World,2012,0.5014208
Watercress,World,2013,0.508010112
Watermelons,World,2010,0.999980742
Watermelons,World,2011,0.999835467
Watermelons,World,2012,0.999632377
Watermelons,World,2013,0.999091625
Wheat,World,2010,0.684474357
Wheat,World,2011,0.679578938
Wheat,World,2012,0.669510012
Wheat,World,2013,0.678513191
Year bean,World,2010,0.944688837
Year bean,World,2011,0.94506714
Year bean,World,2012,0.923834532
Year bean,World,2013,0.951370809
Zucchini,World,2010,0.999937651
Zucchini,World,2011,0.999963129
Zucchini,World,2012,0.998856592
Zucchini,World,2013,0.998373261
