crop,country,year,c_area_harvested,c_production,vap_gross_production_value_us
Cabbages and other brassicas,World,2019,0.034643541,0.028883433,0.027724967
Caesarweed,World,2019,0.028127635,0.024759248,0.012479614
Cainito,World,2019,0.01927669,0.022445631,0.012981737
Calabash,World,2019,0.037315679,0.038652611,0.03469592
Canary seed,World,2019,0.006228053,0.005437755,0.004714988
Candlenut,World,2019,0.02563622,0.020776217,0.011763905
Canola,World,2019,0.034643541,0.028883433,0.027724967
Capers,World,2019,0.030072781,0.023638743,0.021831766
Carambola,World,2019,0.01927669,0.022445631,0.012981737
Carapa,World,2019,0.02563622,0.020776217,0.011763905
Cardamoms,World,2019,0.007926271,0.009291585,0.008422237
Carneros Yucca,World,2019,0.007178117,0.018325159,0.012103253
Caroa,World,2019,0.007178117,0.018325159,0.012103253
Carobs,World,2019,0.009568611,0.013298571,0.011817253
Carrots,World,2019,0.045735802,0.037369371,0.03792504
Cashews,World,2019,0.018727332,0.016060115,0.013370601
Cassava,World,2019,0.04178684,0.037634336,0.037837177
Castor bean,World,2019,0.009620666,0.006108374,0.004777417
Ceara,World,2019,NA,0.004415887,0.004318344
Celery,World,2019,0.030072781,0.023638743,0.021831766
Cherimoya,World,2019,0.01927669,0.022445631,0.012981737
Cherries,World,2019,0.045876023,0.03720684,0.03782231
Chervil,World,2019,0.030072781,0.023638743,0.021831766
Chestnuts,World,2019,0.011567802,0.00689415,0.006407789
Chickpeas,World,2019,0.010362629,0.01146704,0.009038359
Chicle,World,2019,NA,0.004415887,0.004318344
Chicory,World,2019,0.019607957,0.017029081,0.018949017
Chillies and peppers,World,2019,0.040292331,0.029219372,0.030264701
Chinotto,World,2019,0.015142864,0.014464215,0.010544554
Chontadura,World,2019,0.02563622,0.020776217,0.011763905
Chufa,World,2019,0.021267105,0.0220272,0.023826839
Cinnamon,World,2019,0.009134848,0.008713047,0.009399643
Citron,World,2019,0.015142864,0.014464215,0.010544554
Citronella,World,2019,NA,NA,NA
Cloves,World,2019,0.004138163,0.005683132,0.007909109
Cocoa,World,2019,0.017421485,0.015834326,0.014798379
Coconuts,World,2019,0.019872795,0.018612365,0.01760885
Coffee,World,2019,0.037423019,0.027947128,0.018141149
Common bean,World,2019,0.04346861,0.035774764,0.026644947
Coriander,World,2019,0.014143584,0.016459565,0.01038685
Cotton,World,2019,0.027651292,0.021389222,0.014392062
Cowpeas,World,2019,0.012153526,0.011260081,0.009294113
Cranberries,World,2019,0.007045378,0.005428074,0.005479766
Cress,World,2019,0.030072781,0.023638743,0.021831766
Cucumbers and gherkins,World,2019,0.021446421,0.015087836,0.016456785
Cumin,World,2019,0.014143584,0.016459565,0.01038685
Currants,World,2019,0.011414119,0.008693748,0.007160906
Cushaw,World,2019,0.037315679,0.038652611,0.03469592
Custard apple,World,2019,0.01927669,0.022445631,0.012981737
Dates,World,2019,0.025715829,0.025844455,0.015130541
Devil's cotton,World,2019,0.028127635,0.024759248,0.012479614
Dill,World,2019,0.010857605,0.011261329,0.011963985
Durian,World,2019,0.01927669,0.022445631,0.012981737
Eggplant,World,2019,0.013920406,0.010740937,0.009467808
Elderberry,World,2019,0.052086297,0.057441883,0.02896074
Esparto,World,2019,0.007178117,0.018325159,0.012103253
Ethiopian rape,World,2019,0.034643541,0.028883433,0.027724967
Faba beans,World,2019,0.021395202,0.020455235,0.016185375
Feijoa,World,2019,0.01927669,0.022445631,0.012981737
Fennel,World,2019,0.014143584,0.016459565,0.01038685
Fenugreek,World,2019,0.010857605,0.011261329,0.011963985
Fig leaf gourd,World,2019,0.037315679,0.038652611,0.03469592
Figs,World,2019,0.023703633,0.026773491,0.022441827
Finger millet,World,2019,0.026867079,0.02665588,0.024562778
Fique,World,2019,0.007178117,0.018325159,0.012103253
Flax,World,2019,0.022827065,0.022555705,0.017188539
Fonio,World,2019,0.005975612,0.005328181,0.005539399
Foxtail millet,World,2019,0.026867079,0.02665588,0.024562778
Garlic,World,2019,0.018826568,0.010787829,0.016817601
Giant cabuya,World,2019,0.007178117,0.018325159,0.012103253
Ginger,World,2019,0.013046042,0.016726039,0.015724745
Gooseberries,World,2019,0.007691363,0.006716846,0.005086523
Grapefruits,World,2019,0.03829122,0.023180907,0.013129409
Grapes,World,2019,0.046481534,0.041563298,0.034850857
Grasspea,World,2019,0.049218012,0.06232975,0.035569939
Groundnuts,World,2019,0.037890599,0.025660868,0.020004972
Guavas,World,2019,0.027099288,0.028704238,0.015644195
Guayule,World,2019,NA,0.004415887,0.004318344
Gutta-percha,World,2019,NA,0.004415887,0.004318344
Hazelnuts,World,2019,0.009377305,0.009381553,0.007835863
Hemp,World,2019,0.018053655,0.012995331,0.006289491
Hops,World,2019,0.017558909,0.0164009,0.018011844
Horseradish,World,2019,0.030072781,0.023638743,0.021831766
Huckleberry,World,2019,0.036655913,0.028980084,0.016695841
Jack bean,World,2019,0.049218012,0.06232975,0.035569939
Jackfruit,World,2019,0.01927669,0.022445631,0.012981737
Japanese millet,World,2019,0.026867079,0.02665588,0.024562778
Jelutong,World,2019,NA,0.004415887,0.004318344
Jerusalem artichoke,World,2019,0.021267105,0.0220272,0.023826839
Jicama,World,2019,0.049218012,0.06232975,0.035569939
Jojoba,World,2019,0.002932551,0.002932551,NA
Jujube,World,2019,0.052086297,0.057441883,0.02896074
Jute,World,2019,0.005556259,0.005474905,0.005395111
Kaniwa,World,2019,0.011841167,0.01214497,0.009799194
Kapok,World,2019,0.003755724,0.004875116,0.002932551
Karite nuts,World,2019,0.007160921,0.00865472,0.005381887
Kenaf,World,2019,0.028127635,0.024759248,0.012479614
Kiwi fruit,World,2019,0.009297754,0.011175681,0.012514282
Kiwicha,World,2019,0.011841167,0.01214497,0.009799194
Kodo millet,World,2019,0.026867079,0.02665588,0.024562778
Kola nuts,World,2019,0.008327993,0.006977664,0.00604126
Kumquat,World,2019,0.015142864,0.014464215,0.010544554
Lablab,World,2019,0.049218012,0.06232975,0.035569939
Leeks and other alliaceous vegetables,World,2019,0.024648992,0.028669395,0.021005328
Lemons and limes,World,2019,0.041968107,0.03543036,0.022833694
Lentils,World,2019,0.016348767,0.015293053,0.017648279
Lettuce,World,2019,0.019607957,0.017029081,0.018949017
Lima bean,World,2019,0.04346861,0.035774764,0.026644947
Litchi,World,2019,0.052086297,0.057441883,0.02896074
Little millet,World,2019,0.026867079,0.02665588,0.024562778
Longan,World,2019,0.01927669,0.022445631,0.012981737
Loquat,World,2019,0.052086297,0.057441883,0.02896074
Lupins,World,2019,0.008809752,0.009205897,0.009569429
Maca,World,2019,0.021267105,0.0220272,0.023826839
Macadamia nut,World,2019,0.028814038,0.035165638,0.021472879
Mahuwa,World,2019,0.02563622,0.020776217,0.011763905
Maize,World,2019,0.051626844,0.034748796,0.031113952
Mamey sapote,World,2019,0.01927669,0.022445631,0.012981737
Mammee,World,2019,0.01927669,0.022445631,0.012981737
Mandarines,World,2019,0.03516905,0.03471991,0.032398443
Mango,World,2019,0.027099288,0.028704238,0.015644195
Mangosteen,World,2019,0.027099288,0.028704238,0.015644195
Maple sugar,World,2019,0.004821618,0.006202387,0.004810708
Marjoram,World,2019,0.030072781,0.023638743,0.021831766
Mashua,World,2019,0.021267105,0.0220272,0.023826839
Mat bean,World,2019,0.04346861,0.035774764,0.026644947
Mate,World,2019,0.004259716,0.004771536,0.004992803
Mauka,World,2019,0.021267105,0.0220272,0.023826839
Medlar,World,2019,0.052086297,0.057441883,0.02896074
Melons,World,2019,0.03264636,0.02443068,0.019750764
Mombin,World,2019,0.01927669,0.022445631,0.012981737
Mulberry,World,2019,0.036655913,0.028980084,0.016695841
Mung bean,World,2019,0.04346861,0.035774764,0.026644947
Myrtle,World,2019,0.036655913,0.028980084,0.016695841
Naranjilla,World,2019,0.01927669,0.022445631,0.012981737
New Zealand flax,World,2019,0.007178117,0.018325159,0.012103253
New Zealand Spinach,World,2019,0.009159226,0.006918186,0.007533842
Noog,World,2019,0.02563622,0.020776217,0.011763905
Nutmeg,World,2019,0.007926271,0.009291585,0.008422237
Oats,World,2019,0.038371385,0.042372627,0.045222928
Oca,World,2019,0.021267105,0.0220272,0.023826839
Oil palm,World,2019,0.013379013,0.010905264,0.008883304
Oiticica,World,2019,0.02563622,0.020776217,0.011763905
Okra,World,2019,0.008927112,0.009924848,0.00885444
Olives,World,2019,0.018282432,0.017057904,0.0130059
Onions,World,2019,0.052563902,0.051962124,0.03706611
Orache,World,2019,0.009159226,0.006918186,0.007533842
Oranges,World,2019,0.03516905,0.03471991,0.032398443
Papayas,World,2019,0.026567729,0.020094724,0.015734003
Parsley,World,2019,0.030072781,0.023638743,0.021831766
Parsnip,World,2019,0.030072781,0.023638743,0.021831766
Passionfruit,World,2019,0.01927669,0.022445631,0.012981737
Pawpaw,World,2019,0.052086297,0.057441883,0.02896074
Peaches and nectarines,World,2019,0.026966935,0.019202538,0.015683984
Pearl millet,World,2019,0.026867079,0.02665588,0.024562778
Pears,World,2019,0.017636862,0.015494392,0.013161174
Peas,World,2019,0.03062013,0.021418523,0.020920071
Pecan,World,2019,0.028814038,0.035165638,0.021472879
Pepper,World,2019,0.014335402,0.01885283,0.016124844
Peppermint,World,2019,0.004703787,0.005086957,0.007923205
Perilla,World,2019,0.02563622,0.020776217,0.011763905
Persimmons,World,2019,0.005835553,0.008044208,0.008446076
Physic nut,World,2019,0.02563622,0.020776217,0.011763905
Pigeonpeas,World,2019,0.005988507,0.006446722,0.003894348
Pili nut,World,2019,0.028814038,0.035165638,0.021472879
Pine nut,World,2019,0.028814038,0.035165638,0.021472879
Pineapples,World,2019,0.04419228,0.042241786,0.030372887
Pistachios,World,2019,0.010315797,0.011264577,0.008487769
Plantains,World,2019,0.032161236,0.034165759,0.018077971
Plums,World,2019,0.014668025,0.022800217,0.014138812
Pomegranate,World,2019,0.052086297,0.057441883,0.02896074
Pongamia oil,World,2019,0.02563622,0.020776217,0.011763905
Poppies,World,2019,0.013367661,0.014638823,0.011992123
Potatoes,World,2019,0.047891454,0.049536835,0.049597016
Prickly pear,World,2019,0.052086297,0.057441883,0.02896074
Proso millet,World,2019,0.026867079,0.02665588,0.024562778
Pumpkin,World,2019,0.037315679,0.038652611,0.03469592
Purging croton,World,2019,0.02563622,0.020776217,0.011763905
Pyrethrum,World,2019,0.008859366,0.010304415,0.007891782
Quinces,World,2019,0.024066627,0.026185475,0.022316583
Quinoa,World,2019,0.004066321,0.005122015,0.00468426
Radish,World,2019,0.030072781,0.023638743,0.021831766
Rambutan,World,2019,0.01927669,0.022445631,0.012981737
Ramie,World,2019,0.008623715,0.008666539,0.008725002
Rapeseed and Mustards,World,2019,0.023319418,0.023688156,0.020696947
Raspberries,World,2019,0.019563572,0.019785282,0.022562506
Rhubarb,World,2019,0.030072781,0.023638743,0.021831766
Rice (African),World,2019,0.071014419,0.023612493,0.020002111
Rice (Asian),World,2019,0.071014419,0.023612493,0.020002111
Rice bean,World,2019,0.04346861,0.035774764,0.026644947
Roselle,World,2019,0.028127635,0.024759248,0.012479614
"Rubber, natural",World,2019,0.017445362,0.01788924,0.013458928
Runner bean,World,2019,0.04346861,0.035774764,0.026644947
Rye,World,2019,0.026886432,0.026453065,0.024075033
Safflower,World,2019,0.018557034,0.020124678,0.020101844
Saffron,World,2019,0.010857605,0.011261329,0.011963985
Sago palm,World,2019,0.021267105,0.0220272,0.023826839
Salsify,World,2019,0.030072781,0.023638743,0.021831766
Sapodilla,World,2019,0.01927669,0.022445631,0.012981737
Savory,World,2019,0.030072781,0.023638743,0.021831766
Service tree,World,2019,0.052086297,0.057441883,0.02896074
Sesame,World,2019,0.030611684,0.034386672,0.021687963
Shala tree,World,2019,0.02563622,0.020776217,0.011763905
Sisal,World,2019,0.014258152,0.017126374,0.015457383
Snake plant,World,2019,0.007178117,0.018325159,0.012103253
Sorghum,World,2019,0.043182611,0.045429341,0.043915815
Sorrel,World,2019,0.030072781,0.023638743,0.021831766
Soursop,World,2019,0.01927669,0.022445631,0.012981737
Soybeans,World,2019,0.015945878,0.013081214,0.013384705
Spinach,World,2019,0.009159226,0.006918186,0.007533842
Strawberries,World,2019,0.033382749,0.023748312,0.024326894
Strawberry tree,World,2019,0.052086297,0.057441883,0.02896074
Sugar apple,World,2019,0.01927669,0.022445631,0.012981737
Sugar beets,World,2019,0.042767244,0.043052043,0.041570444
Sugarcane,World,2019,0.037134464,0.033369719,0.024407281
Sunflowers,World,2019,0.032300496,0.03003961,0.025633754
Sunn hemp,World,2019,0.028127635,0.024759248,0.012479614
Sweetpotatoes,World,2019,0.023667785,0.015307701,0.012485711
Sword bean,World,2019,0.049218012,0.06232975,0.035569939
Tallowtree,World,2019,0.005390836,0.005390836,NA
Tamarind,World,2019,0.052086297,0.057441883,0.02896074
Taro,World,2019,0.020441649,0.020418012,0.016327303
Tarragon,World,2019,0.030072781,0.023638743,0.021831766
Tea,World,2019,0.013466638,0.017215771,0.008533355
Teff,World,2019,0.026867079,0.02665588,0.024562778
Tepary bean,World,2019,0.04346861,0.035774764,0.026644947
Thyme,World,2019,0.010857605,0.011261329,0.011963985
Tobacco,World,2019,0.029128957,0.025204788,0.019580012
Tomatoes,World,2019,0.050545564,0.039259753,0.038616515
Triticale,World,2019,0.025224235,0.023120938,0.021752379
Tung nuts,World,2019,0.00661476,0.00654958,0.006232386
Turmeric,World,2019,0.010857605,0.011261329,0.011963985
Turnips,World,2019,0.046718194,0.038172055,0.038739659
Ulluco,World,2019,0.021267105,0.0220272,0.023826839
Vanilla,World,2019,0.005100534,0.011109197,0.01119196
Velvet bean,World,2019,0.049218012,0.06232975,0.035569939
Velvet leaf,World,2019,0.028127635,0.024759248,0.012479614
Vetch,World,2019,0.01835615,0.017995517,0.018427166
Walnuts,World,2019,0.018035347,0.015102906,0.011102488
Watercress,World,2019,0.030072781,0.023638743,0.021831766
Watermelons,World,2019,0.029401725,0.019488796,0.011335214
Wheat,World,2019,0.04510415,0.042668898,0.039280212
Wildrice,World,2019,0.011841167,0.01214497,0.009799194
Winged bean,World,2019,0.049218012,0.06232975,0.035569939
Yams,World,2019,0.013570428,0.013569668,0.013202898
"Yautia, cocoyam",World,2019,0.01405968,0.01355789,0.006838844
Year bean,World,2019,0.04346861,0.035774764,0.026644947
Zucchini,World,2019,0.037315679,0.038652611,0.03469592
