crop,country,year,c_area_harvested,c_production,vap_gross_production_value_us
Oca,World,2011,3.61E-05,9.06E-05,6.22E-05
Oil palm,World,2011,0.00503574,0.029592685,0.023525582
Oiticica,World,2011,3.95E-05,2.68E-05,3.17E-05
Okra,World,2011,0.000481372,0.000770864,0.002255062
Olives,World,2011,0.002885211,0.002046875,0.005510062
Onions,World,2011,0.001323427,0.00872036,0.008215218
Orache,World,2011,0.00024794,0.002042639,0.002990593
Oranges,World,2011,0.00181629,0.009612833,0.011339772
Papayas,World,2011,0.000116984,0.001089199,0.001252164
Parsley,World,2011,0.000293152,0.001397003,0.00126056
Parsnip,World,2011,0.000293152,0.001397003,0.00126056
Passionfruit,World,2011,4.78E-05,0.000105778,0.000167676
Pawpaw,World,2011,0.000106781,0.000217553,0.000219146
Peaches and nectarines,World,2011,0.000441685,0.002052102,0.005213562
Pearl millet,World,2011,0.009758461,0.002609059,0.002303086
Pears,World,2011,0.000453095,0.002319923,0.00721873
Peas,World,2011,0.002426145,0.002626212,0.004405601
Pecan,World,2011,3.26E-05,1.63E-05,0.000111409
Pepper,World,2011,0.000155476,4.04E-05,0.000492784
Peppermint,World,2011,6.69E-07,6.07E-06,6.09E-08
Perilla,World,2011,3.95E-05,2.68E-05,3.17E-05
Persimmons,World,2011,0.000258399,0.000432453,0.000767486
Physic nut,World,2011,3.95E-05,2.68E-05,3.17E-05
Pigeonpeas,World,2011,0.001689148,0.000401783,0.000663363
Pili nut,World,2011,3.26E-05,1.63E-05,0.000111409
Pine nut,World,2011,3.26E-05,1.63E-05,0.000111409
Pineapples,World,2011,0.000279291,0.002212147,0.002744151
Pistachios,World,2011,0.000148592,6.02E-05,0.000849496
Plantains,World,2011,0.001317661,0.003103794,0.002571849
Plums,World,2011,0.000718732,0.001065828,0.001968836
Pomegranate,World,2011,0.000106781,0.000217553,0.000219146
Pongamia oil,World,2011,3.95E-05,2.68E-05,3.17E-05
Poppies,World,2011,3.70E-05,1.03E-05,4.55E-05
Potatoes,World,2011,0.005557414,0.036108369,0.030834904
Prickly pear,World,2011,0.000106781,0.000217553,0.000219146
Proso millet,World,2011,0.009758461,0.002609059,0.002303086
Pumpkin,World,2011,0.000511409,0.002281526,0.00217259
Purging croton,World,2011,3.95E-05,2.68E-05,3.17E-05
Pyrethrum,World,2011,5.09E-06,7.19E-07,4.37E-07
Quinces,World,2011,1.98E-05,5.52E-05,8.89E-05
Quinoa,World,2011,2.92E-05,8.16E-06,2.45E-05
Radish,World,2011,0.000293152,0.001397003,0.00126056
Rambutan,World,2011,4.78E-05,0.000105778,0.000167676
Ramie,World,2011,2.45E-05,1.56E-05,5.57E-05
Rapeseed and Mustards,World,2011,0.009901813,0.006111076,0.009412774
Raspberries,World,2011,3.07E-05,5.76E-05,0.000340078
Rhubarb,World,2011,0.000293152,0.001397003,0.00126056
Rice (African),World,2011,0.249550769,0.070038292,0.084250577
Rice (Asian),World,2011,0.249550769,0.070038292,0.084250577
Rice bean,World,2011,0.009250913,0.004453868,0.010624135
Roselle,World,2011,5.09E-05,2.64E-05,3.41E-05
"Rubber, natural",World,2011,0.00276539,0.001117842,0.007834577
Runner bean,World,2011,0.009250913,0.004453868,0.010624135
Rye,World,2011,0.001475461,0.001263676,0.000699788
Safflower,World,2011,0.000230909,6.54E-05,7.89E-05
Saffron,World,2011,4.83E-05,3.90E-05,0.000105075
Sago palm,World,2011,3.61E-05,9.06E-05,6.22E-05
Salsify,World,2011,0.000293152,0.001397003,0.00126056
Sapodilla,World,2011,4.78E-05,0.000105778,0.000167676
Savory,World,2011,0.000293152,0.001397003,0.00126056
Service tree,World,2011,0.000106781,0.000217553,0.000219146
Sesame,World,2011,0.002408656,0.000454357,0.000953142
Shala tree,World,2011,3.95E-05,2.68E-05,3.17E-05
Sisal,World,2011,0.000124111,3.94E-05,6.32E-05
Snake plant,World,2011,1.37E-05,3.39E-06,3.24E-06
Sorghum,World,2011,0.012112239,0.005462432,0.00393209
Sorrel,World,2011,0.000293152,0.001397003,0.00126056
Soursop,World,2011,4.78E-05,0.000105778,0.000167676
Soybeans,World,2011,0.029799471,0.025208167,0.029013056
Spinach,World,2011,0.00024794,0.002042639,0.002990593
Strawberries,World,2011,9.71E-05,0.000648566,0.005130051
Strawberry tree,World,2011,0.000106781,0.000217553,0.000219146
Sugar apple,World,2011,4.78E-05,0.000105778,0.000167676
Sugar beets,World,2011,0.001457009,0.026875256,0.004129619
Sugarcane,World,2011,0.007334603,0.173011856,0.021917265
Sunflowers,World,2011,0.007366529,0.003869935,0.005103724
Sunn hemp,World,2011,5.09E-05,2.64E-05,3.41E-05
Sweetpotatoes,World,2011,0.002395918,0.010162953,0.008524815
Sword bean,World,2011,0.000204991,5.01E-05,9.18E-05
Tallowtree,World,2011,0.000113445,9.16E-05,NA
Tamarind,World,2011,0.000106781,0.000217553,0.000219146
Taro,World,2011,0.000360662,0.000920695,0.000991582
Tarragon,World,2011,0.000293152,0.001397003,0.00126056
Tea,World,2011,0.000977373,0.000466668,0.003055167
Teff,World,2011,0.009758461,0.002609059,0.002303086
Tepary bean,World,2011,0.009250913,0.004453868,0.010624135
Thyme,World,2011,4.83E-05,3.90E-05,0.000105075
Tobacco,World,2011,0.001212089,0.000721257,0.004389988
Tomatoes,World,2011,0.001313131,0.015373504,0.021291855
Triticale,World,2011,0.001105089,0.001307186,0.00077226
Tung nuts,World,2011,5.06E-05,4.83E-05,3.39E-05
Turmeric,World,2011,4.83E-05,3.90E-05,0.000105075
Turnips,World,2011,0.000345912,0.00352571,0.003190373
Ulluco,World,2011,3.61E-05,9.06E-05,6.22E-05
Vanilla,World,2011,2.72E-05,8.32E-07,4.78E-06
Velvet bean,World,2011,0.000204991,5.01E-05,9.18E-05
Velvet leaf,World,2011,5.09E-05,2.64E-05,3.41E-05
Vetch,World,2011,0.000167009,9.06E-05,7.56E-05
Walnuts,World,2011,0.000324197,0.000308447,0.003508947
Watercress,World,2011,0.000293152,0.001397003,0.00126056
Watermelons,World,2011,0.000965605,0.009873786,0.012545656
Wheat,World,2011,0.063324922,0.067273111,0.049336663
Wildrice,World,2011,0.000218307,9.39E-05,6.03E-05
Winged bean,World,2011,0.000204991,5.01E-05,9.18E-05
Yams,World,2011,0.001876769,0.005122172,0.004527321
"Yautia, cocoyam",World,2011,1.25E-05,3.80E-05,4.23E-05
Year bean,World,2011,0.009250913,0.004453868,0.010624135
Zucchini,World,2011,0.000511409,0.002281526,0.00217259
Abaca,World,2012,4.85E-05,1.00E-05,2.87E-05
Adlay,World,2012,0.00022807,0.000105027,9.00E-05
Adzuki bean,World,2012,0.008906528,0.004531352,0.009617402
Agave,World,2012,1.58E-05,3.93E-06,6.29E-06
Albardine,World,2012,1.40E-05,3.41E-06,2.95E-06
Alfalfa,World,2012,NA,NA,NA
Allspice,World,2012,0.001053921,0.003286944,0.007932107
Almonds,World,2012,0.000510361,0.000270957,0.002915999
Amaranth,World,2012,0.00022807,0.000105027,9.00E-05
Anise,World,2012,0.000300579,8.86E-05,0.000443654
Apple,World,2012,0.001465433,0.007539321,0.016036632
Apricot,World,2012,0.00015371,0.000370611,0.000803155
Areca nuts,World,2012,0.000286678,0.00012858,0.000578046
Arracacha,World,2012,3.68E-05,9.40E-05,7.34E-05
Arrhenatherum,World,2012,0.000428267,0.000794145,NA
Arrowroot,World,2012,3.68E-05,9.40E-05,7.34E-05
Artichokes,World,2012,3.60E-05,0.000154973,0.000305285
Asparagus,World,2012,0.000428267,0.000794145,0.00264302
Atemoya,World,2012,4.86E-05,0.000113785,0.000177477
Avocado,World,2012,0.000138073,0.000427307,0.001092376
Azarole,World,2012,0.000111962,0.000225208,0.000217942
Babaco,World,2012,0.000111962,0.000225208,0.000217942
Badian,World,2012,0.000300579,8.86E-05,0.000443654
Bambara bean,World,2012,6.08E-05,1.50E-05,1.11E-05
Bamboo shoot,World,2012,0.000305249,0.001448452,0.001295096
Bananas,World,2012,0.00152289,0.010337761,0.011422646
Barley,World,2012,0.014392662,0.012677754,0.008523736
Bay leaf,World,2012,4.71E-05,3.63E-05,9.93E-05
Beech nut,World,2012,4.08E-05,2.90E-05,3.45E-05
Beets,World,2012,0.000305249,0.001448452,0.001295096
Black gram,World,2012,0.008906528,0.004531352,0.009617402
Black salsify,World,2012,0.000305249,0.001448452,0.001295096
Blueberry,World,2012,2.39E-05,3.81E-05,0.000296546
Brazil nut,World,2012,3.26E-06,1.04E-05,2.17E-05
Breadfruit,World,2012,4.86E-05,0.000113785,0.000177477
Buckwheat,World,2012,0.000719547,0.000216994,0.000239604
Butter-nut,World,2012,3.40E-05,1.66E-05,9.95E-05
Butternut squash,World,2012,0.000525993,0.002293389,0.002245846
Cabbages and other brassicas,World,2012,0.001043655,0.008666692,0.007413765
Cabbages,World,2012,0.001043655,0.008666692,0.007413765
Caesarweed,World,2012,4.83E-05,2.50E-05,3.01E-05
Cainito,World,2012,4.86E-05,0.000113785,0.000177477
Calabash,World,2012,0.000525993,0.002293389,0.002245846
Canary seed,World,2012,7.17E-05,2.13E-05,3.08E-05
Candlenut,World,2012,4.08E-05,2.90E-05,3.45E-05
Canola,World,2012,0.001043655,0.008666692,0.007413765
Capers,World,2012,0.000305249,0.001448452,0.001295096
Carambola,World,2012,4.86E-05,0.000113785,0.000177477
Carapa,World,2012,4.08E-05,2.90E-05,3.45E-05
Cardamoms,World,2012,9.24E-05,8.76E-06,4.97E-05
Carneros Yucca,World,2012,1.40E-05,3.41E-06,2.95E-06
Caroa,World,2012,1.40E-05,3.41E-06,2.95E-06
Carobs,World,2012,2.47E-05,1.64E-05,1.69E-05
Carrots,World,2012,0.000344373,0.003575859,0.003217073
Cashews,World,2012,0.001854858,0.000606529,0.001077274
Cassava,World,2012,0.006721185,0.02507723,0.011193601
Castor bean,World,2012,0.000501629,0.000215361,0.000288461
Ceara,World,2012,NA,4.62E-06,1.31E-05
Celery,World,2012,0.000305249,0.001448452,0.001295096
Cherimoya,World,2012,4.86E-05,0.000113785,0.000177477
Cherries,World,2012,0.000182058,0.000321286,0.001466719
Chervil,World,2012,0.000305249,0.001448452,0.001295096
Chestnuts,World,2012,0.000161111,0.000197326,0.001234687
Chickpeas,World,2012,0.003558141,0.001104732,0.002093894
Chicle,World,2012,NA,4.62E-06,1.31E-05
Chicory,World,2012,0.00034063,0.00251568,0.003599961
Chillies and peppers,World,2012,0.001053921,0.003286944,0.007932107
Chinotto,World,2012,0.000396576,0.001234121,0.001625489
Chontadura,World,2012,4.08E-05,2.90E-05,3.45E-05
Chufa,World,2012,3.68E-05,9.40E-05,7.34E-05
Cinnamon,World,2012,7.17E-05,1.96E-05,0.000179351
Citron,World,2012,0.000396576,0.001234121,0.001625489
Citronella,World,2012,NA,NA,NA
Cloves,World,2012,0.000164428,1.26E-05,4.09E-05
Cocoa,World,2012,0.002947378,0.000442391,0.001881779
Coconuts,World,2012,0.003473165,0.006041793,0.002852253
Coffee,World,2012,0.002992639,0.000846092,0.004947088
Common bean,World,2012,0.008906528,0.004531352,0.009617402
Coriander,World,2012,0.000300579,8.86E-05,0.000443654
Cotton,World,2012,0.010017366,0.014899506,0.039673773
Cowpeas,World,2012,0.003287968,0.00080143,0.000719962
Cranberries,World,2012,1.07E-05,5.70E-05,0.000210645
Cress,World,2012,0.000305249,0.001448452,0.001295096
Cucumbers and gherkins,World,2012,0.000610931,0.006778757,0.009379766
Cumin,World,2012,0.000300579,8.86E-05,0.000443654
Currants,World,2012,3.33E-05,6.17E-05,0.000311861
Cushaw,World,2012,0.000525993,0.002293389,0.002245846
Custard apple,World,2012,4.86E-05,0.000113785,0.000177477
Dates,World,2012,0.000323862,0.000712476,0.00294244
Devil's cotton,World,2012,4.83E-05,2.50E-05,3.01E-05
Dill,World,2012,4.71E-05,3.63E-05,9.93E-05
Durian,World,2012,4.86E-05,0.000113785,0.000177477
Eggplant,World,2012,0.000520843,0.004502132,0.006937204
Elderberry,World,2012,0.000111962,0.000225208,0.000217942
Esparto,World,2012,1.40E-05,3.41E-06,2.95E-06
Ethiopian rape,World,2012,0.001043655,0.008666692,0.007413765
Faba beans,World,2012,0.000697607,0.00042544,0.000546554
Feijoa,World,2012,4.86E-05,0.000113785,0.000177477
Fennel,World,2012,0.000300579,8.86E-05,0.000443654
Fenugreek,World,2012,4.71E-05,3.63E-05,9.93E-05
Fig leaf gourd,World,2012,0.000525993,0.002293389,0.002245846
Figs,World,2012,8.88E-05,0.000101262,0.000238287
Finger millet,World,2012,0.009024231,0.002555346,0.002470947
Fique,World,2012,1.40E-05,3.41E-06,2.95E-06
Flax,World,2012,0.000773809,0.000262777,0.000544904
Fonio,World,2012,0.000205648,5.52E-05,6.99E-05
Foxtail millet,World,2012,0.009024231,0.002555346,0.002470947
Garlic,World,2012,0.000417513,0.002244565,0.00392131
Giant cabuya,World,2012,1.40E-05,3.41E-06,2.95E-06
Ginger,World,2012,0.000106172,0.000235974,0.000470185
Gooseberries,World,2012,8.50E-06,1.58E-05,0.000120886
Grapefruits,World,2012,9.28E-05,0.000790201,0.001014737
Grapes,World,2012,0.002013014,0.006603553,0.01635264
Grasspea,World,2012,0.000242469,5.78E-05,0.000109189
Groundnuts,World,2012,0.00738157,0.004029251,0.009076186
Guavas,World,2012,0.001570457,0.004067485,0.008336134
Guayule,World,2012,NA,4.62E-06,1.31E-05
Gutta-percha,World,2012,NA,4.62E-06,1.31E-05
Hazelnuts,World,2012,0.000173699,8.86E-05,0.000670903
Hemp,World,2012,1.90E-05,1.61E-05,8.87E-06
Hops,World,2012,2.17E-05,1.07E-05,0.000101704
Horseradish,World,2012,0.000305249,0.001448452,0.001295096
Huckleberry,World,2012,1.16E-05,2.77E-05,8.25E-05
Jack bean,World,2012,0.000242469,5.78E-05,0.000109189
Jackfruit,World,2012,4.86E-05,0.000113785,0.000177477
Japanese millet,World,2012,0.009024231,0.002555346,0.002470947
Jelutong,World,2012,NA,4.62E-06,1.31E-05
Jerusalem artichoke,World,2012,3.68E-05,9.40E-05,7.34E-05
Jicama,World,2012,0.000242469,5.78E-05,0.000109189
Jojoba,World,2012,8.86E-08,1.45E-08,NA
Jujube,World,2012,0.000111962,0.000225208,0.000217942
Jute,World,2012,0.000460908,0.000331158,0.000278804
Kaniwa,World,2012,0.00022807,0.000105027,9.00E-05
Kapok,World,2012,5.40E-05,6.65E-05,1.21E-06
Karite nuts,World,2012,0.000148013,6.88E-05,5.91E-05
Kenaf,World,2012,4.83E-05,2.50E-05,3.01E-05
Kiwi fruit,World,2012,5.38E-05,0.000292818,0.000365822
Kiwicha,World,2012,0.00022807,0.000105027,9.00E-05
Kodo millet,World,2012,0.009024231,0.002555346,0.002470947
Kola nuts,World,2012,0.000150949,2.65E-05,5.95E-05
Kumquat,World,2012,0.000396576,0.001234121,0.001625489
Lablab,World,2012,0.000242469,5.78E-05,0.000109189
Leeks and other alliaceous vegetables,World,2012,3.87E-05,0.000209967,0.000583209
Lemons and limes,World,2012,0.000281084,0.001439126,0.002614991
Lentils,World,2012,0.001210349,0.00043064,0.000715115
Lettuce,World,2012,0.00034063,0.00251568,0.003599961
Lima bean,World,2012,0.008906528,0.004531352,0.009617402
Litchi,World,2012,0.000111962,0.000225208,0.000217942
Little millet,World,2012,0.009024231,0.002555346,0.002470947
Longan,World,2012,4.86E-05,0.000113785,0.000177477
Loquat,World,2012,0.000111962,0.000225208,0.000217942
Lupins,World,2012,0.000276154,0.000126981,8.25E-05
Maca,World,2012,3.68E-05,9.40E-05,7.34E-05
Macadamia nut,World,2012,3.40E-05,1.66E-05,9.95E-05
Mahuwa,World,2012,4.08E-05,2.90E-05,3.45E-05
Maize,World,2012,0.051964218,0.084872703,0.065970177
Mamey sapote,World,2012,4.86E-05,0.000113785,0.000177477
Mammee,World,2012,4.86E-05,0.000113785,0.000177477
Mandarines,World,2012,0.001802561,0.009408775,0.010608225
Mango,World,2012,0.001570457,0.004067485,0.008336134
Mangosteen,World,2012,0.001570457,0.004067485,0.008336134
Maple sugar,World,2012,3.46E-05,8.91E-05,5.00E-06
Marjoram,World,2012,0.000305249,0.001448452,0.001295096
Mashua,World,2012,3.68E-05,9.40E-05,7.34E-05
Mat bean,World,2012,0.008906528,0.004531352,0.009617402
Mate,World,2012,7.94E-05,7.88E-05,7.38E-05
Mauka,World,2012,3.68E-05,9.40E-05,7.34E-05
Medlar,World,2012,0.000111962,0.000225208,0.000217942
Melons,World,2012,0.000882182,0.002829523,0.003057275
Mombin,World,2012,4.86E-05,0.000113785,0.000177477
Mulberry,World,2012,1.16E-05,2.77E-05,8.25E-05
Mung bean,World,2012,0.008906528,0.004531352,0.009617402
Myrtle,World,2012,1.16E-05,2.77E-05,8.25E-05
Naranjilla,World,2012,4.86E-05,0.000113785,0.000177477
New Zealand flax,World,2012,1.40E-05,3.41E-06,2.95E-06
New Zealand Spinach,World,2012,0.000255437,0.002123125,0.004835161
Noog,World,2012,4.08E-05,2.90E-05,3.45E-05
Nutmeg,World,2012,9.24E-05,8.76E-06,4.97E-05
Oats,World,2012,0.002758971,0.002034388,0.001220809
Oca,World,2012,3.68E-05,9.40E-05,7.34E-05
Oil palm,World,2012,0.005267958,0.030951248,0.021983023
Oiticica,World,2012,4.08E-05,2.90E-05,3.45E-05
Okra,World,2012,0.000519046,0.000929581,0.00263042
Olives,World,2012,0.002955994,0.001695646,0.004967607
Onions,World,2012,0.001362981,0.008437519,0.009142735
Orache,World,2012,0.000255437,0.002123125,0.004835161
Oranges,World,2012,0.001802561,0.009408775,0.010608225
Papayas,World,2012,0.000121188,0.001152,0.001187297
Parsley,World,2012,0.000305249,0.001448452,0.001295096
Parsnip,World,2012,0.000305249,0.001448452,0.001295096
Passionfruit,World,2012,4.86E-05,0.000113785,0.000177477
Pawpaw,World,2012,0.000111962,0.000225208,0.000217942
Peaches and nectarines,World,2012,0.000438626,0.002040423,0.005432054
Pearl millet,World,2012,0.009024231,0.002555346,0.002470947
Pears,World,2012,0.000452172,0.0023302,0.005215595
Peas,World,2012,0.002564834,0.002647998,0.004364975
Pecan,World,2012,3.40E-05,1.66E-05,9.95E-05
Pepper,World,2012,0.000161293,3.97E-05,0.000562975
Peppermint,World,2012,1.17E-06,1.02E-05,1.98E-07
Perilla,World,2012,4.08E-05,2.90E-05,3.45E-05
Persimmons,World,2012,0.000274533,0.000462474,0.000783797
Physic nut,World,2012,4.08E-05,2.90E-05,3.45E-05
Pigeonpeas,World,2012,0.001615561,0.000380892,0.000601143
Pili nut,World,2012,3.40E-05,1.66E-05,9.95E-05
Pine nut,World,2012,3.40E-05,1.66E-05,9.95E-05
Pineapples,World,2012,0.000290954,0.00231288,0.002701321
Pistachios,World,2012,0.000161011,7.29E-05,0.00132991
Plantains,World,2012,0.001353165,0.003192618,0.002718506
Plums,World,2012,0.000740887,0.001042647,0.0021113
Pomegranate,World,2012,0.000111962,0.000225208,0.000217942
Pongamia oil,World,2012,4.08E-05,2.90E-05,3.45E-05
Poppies,World,2012,2.10E-05,4.79E-06,2.23E-05
Potatoes,World,2012,0.005616023,0.035389878,0.024480531
Prickly pear,World,2012,0.000111962,0.000225208,0.000217942
Proso millet,World,2012,0.009024231,0.002555346,0.002470947
Pumpkin,World,2012,0.000525993,0.002293389,0.002245846
Purging croton,World,2012,4.08E-05,2.90E-05,3.45E-05
Pyrethrum,World,2012,5.62E-06,7.86E-07,3.70E-07
Quinces,World,2012,2.11E-05,5.78E-05,8.79E-05
Quinoa,World,2012,4.98E-05,9.38E-06,3.02E-05
Radish,World,2012,0.000305249,0.001448452,0.001295096
Rambutan,World,2012,4.86E-05,0.000113785,0.000177477
Ramie,World,2012,2.02E-05,1.28E-05,5.11E-05
Rapeseed and Mustards,World,2012,0.010194597,0.006059686,0.009749362
Raspberries,World,2012,2.95E-05,5.43E-05,0.000349401
Rhubarb,World,2012,0.000305249,0.001448452,0.001295096
Rice (African),World,2012,0.250897295,0.070598953,0.08814811
Rice (Asian),World,2012,0.250897295,0.070598953,0.08814811
Rice bean,World,2012,0.008906528,0.004531352,0.009617402
Roselle,World,2012,4.83E-05,2.50E-05,3.01E-05
"Rubber, natural",World,2012,0.002979559,0.001214236,0.006547664
Runner bean,World,2012,0.008906528,0.004531352,0.009617402
Rye,World,2012,0.001524132,0.001390047,0.000870277
Safflower,World,2012,0.000279657,8.09E-05,9.77E-05
Saffron,World,2012,4.71E-05,3.63E-05,9.93E-05
Sago palm,World,2012,3.68E-05,9.40E-05,7.34E-05
Salsify,World,2012,0.000305249,0.001448452,0.001295096
Sapodilla,World,2012,4.86E-05,0.000113785,0.000177477
Savory,World,2012,0.000305249,0.001448452,0.001295096
Service tree,World,2012,0.000111962,0.000225208,0.000217942
Sesame,World,2012,0.002467312,0.00051843,0.00103686
Shala tree,World,2012,4.08E-05,2.90E-05,3.45E-05
Sisal,World,2012,0.000115114,2.19E-05,3.43E-05
Snake plant,World,2012,1.40E-05,3.41E-06,2.95E-06
Sorghum,World,2012,0.011336865,0.005483243,0.004025247
Sorrel,World,2012,0.000305249,0.001448452,0.001295096
Soursop,World,2012,4.86E-05,0.000113785,0.000177477
Soybeans,World,2012,0.030420305,0.023126897,0.030450272
Spinach,World,2012,0.000255437,0.002123125,0.004835161
Strawberries,World,2012,9.97E-05,0.000707862,0.00348225
Strawberry tree,World,2012,0.000111962,0.000225208,0.000217942
Sugar apple,World,2012,4.86E-05,0.000113785,0.000177477
Sugar beets,World,2012,0.00139591,0.025845706,0.003876009
Sugarcane,World,2012,0.007525495,0.175566105,0.026964254
Sunflowers,World,2012,0.00723933,0.003510248,0.004984932
Sunn hemp,World,2012,4.83E-05,2.50E-05,3.01E-05
Sweetpotatoes,World,2012,0.002342183,0.009762783,0.007957315
Sword bean,World,2012,0.000242469,5.78E-05,0.000109189
Tallowtree,World,2012,0.000117447,9.45E-05,NA
Tamarind,World,2012,0.000111962,0.000225208,0.000217942
Taro,World,2012,0.000413628,0.000946011,0.000882178
Tarragon,World,2012,0.000305249,0.001448452,0.001295096
Tea,World,2012,0.001013089,0.000483477,0.003164168
Teff,World,2012,0.009024231,0.002555346,0.002470947
Tepary bean,World,2012,0.008906528,0.004531352,0.009617402
Thyme,World,2012,4.71E-05,3.63E-05,9.93E-05
Tobacco,World,2012,0.001204936,0.000727912,0.005071148
Tomatoes,World,2012,0.001389226,0.015663926,0.022462015
Triticale,World,2012,0.001050877,0.001309046,0.000815034
Tung nuts,World,2012,5.00E-05,4.71E-05,3.22E-05
Turmeric,World,2012,4.71E-05,3.63E-05,9.93E-05
Turnips,World,2012,0.000344373,0.003575859,0.003217073
Ulluco,World,2012,3.68E-05,9.40E-05,7.34E-05
Vanilla,World,2012,2.85E-05,7.75E-07,4.17E-06
Velvet bean,World,2012,0.000242469,5.78E-05,0.000109189
Velvet leaf,World,2012,4.83E-05,2.50E-05,3.01E-05
Vetch,World,2012,0.000190499,9.06E-05,9.01E-05
Walnuts,World,2012,0.000354397,0.000350966,0.004126429
Watercress,World,2012,0.000305249,0.001448452,0.001295096
Watermelons,World,2012,0.000960875,0.010092955,0.012897948
Wheat,World,2012,0.062883044,0.064506476,0.048048665
Wildrice,World,2012,0.00022807,0.000105027,9.00E-05
Winged bean,World,2012,0.000242469,5.78E-05,0.000109189
Yams,World,2012,0.001928162,0.00517174,0.004620958
"Yautia, cocoyam",World,2012,1.38E-05,4.29E-05,4.50E-05
Year bean,World,2012,0.008906528,0.004531352,0.009617402
Zucchini,World,2012,0.000525993,0.002293389,0.002245846
Abaca,World,2013,4.78E-05,9.40E-06,2.67E-05
Adlay,World,2013,0.00024148,0.000113366,9.93E-05
Adzuki bean,World,2013,0.008793293,0.004407818,0.010295542
Agave,World,2013,1.56E-05,3.82E-06,5.47E-06
Albardine,World,2013,1.37E-05,3.29E-06,2.80E-06
Alfalfa,World,2013,NA,NA,NA
Allspice,World,2013,0.001022709,0.003210748,0.008564429
Almonds,World,2013,0.000516725,0.000261778,0.003723111
Amaranth,World,2013,0.00024148,0.000113366,9.93E-05
Anise,World,2013,0.000283255,8.35E-05,0.000429619
Apple,World,2013,0.001462537,0.007632678,0.013173635
Apricot,World,2013,0.000158403,0.000377229,0.00080975
Areca nuts,World,2013,0.000255816,0.000107473,0.000455059
Arracacha,World,2013,3.65E-05,9.04E-05,6.78E-05
Arrhenatherum,World,2013,0.0004146,0.000731213,NA
Arrowroot,World,2013,3.65E-05,9.04E-05,6.78E-05
Artichokes,World,2013,3.66E-05,0.000148271,0.000320517
Asparagus,World,2013,0.0004146,0.000731213,0.002878674
Atemoya,World,2013,4.78E-05,0.000112742,0.000177899
Avocado,World,2013,0.000143516,0.000430398,0.001151397
Azarole,World,2013,0.000111571,0.00022357,0.000217914
Babaco,World,2013,0.000111571,0.00022357,0.000217914
Badian,World,2013,0.000283255,8.35E-05,0.000429619
Bambara bean,World,2013,6.34E-05,1.45E-05,1.29E-05
Bamboo shoot,World,2013,0.000311085,0.00142307,0.001328316
Bananas,World,2013,0.001498112,0.010184898,0.010246854
Barley,World,2013,0.014106156,0.013217564,0.008846303
Bay leaf,World,2013,4.64E-05,3.59E-05,9.73E-05
Beech nut,World,2013,4.08E-05,2.86E-05,3.49E-05
Beets,World,2013,0.000311085,0.00142307,0.001328316
Black gram,World,2013,0.008793293,0.004407818,0.010295542
Black salsify,World,2013,0.000311085,0.00142307,0.001328316
Blueberry,World,2013,2.45E-05,3.94E-05,0.000276484
Brazil nut,World,2013,3.20E-06,1.00E-05,2.12E-05
Breadfruit,World,2013,4.78E-05,0.000112742,0.000177899
Buckwheat,World,2013,0.000641522,0.000208626,0.000186903
Butter-nut,World,2013,3.28E-05,1.62E-05,0.000100632
Butternut squash,World,2013,0.000524624,0.002259969,0.002423907
Cabbages and other brassicas,World,2013,0.001026557,0.008485818,0.008191861
Cabbages,World,2013,0.001026557,0.008485818,0.008191861
Caesarweed,World,2013,5.06E-05,2.33E-05,2.64E-05
Cainito,World,2013,4.78E-05,0.000112742,0.000177899
Calabash,World,2013,0.000524624,0.002259969,0.002423907
Canary seed,World,2013,6.05E-05,1.80E-05,2.53E-05
Candlenut,World,2013,4.08E-05,2.86E-05,3.49E-05
Canola,World,2013,0.001026557,0.008485818,0.008191861
Capers,World,2013,0.000311085,0.00142307,0.001328316
Carambola,World,2013,4.78E-05,0.000112742,0.000177899
Carapa,World,2013,4.08E-05,2.86E-05,3.49E-05
Cardamoms,World,2013,9.50E-05,8.87E-06,7.02E-05
Carneros Yucca,World,2013,1.37E-05,3.29E-06,2.80E-06
Caroa,World,2013,1.37E-05,3.29E-06,2.80E-06
Carobs,World,2013,2.41E-05,1.41E-05,1.64E-05
Carrots,World,2013,0.000323524,0.003505115,0.00368187
Cashews,World,2013,0.001878516,0.000587749,0.001024851
Cassava,World,2013,0.006711801,0.024108032,0.011368638
Castor bean,World,2013,0.000413494,0.000178372,0.000221404
Ceara,World,2013,NA,4.79E-06,1.46E-05
Celery,World,2013,0.000311085,0.00142307,0.001328316
Cherimoya,World,2013,4.78E-05,0.000112742,0.000177899
Cherries,World,2013,0.00017665,0.000337637,0.001563352
Chervil,World,2013,0.000311085,0.00142307,0.001328316
Chestnuts,World,2013,0.000161858,0.000192855,0.001221958
Chickpeas,World,2013,0.003570748,0.001224625,0.00206592
Chicle,World,2013,NA,4.79E-06,1.46E-05
Chicory,World,2013,0.000329158,0.002314008,0.003751605
Chillies and peppers,World,2013,0.001022709,0.003210748,0.008564429
Chinotto,World,2013,0.000392008,0.001457401,0.002056236
Chontadura,World,2013,4.08E-05,2.86E-05,3.49E-05
Chufa,World,2013,3.65E-05,9.04E-05,6.78E-05
Cinnamon,World,2013,7.32E-05,1.93E-05,0.000182472
Citron,World,2013,0.000392008,0.001457401,0.002056236
Citronella,World,2013,NA,NA,NA
