crop,country,year,c_area_harvested,c_feed,c_production,c_yield,vap_gross_production_value_2004_2006_i,vap_gross_production_value_2014_2006_us,vap_gross_production_value_us,vap_net_production_value_2004_2006_i
Soursop,World,2010,2900373,NA,20215994,69701,8261710.838,6084.249475,10294.62089,8261302.06
Soursop,World,2011,3164798,NA,20843720,65861,8518244.581,6454.056195,12555.02689,8517901.608
Soursop,World,2012,3194968,NA,22546163,70568,9213985.344,6948.809865,13363.45022,9213642.37
Soursop,World,2013,3207702,NA,23243400,72461,9498926.706,7180.385027,13489.64592,9498612.225
Soybeans,World,2010,102767841,NA,264942943,25781,NA,NA,NA,NA
Soybeans,World,2011,103757324,NA,261436988,25197,NA,NA,NA,NA
Soybeans,World,2012,105350564,NA,241185392,22894,NA,NA,NA,NA
Soybeans,World,2013,111018715,NA,277537300,24999,NA,NA,NA,NA
Spinach,World,2010,844718,NA,20335174,240733,NA,NA,NA,NA
Spinach,World,2011,863290,NA,21184463,245392,NA,NA,NA,NA
Spinach,World,2012,884621,NA,22141613,250295,NA,NA,NA,NA
Spinach,World,2013,919494,NA,23274869,253127,NA,NA,NA,NA
Strawberries,World,2010,317621,NA,6567872,206784,NA,NA,NA,NA
Strawberries,World,2011,338249,NA,6726355,198858,NA,NA,NA,NA
Strawberries,World,2012,345348,NA,7382136,213759,NA,NA,NA,NA
Strawberries,World,2013,369705,NA,7877787,213083,NA,NA,NA,NA
Strawberry tree,World,2010,4539566,NA,28282688,62303,9871619.6,6079.497811,9823.729645,9871269.921
Strawberry tree,World,2011,4833356,NA,29331448,60685,10237672.53,6380.225854,11227.14675,10237328.91
Strawberry tree,World,2012,5040661,NA,30532406,60572,10656847.96,6213.284996,11228.12823,10656487.27
Strawberry tree,World,2013,5117804,NA,31536972,61622,11007475.6,6395.077944,11305.7705,11007114.91
Sugar apple,World,2010,2900373,NA,20215994,69701,8261710.838,6084.249475,10294.62089,8261302.06
Sugar apple,World,2011,3164798,NA,20843720,65861,8518244.581,6454.056195,12555.02689,8517901.608
Sugar apple,World,2012,3194968,NA,22546163,70568,9213985.344,6948.809865,13363.45022,9213642.37
Sugar apple,World,2013,3207702,NA,23243400,72461,9498926.706,7180.385027,13489.64592,9498612.225
Sugar beets,World,2010,4694052,NA,228306986,486375,NA,NA,NA,NA
Sugar beets,World,2011,5073089,NA,278726573,549422,NA,NA,NA,NA
Sugar beets,World,2012,4834267,NA,269539263,557560,NA,NA,NA,NA
Sugar beets,World,2013,4352472,NA,247680490,569057,NA,NA,NA,NA
Sugarcane,World,2010,23679835,NA,1683040035,710748,NA,NA,NA,NA
Sugarcane,World,2011,25537996,NA,1794327152,702611,NA,NA,NA,NA
Sugarcane,World,2012,26062039,NA,1830940831,702532,NA,NA,NA,NA
Sugarcane,World,2013,26911359,NA,1901685780,706648,NA,NA,NA,NA
Sunflowers,World,2010,23069510,NA,31453155,13634,NA,NA,NA,NA
Sunflowers,World,2011,25649159,NA,40135571,15648,NA,NA,NA,NA
Sunflowers,World,2012,25071000,NA,36607614,14602,NA,NA,NA,NA
Sunflowers,World,2013,26160203,NA,45295576,17315,NA,NA,NA,NA
Sunn hemp,World,2010,174067,NA,260086,14942,124831.793,66.835083,111.560907,124831.793
Sunn hemp,World,2011,177187,NA,273679,15446,131356.1471,72.206967,134.392861,131356.1471
Sunn hemp,World,2012,167191,NA,260262,15567,124916.5737,68.003031,119.172125,124916.5737
Sunn hemp,World,2013,178613,NA,253350,14184,121598.7533,65.21577,105.200735,121598.7533
Sweetpotatoes,World,2010,8316374,NA,102433607,123171,NA,NA,NA,NA
Sweetpotatoes,World,2011,8342231,NA,105401235,126347,NA,NA,NA,NA
Sweetpotatoes,World,2012,8111367,NA,101813946,125520,NA,NA,NA,NA
Sweetpotatoes,World,2013,8367051,NA,103399006,123579,NA,NA,NA,NA
Sword bean,World,2010,4832256,NA,3595071,7440,NA,NA,NA,NA
Sword bean,World,2011,4996230,NA,3640423,7286,NA,NA,NA,NA
Sword bean,World,2012,5877968,NA,4217669,7175,NA,NA,NA,NA
Sword bean,World,2013,6044349,NA,4562293,7548,NA,NA,NA,NA
Tallowtree,World,2010,397954,NA,957271,24055,NA,NA,NA,NA
Tallowtree,World,2011,395000,NA,950000,24051,NA,NA,NA,NA
Tallowtree,World,2012,406737,NA,985000,24217,NA,NA,NA,NA
Tallowtree,World,2013,405000,NA,995000,24568,NA,NA,NA,NA
Tamarind,World,2010,4539566,NA,28282688,62303,9871619.6,6079.497811,9823.729645,9871269.921
Tamarind,World,2011,4833356,NA,29331448,60685,10237672.53,6380.225854,11227.14675,10237328.91
Tamarind,World,2012,5040661,NA,30532406,60572,10656847.96,6213.284996,11228.12823,10656487.27
Tamarind,World,2013,5117804,NA,31536972,61622,11007475.6,6395.077944,11305.7705,11007114.91
Taro,World,2010,1355872,NA,9465410,69810,NA,NA,NA,NA
Taro,World,2011,1255771,NA,9548644,76038,NA,NA,NA,NA
Taro,World,2012,1432461,NA,9865741,68873,NA,NA,NA,NA
Taro,World,2013,1419767,NA,9642307,67915,NA,NA,NA,NA
Tarragon,World,2010,18400753,NA,259721091,141147,NA,NA,NA,NA
Tarragon,World,2011,18372783,NA,260792753,141945,NA,NA,NA,NA
Tarragon,World,2012,19028297,NA,271900678,142893,NA,NA,NA,NA
Tarragon,World,2013,19757918,NA,277946312,140676,NA,NA,NA,NA
Tea,World,2010,3156606,NA,4622149,14643,NA,NA,NA,NA
Tea,World,2011,3403067,NA,4839876,14222,NA,NA,NA,NA
Tea,World,2012,3508496,NA,5042073,14371,NA,NA,NA,NA
Tea,World,2013,3627510,NA,5329138,14691,NA,NA,NA,NA
Teff,World,2010,36016793,NA,32805831,9108,NA,NA,NA,NA
Teff,World,2011,33977510,NA,27058875,7964,NA,NA,NA,NA
Teff,World,2012,31252411,NA,26649147,8527,NA,NA,NA,NA
Teff,World,2013,31216989,NA,26413944,8461,NA,NA,NA,NA
Tepary bean,World,2010,32486941,NA,46510911,231884,23835651.47,19749.88248,33788.66193,21302312.54
Tepary bean,World,2011,32210303,NA,46191613,229717,23504602.44,19222.51469,41868.44617,21279052.06
Tepary bean,World,2012,30844784,NA,47256489,237545,23964544.99,19624.754,38113.73763,21571142.16
Tepary bean,World,2013,31027121,NA,47828399,241313,24162824.91,19590.84717,41088.62885,21730034.48
Thyme,World,2010,927593,NA,2103629,22678,NA,NA,NA,NA
Thyme,World,2011,1008818,NA,2427596,24064,NA,NA,NA,NA
Thyme,World,2012,978986,NA,2269144,23179,NA,NA,NA,NA
Thyme,World,2013,982860,NA,2339135,23799,NA,NA,NA,NA
Tobacco,World,2010,3948518,NA,6942801,17583,NA,NA,NA,NA
Tobacco,World,2011,4220313,NA,7480249,17724,NA,NA,NA,NA
Tobacco,World,2012,4172892,NA,7591235,18192,NA,NA,NA,NA
Tobacco,World,2013,4262548,NA,7615414,17866,NA,NA,NA,NA
Tomatoes,World,2010,4421753,NA,153240438,346560,NA,NA,NA,NA
Tomatoes,World,2011,4572126,NA,159440489,348723,NA,NA,NA,NA
Tomatoes,World,2012,4811121,NA,163355685,339538,NA,NA,NA,NA
Tomatoes,World,2013,4831159,NA,164972148,341475,NA,NA,NA,NA
Triticale,World,2010,4006643,NA,13740395,34294,NA,NA,NA,NA
Triticale,World,2011,3847757,NA,13556983,35233,NA,NA,NA,NA
Triticale,World,2012,3639362,NA,13651756,37511,NA,NA,NA,NA
Triticale,World,2013,3807485,NA,14463671,37987,NA,NA,NA,NA
Tung nuts,World,2010,173120,NA,495862,28643,NA,NA,NA,NA
Tung nuts,World,2011,176300,NA,500607,28395,NA,NA,NA,NA
Tung nuts,World,2012,173053,NA,491479,28401,NA,NA,NA,NA
Tung nuts,World,2013,173154,NA,483008,27895,NA,NA,NA,NA
Turmeric,World,2010,927593,NA,2103629,22678,NA,NA,NA,NA
Turmeric,World,2011,1008818,NA,2427596,24064,NA,NA,NA,NA
Turmeric,World,2012,978986,NA,2269144,23179,NA,NA,NA,NA
Turmeric,World,2013,982860,NA,2339135,23799,NA,NA,NA,NA
Turnips,World,2010,1168725,NA,34956864,299103,8721702.616,9153.096705,10765.01962,8329087.815
Turnips,World,2011,1204414,NA,36565572,303596,9123073.772,9560.503232,12572.87713,8611916.076
Turnips,World,2012,1192622,NA,37291861,312688,9304282.058,9700.892729,12749.25256,8855301.252
Turnips,World,2013,1141554,NA,38033338,333171,9489279.878,9869.391372,14694.02892,9053870.823
Ulluco,World,2010,1218971,NA,8950085,73423,NA,NA,NA,NA
Ulluco,World,2011,1257843,NA,9400643,74736,NA,NA,NA,NA
Ulluco,World,2012,1273960,NA,9798676,76915,NA,NA,NA,NA
Ulluco,World,2013,1286432,NA,9809301,76252,NA,NA,NA,NA
Vanilla,World,2010,85844,NA,8282,965,NA,NA,NA,NA
Vanilla,World,2011,94586,NA,8629,912,NA,NA,NA,NA
Vanilla,World,2012,98692,NA,8079,819,NA,NA,NA,NA
Vanilla,World,2013,95838,NA,7627,796,NA,NA,NA,NA
Velvet bean,World,2010,4832256,NA,3595071,7440,NA,NA,NA,NA
Velvet bean,World,2011,4996230,NA,3640423,7286,NA,NA,NA,NA
Velvet bean,World,2012,5877968,NA,4217669,7175,NA,NA,NA,NA
Velvet bean,World,2013,6044349,NA,4562293,7548,NA,NA,NA,NA
Velvet leaf,World,2010,174067,NA,260086,14942,124831.793,66.835083,111.560907,124831.793
Velvet leaf,World,2011,177187,NA,273679,15446,131356.1471,72.206967,134.392861,131356.1471
Velvet leaf,World,2012,167191,NA,260262,15567,124916.5737,68.003031,119.172125,124916.5737
Velvet leaf,World,2013,178613,NA,253350,14184,121598.7533,65.21577,105.200735,121598.7533
Vetch,World,2010,501192,NA,746025,14885,NA,NA,NA,NA
Vetch,World,2011,581500,NA,940049,16166,NA,NA,NA,NA
Vetch,World,2012,659731,NA,945145,14326,NA,NA,NA,NA
Vetch,World,2013,553299,NA,932990,16862,NA,NA,NA,NA
Walnuts,World,2010,1014747,NA,2767609,27274,NA,NA,NA,NA
Walnuts,World,2011,1128804,NA,3198938,28339,NA,NA,NA,NA
Walnuts,World,2012,1227336,NA,3660147,29822,NA,NA,NA,NA
Walnuts,World,2013,986211,NA,3007937,30500,NA,NA,NA,NA
Watercress,World,2010,18400753,NA,259721091,141147,NA,NA,NA,NA
Watercress,World,2011,18372783,NA,260792753,141945,NA,NA,NA,NA
Watercress,World,2012,19028297,NA,271900678,142893,NA,NA,NA,NA
Watercress,World,2013,19757918,NA,277946312,140676,NA,NA,NA,NA
Watermelons,World,2010,3377110,NA,101210728,299696,NA,NA,NA,NA
Watermelons,World,2011,3362092,NA,102402246,304579,NA,NA,NA,NA
Watermelons,World,2012,3327671,NA,105257242,316309,NA,NA,NA,NA
Watermelons,World,2013,3358842,NA,108078173,321772,NA,NA,NA,NA
Wheat,World,2010,215500007,NA,640327135,29714,NA,NA,NA,NA
Wheat,World,2011,220487954,NA,697697675,31643,NA,NA,NA,NA
Wheat,World,2012,217774417,NA,672724051,30891,NA,NA,NA,NA
Wheat,World,2013,218735766,NA,710956882,32503,NA,NA,NA,NA
Wildrice,World,2010,4573353,NA,5624483,12298,1471814.729,787.976097,1568.32234,1282480.025
Wildrice,World,2011,3800556,895497,4869357,12812,1274213.306,803.159706,1188.215668,1013282.28
Wildrice,World,2012,3949220,911953,5476533,13867,1433099.263,864.541273,1782.852482,1165038.124
Wildrice,World,2013,4260313,938104,6150540,14437,1609473.395,993.704448,1980.689669,1334071.735
Winged bean,World,2010,4832256,NA,3595071,7440,NA,NA,NA,NA
Winged bean,World,2011,4996230,NA,3640423,7286,NA,NA,NA,NA
Winged bean,World,2012,5877968,NA,4217669,7175,NA,NA,NA,NA
Winged bean,World,2013,6044349,NA,4562293,7548,NA,NA,NA,NA
Yams,World,2010,4929903,NA,56740979,115096,NA,NA,NA,NA
Yams,World,2011,6534631,NA,53122678,81294,NA,NA,NA,NA
Yams,World,2012,6677545,NA,53934958,80771,NA,NA,NA,NA
Yams,World,2013,7308365,NA,57957801,79303,NA,NA,NA,NA
"Yautia, cocoyam",World,2010,47287,NA,389299,82327,NA,NA,NA,NA
"Yautia, cocoyam",World,2011,43567,NA,394203,90482,NA,NA,NA,NA
"Yautia, cocoyam",World,2012,47661,NA,447515,93895,NA,NA,NA,NA
"Yautia, cocoyam",World,2013,47360,NA,480799,101521,NA,NA,NA,NA
Year bean,World,2010,32486941,NA,46510911,231884,23835651.47,19749.88248,33788.66193,21302312.54
Year bean,World,2011,32210303,NA,46191613,229717,23504602.44,19222.51469,41868.44617,21279052.06
Year bean,World,2012,30844784,NA,47256489,237545,23964544.99,19624.754,38113.73763,21571142.16
Year bean,World,2013,31027121,NA,47828399,241313,24162824.91,19590.84717,41088.62885,21730034.48
Zucchini,World,2010,1736070,NA,22763108,131119,NA,NA,NA,NA
Zucchini,World,2011,1780650,NA,23661986,132884,NA,NA,NA,NA
Zucchini,World,2012,1821600,NA,23917255,131298,NA,NA,NA,NA
Zucchini,World,2013,1851136,NA,24522500,132473,NA,NA,NA,NA
