fibre	Artocarpus lakoochus Roxb.	lakoocha
fibre	Asimina triloba (L.) Dunal	papaw
fibre	Bauhinia purpurea L.	camel's foot tree
fibre	Bauhinia vahlii Wight & Arn.	camel's foot tree
fibre	Boehmeria holosericea Blume	
fibre	Boehmeria nivea (L.) Gaud.	China grass
fibre	Broussonetia papyrifera (L.) L'Hér.	paper mulberry
fibre	Cecropia peltata L.	Congo pump
fibre	Derris trifoliata Lour.	Fijian duva
fibre	Entada phaseoloides (Stickm.) Merrill	elephant creeper
fibre	Ficus cunia Buch.-Ham. ex Roxb.	
fibre	Ficus dammaropsis Diels	
fibre	Ficus thonningii Blume	small fig tree
fibre	Ficus tiliaefolia Baker	
fibre	Ficus vogeliana (Miq.) Miq.	false sycomore
fibre	Ficus vogelii (Miq.) Miq.	Dahomey rubber tree
fibre	Girardinia diversifolia (Link) Friis	Himalayan nettle
fibre	Gnetum gnemon var. gnemon	
fibre	Gnetum gnemon var. ovalifolium (Poir.) Blume	
fibre	Hardwickia binata Roxb.	
fibre	Laportea aestuans (L.) Chew	
fibre	Linum usitatissimum convar. crepitans (Boenningh.) Kulpa & Danert	flax
fibre	Linum usitatissimum convar. crepitans (Boenningh.) Kulpa & Danert	
fibre	Linum usitatissimum convar. elongatum Vavilov & Elladi	flax
fibre	Linum usitatissimum convar. elongatum Vavilov & Elladi	
fibre	Linum usitatissimum convar. usitatissimum	flax
fibre	Linum usitatissimum convar. usitatissimum	flax
fibre	Maoutia puya (Hook.) Wedd.	Nepal hemp
fibre	Morus bombycis Koidz.	
fibre	Oreocnide frutescens (Thunb.) Miq.	
fibre	Oreocnide integrifolia (Gaud.) Miq.	
fibre	Pueraria montana (Lour.) Merr.	kudzu
fibre	Pueraria montana var. lobata (Willd.) Maesen & Almeida	Japanese arrowroot
fibre	Pueraria phaseoloides (Roxb.) Benth.	citrus
fibre	Senna auriculata (L.) Roxb.	Tanner's cassia
fibre	Sesbania bispinosa (Jacq.) W.F. Wight	prickly sisham
fibre	Sesbania cannabina (Retz.) Pers.	cocos
fibre	Sesbania pachycarpa DC.	
fibre	Sesbania rostrata Bremek. & Oberm.	
fibre	Sesbania sesban subsp. punctata (DC.) Gillett	banana
fibre	Sesbania speciosa Taub.	cocos
fibre	Touchardai latifolia Gaud.	
fibre	Urera baccifera (L.) Gaud. ex Wedd.	Caesar weed
fibre	Urera trinervis (Hochst.) Friis & Immelman	
fibre	Urtica dioica L.	common nettle
fibre	Urtica laetevirens Maxim.	
fibre	Wisteria sinensis (Sims) DC.	Chinese wisteria
firebreak	Acacia oraria F. Muell.	
fishing	Annona glabra L.	alligator apple
fishing	Antiaris toxicaria (Pers.) Leschenault	upas-tree
fishing	Boehmeria nivea (L.) Gaud.	China grass
fishing	Hernandia moerenhoutiana Guill.	
fishing	Parkia biglobosa (Jacq.) Benth.	African locust bean
fishing	Pentaclethra macrophylla Benth.	atta bean
fishing	Piper auritum Kunth	makulan (USA)
fixation of sand dunes	Acacia auriculiformis A. Cunn. ex Benth.	
fixation of sand dunes	Acacia cyclops A. Cunn. ex G. Don	
fixation of sand dunes	Acacia karroo Hayne	alithorn acacia (India)
fixation of sand dunes	Acacia longifolia Willd.	sallow (Australia)
fixation of sand dunes	Acacia mellifera (Vahl) Benth.	
fixation of sand dunes	Acacia saligna (Labill.) Wendl.	blue-leaved wattle
fixation of sand dunes	Albizia julibrissin Durazz.	silk tree
fixation of sand dunes	Canavalia maritima (Aubl.) Thou.	seaside sword bean
fixation of sand dunes	Chamaecrista diphylla Greene	
fixation of sand dunes	Chamaecrista pilosa (L.) Greene	
fixation of sand dunes	Froelichia humboldtiana (Roem. & Schult.) Seub.	
fixation of sand dunes	Hedysarum scoparium Fisch. & Mey.	sweetvetch (America)
fixation of sand dunes	Indigofera cordifolia Heyne ex Roth	
fixation of sand dunes	Lathyrus japonicus Willd., sensu lato	beach pea
fixation of sand dunes	Lotus creticus L.	Spanish clover
fixation of sand dunes	Ononis repens L.	restharrow
fixation of sand dunes	Polygonum equisetiforme Sibth. & Sm.	
fixation of sand dunes	Prosopis alpataco Philippi	
fixation of sand dunes	Prosopis juliflora (Sw.) DC.	iron-wood (USA)
fixation of sand dunes	Salsola praecox Litw.	
fixation of sand dunes	Salsola richteri Kar. ex Moq.	
fixation of sand dunes	Senna artemisioides subsp. sturtii (R. Br.) Randall	
fodder	Acacia confusa Merr.	
fodder	Acacia drepanolobium Harms ex Sjöstedt	ant-galled acacia
fodder	Acacia jacquemontii Benth.	
fodder	Acacia karroo Hayne	alithorn acacia (India)
fodder	Acacia laeta R. Br.	
fodder	Acacia lasiopetala Oliv.	
fodder	Acacia macracantha Humb. & Bonpl. ex Willd.	
fodder	Acacia modesta Wall.	
fodder	Acacia nilotica (L.) Delile	black babul
fodder	Acacia senegal (L.) Willd.	gum-arabic-tree
fodder	Acacia sieberiana DC.	African rosewood
fodder	Acacia tomentosa Willd.	
fodder	Acacia tortilis (Forssk.) Hayne	
fodder	Acacia tortuosa (L.) Willd.	
fodder	Aeschynomene americana L.	aeschynomene
fodder	Albizia lebbek (L.) Benth.	chatter box tree
fodder	Albizia procera (Roxb.) Benth.	forest siris
fodder	Albizia saman (Jacq.) F. Muell.	cow tamarind (Hawaii)
fodder	Alnus nepalensis D. Don	cardamom
fodder	Arachis hypogaea L.	cocos
fodder	Artocarpus heterophyllus Lam.	jack
fodder	Astragalus sinicus L.	cotton
fodder	Azolla caroliniana Willd.	
fodder	Azolla filiculoides Lam.	
fodder	Azolla mexicana Schltdl. & Cham.	
fodder	Azolla microphylla Kaulfuß	
fodder	Azolla pinnata R. Br.	
fodder	Bauhinia purpurea L.	camel's foot tree
fodder	Beta vulgaris convar. vulgaris	chard
fodder	Beta vulgaris convar. vulgaris	
fodder	Beta vulgaris var. rapacea Koch, sensu stricto	beet
fodder	Beta vulgaris var. rapacea Koch, sensu stricto	beet
fodder	Brosimum alicastrum O. Sw.	breadnut-tree
fodder	Butea monosperma (Lam.) Taub.	butea tree
fodder	Caesalpinia digyna Rottl.	teri-pod plant
fodder	Calliandra calothyrsus Meissner	calliandra
fodder	Canavalia ensiformis (L.) DC.	horse bean
fodder	Cassia grandis L.f.	horse cassia
fodder	Cassia nomame (Siebold) Honda	
fodder	Casuarina cunninghamiana Miq.	creek oak
fodder	Casuarina equisetifolia L.	horsetail tree (Jamaica)
fodder	Casuarina glauca Sieber ex Sprengel	swamp oak
fodder	Casuarina junghuhniana Miq.	
fodder	Celtis australis L.	European hackberry
fodder	Centrosema pascuorum Mart. ex Benth.	centurion (Australia)
fodder	Cicer arietinum subsp. arietinum	Bengal gram
fodder	Cordeauxia edulis Hemsl.	yeheb-nut bush
fodder	Crataegus aestivalis (Walt.) Torrey & Gray, , p.p.,  excl. C. opaca Hook. & Arnott (1835).	jellymaker (North America)
fodder	Crataegus mexicana Moçiño & Sessé ex DC.	apple
fodder	Crataegus opaca Hook. & Arnott	mayhaw (North America)
fodder	Dalbergia pinnata (Lour.) Prain	
fodder	Dalbergia sissoo Roxb. ex DC.	sissoo
fodder	Derris robusta (Roxb. ex DC.) Benth.	
fodder	Desmanthus virgatus (L.) Willd.	dwarf koa
fodder	Desmodium heterocarpon subsp. heterocarpon	carpon desmodium
fodder	Desmodium heterocarpon subsp. ovalifolium (Prain) Ohashi	cocos
fodder	Desmodium intortum (Mill.) Urb.	greenleaf desmodium
fodder	Desmodium scorpiurus (Sw.) Desv.	Samoan clover (Australia)
fodder	Desmodium tortuosum (Sw.) DC.	Florida beggarweed
fodder	Desmodium triflorum (L.) DC., , p.max.p.	cocos
fodder	Detarium senegalense J.F. Gmel.	tallow tree
fodder	Dichrostachys cinerea (L.) Wight & Arnott	sickle bush
fodder	Drymaria cordata (L.) Willd. ex Roem. & Schult.	
fodder	Enterolobium cyclocarpum (Willd.) Griseb.	earpod-tree (USA)
fodder	Erythrina berteroana Urb.	
fodder	Erythrina brucei Schweinf., , p.max.p.	
fodder	Erythrina edulis Triana ex Micheli	basul
fodder	Erythrina subumbrans (Hassk.) Merrill	betel pepper
fodder	Fagopyrum tataricum subsp. tataricum	
fodder	Faidherbia albida (Delile) A. Chev.	ana-tree (Transvaal)
fodder	Ficus auriculata Lour.	
fodder	Ficus cunia Buch.-Ham. ex Roxb.	
fodder	Ficus palmata Forssk.	
fodder	Ficus racemosa L.	cluster fig
fodder	Ficus religiosa L.	bo tree
fodder	Ficus virens Aiton	lac insects
fodder	Glycine max (L.) Merr.	
fodder	Hardwickia binata Roxb.	
fodder	Hedysarum coronarium L.	French honey-suckle
fodder	Hedysarum mongolicum Turcz.	Northern sweetvetch
fodder	Inocarpus edulis J.R. Forster & G. Forster	breadfruit
fodder	Lathyrus hirsutus L.	Caley pea
fodder	Lathyrus ochrus (L.) DC.	Cyprus vetch
fodder	Leucaena leucocephala (Lam.) De Wit	horse tamarind
fodder	Leucaena pulverulenta (Schltdl.) Benth.	chalky leucaena
fodder	Leucaena trichoides (Willd.) Benth.	
fodder	Litsea glutinosa (Lour.) C.B. Robins.	
fodder	Lonchocarpus laxiflorus Guill. & Perr.	Senegal lilac
fodder	Lotus corniculatus L.	birdsfoot trefoil
fodder	Macrotyloma uniflorum (Lam.) Verdc.	horse gram
fodder	Medicago sativa subsp. sativa	alfalfa
fodder	Melilotus alba Medik.	Hubam clover
fodder	Melilotus indica (L.) All.	Indian clover
fodder	Melilotus officinalis (L.) Pall.	yellow melilot
fodder	Millettia thonningii (Schum. & Thonn.) Baker	
fodder	Mimosa pudica L., , p.p.	humble plant
fodder	Morus rubra L.	American mulberry
fodder	Mucuna Aterrima Group	Bengal bean
fodder	Mucuna Deeringiana Group	citrus
fodder	Neonotonia wightii (Arn.) Lackey	glycine
fodder	Nuphar pumilum (Hoffm.) DC.	
fodder	Opuntia cochenillifera (L.) Mill.	
fodder	Opuntia fusicaulis Griff.	
fodder	Opuntia lindheimeri var. ellisiana (Griff.) Hammer	Ellis cactus (Texas)
fodder	Opuntia maxima Mill.	
fodder	Opuntia megacantha Salm-Dyck	
fodder	Ornithopus sativus Brot.	French serradella
fodder	Pachyrhizus erosus (L.) Urb.	Mexican jicama
fodder	Papaver somniferum subsp. somniferum	chessbolls
fodder	Parkinsonia aculeata L.	Jerusalem thorn
fodder	Peltophorum pterocarpum (DC.) Backer ex K. Heyne	copper pod
fodder	Piptadenia oudhensis Brandis	
fodder	Pisum sativum subsp. abyssinicum (A. Braun) Berger	Abyssinian pea
fodder	Pisum sativum subsp. asiaticum Govorov	
fodder	Pisum sativum subsp. sativum	field pea
fodder	Pisum sativum subsp. syriacum Berger	
fodder	Pisum sativum subsp. transcaucasicum Govorov	
fodder	Pithecellobium dulce (Roxb.) Benth.	Madras thorn
fodder	Polygonum coriarium Grig.	
fodder	Pongamia pinnata (L.) Pierre	Indian beech
fodder	Prosopis affinis Spreng.	
fodder	Prosopis alba Griseb.	
fodder	Prosopis chilensis (Mol.) Stuntz	Chilean mesquite
fodder	Prosopis cineraria (L.) Druce	musquit bean
fodder	Prosopis farcta (Solander ex Russell) Macbride	
fodder	Prosopis juliflora (Sw.) DC.	iron-wood (USA)
fodder	Prosopis laevigata (Humb. & Bonpl.) M.C. Johnston	
fodder	Prosopis tamarugo F. Philippi	
fodder	Pterocarpus erinaceus Poir.	African kino
fodder	Pterocarpus marsupium Roxb.	gum kino
fodder	Pterocarpus mildbraedii Harms	
fodder	Pueraria montana var. lobata (Willd.) Maesen & Almeida	Japanese arrowroot
fodder	Pueraria tuberosa (Roxb. ex Willd.) DC.	Indian kudzu
fodder	Pyrus pashia Hamilton ex D. Don	Himalaya-Birne
fodder	Robinia pseudoacacia L.	black locust
fodder	Sanguisorba minor subsp. minor	lady's mantles
fodder	Saraca asoca (Roxb.) De Wilde	asoka tree
fodder	Senna siamea (Lam.) Irwin & Barneby	cassod tree
fodder	Sesbania bispinosa (Jacq.) W.F. Wight	prickly sisham
fodder	Sesbania pachycarpa DC.	
fodder	Sesbania sesban subsp. punctata (DC.) Gillett	banana
fodder	Stylosanthes erecta P. Beauv.	Nigerian stylo
fodder	Stylosanthes guianensis (Aubl.) Sw.	Brazilian lucerne
fodder	Stylosanthes hamata (L.) Taub.	Caribbean stylo
fodder	Stylosanthes scabra Vogel	shrubby stylo
fodder	Tamarindus indica L.	tamarind
fodder	Trifolium alexandrinum L.	berseem
fodder	Trifolium angulatum Waldst. & Kit.	
fodder	Trifolium hybridum subsp. anatolicum (Boiss.) Hossain	
fodder	Trifolium incarnatum subsp. incarnatum	ryegrass
fodder	Ulmus laevigata Royle	
fodder	Vicia benghalensis L.	purple vetch
fodder	Vicia cracca L.	bird vetch
fodder	Vicia ervilia (L.) Willd.	bitter vetch
fodder	Vicia faba L.	broad bean
fodder	Vicia faba var. minor Peterm., , p.p.	pigeon bean
fodder	Vicia pannonica subsp. striata (Moench) Nym.	
fodder	Vicia sativa subsp. sativa	common vetch
fodder	Vicia villosa Cavill. subsp. villosa	hairy vetch
fodder	Vicia villosa subsp. varia (Host) Corb.	namoi vetch (Australia)
fodder	Vigna glabrescens Maréchal	
fodder	Vigna luteola (Jacq.) Benth.	dalrymple vigna
fodder plant	Atriplex canescens (Pursh) Nutt.	fourwing saltbush
fodder plant	Atriplex suberecta I. Verdoorn	
fodder plant	Bauhinia malabarica Roxb.	
fodder plant	Chenopodium auricomum Lindl.	Australian spinach
fodder plant	Chenopodium quinoa Willd.	
fodder plant	Daniellia oliveri (Rolfe) Hutch. & Dalz.	African copaiba balsam tree
fodder plant	Fagopyrum acutatum (Lehm.) Mansf. ex Hammer	common buckwheat
fodder plant	Fagopyrum kashmirianum Munshi	
fodder plant	Fallopia sachalinensis (F. Schmidt) Ronse Decraene	giant knotweed
fodder plant	Heracleum dissectum Ledeb.	
fodder plant	Heracleum lanatum Michx.	cow-parsnip
fodder plant	Nymphaea tetragona Georgi	
fodder plant	Opuntia elatior Mill.	
fodder plant	Opuntia exaltata Berger	
fodder plant	Persea bombycina (King ex Hook.f.) Kosterm.	
fodder plant	Polygonum bistorta L.	bistort
fodder plant	Polygonum chinense L.	
fodder plant	Polygonum divaricatum L.	
fodder plant	Polygonum panjutinii Charkev.	
fodder plant	Portulacaria afra Jacq.	elephant's food
fodder plant	Quercus serrata Thunb.	Japanese oak
fodder plant	Rumex thyrsiflorus Fingerh.	
fodder plant	Spergula arvensis var. maxima (Weihe) Mert. & Koch	
fodder plant	Spergula arvensis var. sativa (Boenningh.) Mert. & Koch	
fodder plant	Trianthema portulacastrum L.	horse purslane
fodder plant	Urtica dioica L.	common nettle
fodder plant	Urtica urens L.	dog nettle
folk medicine	Abrus precatorius L.	crab's eyes
folk medicine	Acacia ataxacantha DC.	
folk medicine	Acacia lasiopetala Oliv.	
folk medicine	Acacia seyal var. fistula (Schweinf.) Oliv.	
folk medicine	Agrimonia procera Wallroth	fragrant agrimony
folk medicine	Albizia adianthifolia (Schum.) W.F. Wight	
folk medicine	Albizia amara (Roxb.) Boiv.	
folk medicine	Alysicarpus vaginalis (L.) DC.	alyce clover
folk medicine	Anadenanthera colubrina (Vell.) Brenan	
folk medicine	Andira inermis (W. Wright) H.B.K.	angelin
folk medicine	Anemopsis californica (Nutt.) Hook. & Arnott	Apache beads
folk medicine	Annona glabra L.	alligator apple
folk medicine	Annona muricata L.	soursop
folk medicine	Annona reticulata L.	bullock's heart
folk medicine	Annona squamosa L.	custardapple
folk medicine	Anredera leptostachys (Moq.) Steenis	
folk medicine	Argemone mexicana L.	Bermuda thistle
folk medicine	Armeniaca sibirica (L.) Lam.	apricot
folk medicine	Artabotrys hexapetala (L.f.) Bhandari	climbing ylang-ylang
folk medicine	Artocarpus altilis (Parkinson) Fosberg	breadfruit tree
folk medicine	Astragalus hamosus L.	
folk medicine	Boletus edulis Bull.: Fr.	bun mushroom
folk medicine	Caesalpinia paraguariensis (Parodi) Burkart	
folk medicine	Carpobrotus edulis (L.) N.E. Br.	hottentot fig
folk medicine	Cassia moschata H.B.K.	
folk medicine	Cerasus puddum Seringe ex DC.	wild Himalayan cherry
folk medicine	Chaenomeles japonica (Thunb.) Lindl. ex Spach, , p.p., quoad syn. Thunb.	Chinese quince
folk medicine	Chloranthus elatior Link	
folk medicine	Coronilla scorpioides (L.) Koch	
folk medicine	Crataegus cuneata Siebold & Zucc.	
folk medicine	Crataegus mexicana Moçiño & Sessé ex DC.	apple
folk medicine	Crataegus pinnatifida var. major Br.	
folk medicine	Cydonia oblonga Mill.	quince
folk medicine	Cymbopetalum penduliflorum (Dunal) Baill.	Mexican earflower
folk medicine	Deeringia amaranthoides (Lam.) Merr.	
folk medicine	Dendrocnide harveyi (Seem.) Chew	
folk medicine	Derris trifoliata Lour.	Fijian duva
folk medicine	Desmodium incanum DC.	creeping beggar weed
folk medicine	Dichrostachys cinerea (L.) Wight & Arnott	sickle bush
folk medicine	Dipteryx odorata (Aubl.) Willd.	Dutch tonka
folk medicine	Erythrina abyssinica Lam.	red hot poker tree
folk medicine	Erythrina arborescens Roxb.	
folk medicine	Erythrina subumbrans (Hassk.) Merrill	betel pepper
folk medicine	Eschscholzia californica Cham.	California poppy
folk medicine	Ficus carica L.	common fig
folk medicine	Ficus vogeliana (Miq.) Miq.	false sycomore
folk medicine	Fragaria vesca L.	wild strawberry
folk medicine	Ganoderma lucidum (Curt.: Fr.) P. Karst.	lacquer fungus
folk medicine	Geum urbanum L.	herb bennet
folk medicine	Glycyrrhiza uralensis Fisch. ex DC.	Chinese licorice
folk medicine	Hedyosmum brasiliense Mart.	
folk medicine	Heracleum lehmannianum Bunge	
folk medicine	Herniaria glabra L.	
folk medicine	Herniaria hirsuta L.	
folk medicine	Houttuynia cordata Thunb.	heart leaf
folk medicine	Indigofera arrecta Hochst. ex Rich.	Bengal indigo
folk medicine	Indigofera dosua Buch.-Ham. ex D. Don	
folk medicine	Indigofera linnaei Ali	
folk medicine	Indigofera suffruticosa Mill.	anil
folk medicine	Juglans nigra L.	black walnut
folk medicine	Lonchocarpus cyanescens (Schum. & Thonn.) Benth.	indigo vine
folk medicine	Macrotyloma geocarpum (Harms) Maréch. & Baud.	geocarpa
folk medicine	Malus sylvestris (L.) Mill.	crab apple
folk medicine	Malus ×prunifolia (Willd.) Borkh.	Chinese apple
folk medicine	Melilotus officinalis (L.) Pall.	yellow melilot
folk medicine	Mesembryanthemum crystallinum L.	crystalline
folk medicine	Millettia thonningii (Schum. & Thonn.) Baker	
folk medicine	Millettia zechiana Harms	
folk medicine	Mimosa pudica L., , p.p.	humble plant
folk medicine	Mirabilis jalapa L.	false jalap
folk medicine	Mucuna pruriens subsp. pruriens	cowage
folk medicine	Neptunia oleracea Lour.	water mimosa
folk medicine	Nigella damascena L.	love in a mist
folk medicine	Nymphaea caerulea Savign.	blue lotus of Egypt
folk medicine	Opuntia cochenillifera (L.) Mill.	
folk medicine	Ormocarpum cochinchinense (Lour.) Merr.	
folk medicine	Padus avium Mill.	cluster cherry
folk medicine	Padus serotina subsp. capuli (Cav. ex Spreng.) Büttner	black cherry (Ecuador)
folk medicine	Papaver argemone L.	long prickly-headed poppy
folk medicine	Papaver rhoeas L.	corn poppy
folk medicine	Paraserianthes falcataria (L.) Nielsen	lac insect
folk medicine	Parietaria pensylvanica Muhl. ex Willd.	pellitory
folk medicine	Periandra mediterranea (Vell.) Taub.	
folk medicine	Persica vulgaris Mill.	clingstone
folk medicine	Phyllitis scolopendrium (L.) Newman	hart's tongue
folk medicine	Physostigma venenosum J.H. Balfour	Calabar bean
folk medicine	Piper elongatum Vahl	matiko
folk medicine	Piper guineense Schum. & Thonn.	black West African pepper
folk medicine	Piper methysticum G. Forst.	kava
folk medicine	Piper peepuloides (A. Dietr.) Roxb.	long pepper
folk medicine	Piper sanctum Schltdl. ex Miq.	
folk medicine	Piper tricuspe C. DC.	
folk medicine	Pithecellobium bigeminum (L.) Mart.	
folk medicine	Podophyllum peltatum L.	American mandrake
folk medicine	Polygonum odoratum Lour.	
folk medicine	Polygonum perfoliatum L.	
folk medicine	Pongamia pinnata (L.) Pierre	Indian beech
folk medicine	Portulaca oleracea subsp. sativa (Haw.) Schübl. & Mart.	
folk medicine	Pothomorphe umbellata (L.) Miq.	
folk medicine	Prinsepia utilis Royle	
folk medicine	Prunus spinosa L.	blackthorn
folk medicine	Pterocarpus erinaceus Poir.	African kino
folk medicine	Pterocarpus santalinoides L'Hér. ex DC.	Gambia kino
folk medicine	Pueraria phaseoloides (Roxb.) Benth.	citrus
folk medicine	Pyrus pashia Hamilton ex D. Don	Himalaya-Birne
folk medicine	Quercus brantii Lindl.	manna oak
folk medicine	Quercus mongolica Fisch. ex Turcz.	Mongolian oak
folk medicine	Rosa banksiae Aiton	Banksian rose
folk medicine	Rosa canina L.	dog-rose
folk medicine	Rosa gallica L.	French rose
folk medicine	Rubus coreanus Miq.	
folk medicine	Rubus spectabilis Pursh	salmonberry
folk medicine	Rubus strigosus Michx.	American red raspberry
folk medicine	Rubus ursinus Cham. & Schltdl.	Californian dewberry
folk medicine	Sanguisorba minor subsp. minor	lady's mantles
folk medicine	Sanguisorba officinalis L.	garden burnet
folk medicine	Securigera securidaca (L.) Deg. & Dörfl.	
folk medicine	Sedum acre L.	stonecrop
folk medicine	Sesbania pachycarpa DC.	
folk medicine	Sorbus aria (L.) Crantz	common whitebeam tree
folk medicine	Sorbus aucuparia var. rossica Späth ex Koehne	
folk medicine	Sorbus domestica L.	service tree
folk medicine	Sphaerophysa salsula (Pall.) DC.	parrot's bill
folk medicine	Sphenostylis erecta (Bak.f.) Hutchinson ex E.G. Baker	
folk medicine	Tamarindus indica L.	tamarind
folk medicine	Tephrosia densiflora Hook.f.	fish poison bean
folk medicine	Tephrosia purpurea (L.) Pers.	banana
folk medicine	Tephrosia vogelii Hook.f.	cocosnut
folk medicine	Teucrium chamaedrys L.	wall germander
folk medicine	Torreya grandis Fortune	Chinese kaya
folk medicine	Trigonella caerulea subsp. caerulea	alfalfa
folk medicine	Uraria lagopodioides (L.) Desv.	
folk medicine	Urera caracasana (Jacq.) Steud.	
food	Abelmoschus critinus Wall.	
food	Abelmoschus esculentus (L.) Moench	lady's finger
food	Acacia karroo Hayne	alithorn acacia (India)
food	Acanthophyllum gypsophiloides Regel	
food	Adenanthera pavonina L.	bean tree
food	Agaricus bisporus (Lge.) Imbach	button mushroom
food	Agaricus bitorquis (Quél.) Sacc.	little pink mushroom
food	Agaricus campestris L.	field mushroom
food	Agrocybe aegerita (Brig.) Sing.	poplar mushroom
food	Agrocybe praecox (Pers.: Fr.) Fayod	spring agaric
food	Akebia quinata (Thunb.) Decne.	akebi
food	Albizia adianthifolia (Schum.) W.F. Wight	
food	Albizia lucida Benth.	tapria siris
food	Algae	
food	Amaranthus caudatus subsp. caudatus	Inca wheat
food	Amaranthus lividus L., emend. Thell.	
food	Amaranthus tricolor Paol.	Chinese spinach
food	Amelanchier alnifolia (Nutt.) Nutt.	juneberry
food	Amelanchier lamarckii F.-G. Schroeder	
food	Amelanchier ovalis Medik.	service berry
food	Amygdalus communis L.	almond
food	Amygdalus communis subsp. communis	bitter almond
food	Amygdalus tangutica (Batalin) Korsh.	
food	Annona cherimola Mill.	cherimoya
food	Annona cherimola × squamosa	
food	Annona diversifolia Safford	Ilama
food	Annona glabra L.	alligator apple
food	Annona longiflora S. Wats.	wild cherimoya of Jalisco
food	Annona montana Macfad.	mountain soursop
food	Annona muricata L.	soursop
food	Annona purpurea Moç. & Sessé ex Dunal	negro head
food	Annona reticulata L.	bullock's heart
food	Annona scleroderma Safford	hardshell custard-apple
food	Annona squamosa L.	custardapple
food	Apios americana Medik.	apios
food	Arachis hypogaea L.	cocos
food	Araucaria angustifolia (Bertol.) Kuntze	
food	Araucaria araucana (Mol.) K. Koch	Chili pine
food	Araucaria bidwillii Hook.	
food	Archidendron jiringa (Jack) Nielsen	djenkol tree
food	Armeniaca ansu (Maxim.) Kostina ex Kom.	Ansu apricot
food	Armeniaca manshurica (Maxim.) Skvorc.	apricot
food	Armeniaca mume (Siebold & Zucc.) Carr.	Japanese apricot
food	Armeniaca vulgaris Lam.	almond
food	Aronia melanocarpa (Michx.) Elliott	black chokebeery
food	Aronia ×prunifolia (Marshall) Rehder	chokeberry
food	Artocarpus altilis (Parkinson) Fosberg	breadfruit tree
food	Artocarpus heterophyllus Lam.	jack
food	Artocarpus integer (Thunb.) Merr., , p.p.	champedak
food	Artocarpus odoratissimus Blanco	marang
food	Asimina triloba (L.) Dunal	papaw
food	Asparagopsis taxiformis (Delile) Collins & Hervey	
food	Auricularia auricula-judae (L.: Fr.) Schroet.	Jew's ear mushroom
food	Auricularia delicata (Fr.) Henn.	
food	Auricularia fuscosuccinea (Mont.) Farlow.	
food	Auricularia polytricha (Mont.) Sacc.	Asian Judas ear
food	Bauhinia esculenta Burch.	camel's foot
food	Bauhinia vahlii Wight & Arn.	camel's foot tree
food	Berberis canadensis Mill.	Alleghany barberry
food	Berberis empetrifolia Lam.	
food	Berberis integerrima Bunge	
food	Beta vulgaris convar. cicla (L.) Alef., , p.p., excl. var. maritima et var. macrocarpa	chard
food	Beta vulgaris convar. cicla (L.) Alef., , p.p., excl. var. maritima et var. macrocarpa	leaf beet
food	Beta vulgaris convar. vulgaris	chard
food	Beta vulgaris convar. vulgaris	
food	Beta vulgaris subsp. vulgaris	chard
food	Beta vulgaris var. lutea DC.	beet
food	Beta vulgaris var. lutea DC.	yellow beet
food	Beta vulgaris var. vulgaris	beet
food	Beta vulgaris var. vulgaris	beet
food	Betaphycus (Doty) al.	
food	Betaphycus gelatinum (Esper) Doty	
food	Boletus aereus Bull.: Fr.	
food	Boletus aestivalis Fr.	
food	Boletus edulis Bull.: Fr.	bun mushroom
food	Boletus reticulatus Boud.	
food	Brosimum alicastrum O. Sw.	breadnut-tree
food	Calopogonium caeruleum (Benth.) Sauvalle	cearuleum calopo
food	Canavalia ensiformis (L.) DC.	horse bean
food	Canavalia plagiosperma Piper ex Piper & Dunn	
food	Canavalia regalis Dunn	
food	Cannabis sativa subsp. sativa	hemp
food	Cantharellus cibarius Fr.	chanterelle mushroom
food	Carya cathayensis Sarg.	Cathay hickory
food	Carya illinoinensis (Wangenh.) K. Koch	Illinois nut
food	Carya laciniosa (Michx.f.) Loudon	kingnut hickory
food	Cassia fistula L.	golden shower
food	Castanea crenata Siebold & Zucc.	Japanese chestnut
food	Castanea dentata Borkh.	American chestnut (USA)
food	Castanea mollissima Blume	Chinese sweet chestnut
food	Castanea pumila (L.) Mill.	bush chestnut (USA)
food	Castanea sativa Mill.	chestnut
food	Castanopsis sumatrana DC.	
food	Celosia argentea L.	green soko
food	Celtis morifolia Planch.	
food	Cerasus avium subsp. duracina (L.) Janchen	bigarreau-cherries
food	Cerasus besseyi (L.H. Bailey) Lunell	Bessey's cherry
food	Cerasus fruticosa (Pall.) Voronov	ground cherry
food	Cerasus hirtipes (Hemsl.) Ohle ex J. Schultze-Motel	
food	Cerasus humilis (Bunge.) Sok.	humble bush cherry
food	Cerasus tomentosa (Thunb.) Loisel.	Chinese bush-cherry
food	Cerasus vulgaris Caproniana Group	amarelles
food	Cerasus vulgaris Mill.	sour cherry
food	Ceratonia siliqua L.	carob bean
food	Cercidium floridum Benth.	blue paloverde
food	Cercidium microphyllum (Torr.) Rose & Johnst.	foothills paloverde
food	Cercis siliquastrum L.	caper [-> for the buds]
food	Chaenomeles cathayensis (Hemsl.) Schneider	
food	Chaenomeles japonica (Thunb.) Lindl. ex Spach, , p.p., quoad syn. Thunb.	Chinese quince
food	Chaenomeles speciosa (Sweet) Nakai	
food	Chaenomeles thibetica Yü	
food	Chaenomeles ×superba (Frahm) Rehder	
food	Chrysobalanus icaco L.	cocoa plum (USA)
food	Cicer arietinum subsp. arietinum	Bengal gram
