breeding	Rubus niveus Thunb.	Ceylon raspberry
breeding	Rubus occidentalis L.	American black raspberry
breeding	Rubus oldhamii Miq.	
breeding	Rubus parviflorus Nutt.	blackberriy
breeding	Rubus phoenicolasius Maxim.	wine raspberry
breeding	Rubus probabilis L.H. Bailey	
breeding	Rubus rosa L.H. Bailey	blackberry
breeding	Rubus rosifolius Sm.	bramble of the Cape
breeding	Rubus sachalinensis Lév.	Siberian raspberry
breeding	Rubus sanctus Schreb.	
breeding	Rubus saxatilis L.	stone bramble
breeding	Rubus spectabilis Pursh	salmonberry
breeding	Rubus stellatus Sm.	nagoonberry
breeding	Rubus strigosus Michx.	American red raspberry
breeding	Rubus trivialis Michx.	American dewberry (USA)
breeding	Rubus ulmifolius Schott	Burbanks thornless blackberry (USA) [-> only the thornless var. anoptothyrsus Sudre]
breeding	Rubus ursinus Cham. & Schltdl.	Californian dewberry
breeding	Stylosanthes guianensis (Aubl.) Sw.	Brazilian lucerne
breeding	Stylosanthes hamata (L.) Taub.	Caribbean stylo
breeding	Stylosanthes humilis H.B.K.	Townsville lucerne
breeding	Trifolium fragiferum subsp. bonannii (Presl) Soják	
breeding	Trifolium hybridum subsp. anatolicum (Boiss.) Hossain	
breeding	Trifolium incarnatum subsp. incarnatum	ryegrass
breeding	Trifolium michelianum Savi	balansa clover
breeding	Vicia benghalensis L.	purple vetch
breeding	Vicia faba L.	broad bean
breeding	Vigna subterranea (L.) Verdc.	bambara groundnut
breeding	×Armenoprunus dasycarpa (Ehrh.) Janchen	black apricot
carving	Coccoloba uvifera (L.) L.	horse wood
carving	Couepia subcordata Benth. ex Hook.f.	
carving	Xymalos monospora (Harv.) Baill. ex Warburg	lemonwood
charcoal	Acacia catechu (L.f.) Willd.	catechu tree
charcoal	Acacia crassicarpa A. Cunn. ex Benth.	northern wattle
charcoal	Acacia decurrens (Wendl.) Willd.	black acacia
charcoal	Caesalpinia paraguariensis (Parodi) Burkart	
charcoal	Cananga odorata (Lam.) Hook.f. & Thoms.	ylang-ylang
charcoal	Mimosa scabrella Benth.	
charcoal	Parkinsonia aculeata L.	Jerusalem thorn
charcoal	Pinus roxburghii Sargent	chir pine
charcoal	Prosopis affinis Spreng.	
charcoal	Quercus ilex L.	holly oak
charcoal	Tamarindus indica L.	tamarind
charcoal	Trema orientalis (L.) Blume	African elm
chemical compound	Algae	
chemical compound	Ceratonia siliqua L.	carob bean
chemical compound	Cinnamomum verum J.S. Presl	Ceylon cinnamon
chemical compound	Cycas revoluta Thunb.	false sago
chemical compound	Daniellia oliveri (Rolfe) Hutch. & Dalz.	African copaiba balsam tree
chemical compound	Ecklonia cava Kjellm.	
chemical compound	Ephedra equisetina Bunge	
chemical compound	Ephedra gerardiana Wall. ex Stapf	
chemical compound	Ephedra shennungiana Tang	
chemical compound	Ephedra sinica Stapf	
chemical compound	Ginkgo biloba L.	maidenhair-tree
chemical compound	Halogeton sativus (L.) Moq.	
chemical compound	Licania rigida Benth.	
chemical compound	Macrocystis pyrifera (L.) C. Agardh	
chemical compound	Mesembryanthemum crystallinum L.	crystalline
chemical compound	Mesembryanthemum nodiflorum L.	
chemical compound	Parinari curatellifolia Planch. ex Benth.	grys-apple
chemical compound	Parkia biglobosa (Jacq.) Benth.	African locust bean
chemical compound	Pinus elliottii Engelm.	slash pine
chemical compound	Pinus roxburghii Sargent	chir pine
chemical compound	Pinus wallichiana A.B. Jacks.	Bhutan pine
chemical compound	Sargassum C. Agardh	
chemical compound	Taxus baccata L.	yew
chemical compound	Taxus brevifolia Nutt.	western yew
chemical compound	Taxus cuspidata Siebold & Zucc.	Japanese yew
chemical compound	Urtica cannabina L.	hemp-nettle
chemical compound	Virola sebifera Aubl.	red ucuuba
clothmaking	Acanthophyllum gypsophiloides Regel	
clothmaking	Antiaris toxicaria (Pers.) Leschenault	upas-tree
clothmaking	Artocarpus altilis (Parkinson) Fosberg	breadfruit tree
clothmaking	Artocarpus rigidus subsp. asperulus (Gagnep.) Jarrett	
clothmaking	Boehmeria grandis (Hook. & Arnott) Heller	Hawaiian falsenettle
clothmaking	Cannabis sativa subsp. sativa	hemp
clothmaking	Ficus dammaropsis Diels	
clothmaking	Ficus natalensis Hochst. ex Krauss	bark-cloth fig
clothmaking	Girardinia bullosa (Steud.) Wedd.	
clothmaking	Linum usitatissimum convar. elongatum Vavilov & Elladi	flax
clothmaking	Linum usitatissimum convar. elongatum Vavilov & Elladi	
clothmaking	Maoutia puya (Hook.) Wedd.	Nepal hemp
clothmaking	Oreocnide integrifolia (Gaud.) Miq.	
clothmaking	Pereskia lychnidiflora DC.	
clothmaking	Touchardai latifolia Gaud.	
coffee substitute	Abelmoschus esculentus (L.) Moench	lady's finger
coffee substitute	Astragalus boeticus L.	Swedish coffee
coffee substitute	Astragalus hamosus L.	
coffee substitute	Bauhinia esculenta Burch.	camel's foot
coffee substitute	Canavalia gladiata (Jacq.) DC.	sword bean
coffee substitute	Mucuna Deeringiana Group	citrus
coffee substitute	Parkia biglobosa (Jacq.) Benth.	African locust bean
coffee substitute	Quercus brantii Lindl.	manna oak
coffee substitute	Senna auriculata (L.) Roxb.	Tanner's cassia
coffee substitute	Senna bicapsularis (L.) Roxb.	Christmas bush
coffee substitute	Senna birostris var. hookeriana (Gillies ex Hook.) Irwin & Barneby	
coffee substitute	Senna occidentalis (L.) Link	coffee senna
coffee substitute	Senna septemtrionalis (Viviani) Irwin & Barneby	smooth senna
coffee substitute	Senna tora (L.) Roxb.	foetid cassia
coffee substitute	Tetragonolobus purpureus Moench	asparagus
commercial use	Alaria esculenta (L.) Grev.	
commercial use	Alaria Greville	
commercial use	Amygdalus communis L.	almond
commercial use	Ficus carica L.	common fig
commercial use	Kalanchoe pinnata (Lam.) Pers.	floppers
commercial use	Lathyrus hirsutus L.	Caley pea
commercial use	Opuntia cochenillifera (L.) Mill.	
commercial use	Opuntia exaltata Berger	
commercial use	Opuntia soehrensii Britt. & Rose	
commercial use	Pachyrhizus erosus (L.) Urb.	Mexican jicama
commercial use	Pachyrhizus tuberosus (Lam.) Spreng.	Amazonian yam bean
commercial use	Piper betle L.	betel nut
commercial use	Rosa damascena Mill.	Damasc rose
commercial use	Rosa L.	brier [-> for the plants]
commercial use	Rosa pendulina var. oxyodon (Boiss.) Rehder	
commercial use	Rosa ×borboniana Desp.	Edward rose
commercial use	Vicia sativa subsp. segetalis (Thuill.) Gaud.	
commercial use	Vicia villosa Cavill. subsp. villosa	hairy vetch
construction	Acacia crassicarpa A. Cunn. ex Benth.	northern wattle
construction	Acacia mearnsii De Wild.	black wattle
construction	Acanthophyllum gypsophiloides Regel	
construction	Artocarpus integer (Thunb.) Merr., , p.p.	champedak
construction	Artocarpus rigidus subsp. asperulus (Gagnep.) Jarrett	
construction	Beilschmiedia anay (S.F. Blake) Kosterm.	
construction	Caesalpinia gaumeri Greenman	
construction	Cananga odorata (Lam.) Hook.f. & Thoms.	ylang-ylang
construction	Castanopsis acuminatissima (Blume) A. DC. ex Hance	
construction	Castanopsis argentea (Blume) A. DC.	
construction	Castanopsis javanica (Blume) A. DC.	
construction	Cinnamomum glanduliferum (Wall.) Nees, , p.p.	Nepal camphor wood
construction	Cynometra ramiflora L.	
construction	Gleditsia amorphoides (Griseb.) Taub.	
construction	Juglans mandshurica Maxim.	Manchurian walnut
construction	Juglans neotropica Diels ex Urb.	Andean walnut
construction	Juglans pyriformis Liebm.	
construction	Licania arborea Seem.	
construction	Morus nigra L.	black mulberry
construction	Myristica malabarica Lam.	Bombay mace
construction	Ocotea bullata E. Mey. ex Meissn.	Cape laurel
construction	Peltophorum dasyrachis (Miq.) Kurz ex Baker	
construction	Peltophorum pterocarpum (DC.) Backer ex K. Heyne	copper pod
construction	Prosopis affinis Spreng.	
construction	Prosopis tamarugo F. Philippi	
construction	Quercus aliena Blume	
construction	Quercus ilex L.	holly oak
construction	Rollinia dolabripetala (Raddi) R.E. Fr.	lance wood
construction	Rollinia mucosa (Jacq.) Baill.	biribá
construction	Xylopia aethiopica (Dunal) A. Rich.	African pepper
cooking	Amaranthus caudatus subsp. caudatus	Inca wheat
cooking	Amaranthus hypochondriacus L.	grain amaranth
cooking	Amaranthus tricolor Paol.	Chinese spinach
cooking	Armeniaca vulgaris Lam.	almond
cooking	Artocarpus altilis (Parkinson) Fosberg	breadfruit tree
cooking	Artocarpus integer (Thunb.) Merr., , p.p.	champedak
cooking	Castanea sativa Mill.	chestnut
cooking	Celosia trigyna L.	silver spinach
cooking	Chenopodium berlandieri subsp. nuttalliae (Safford) Wilson & Heiser	
cooking	Chenopodium giganteum D. Don	tree spinach
cooking	Chenopodium pallidicaule Aellen	
cooking	Chenopodium quinoa Willd.	
cooking	Chrysobalanus icaco L.	cocoa plum (USA)
cooking	Cycas szechuanensis C.Y. Cheng & L.K. Fu	
cooking	Euryale ferox Salisb.	fox nut
cooking	Fagopyrum esculentum subsp. esculentum	
cooking	Nymphaea caerulea Savign.	blue lotus of Egypt
cooking	Nymphaea lotus L.	Egyptian lotus
cooking	Opuntia ficus-indica var. ficus-indica	Indian fig
cooking	Pachycereus pringlei (S. Wats.) Britt. & Rose	
cooking	Portulaca oleracea subsp. sativa (Haw.) Schübl. & Mart.	
cooking	Pteridium aquilinum var. latiusculum (Desv.) Underw. ex A. Heller	bracken aruhe (New Zealand)
cooking	Rosa rugosa Thunb.	Japanese rose
cork	Quercus suber L.	cork oak
cosmetical industry	Ceratonia siliqua L.	carob bean
cosmetical industry	Cinnamomum camphora (L.) Siebold	camphor laurel
cosmetical industry	Cyamopsis tetragonoloba (L.) Taub.	cluster bean
cosmetical industry	Juglans regia subsp. regia	English walnut
cosmetical industry	Persea americana Mill.	
cosmetical industry	Pinus roxburghii Sargent	chir pine
cosmetical industry	Piper cubeba L.f.	cubeb
cosmetical industry	Saponaria officinalis L.	soap wort
cosmetical industry	Spirulina P.J.F. Turpin ex Gomont	
cosmetics	Acacia caesia (L.) Willd.	
cosmetics	Adenanthera pavonina L.	bean tree
cosmetics	Albizia amara (Roxb.) Boiv.	
cosmetics	Amygdalus communis subsp. communis	bitter almond
cosmetics	Archidendron jiringa (Jack) Nielsen	djenkol tree
cosmetics	Armeniaca vulgaris Lam.	almond
cosmetics	Artocarpus elasticus Reinw. ex Blume	wild breadfruit-tree
cosmetics	Baphia nitida Afzel. ex Lodd.	camwood
cosmetics	Basella alba L.	Ceylon spinach
cosmetics	Carya illinoinensis (Wangenh.) K. Koch	Illinois nut
cosmetics	Cercis siliquastrum L.	caper [-> for the buds]
cosmetics	Chimonanthus praecox (L.) Link	wintersweet
cosmetics	Cupressus sempervirens f. horizontalis (Mill.) Voss	
cosmetics	Eriobotrya japonica (Thunb.) Lindl.	Japanese medlar
cosmetics	Glycyrrhiza glabra L.	Anatolian licorice
cosmetics	Glycyrrhiza uralensis Fisch. ex DC.	Chinese licorice
cosmetics	Hamamelis virginiana L.	witch-hazel
cosmetics	Kadsura japonica (L.) Dunal	
cosmetics	Leucaena leucocephala (Lam.) De Wit	horse tamarind
cosmetics	Litsea cubeba (Lour.) Pers.	mountain pepper
cosmetics	Melilotus officinalis (L.) Pall.	yellow melilot
cosmetics	Mirabilis jalapa L.	false jalap
cosmetics	Morus nigra L.	black mulberry
cosmetics	Myroxylon balsamum var. balsamum	balsam of Tolu
cosmetics	Myroxylon balsamum var. pereirae (Royle) Harms	balsam of Peru
cosmetics	Nigella damascena L.	love in a mist
cosmetics	Parinari macrophylla Sabine	cayor-apple
cosmetics	Persica vulgaris Mill.	clingstone
cosmetics	Phytolacca chilensis Miers	
cosmetics	Pterocarpus erinaceus Poir.	African kino
cosmetics	Pterocarpus soyauxii Taub.	African padauk
cosmetics	Rosa gallica L.	French rose
cosmetics	Rosa ×centifolia L.	cabbage rose
cosmetics	Sassafras albidum (Nutt.) Nees	ague tree
cover crop	Canavalia africana Dunn	
cover crop	Centrosema pubescens Benth.	butterfly pea
cover crop	Christia obcordata (Poir.) Bakh.f.	
cover crop	Codariocalyx gyroides (Roxb. ex Link) Hassk., , p.p.	
cover crop	Cyamopsis tetragonoloba (L.) Taub.	cluster bean
cover crop	Desmodium adscendens (Sw.) DC.	clove
cover crop	Desmodium distortum (Aubl.) Macbr.	
cover crop	Desmodium heterocarpon subsp. ovalifolium (Prain) Ohashi	cocos
cover crop	Desmodium heterophyllum (Willd.) DC.	hetero desmodium
cover crop	Desmodium hirtum Guill. & Perr.	
cover crop	Desmodium repandum (Vahl) DC.	
cover crop	Desmodium tortuosum (Sw.) DC.	Florida beggarweed
cover crop	Desmodium triflorum (L.) DC., , p.max.p.	cocos
cover crop	Dichrostachys cinerea (L.) Wight & Arnott	sickle bush
cover crop	Dipogon lignosus (L.) Verdc.	dolichos pea (Australia)
cover crop	Indigofera suffruticosa Mill.	anil
cover crop	Indigofera tinctoria L.	common indigo
cover crop	Indigofera zollingeriana Miq.	cocos
cover crop	Medicago polymorpha L., , p.p.	bur clover
cover crop	Melilotus indica (L.) All.	Indian clover
cover crop	Melilotus suaveolens Ledeb.	Daghestan sweet clover
cover crop	Mucuna Aterrima Group	Bengal bean
cover crop	Mucuna Deeringiana Group	citrus
cover crop	Mucuna pruriens subsp. pruriens	cowage
cover crop	Neonotonia wightii (Arn.) Lackey	glycine
cover crop	Polygonum nepalense Meissn.	
cover crop	Tephrosia candida DC.	cinnamomum
cover crop	Tephrosia densiflora Hook.f.	fish poison bean
cover crop	Tephrosia noctiflora Bojer ex Baker	
cover crop	Uraria crinita (L.) Desv.	
cover crop	Vigna trilobata (L.) Verdc.	
cover plant	Acacia longifolia Willd.	sallow (Australia)
cover plant	Acacia tomentosa Willd.	
cover plant	Acacia tortilis (Forssk.) Hayne	
cover plant	Aeschynomene sensitiva Sw.	
cover plant	Alternanthera bettzickiana (Rgl.) Nichols.	calico plant
cover plant	Arachis pintoi Krapov. & W.C. Gregory	pinto peanut
cover plant	Calopogonium caeruleum (Benth.) Sauvalle	cearuleum calopo
cover plant	Calopogonium mucunoides Desv.	calopo
cover plant	Canavalia brasiliensis Mart. ex Benth.	babrikou bean
cover plant	Canavalia ensiformis (L.) DC.	horse bean
cover plant	Canavalia gladiata (Jacq.) DC.	sword bean
cover plant	Canavalia maritima (Aubl.) Thou.	seaside sword bean
cover plant	Canavalia sericea A. Gray	
cover plant	Centrosema plumieri (Pers.) Benth.	
cover plant	Clitoria laurifolia Poir.	chocalho
cover plant	Clitoria ternatea L.	blue pea
