crop,country,year,c_area_harvested,c_feed,c_production,c_yield,vap_gross_production_value_2004_2006_i,vap_gross_production_value_2014_2006_us,vap_gross_production_value_us,vap_net_production_value_2004_2006_i
Kumquat,World,2010,1346960,NA,12465575,92546,5635113.014,5247.317905,5336.082128,5635113.014
Kumquat,World,2011,1318993,NA,11349975,86050,5130801.485,4729.617458,5470.655986,5130801.485
Kumquat,World,2012,1373407,NA,12870381,93711,5818107.289,5343.436771,6441.807622,5818107.289
Kumquat,World,2013,1383198,NA,15813981,114329,7148773.208,6685.710047,8206.261198,7148773.208
Lablab,World,2010,690322.2864,NA,513581.5719,1062.857144,285462.4954,214.0679524,331.9086469,213325.9806
Lablab,World,2011,713747.1436,NA,520060.4291,1040.857144,289063.5903,211.8113391,361.9053556,205525.4944
Lablab,World,2012,839709.7151,NA,602524.1435,1025.000001,334899.2246,253.6538037,432.715917,219389.5994
Lablab,World,2013,863478.4294,NA,651756.1435,1078.285715,362263.6324,277.1598387,467.0284002,258498.6504
Leeks and other alliaceous vegetables,World,2010,128404,NA,2099604,163516,1878587.274,1676.547687,2781.65806,1870396.521
Leeks and other alliaceous vegetables,World,2011,131623,NA,2133680,162105,1909075.859,1675.046806,2172.630163,1899367.547
Leeks and other alliaceous vegetables,World,2012,134163,NA,2189701,163212,1959199.84,1662.226813,2311.255718,1949810.143
Leeks and other alliaceous vegetables,World,2013,129699,NA,2193200,169099,1962330.67,1681.38784,2539.655446,1953238.92
Lemons and limes,World,2010,1039620,NA,14708640,141481,5831696.334,5988.397869,8994.444769,5831696.334
Lemons and limes,World,2011,956439,NA,15048076,157334,5966276.072,5665.443956,9503.310796,5966276.072
Lemons and limes,World,2012,973439,NA,15008334,154178,5950519.159,5532.54011,10363.20322,5950519.159
Lemons and limes,World,2013,1003349,NA,15421905,153704,6114492.388,5712.737263,10806.30705,6114492.388
Lentils,World,2010,4287457,NA,4724483,11019,1929289.811,1734.850881,3266.137171,1745649.411
Lentils,World,2011,4152206,NA,4453542,10726,1818648.315,1680.009785,2923.581236,1620774.331
Lentils,World,2012,4191639,NA,4491056,10714,1833967.583,1702.765568,2834.000476,1631409.517
Lentils,World,2013,4056695,NA,5192561,12800,2120434.408,1885.579038,2965.313101,1902889.278
Lettuce,World,2010,1166655,NA,25331467,521096,12041624.72,14106.58168,15599.23746,11737998.84
Lettuce,World,2011,1170074,NA,25707071,513070,12202753.96,14306.87869,13845.85012,11924718.84
Lettuce,World,2012,1179659,NA,26235477,488727,12420314.67,14659.60532,14266.63561,12193722.55
Lettuce,World,2013,1161435,NA,25108869,499092,11885498.44,14200.91899,14972.33384,11655336.01
Lima bean,World,2010,32486941,NA,46510911,231884,23835651.47,19749.88248,33788.66193,21302312.54
Lima bean,World,2011,32210303,NA,46191613,229717,23504602.44,19222.51469,41868.44617,21279052.06
Lima bean,World,2012,30844784,NA,47256489,237545,23964544.99,19624.754,38113.73763,21571142.16
Lima bean,World,2013,31027121,NA,47828399,241313,24162824.91,19590.84717,41088.62885,21730034.48
Litchi,World,2010,349197.385,NA,2175591.387,4792.538466,759355.3546,467.6536782,755.6715119,759328.4562
Litchi,World,2011,371796.6158,NA,2256265.233,4668.076928,787513.2725,490.7866046,863.6266741,787486.8399
Litchi,World,2012,387743.1542,NA,2348646.618,4659.38462,819757.536,477.9450002,863.7021724,819729.7905
Litchi,World,2013,393677.2312,NA,2425920.926,4740.153851,846728.8932,491.9290731,869.6746549,846701.1477
Little millet,World,2010,36016793,NA,32805831,9108,5952552.405,6596.710296,10175.82913,5093102.074
Little millet,World,2011,33977510,NA,27058875,7964,4909778.765,4760.261035,9076.185389,4166890.002
Little millet,World,2012,31252411,NA,26649147,8527,4835434.502,4694.360564,9792.355746,4138557.881
Little millet,World,2013,31216989,NA,26413944,8461,4792757.375,4439.758983,8938.717089,4101570.047
Longan,World,2010,152651.2107,NA,1063999.685,3668.473688,434826.8866,320.2236569,541.8221525,434805.372
Longan,World,2011,166568.316,NA,1097037.896,3466.368425,448328.6626,339.6871685,660.7908894,448310.6114
Longan,World,2012,168156.2107,NA,1186640.159,3714.105267,484946.5975,365.7268354,703.3394857,484928.5463
Longan,World,2013,168826.4212,NA,1223336.843,3813.736846,499943.5113,377.9150018,709.9813649,499926.9597
Loquat,World,2010,349197.385,NA,2175591.387,4792.538466,759355.3546,467.6536782,755.6715119,759328.4562
Loquat,World,2011,371796.6158,NA,2256265.233,4668.076928,787513.2725,490.7866046,863.6266741,787486.8399
Loquat,World,2012,387743.1542,NA,2348646.618,4659.38462,819757.536,477.9450002,863.7021724,819729.7905
Loquat,World,2013,393677.2312,NA,2425920.926,4740.153851,846728.8932,491.9290731,869.6746549,846701.1477
Lupins,World,2010,1018547,NA,1264793,12418,219528.9389,203.320451,289.077531,21362.1099
Lupins,World,2011,1029592,NA,1147081,11141,199097.6527,186.73441,314.948832,19267.0278
Lupins,World,2012,956366,NA,1324254,13847,229849.426,213.5027,327.029182,18310.15292
Lupins,World,2013,725934,NA,816901,11253,141788.702,133.997135,208.306938,20446.24163
Maca,World,2010,121897.1,NA,895008.5,7342.3,153056.2913,150.6180712,206.9069745,147797.506
Maca,World,2011,125784.3,NA,940064.3,7473.6,160761.3287,154.5190898,245.2447779,155491.0836
Maca,World,2012,127396,NA,979867.6,7691.5,167568.1425,184.8170567,290.8690011,162605.601
Maca,World,2013,128643.2,NA,980930.1,7625.2,167749.8372,184.8986414,270.7665689,162807.4804
Macadamia nut,World,2010,116205.6,NA,165354.2,2845.8,303140.3614,254.7082284,382.5068776,303129.3617
Macadamia nut,World,2011,113419.8,NA,169123,2982.2,310049.6655,252.7492094,439.0502208,310038.6658
Macadamia nut,World,2012,117845.2,NA,173457.2,2943.8,317995.5218,264.5392472,394.2628116,317984.5222
Macadamia nut,World,2013,115625.8,NA,175553.6,3036.6,321838.5662,258.9370454,401.6148824,321827.3832
Mahuwa,World,2010,135456.7495,NA,237536.749,1461.333327,73997.44883,54.14113437,82.71495409,71271.54422
Mahuwa,World,2011,137594.4994,NA,277560.9989,1680.999993,86465.79837,61.55537467,124.9511183,83067.24368
Mahuwa,World,2012,141330.9161,NA,302028.2488,1780.833326,94087.84544,65.40752041,136.7957125,90970.28258
Mahuwa,World,2013,143953.8328,NA,310679.9154,1798.499993,96783.01117,66.11323949,139.2151929,91775.02744
Maize,World,2010,165150319,NA,861852488,145473,124952918.6,121064.1452,194925.2186,58074176.48
Maize,World,2011,172349788,480052420,896705836,145397,129943546.5,126740.4798,243009.4547,60805489.99
Maize,World,2012,179960709,482666253,885119013,143268,128351013,128208.2041,261439.6234,58800562.95
Maize,World,2013,187074717,531343449,1026390806,150991,148394723.8,143285.3378,279817.4584,71885779.48
Mamey sapote,World,2010,152651.2107,NA,1063999.685,3668.473688,434826.8866,320.2236569,541.8221525,434805.372
Mamey sapote,World,2011,166568.316,NA,1097037.896,3466.368425,448328.6626,339.6871685,660.7908894,448310.6114
Mamey sapote,World,2012,168156.2107,NA,1186640.159,3714.105267,484946.5975,365.7268354,703.3394857,484928.5463
Mamey sapote,World,2013,168826.4212,NA,1223336.843,3813.736846,499943.5113,377.9150018,709.9813649,499926.9597
Mammee,World,2010,152651.2107,NA,1063999.685,3668.473688,434826.8866,320.2236569,541.8221525,434805.372
Mammee,World,2011,166568.316,NA,1097037.896,3466.368425,448328.6626,339.6871685,660.7908894,448310.6114
Mammee,World,2012,168156.2107,NA,1186640.159,3714.105267,484946.5975,365.7268354,703.3394857,484928.5463
Mammee,World,2013,168826.4212,NA,1223336.843,3813.736846,499943.5113,377.9150018,709.9813649,499926.9597
Mandarines,World,2010,6371904,NA,94511489,278123,19553044.85,22443.67071,35541.62383,19551407.18
Mandarines,World,2011,6324053,NA,99695868,298741,20735169.23,23098.83683,44688.68456,20733219.11
Mandarines,World,2012,6242567,NA,98122077,299198,20455867.09,22505.76574,42040.36612,20454720.58
Mandarines,World,2013,6498380,NA,101955304,298658,21254377.36,23989.20534,45146.52043,21252329.51
Mango,World,2010,4998207,NA,37539772,75106,22492592.81,19831.4279,29790.47234,22492172.05
Mango,World,2011,5202368,NA,40083200,77048,24016530.98,20826.13593,34588.34028,24015530.63
Mango,World,2012,5438753,NA,42418914,77994,25416013.51,20817.94333,33036.07463,25415443.37
Mango,World,2013,5582728,NA,44510869,79730,26669444.06,21723.4137,33152.86866,26667868.64
Mangosteen,World,2010,4998207,NA,37539772,75106,22492592.81,19831.4279,29790.47234,22492172.05
Mangosteen,World,2011,5202368,NA,40083200,77048,24016530.98,20826.13593,34588.34028,24015530.63
Mangosteen,World,2012,5438753,NA,42418914,77994,25416013.51,20817.94333,33036.07463,25415443.37
Mangosteen,World,2013,5582728,NA,44510869,79730,26669444.06,21723.4137,33152.86866,26667868.64
Maple sugar,World,2010,107036,NA,900133,84096,26547.62393,13.115778,20.141649,26547.62393
Maple sugar,World,2011,118087,NA,944160,79954,27846.09947,13.742116,21.994038,27846.09947
Maple sugar,World,2012,119902,NA,929269,77503,27406.91638,13.230638,19.826637,27405.5597
Maple sugar,World,2013,121501,NA,946149,77871,27904.77939,13.285081,21.515552,27904.57294
Marjoram,World,2010,1022264.064,NA,14428949.62,7841.500063,2719005.697,2638.463669,4314.725049,2462669.932
Marjoram,World,2011,1020710.175,NA,14488486.39,7885.833396,2730224.867,2662.436172,4967.716247,2468384.568
Marjoram,World,2012,1057127.62,NA,15105593.34,7938.500064,2846513.113,2693.238423,5132.461632,2563851.158
Marjoram,World,2013,1097662.12,NA,15441461.9,7815.333396,2909804.527,2763.818789,5301.197745,2615152.621
Mashua,World,2010,121897.1,NA,895008.5,7342.3,153056.2913,150.6180712,206.9069745,147797.506
Mashua,World,2011,125784.3,NA,940064.3,7473.6,160761.3287,154.5190898,245.2447779,155491.0836
Mashua,World,2012,127396,NA,979867.6,7691.5,167568.1425,184.8170567,290.8690011,162605.601
Mashua,World,2013,128643.2,NA,980930.1,7625.2,167749.8372,184.8986414,270.7665689,162807.4804
Mat bean,World,2010,32486941,NA,46510911,231884,23835651.47,19749.88248,33788.66193,21302312.54
Mat bean,World,2011,32210303,NA,46191613,229717,23504602.44,19222.51469,41868.44617,21279052.06
Mat bean,World,2012,30844784,NA,47256489,237545,23964544.99,19624.754,38113.73763,21571142.16
Mat bean,World,2013,31027121,NA,47828399,241313,24162824.91,19590.84717,41088.62885,21730034.48
Mate,World,2010,290703,NA,766518,26368,100332.6071,171.753243,195.368913,100332.6071
Mate,World,2011,267984,NA,774524,28902,101380.5445,170.762219,247.411896,101380.5445
Mate,World,2012,274847,NA,821534,29891,107533.8714,177.398686,292.576233,107533.8714
Mate,World,2013,266392,NA,842650,31632,110297.8291,176.740425,279.409046,110297.8291
Mauka,World,2010,121897.1,NA,895008.5,7342.3,153056.2913,150.6180712,206.9069745,147797.506
Mauka,World,2011,125784.3,NA,940064.3,7473.6,160761.3287,154.5190898,245.2447779,155491.0836
Mauka,World,2012,127396,NA,979867.6,7691.5,167568.1425,184.8170567,290.8690011,162605.601
Mauka,World,2013,128643.2,NA,980930.1,7625.2,167749.8372,184.8986414,270.7665689,162807.4804
Medlar,World,2010,349197.385,NA,2175591.387,4792.538466,759355.3546,467.6536782,755.6715119,759328.4562
Medlar,World,2011,371796.6158,NA,2256265.233,4668.076928,787513.2725,490.7866046,863.6266741,787486.8399
Medlar,World,2012,387743.1542,NA,2348646.618,4659.38462,819757.536,477.9450002,863.7021724,819729.7905
Medlar,World,2013,393677.2312,NA,2425920.926,4740.153851,846728.8932,491.9290731,869.6746549,846701.1477
Melons,World,2010,2206498,NA,33064815,249362,6276862.153,7781.137146,11915.70922,5915277.553
Melons,World,2011,2263586,NA,33180741,249576,6312503.754,7848.155754,12610.96153,5796378.445
Melons,World,2012,3055142,NA,29508477,251105,5648715.538,7212.209953,12115.97274,5328818.394
Melons,World,2013,3049239,NA,30593785,258665,5846069.477,7350.365533,21099.98269,5514242.882
Mombin,World,2010,152651.2107,NA,1063999.685,3668.473688,434826.8866,320.2236569,541.8221525,434805.372
Mombin,World,2011,166568.316,NA,1097037.896,3466.368425,448328.6626,339.6871685,660.7908894,448310.6114
Mombin,World,2012,168156.2107,NA,1186640.159,3714.105267,484946.5975,365.7268354,703.3394857,484928.5463
Mombin,World,2013,168826.4212,NA,1223336.843,3813.736846,499943.5113,377.9150018,709.9813649,499926.9597
Mulberry,World,2010,38185.99996,NA,256642.9997,22402.99998,447144.0964,221.5481734,256.6810044,447144.0964
Mulberry,World,2011,38780.33329,NA,282136.9997,24250.66664,491562.197,285.2634494,314.1041974,491562.197
Mulberry,World,2012,40073.66663,NA,288860.6664,24027.33331,503276.2173,289.451215,326.9315357,503276.2173
Mulberry,World,2013,38672.33329,NA,289695.333,24969.99998,504730.6748,282.3186414,311.2808577,504730.6748
Mung bean,World,2010,32486941,NA,46510911,231884,23835651.47,19749.88248,33788.66193,21302312.54
Mung bean,World,2011,32210303,NA,46191613,229717,23504602.44,19222.51469,41868.44617,21279052.06
Mung bean,World,2012,30844784,NA,47256489,237545,23964544.99,19624.754,38113.73763,21571142.16
Mung bean,World,2013,31027121,NA,47828399,241313,24162824.91,19590.84717,41088.62885,21730034.48
Myrtle,World,2010,38185.99996,NA,256642.9997,22402.99998,447144.0964,221.5481734,256.6810044,447144.0964
Myrtle,World,2011,38780.33329,NA,282136.9997,24250.66664,491562.197,285.2634494,314.1041974,491562.197
Myrtle,World,2012,40073.66663,NA,288860.6664,24027.33331,503276.2173,289.451215,326.9315357,503276.2173
Myrtle,World,2013,38672.33329,NA,289695.333,24969.99998,504730.6748,282.3186414,311.2808577,504730.6748
Naranjilla,World,2010,152651.2107,NA,1063999.685,3668.473688,434826.8866,320.2236569,541.8221525,434805.372
Naranjilla,World,2011,166568.316,NA,1097037.896,3466.368425,448328.6626,339.6871685,660.7908894,448310.6114
Naranjilla,World,2012,168156.2107,NA,1186640.159,3714.105267,484946.5975,365.7268354,703.3394857,484928.5463
Naranjilla,World,2013,168826.4212,NA,1223336.843,3813.736846,499943.5113,377.9150018,709.9813649,499926.9597
New Zealand flax,World,2010,46992.375,NA,34516.75,918.125,17214.66184,5.475253625,10.49018263,17214.66184
New Zealand flax,World,2011,47854.5,NA,35163.25,918.5,17537.1039,5.507465,12.78784088,17537.1039
New Zealand flax,World,2012,48634.375,NA,35517.75,912.875,17713.90331,5.609353625,11.68826275,17713.90331
New Zealand flax,World,2013,48436.375,NA,35674.5,920.625,17792.04112,5.6078515,11.1728165,17792.04112
New Zealand Spinach,World,2010,844718,NA,20335174,240733,4762253.739,5309.919558,7717.435788,4762253.739
New Zealand Spinach,World,2011,863290,NA,21184463,245392,4961147.094,5536.796484,11785.56747,4961147.094
New Zealand Spinach,World,2012,884621,NA,22141613,250295,5185300.067,5691.667201,19161.72976,5185300.067
New Zealand Spinach,World,2013,919494,NA,23274869,253127,5450695.127,5874.481888,12219.89821,5450695.127
Noog,World,2010,135456.7495,NA,237536.749,1461.333327,73997.44883,54.14113437,82.71495409,71271.54422
Noog,World,2011,137594.4994,NA,277560.9989,1680.999993,86465.79837,61.55537467,124.9511183,83067.24368
Noog,World,2012,141330.9161,NA,302028.2488,1780.833326,94087.84544,65.40752041,136.7957125,90970.28258
Noog,World,2013,143953.8328,NA,310679.9154,1798.499993,96783.01117,66.11323949,139.2151929,91775.02744
Nutmeg,World,2010,295642,NA,66669,2255,138820.4768,72.979132,145.672326,138820.4768
Nutmeg,World,2011,304119,NA,73974,2432,154032.5021,76.633381,173.549278,154032.5021
Nutmeg,World,2012,320044,NA,91402,2856,190320.8659,88.40926,196.936753,190320.8659
Nutmeg,World,2013,335363,NA,96243,2870,200401.5044,88.451601,279.991983,200401.5044
Oats,World,2010,9132107,NA,19703339,21576,2250397.208,2375.94569,3309.374055,476760.1748
Oats,World,2011,9646039,NA,22607484,23437,2582091.176,2662.228763,5029.308587,544438.1493
Oats,World,2012,9554773,NA,21216193,22205,2423186.255,2502.616667,4838.063902,582689.5286
Oats,World,2013,9784768,NA,23797171,24321,2717970.109,2780.316461,5181.41705,605540.5555
Oca,World,2010,121897.1,NA,895008.5,7342.3,153056.2913,150.6180712,206.9069745,147797.506
Oca,World,2011,125784.3,NA,940064.3,7473.6,160761.3287,154.5190898,245.2447779,155491.0836
Oca,World,2012,127396,NA,979867.6,7691.5,167568.1425,184.8170567,290.8690011,162605.601
Oca,World,2013,128643.2,NA,980930.1,7625.2,167749.8372,184.8986414,270.7665689,162807.4804
Oil palm,World,2010,16855189,NA,281382333,132563,23057214.44,34078.12969,76268.33431,23057214.44
Oil palm,World,2011,17533696,NA,306909365,139212,24964368.78,36798.23493,92711.50627,24964368.78
Oil palm,World,2012,18243814,NA,322783851,140462,26488295.56,38678.02052,87118.65787,26488193.86
Oil palm,World,2013,18629154,NA,333930524,142113,27486849.12,39947.31372,77865.35084,27486848.09
Oiticica,World,2010,135456.7495,NA,237536.749,1461.333327,73997.44883,54.14113437,82.71495409,71271.54422
Oiticica,World,2011,137594.4994,NA,277560.9989,1680.999993,86465.79837,61.55537467,124.9511183,83067.24368
Oiticica,World,2012,141330.9161,NA,302028.2488,1780.833326,94087.84544,65.40752041,136.7957125,90970.28258
Oiticica,World,2013,143953.8328,NA,310679.9154,1798.499993,96783.01117,66.11323949,139.2151929,91775.02744
Okra,World,2010,1070892,NA,7426293,69347,4749062.382,4882.745392,8211.510383,4743908.644
Okra,World,2011,1676066,NA,7994721,47699,5112567.861,5148.408096,8886.931453,5107315.327
Okra,World,2012,1797543,NA,9694402,53931,6199502.489,6051.642859,10424.34888,6194344.978
Okra,World,2013,1829777,NA,9627429,52615,6156673.548,5997.935328,9384.013176,6151387.179
Olives,World,2010,9898748,NA,20418234,20627,16348940.85,19845.02648,22417.88118,16348940.85
Olives,World,2011,10045874,NA,21228393,21131,16997638.2,20409.09734,21714.49601,16997638.2
Olives,World,2012,10237098,NA,17683520,17274,14159247.7,18107.34123,19686.61064,14159167.63
Olives,World,2013,10278438,NA,22025129,21428,17635587,19882.35611,20069.8064,17635506.92
Onions,World,2010,4454836,NA,84161349,392265,17646295.26,19704.44986,36106.14909,17626265.47
Onions,World,2011,4607975,NA,90439921,401803,18963905.06,20803.4938,32375.19347,18892293.83
Onions,World,2012,4720230,NA,87993059,403289,18448605.24,19831.58697,36232.63436,18370837.08
Onions,World,2013,4937286,NA,90231626,407369,18917866.58,20293.19085,48597.31657,18809792.65
Orache,World,2010,844718,NA,20335174,240733,4762253.739,5309.919558,7717.435788,4762253.739
Orache,World,2011,863290,NA,21184463,245392,4961147.094,5536.796484,11785.56747,4961147.094
Orache,World,2012,884621,NA,22141613,250295,5185300.067,5691.667201,19161.72976,5185300.067
Orache,World,2013,919494,NA,23274869,253127,5450695.127,5874.481888,12219.89821,5450695.127
Oranges,World,2010,6371904,NA,94511489,278123,19553044.85,22443.67071,35541.62383,19551407.18
Oranges,World,2011,6324053,NA,99695868,298741,20735169.23,23098.83683,44688.68456,20733219.11
Oranges,World,2012,6242567,NA,98122077,299198,20455867.09,22505.76574,42040.36612,20454720.58
Oranges,World,2013,6498380,NA,101955304,298658,21254377.36,23989.20534,45146.52043,21252329.51
Papayas,World,2010,400500,NA,10784883,269285,3060803.678,2519.704414,4290.903085,3060803.678
Papayas,World,2011,407321,NA,11296221,277330,3205924.08,2638.867312,4934.629456,3205924.08
Papayas,World,2012,419694,NA,12013955,286255,3409620.418,2812.103202,4705.255614,3409620.418
Papayas,World,2013,423095,NA,12358964,292109,3507535.835,2910.893114,4501.182266,3507535.835
Parsley,World,2010,1022264.064,NA,14428949.62,7841.500063,2719005.697,2638.463669,4314.725049,2462669.932
Parsley,World,2011,1020710.175,NA,14488486.39,7885.833396,2730224.867,2662.436172,4967.716247,2468384.568
Parsley,World,2012,1057127.62,NA,15105593.34,7938.500064,2846513.113,2693.238423,5132.461632,2563851.158
Parsley,World,2013,1097662.12,NA,15441461.9,7815.333396,2909804.527,2763.818789,5301.197745,2615152.621
Parsnip,World,2010,1022264.064,NA,14428949.62,7841.500063,2719005.697,2638.463669,4314.725049,2462669.932
Parsnip,World,2011,1020710.175,NA,14488486.39,7885.833396,2730224.867,2662.436172,4967.716247,2468384.568
Parsnip,World,2012,1057127.62,NA,15105593.34,7938.500064,2846513.113,2693.238423,5132.461632,2563851.158
Parsnip,World,2013,1097662.12,NA,15441461.9,7815.333396,2909804.527,2763.818789,5301.197745,2615152.621
Passionfruit,World,2010,152651.2107,NA,1063999.685,3668.473688,434826.8866,320.2236569,541.8221525,434805.372
Passionfruit,World,2011,166568.316,NA,1097037.896,3466.368425,448328.6626,339.6871685,660.7908894,448310.6114
Passionfruit,World,2012,168156.2107,NA,1186640.159,3714.105267,484946.5975,365.7268354,703.3394857,484928.5463
Passionfruit,World,2013,168826.4212,NA,1223336.843,3813.736846,499943.5113,377.9150018,709.9813649,499926.9597
Pawpaw,World,2010,349197.385,NA,2175591.387,4792.538466,759355.3546,467.6536782,755.6715119,759328.4562
Pawpaw,World,2011,371796.6158,NA,2256265.233,4668.076928,787513.2725,490.7866046,863.6266741,787486.8399
Pawpaw,World,2012,387743.1542,NA,2348646.618,4659.38462,819757.536,477.9450002,863.7021724,819729.7905
Pawpaw,World,2013,393677.2312,NA,2425920.926,4740.153851,846728.8932,491.9290731,869.6746549,846701.1477
Peaches and nectarines,World,2010,1534177,NA,20540957,133889,11182804.92,12405.9044,11470.81089,11182804.92
Peaches and nectarines,World,2011,1537880,NA,21282597,138389,11586565.05,12850.96543,20546.02403,11586565.05
Peaches and nectarines,World,2012,1519036,NA,21279132,140083,11584678.45,12868.9941,21527.21357,11584678.45
Peaches and nectarines,World,2013,1559769,NA,21851523,140095,11896297.03,13150.05532,21862.93282,11896297.03
Pearl millet,World,2010,36016793,NA,32805831,9108,5952552.405,6596.710296,10175.82913,5093102.074
Pearl millet,World,2011,33977510,NA,27058875,7964,4909778.765,4760.261035,9076.185389,4166890.002
Pearl millet,World,2012,31252411,NA,26649147,8527,4835434.502,4694.360564,9792.355746,4138557.881
Pearl millet,World,2013,31216989,NA,26413944,8461,4792757.375,4439.758983,8938.717089,4101570.047
Pears,World,2010,1545920,NA,22558042,145920,9222426.678,9949.557779,12096.94213,9209716.932
Pears,World,2011,1577611,NA,24060201,152510,9836555.831,10682.76838,28448.15321,9835601.178
Pears,World,2012,1565948,NA,24301149,155185,9935063.241,10366.91856,20669.39022,9934095.427
Pears,World,2013,1591090,NA,25313039,159092,10348755.23,11003.05549,21501.67917,10347870.92
Peas,World,2010,8730589,NA,26313465,88958,7261850.77,7302.574896,10031.73716,6481249.266
Peas,World,2011,8447475,NA,27236769,92301,7576085.828,7802.489084,17361.94746,6739633.592
Peas,World,2012,8882444,NA,27615396,90684,7661734.61,7306.173997,17298.38504,6968223.641
Peas,World,2013,8683765,NA,28648797,93716,7909943.76,7598.714842,14200.92193,7137815.136
Pecan,World,2010,116205.6,NA,165354.2,2845.8,303140.3614,254.7082284,382.5068776,303129.3617
Pecan,World,2011,113419.8,NA,169123,2982.2,310049.6655,252.7492094,439.0502208,310038.6658
Pecan,World,2012,117845.2,NA,173457.2,2943.8,317995.5218,264.5392472,394.2628116,317984.5222
Pecan,World,2013,115625.8,NA,175553.6,3036.6,321838.5662,258.9370454,401.6148824,321827.3832
Pepper,World,2010,563051,NA,418426,7431,872127.1661,832.500642,1493.105375,872127.1661
Pepper,World,2011,541344,NA,419468,7749,874299.5396,839.5283,1942.001371,874299.5396
Pepper,World,2012,558583,NA,414382,7418,863699.4098,828.508441,2231.069099,863699.4098
Pepper,World,2013,478290,NA,434960,9094,906590.1707,866.265117,2365.322757,906590.1707
Peppermint,World,2010,2776,NA,80767,290932,NA,0.164073,0.223349,NA
Peppermint,World,2011,2331,NA,62931,269959,NA,0.164073,0.240006,NA
Peppermint,World,2012,4062,NA,106385,261896,NA,0.163223,0.784301,NA
Peppermint,World,2013,3671,NA,95164,259260,NA,0.162191,1.006007,NA
Perilla,World,2010,135456.7495,NA,237536.749,1461.333327,73997.44883,54.14113437,82.71495409,71271.54422
Perilla,World,2011,137594.4994,NA,277560.9989,1680.999993,86465.79837,61.55537467,124.9511183,83067.24368
Perilla,World,2012,141330.9161,NA,302028.2488,1780.833326,94087.84544,65.40752041,136.7957125,90970.28258
Perilla,World,2013,143953.8328,NA,310679.9154,1798.499993,96783.01117,66.11323949,139.2151929,91775.02744
Persimmons,World,2010,817097,NA,4078892,49919,1315715.838,1816.272681,2685.436534,1315715.838
Persimmons,World,2011,899706,NA,4485019,49850,1446719.205,1972.453087,3024.571458,1446719.205
Persimmons,World,2012,950754,NA,4823046,50729,1555755.382,2180.133166,3106.184078,1555755.382
Persimmons,World,2013,975170,NA,4907270,50322,1582923.335,2133.871593,3094.776947,1582923.335
Physic nut,World,2010,135456.7495,NA,237536.749,1461.333327,73997.44883,54.14113437,82.71495409,71271.54422
Physic nut,World,2011,137594.4994,NA,277560.9989,1680.999993,86465.79837,61.55537467,124.9511183,83067.24368
Physic nut,World,2012,141330.9161,NA,302028.2488,1780.833326,94087.84544,65.40752041,136.7957125,90970.28258
Physic nut,World,2013,143953.8328,NA,310679.9154,1798.499993,96783.01117,66.11323949,139.2151929,91775.02744
Pigeonpeas,World,2010,4832304,NA,3890137,8050,2078227.915,1265.362012,2193.875096,1918153.053
Pigeonpeas,World,2011,5881363,NA,4166945,7085,2226106.779,1447.838573,2614.232533,2054827.356
Pigeonpeas,World,2012,5594957,NA,3972237,7100,2122087.955,1405.181367,2382.329724,1947317.228
Pigeonpeas,World,2013,5495914,NA,4466653,8127,2386219.922,1590.915856,2337.649188,2181523.888
Pili nut,World,2010,116205.6,NA,165354.2,2845.8,303140.3614,254.7082284,382.5068776,303129.3617
Pili nut,World,2011,113419.8,NA,169123,2982.2,310049.6655,252.7492094,439.0502208,310038.6658
Pili nut,World,2012,117845.2,NA,173457.2,2943.8,317995.5218,264.5392472,394.2628116,317984.5222
Pili nut,World,2013,115625.8,NA,175553.6,3036.6,321838.5662,258.9370454,401.6148824,321827.3832
Pine nut,World,2010,116205.6,NA,165354.2,2845.8,303140.3614,254.7082284,382.5068776,303129.3617
Pine nut,World,2011,113419.8,NA,169123,2982.2,310049.6655,252.7492094,439.0502208,310038.6658
Pine nut,World,2012,117845.2,NA,173457.2,2943.8,317995.5218,264.5392472,394.2628116,317984.5222
Pine nut,World,2013,115625.8,NA,175553.6,3036.6,321838.5662,258.9370454,401.6148824,321827.3832
Pineapples,World,2010,946601,NA,21472968,226843,6120783.594,6271.109258,9666.787469,6120783.594
Pineapples,World,2011,972449,NA,22942450,235924,6539653.468,6525.176527,10814.37162,6539653.468
Pineapples,World,2012,1007623,NA,24120521,239380,6875457.991,6730.217409,10705.32889,6875457.991
Pineapples,World,2013,1005484,NA,24683553,245489,7035948.045,6852.327259,11116.10786,7035948.045
Pistachios,World,2010,502011,NA,718573,14314,2359889.902,2480.394872,3835.444523,2359889.902
Pistachios,World,2011,517375,NA,624436,12069,2050732.811,2108.688477,3347.760817,2050732.811
Pistachios,World,2012,557609,NA,759767,13625,2495177.131,2649.665437,5270.428048,2495177.131
Pistachios,World,2013,577569,NA,679556,11766,2231755.832,2287.833631,5909.967198,2231755.832
Plantains,World,2010,4582390,NA,31749571,69286,6554952.88,4553.21462,9566.584528,6452119.565
Plantains,World,2011,4587899,NA,32189827,70162,6645847.302,4638.151114,10135.35067,6536564.19
Plantains,World,2012,4686234,NA,33295121,71049,6874044.085,4914.602216,10773.43022,6752343.272
Plantains,World,2013,4715692,NA,33705420,71475,6958753.606,5045.769739,10975.60555,6840800.049
Plums,World,2010,2409010,NA,10712515,44469,6392886.354,6495.420237,7025.929425,6331586.942
Plums,World,2011,2502518,NA,11053832,44171,6596573.228,6682.513291,7758.948895,6565040.007
