crop,country,year,c_area_harvested,c_production,vap_gross_production_value_us
Pineapples,World,2010,87,89,65
Pineapples,World,2011,87,89,65
Pineapples,World,2012,88,90,65
Pineapples,World,2013,88,90,65
Pistachios,World,2010,20,23,16
Pistachios,World,2011,20,23,16
Pistachios,World,2012,20,23,16
Pistachios,World,2013,20,23,16
Plantains,World,2012,51,52,31
Plantains,World,2013,51,52,32
Plantains,World,2011,51,52,32
Plantains,World,2010,51,52,32
Plums,World,2010,88,88,78
Plums,World,2011,88,88,78
Plums,World,2012,88,88,78
Plums,World,2013,88,88,78
Pomegranate,World,2010,161,161,95
Pomegranate,World,2011,161,161,95
Pomegranate,World,2012,162,162,94
Pomegranate,World,2013,162,162,94
Pongamia oil,World,2010,41,56,29
Pongamia oil,World,2011,41,56,30
Pongamia oil,World,2012,41,57,30
Pongamia oil,World,2013,41,57,30
Poppies,World,2010,15,15,15
Poppies,World,2011,15,15,15
Poppies,World,2012,15,15,15
Poppies,World,2013,15,15,15
Potatoes,World,2010,159,160,124
Potatoes,World,2011,159,160,125
Potatoes,World,2012,159,160,126
Potatoes,World,2013,159,160,124
Prickly pear,World,2010,161,161,95
Prickly pear,World,2011,161,161,95
Prickly pear,World,2012,162,162,94
Prickly pear,World,2013,162,162,94
Proso millet,World,2010,87,87,65
Proso millet,World,2011,88,88,68
Proso millet,World,2012,89,89,68
Proso millet,World,2013,88,88,67
Pumpkin,World,2010,115,117,89
Pumpkin,World,2011,115,117,91
Pumpkin,World,2012,116,118,90
Pumpkin,World,2013,116,118,88
Purging croton,World,2010,41,56,29
Purging croton,World,2011,41,56,30
Purging croton,World,2012,41,57,30
Purging croton,World,2013,41,57,30
Pyrethrum,World,2012,5,8,4
Pyrethrum,World,2013,5,8,4
Pyrethrum,World,2010,5,8,4
Pyrethrum,World,2011,5,8,4
Quinces,World,2010,49,50,47
Quinces,World,2011,49,50,46
Quinces,World,2012,49,50,46
Quinces,World,2013,51,52,48
Quinoa,World,2010,3,3,3
Quinoa,World,2011,3,3,3
Quinoa,World,2012,3,3,3
Quinoa,World,2013,3,3,3
Radish,World,2010,202,202,127
Radish,World,2011,202,202,128
Radish,World,2012,203,203,126
Radish,World,2013,203,203,126
Rambutan,World,2010,72,75,28
Rambutan,World,2011,72,75,28
Rambutan,World,2012,72,75,28
Rambutan,World,2013,72,75,28
Ramie,World,2010,5,5,5
Ramie,World,2011,5,5,5
Ramie,World,2012,5,5,5
Ramie,World,2013,4,4,4
Rapeseed and Mustards,World,2010,68,68,61
Rapeseed and Mustards,World,2011,68,68,61
Rapeseed and Mustards,World,2012,68,68,61
Rapeseed and Mustards,World,2013,68,68,61
Raspberries,World,2010,42,45,37
Raspberries,World,2011,42,45,37
Raspberries,World,2012,42,45,38
Raspberries,World,2013,42,44,37
Rhubarb,World,2010,202,202,127
Rhubarb,World,2011,202,202,128
Rhubarb,World,2012,203,203,126
Rhubarb,World,2013,203,203,126
Rice (African),World,2010,184,119,91
Rice (African),World,2011,184,119,92
Rice (African),World,2012,185,119,92
Rice (African),World,2013,185,119,92
Rice (Asian),World,2010,184,119,91
Rice (Asian),World,2011,184,119,92
Rice (Asian),World,2012,185,119,92
Rice (Asian),World,2013,185,119,92
Rice bean,World,2010,158,159,122
Rice bean,World,2011,158,159,123
Rice bean,World,2012,159,160,122
Rice bean,World,2013,159,160,121
Roselle,World,2010,24,24,12
Roselle,World,2011,24,24,12
Roselle,World,2012,24,24,12
Roselle,World,2013,24,24,12
"Rubber, natural",World,2010,29,30,22
"Rubber, natural",World,2011,29,30,22
"Rubber, natural",World,2012,29,30,22
"Rubber, natural",World,2013,29,30,22
Runner bean,World,2010,158,159,122
Runner bean,World,2011,158,159,123
Runner bean,World,2012,159,160,122
Runner bean,World,2013,159,160,121
Rye,World,2010,62,62,58
Rye,World,2011,63,63,59
Rye,World,2012,63,63,59
Rye,World,2013,63,63,59
Safflower,World,2010,22,22,18
Safflower,World,2011,22,22,18
Safflower,World,2012,22,22,18
Safflower,World,2013,22,22,18
Saffron,World,2010,65,69,48
Saffron,World,2011,65,69,47
Saffron,World,2012,65,69,47
Saffron,World,2013,65,69,47
Sago palm,World,2010,75,77,51
Sago palm,World,2011,75,77,51
Sago palm,World,2012,74,76,51
Sago palm,World,2013,74,76,51
Salsify,World,2010,202,202,127
Salsify,World,2011,202,202,128
Salsify,World,2012,203,203,126
Salsify,World,2013,203,203,126
Sapodilla,World,2010,72,75,28
Sapodilla,World,2011,72,75,28
Sapodilla,World,2012,72,75,28
Sapodilla,World,2013,72,75,28
Savory,World,2010,202,202,127
Savory,World,2011,202,202,128
Savory,World,2012,203,203,126
Savory,World,2013,203,203,126
Service tree,World,2010,161,161,95
Service tree,World,2011,161,161,95
Service tree,World,2012,162,162,94
Service tree,World,2013,162,162,94
Sesame,World,2010,73,73,54
Sesame,World,2011,73,73,54
Sesame,World,2012,74,74,54
Sesame,World,2013,74,74,54
Shala tree,World,2010,41,56,29
Shala tree,World,2011,41,56,30
Shala tree,World,2012,41,57,30
Shala tree,World,2013,41,57,30
Sisal,World,2010,24,24,15
Sisal,World,2011,24,24,15
Sisal,World,2012,24,24,15
Sisal,World,2013,24,24,15
Snake plant,World,2010,15,22,14
Snake plant,World,2011,15,22,14
Snake plant,World,2012,15,22,14
Snake plant,World,2013,15,22,14
Sorghum,World,2010,107,107,84
Sorghum,World,2011,107,107,85
Sorghum,World,2012,110,108,86
Sorghum,World,2013,110,110,85
Sorrel,World,2010,202,202,127
Sorrel,World,2011,202,202,128
Sorrel,World,2012,203,203,126
Sorrel,World,2013,203,203,126
Soursop,World,2010,72,75,28
Soursop,World,2011,72,75,28
Soursop,World,2012,72,75,28
Soursop,World,2013,72,75,28
Soybeans,World,2010,95,95,81
Soybeans,World,2011,95,95,81
Soybeans,World,2012,95,95,81
Soybeans,World,2013,94,94,80
Spinach,World,2010,61,61,53
Spinach,World,2011,61,61,53
Spinach,World,2012,61,61,53
Spinach,World,2013,61,61,52
Strawberries,World,2010,77,78,70
Strawberries,World,2011,77,78,69
Strawberries,World,2012,77,78,69
Strawberries,World,2013,77,78,69
Strawberry tree,World,2010,161,161,95
Strawberry tree,World,2011,161,161,95
Strawberry tree,World,2012,162,162,94
Strawberry tree,World,2013,162,162,94
Sugar apple,World,2010,72,75,28
Sugar apple,World,2011,72,75,28
Sugar apple,World,2012,72,75,28
Sugar apple,World,2013,72,75,28
Sugar beets,World,2010,54,54,48
Sugar beets,World,2011,54,54,49
Sugar beets,World,2012,55,55,50
Sugar beets,World,2013,55,55,50
Sugarcane,World,2010,103,105,66
Sugarcane,World,2011,103,105,66
Sugarcane,World,2012,103,105,66
Sugarcane,World,2013,103,105,65
Sunflowers,World,2010,71,71,62
Sunflowers,World,2011,71,71,61
Sunflowers,World,2012,72,72,60
Sunflowers,World,2013,72,72,60
Sunn hemp,World,2010,24,24,12
Sunn hemp,World,2011,24,24,12
Sunn hemp,World,2012,24,24,12
Sunn hemp,World,2013,24,24,12
Sweetpotatoes,World,2010,117,117,84
Sweetpotatoes,World,2011,117,117,84
Sweetpotatoes,World,2012,117,117,84
Sweetpotatoes,World,2013,117,117,84
Sword bean,World,2010,110,109,81
Sword bean,World,2011,109,108,80
Sword bean,World,2012,110,109,80
Sword bean,World,2013,110,109,79
Tallowtree,World,2010,2,2,NA
Tallowtree,World,2011,2,2,NA
Tallowtree,World,2012,2,2,NA
Tallowtree,World,2013,2,2,NA
Tamarind,World,2010,161,161,95
Tamarind,World,2011,161,161,95
Tamarind,World,2012,162,162,94
Tamarind,World,2013,162,162,94
Taro,World,2010,50,50,28
Taro,World,2011,50,50,28
Taro,World,2012,50,50,29
Taro,World,2013,50,50,29
Tarragon,World,2010,202,202,127
Tarragon,World,2011,202,202,128
Tarragon,World,2012,203,203,126
Tarragon,World,2013,203,203,126
Tea,World,2010,49,49,35
Tea,World,2011,49,49,35
Tea,World,2012,49,49,35
Tea,World,2013,49,49,35
Teff,World,2010,87,87,65
Teff,World,2011,88,88,68
Teff,World,2012,89,89,68
Teff,World,2013,88,88,67
Tepary bean,World,2010,158,159,122
Tepary bean,World,2011,158,159,123
Tepary bean,World,2012,159,160,122
Tepary bean,World,2013,159,160,121
Thyme,World,2010,65,69,48
Thyme,World,2011,65,69,47
Thyme,World,2012,65,69,47
Thyme,World,2013,65,69,47
Tobacco,World,2010,129,130,100
Tobacco,World,2011,130,131,101
Tobacco,World,2012,130,131,101
Tobacco,World,2013,130,131,100
Tomatoes,World,2011,174,176,137
Tomatoes,World,2010,174,176,139
Tomatoes,World,2012,174,176,139
Tomatoes,World,2013,174,176,138
Triticale,World,2010,39,39,36
Triticale,World,2011,39,39,36
Triticale,World,2012,39,39,36
Triticale,World,2013,39,39,36
Tung nuts,World,2010,7,7,7
Tung nuts,World,2011,7,7,7
Tung nuts,World,2012,7,7,7
Tung nuts,World,2013,7,7,7
Turmeric,World,2010,65,69,48
Turmeric,World,2011,65,69,47
Turmeric,World,2012,65,69,47
Turmeric,World,2013,65,69,47
Turnips,World,2010,128,130,105
Turnips,World,2011,128,130,106
Turnips,World,2012,128,130,106
Turnips,World,2013,128,130,105
Ulluco,World,2010,75,77,51
Ulluco,World,2011,75,77,51
Ulluco,World,2012,74,76,51
Ulluco,World,2013,74,76,51
Vanilla,World,2010,15,16,9
Vanilla,World,2011,15,16,9
Vanilla,World,2012,15,16,9
Vanilla,World,2013,15,16,9
Velvet bean,World,2010,110,109,81
Velvet bean,World,2011,109,108,80
Velvet bean,World,2012,110,109,80
Velvet bean,World,2013,110,109,79
Velvet leaf,World,2010,24,24,12
Velvet leaf,World,2011,24,24,12
Velvet leaf,World,2012,24,24,12
Velvet leaf,World,2013,24,24,12
Vetch,World,2010,36,36,34
Vetch,World,2011,35,35,32
Vetch,World,2012,35,35,32
Vetch,World,2013,35,35,32
Walnuts,World,2010,52,54,50
Walnuts,World,2011,53,54,50
Walnuts,World,2012,53,54,50
Walnuts,World,2013,53,54,49
Watercress,World,2010,202,202,127
Watercress,World,2011,202,202,128
Watercress,World,2012,203,203,126
Watercress,World,2013,203,203,126
Watermelons,World,2010,116,119,89
Watermelons,World,2011,116,118,90
Watermelons,World,2012,116,119,89
Watermelons,World,2013,116,119,88
Wheat,World,2010,124,124,103
Wheat,World,2011,125,124,104
Wheat,World,2012,125,125,104
Wheat,World,2013,125,125,103
Wildrice,World,2010,58,58,41
Wildrice,World,2011,58,58,41
Wildrice,World,2012,58,58,41
Wildrice,World,2013,58,58,42
Winged bean,World,2010,110,109,81
Winged bean,World,2011,109,108,80
Winged bean,World,2012,110,109,80
Winged bean,World,2013,110,109,79
Yams,World,2010,60,60,36
Yams,World,2011,60,60,36
Yams,World,2012,61,61,37
Yams,World,2013,61,61,37
"Yautia, cocoyam",World,2010,14,14,10
"Yautia, cocoyam",World,2011,14,14,10
"Yautia, cocoyam",World,2012,14,14,10
"Yautia, cocoyam",World,2013,14,14,10
Year bean,World,2010,158,159,122
Year bean,World,2011,158,159,123
Year bean,World,2012,159,160,122
Year bean,World,2013,159,160,121
Zucchini,World,2010,115,117,89
Zucchini,World,2011,115,117,91
Zucchini,World,2012,116,118,90
Zucchini,World,2013,116,118,88
