crop,country,year,food_supply_kcal_global
Cotton,World,2013,1.02504426
Cowpeas,World,2010,0.882438349
Cowpeas,World,2011,0.888743932
Cowpeas,World,2012,0.879852925
Cowpeas,World,2013,0.893653171
Cranberries,World,2010,1.007780959
Cranberries,World,2011,1.004897054
Cranberries,World,2012,1.002338625
Cranberries,World,2013,1.002332865
Cress,World,2010,1.074889203
Cress,World,2011,1.073639038
Cress,World,2012,1.074009065
Cress,World,2013,1.075547405
Cucumbers and gherkins,World,2010,0.44762798
Cucumbers and gherkins,World,2011,0.453969641
Cucumbers and gherkins,World,2012,0.442112704
Cucumbers and gherkins,World,2013,0.435798238
Cumin,World,2010,0.552167725
Cumin,World,2011,0.493018932
Cumin,World,2012,0.524547219
Cumin,World,2013,0.557443121
Currants,World,2010,0.980868023
Currants,World,2011,0.982781774
Currants,World,2012,0.993413238
Currants,World,2013,0.986960144
Cushaw,World,2010,1.013136186
Cushaw,World,2011,1.01317317
Cushaw,World,2012,1.013226146
Cushaw,World,2013,1.013412514
Custard apple,World,2010,0.99833809
Custard apple,World,2011,0.997925548
Custard apple,World,2012,0.999639892
Custard apple,World,2013,0.999857349
Dates,World,2010,0.286398002
Dates,World,2011,0.278050191
Dates,World,2012,0.280509136
Dates,World,2013,0.29546351
Dill,World,2010,1.061542214
Dill,World,2011,1.066646178
Dill,World,2012,1.052024723
Dill,World,2013,1.045531922
Durian,World,2010,0.985037651
Durian,World,2011,0.980006645
Durian,World,2012,0.981288776
Durian,World,2013,0.988349589
Eggplant,World,2010,0.44762798
Eggplant,World,2011,0.453969641
Eggplant,World,2012,0.442112704
Eggplant,World,2013,0.435798238
Elderberry,World,2010,0.989390447
Elderberry,World,2011,0.988214995
Elderberry,World,2012,0.996084428
Elderberry,World,2013,0.989875451
Ethiopian rape,World,2010,1.024207658
Ethiopian rape,World,2011,1.024534542
Ethiopian rape,World,2012,1.02407058
Ethiopian rape,World,2013,1.024324454
Faba beans,World,2010,0.954142141
Faba beans,World,2011,0.95491824
Faba beans,World,2012,0.967124052
Faba beans,World,2013,0.962348013
Feijoa,World,2010,1.002899226
Feijoa,World,2011,1.002952436
Feijoa,World,2012,1.005144857
Feijoa,World,2013,1.00436172
Fennel,World,2010,0.976113875
Fennel,World,2011,0.980990355
Fennel,World,2012,0.951912327
Fennel,World,2013,0.955500312
Fenugreek,World,2010,0.972708069
Fenugreek,World,2011,0.976018261
Fenugreek,World,2012,0.962977913
Fenugreek,World,2013,0.969004409
Fig leaf gourd,World,2010,1.055267054
Fig leaf gourd,World,2011,1.054875175
Fig leaf gourd,World,2012,1.055770444
Fig leaf gourd,World,2013,1.055852844
Figs,World,2010,1.031571476
Figs,World,2011,1.045426964
Figs,World,2012,1.043681711
Figs,World,2013,1.034402302
Finger millet,World,2010,0.974110414
Finger millet,World,2011,0.969266138
Finger millet,World,2012,0.990099291
Finger millet,World,2013,0.988006158
Flax,World,2010,0.841107343
Flax,World,2011,0.810200039
Flax,World,2012,0.788252309
Flax,World,2013,0.677528006
Fonio,World,2010,0.913224247
Fonio,World,2011,0.925277545
Fonio,World,2012,0.922971381
Fonio,World,2013,0.929511789
Foxtail millet,World,2010,0.974560735
Foxtail millet,World,2011,0.909380734
Foxtail millet,World,2012,0.969796607
Foxtail millet,World,2013,0.956920289
Garlic,World,2010,1.008401835
Garlic,World,2011,1.007167435
Garlic,World,2012,1.007289645
Garlic,World,2013,1.006630792
Ginger,World,2010,0.613186402
Ginger,World,2011,0.554316982
Ginger,World,2012,0.598382788
Ginger,World,2013,0.622271678
Gooseberries,World,2010,0.988133013
Gooseberries,World,2011,0.993721966
Gooseberries,World,2012,1.006472604
Gooseberries,World,2013,0.999027774
Grapefruits,World,2010,0.681119892
Grapefruits,World,2011,0.682437373
Grapefruits,World,2012,0.677497411
Grapefruits,World,2013,0.507587859
Grapes,World,2010,1.025176394
Grapes,World,2011,1.042796408
Grapes,World,2012,1.00131634
Grapes,World,2013,0.979686651
Grasspea,World,2010,0.954142141
Grasspea,World,2011,0.95491824
Grasspea,World,2012,0.967124052
Grasspea,World,2013,0.962348013
Groundnuts,World,2010,1.032629628
Groundnuts,World,2011,1.030201142
Groundnuts,World,2012,1.031711521
Groundnuts,World,2013,1.035984187
Guavas,World,2010,1.00416552
Guavas,World,2011,1.003068244
Guavas,World,2012,1.006721793
Guavas,World,2013,1.00626052
Hazelnuts,World,2010,0.856192606
Hazelnuts,World,2011,0.881222478
Hazelnuts,World,2012,0.884249905
Hazelnuts,World,2013,0.879734511
Hemp,World,2010,1.03987977
Hemp,World,2011,0.956681078
Hemp,World,2012,0.965391007
Hemp,World,2013,0.941583955
Horseradish,World,2010,1.037428514
Horseradish,World,2011,1.036568568
Horseradish,World,2012,1.037610552
Horseradish,World,2013,1.037854062
Huckleberry,World,2010,1.007780959
Huckleberry,World,2011,1.004897054
Huckleberry,World,2012,1.002338625
Huckleberry,World,2013,1.002332865
Jack bean,World,2010,1.009703271
Jack bean,World,2011,1.010425518
Jack bean,World,2012,1.009755746
Jack bean,World,2013,1.009387231
Jackfruit,World,2010,1.030359003
Jackfruit,World,2011,1.036043593
Jackfruit,World,2012,1.029203414
Jackfruit,World,2013,1.023970978
Japanese millet,World,2010,0.974560735
Japanese millet,World,2011,0.909380734
Japanese millet,World,2012,0.969796607
Japanese millet,World,2013,0.956920289
Jerusalem artichoke,World,2010,1.031476422
Jerusalem artichoke,World,2011,1.031460582
Jerusalem artichoke,World,2012,1.025138914
Jerusalem artichoke,World,2013,1.025022987
Jicama,World,2010,1.009703271
Jicama,World,2011,1.010425518
Jicama,World,2012,1.009755746
Jicama,World,2013,1.009387231
Jojoba,World,2010,1.059800495
Jojoba,World,2011,1.059800495
Jojoba,World,2012,1.054612778
Jojoba,World,2013,1.055037568
Jujube,World,2010,0.896206094
Jujube,World,2011,0.889672304
Jujube,World,2012,0.875462177
Jujube,World,2013,0.880089224
Kaniwa,World,2010,0.999188423
Kaniwa,World,2011,0.999577715
Kaniwa,World,2012,0.999024864
Kaniwa,World,2013,0.996740844
Kapok,World,2010,0.602198315
Kapok,World,2011,0.655024221
Kapok,World,2012,0.651060093
Kapok,World,2013,0.710554313
Karite nuts,World,2010,0.4991659
Karite nuts,World,2011,0.51689709
Karite nuts,World,2012,0.54083321
Karite nuts,World,2013,0.622000769
Kiwi fruit,World,2010,0.896206094
Kiwi fruit,World,2011,0.889672304
Kiwi fruit,World,2012,0.875462177
Kiwi fruit,World,2013,0.880089224
Kiwicha,World,2010,0.999188423
Kiwicha,World,2011,0.999577715
Kiwicha,World,2012,0.999024864
Kiwicha,World,2013,0.996740844
Kodo millet,World,2010,0.214841253
Kodo millet,World,2011,0.23994136
Kodo millet,World,2012,0.229884201
Kodo millet,World,2013,0.234159912
Kola nuts,World,2010,0.976646222
Kola nuts,World,2011,0.984115763
Kola nuts,World,2012,0.986376238
Kola nuts,World,2013,0.992919656
Kumquat,World,2010,0.913498775
Kumquat,World,2011,0.971291647
Kumquat,World,2012,0.976821968
Kumquat,World,2013,0.990822483
Lablab,World,2010,0.878769666
Lablab,World,2011,0.885079132
Lablab,World,2012,0.875845286
Lablab,World,2013,0.889671296
Leeks and other alliaceous vegetables,World,2010,1.069524902
Leeks and other alliaceous vegetables,World,2011,1.066942004
Leeks and other alliaceous vegetables,World,2012,1.069322672
Leeks and other alliaceous vegetables,World,2013,1.070247037
Lemons and limes,World,2010,1.080142302
Lemons and limes,World,2011,1.135692269
Lemons and limes,World,2012,1.130381041
Lemons and limes,World,2013,1.134070833
Lentils,World,2010,0.54870679
Lentils,World,2011,0.539483348
Lentils,World,2012,0.552794603
Lentils,World,2013,0.513720524
Lettuce,World,2010,1.104994793
Lettuce,World,2011,1.100953619
Lettuce,World,2012,1.10624947
Lettuce,World,2013,1.107208077
Lima bean,World,2010,0.924199024
Lima bean,World,2011,0.93773723
Lima bean,World,2012,0.917693502
Lima bean,World,2013,0.911657016
Litchi,World,2010,0.896206094
Litchi,World,2011,0.889672304
Litchi,World,2012,0.875462177
Litchi,World,2013,0.880089224
Little millet,World,2010,1.123484768
Little millet,World,2011,1.045354778
Little millet,World,2012,1.114969358
Little millet,World,2013,1.100102633
Longan,World,2010,1.030359003
Longan,World,2011,1.036043593
Longan,World,2012,1.029203414
Longan,World,2013,1.023970978
Loquat,World,2010,0.896206094
Loquat,World,2011,0.889672304
Loquat,World,2012,0.875462177
Loquat,World,2013,0.880089224
Lupins,World,2010,0.951527011
Lupins,World,2011,0.960523342
Lupins,World,2012,0.968484758
Lupins,World,2013,0.967578409
Maca,World,2010,0.999702042
Maca,World,2011,0.998582332
Maca,World,2012,0.999259739
Maca,World,2013,0.999133226
Macadamia nut,World,2010,0.994149452
Macadamia nut,World,2011,0.995188615
Macadamia nut,World,2012,0.994891019
Macadamia nut,World,2013,0.994608971
Mahuwa,World,2010,1.192780078
Mahuwa,World,2011,1.192780078
Mahuwa,World,2012,1.192780078
Mahuwa,World,2013,1.192780078
Maize,World,2010,0.88685092
Maize,World,2011,0.886923053
Maize,World,2012,0.886524978
Maize,World,2013,0.888140074
Mamey sapote,World,2010,0.99833809
Mamey sapote,World,2011,0.997925548
Mamey sapote,World,2012,0.999639892
Mamey sapote,World,2013,0.999857349
Mammee,World,2010,1.002899226
Mammee,World,2011,1.002952436
Mammee,World,2012,1.005144857
Mammee,World,2013,1.00436172
Mandarines,World,2010,1.017312598
Mandarines,World,2011,0.931809529
Mandarines,World,2012,0.905833186
Mandarines,World,2013,0.897101362
Mango,World,2010,1.01494681
Mango,World,2011,1.0150483
Mango,World,2012,1.009153196
Mango,World,2013,1.011999714
Mangosteen,World,2010,0.985037651
Mangosteen,World,2011,0.980006645
Mangosteen,World,2012,0.981288776
Mangosteen,World,2013,0.988349589
Maple sugar,World,2010,0.927724321
Maple sugar,World,2011,0.925580435
Maple sugar,World,2012,0.926078709
Maple sugar,World,2013,0.926141144
Marjoram,World,2010,1.013925051
Marjoram,World,2011,1.013109754
Marjoram,World,2012,1.013763266
Marjoram,World,2013,1.015068794
Mashua,World,2010,0.999702042
Mashua,World,2011,0.998582332
Mashua,World,2012,0.999259739
Mashua,World,2013,0.999133226
Mat bean,World,2010,0.900005166
Mat bean,World,2011,0.915254532
Mat bean,World,2012,0.930832851
Mat bean,World,2013,0.939626528
Mate,World,2010,0.938472127
Mate,World,2011,0.936953969
Mate,World,2012,0.940919548
Mate,World,2013,0.939438471
Mauka,World,2010,0.999702042
Mauka,World,2011,0.998582332
Mauka,World,2012,0.999259739
Mauka,World,2013,0.999133226
Medlar,World,2010,1.001808682
Medlar,World,2011,1.002364268
Medlar,World,2012,1.005717692
Medlar,World,2013,1.002215484
Melons,World,2010,0.982923895
Melons,World,2011,0.981676549
Melons,World,2012,0.947437718
Melons,World,2013,0.970382429
Mombin,World,2010,1.001241602
Mombin,World,2011,1.000867102
Mombin,World,2012,1.004895675
Mombin,World,2013,1.004319601
Mulberry,World,2010,1.00572049
Mulberry,World,2011,1.008894612
Mulberry,World,2012,1.010113203
Mulberry,World,2013,1.009209877
Mung bean,World,2010,1.512820863
Mung bean,World,2011,1.544323775
Mung bean,World,2012,1.585002444
Mung bean,World,2013,1.606837041
Myrtle,World,2010,1.039707693
Myrtle,World,2011,1.046534431
Myrtle,World,2012,1.04238951
Myrtle,World,2013,1.032873662
Naranjilla,World,2010,0.997079222
Naranjilla,World,2011,0.998451762
Naranjilla,World,2012,0.99831757
Naranjilla,World,2013,0.996595415
New Zealand Spinach,World,2010,0.435455683
New Zealand Spinach,World,2011,0.438786278
New Zealand Spinach,World,2012,0.440348224
New Zealand Spinach,World,2013,0.438371265
Noog,World,2010,0.999087895
Noog,World,2011,0.943248751
Noog,World,2012,0.962889455
Noog,World,2013,0.978838605
Nutmeg,World,2010,0.551185166
Nutmeg,World,2011,0.490332544
Nutmeg,World,2012,0.528993433
Nutmeg,World,2013,0.530682225
Oats,World,2010,0.683455956
Oats,World,2011,0.691817623
Oats,World,2012,0.701042029
Oats,World,2013,0.713893433
Oca,World,2010,0.999702042
Oca,World,2011,0.998582332
Oca,World,2012,0.999259739
Oca,World,2013,0.999133226
Oil palm,World,2010,0.928179221
Oil palm,World,2011,0.931904626
Oil palm,World,2012,0.924677343
Oil palm,World,2013,0.928821866
Oiticica,World,2010,1.008209771
Oiticica,World,2011,1.010045051
Oiticica,World,2012,1.007011827
Oiticica,World,2013,1.007205044
Okra,World,2010,1.174666156
Okra,World,2011,1.175401649
Okra,World,2012,1.167174905
Okra,World,2013,1.165399145
Olives,World,2010,0.325682904
Olives,World,2011,0.333774687
Olives,World,2012,0.352971183
Olives,World,2013,0.388324533
Onions,World,2010,0.981565298
Onions,World,2011,0.976488743
Onions,World,2012,0.981806898
Onions,World,2013,0.983586327
Orache,World,2010,0.40300434
Orache,World,2011,0.40524733
Orache,World,2012,0.410782344
Orache,World,2013,0.410817347
Oranges,World,2010,1.017312598
Oranges,World,2011,0.931809529
Oranges,World,2012,0.905833186
Oranges,World,2013,0.897101362
Papayas,World,2010,1.00416552
Papayas,World,2011,1.003068244
Papayas,World,2012,1.006721793
Papayas,World,2013,1.00626052
Parsley,World,2010,1.020406197
Parsley,World,2011,1.02010974
Parsley,World,2012,1.021554321
Parsley,World,2013,1.023037491
Parsnip,World,2010,1.058228711
Parsnip,World,2011,1.057091171
Parsnip,World,2012,1.05926908
Parsnip,World,2013,1.060900233
Passionfruit,World,2010,1.00416552
Passionfruit,World,2011,1.003068244
Passionfruit,World,2012,1.006721793
Passionfruit,World,2013,1.00626052
Pawpaw,World,2010,1.007780959
Pawpaw,World,2011,1.004897054
Pawpaw,World,2012,1.002338625
Pawpaw,World,2013,1.002332865
Peaches and nectarines,World,2010,0.896206094
Peaches and nectarines,World,2011,0.889672304
Peaches and nectarines,World,2012,0.875462177
Peaches and nectarines,World,2013,0.880089224
Pearl millet,World,2010,0.197734475
Pearl millet,World,2011,0.22225774
Pearl millet,World,2012,0.213151188
Pearl millet,World,2013,0.217058974
Pears,World,2010,0.846037875
Pears,World,2011,0.829947486
Pears,World,2012,0.820144126
Pears,World,2013,0.832234332
Peas,World,2010,1.015175044
Peas,World,2011,0.994716732
Peas,World,2012,0.982339366
Peas,World,2013,0.96865193
Pecan,World,2010,0.961566403
Pecan,World,2011,0.951353499
Pecan,World,2012,0.964390309
Pecan,World,2013,0.956187183
Pepper,World,2010,1.151343635
Pepper,World,2011,1.123579931
Pepper,World,2012,1.116584667
Pepper,World,2013,1.170911233
Perilla,World,2010,1.298475686
Perilla,World,2011,1.298475686
Perilla,World,2012,1.29476953
Perilla,World,2013,1.298475686
Persimmons,World,2010,0.896206094
Persimmons,World,2011,0.889672304
Persimmons,World,2012,0.875462177
Persimmons,World,2013,0.880089224
Physic nut,World,2010,1.018600746
Physic nut,World,2011,1.018600746
Physic nut,World,2012,1.01707557
Physic nut,World,2013,1.017196745
Pigeonpeas,World,2010,0.696378519
Pigeonpeas,World,2011,0.679856693
Pigeonpeas,World,2012,0.669901097
Pigeonpeas,World,2013,0.642705161
Pili nut,World,2010,1.034166806
Pili nut,World,2011,1.035301701
Pili nut,World,2012,1.042377016
Pili nut,World,2013,1.041053571
Pine nut,World,2010,0.943799273
Pine nut,World,2011,0.954477488
Pine nut,World,2012,0.944107928
Pine nut,World,2013,0.958048725
Pineapples,World,2010,0.912548447
Pineapples,World,2011,0.904531923
Pineapples,World,2012,0.890996486
Pineapples,World,2013,0.890888494
Pistachios,World,2010,0.949282131
Pistachios,World,2011,0.965318831
Pistachios,World,2012,0.961581466
Pistachios,World,2013,0.961226691
Plantains,World,2010,1.05222361
Plantains,World,2011,1.048909454
Plantains,World,2012,1.048575722
Plantains,World,2013,1.04806618
Plums,World,2010,0.846037875
Plums,World,2011,0.829947486
Plums,World,2012,0.820144126
Plums,World,2013,0.832234332
Pomegranate,World,2010,1.039466478
Pomegranate,World,2011,1.049394235
Pomegranate,World,2012,1.043528012
Pomegranate,World,2013,1.036825578
Pongamia oil,World,2010,1.299684503
Pongamia oil,World,2011,1.299960068
Pongamia oil,World,2012,1.296406373
Pongamia oil,World,2013,1.300169925
Poppies,World,2010,0.974448833
Poppies,World,2011,1.010929718
Poppies,World,2012,0.990926063
Poppies,World,2013,0.908059549
Potatoes,World,2010,0.991875217
Potatoes,World,2011,0.991999902
Potatoes,World,2012,0.992447115
Potatoes,World,2013,0.991023946
Prickly pear,World,2010,1.001164
Prickly pear,World,2011,1.000056467
Prickly pear,World,2012,1.001421006
Prickly pear,World,2013,1.001745144
Proso millet,World,2010,1.026339112
Proso millet,World,2011,0.945495104
Proso millet,World,2012,1.010497977
Proso millet,World,2013,0.996786011
Pumpkin,World,2010,1.030257957
Pumpkin,World,2011,1.029897688
Pumpkin,World,2012,1.030665936
Pumpkin,World,2013,1.03043396
Purging croton,World,2010,2.195461567
Purging croton,World,2011,2.188657123
Purging croton,World,2012,2.210607148
Purging croton,World,2013,2.221851404
Quinces,World,2010,1.005709023
Quinces,World,2011,1.008887507
Quinces,World,2012,1.010219061
Quinces,World,2013,1.008960369
Quinoa,World,2010,0.999709051
Quinoa,World,2011,0.999526791
Quinoa,World,2012,0.999938349
Quinoa,World,2013,0.996116553
Radish,World,2010,1.020406197
Radish,World,2011,1.02010974
Radish,World,2012,1.021554321
Radish,World,2013,1.023037491
Rambutan,World,2010,0.985037651
Rambutan,World,2011,0.980006645
Rambutan,World,2012,0.981288776
Rambutan,World,2013,0.988349589
Rapeseed and Mustards,World,2010,1.043946241
Rapeseed and Mustards,World,2011,1.043659206
Rapeseed and Mustards,World,2012,1.041251086
Rapeseed and Mustards,World,2013,1.040260758
Raspberries,World,2010,0.830444377
Raspberries,World,2011,0.823941718
Raspberries,World,2012,0.819394908
Raspberries,World,2013,0.812788604
Rhubarb,World,2010,0.436366701
Rhubarb,World,2011,0.43968706
Rhubarb,World,2012,0.441355044
Rhubarb,World,2013,0.439248353
Rice (African),World,2010,1.012594086
Rice (African),World,2011,1.012201199
Rice (African),World,2012,1.012672619
Rice (African),World,2013,1.012282656
Rice (Asian),World,2010,0.28215195
Rice (Asian),World,2011,0.283336048
Rice (Asian),World,2012,0.282840767
Rice (Asian),World,2013,0.288621251
Rice bean,World,2010,0.919716358
Rice bean,World,2011,0.932817641
Rice bean,World,2012,0.953949368
Rice bean,World,2013,0.966451715
Runner bean,World,2010,0.924312601
Runner bean,World,2011,0.939476044
Runner bean,World,2012,0.919121158
Runner bean,World,2013,0.914466686
Rye,World,2010,1.022621786
Rye,World,2011,1.02483822
Rye,World,2012,1.022092855
