"crop_name","country_iso2","country_name","year","c_area_harvested","c_production","clp_import_quantity","clp_import_value","clp_export_quantity","clp_export_value","fs_food_supply_quantity_g","fs_food_supply_kcal","fs_protein_supply_quantity","fs_fat_supply_quantity","vap_gross_production_value_us"
"Apricot","","World","2012",0.000736543606655561,0.00203234222155197,0.00132132576137265,0.0068839940445612,0.00128275513795433,0.00719677710762416,0.237604701432045,0.0547445255474453,0.0225140712945591,0.0346534653465346,0.00911078912479648
"Apricot","","World","2013",0.000773372309865323,0.00215235049015312,0.00137211803910113,0.00776556338960407,0.00137008629755441,0.00814325734003868,NA,NA,NA,NA,0.00925032064743088
"Areca nuts","","World","2010",0.00120673464436032,0.000568682321815366,0.0011842035459068,0.0122679816321595,0.000711016021335622,0.0101709177183365,0.0202985679546069,0.0273722627737226,0.0250156347717323,0.113861386138614,0.00435253270728066
"Areca nuts","","World","2011",0.00121650874573092,0.000576318704907962,0.00117695726107062,0.0147623283912179,0.000831936505248801,0.0128595835588794,0.0213793569305593,0.0291970802919708,0.0262664165103189,0.122772277227723,0.00471242395652279
"Areca nuts","","World","2012",0.00137406559850478,0.000705049761192627,0.00125255570498161,0.0162327087830968,0.000947891328103354,0.0139616274797142,0.0215482302080519,0.0291970802919708,0.0262664165103189,0.121782178217822,0.00655703716585959
"Areca nuts","","World","2013",0.001249235372119,0.000613149187748162,0.00107313845721712,0.016051466032437,0.000840296587096549,0.01383970641269,NA,NA,NA,NA,0.00519816559218674
"Arracacha","","World","2010",0.00168716356869902,0.00470631730823653,0.000412079530054638,0.00126208636505733,0.000372432706501837,0.000879928414300038,0.0172588489597406,0.0109489051094891,0.00500312695434647,0.00099009900990099,0.00592231844209781
"Arracacha","","World","2011",0.00174097927244948,0.00494324290343234,0.000442288316442948,0.00143028725008905,0.000427604912241057,0.000950380325995189,0.0177992434477168,0.0109489051094891,0.00500312695434647,0.00099009900990099,0.00701978358278842
"Arracacha","","World","2012",0.00176329218913363,0.00515254826574435,0.000385738342357635,0.00123441937850113,0.000511492888422961,0.0012855381466902,0.0184747365576871,0.0109489051094891,0.00500312695434647,0.00099009900990099,0.00832583114139966
"Arracacha","","World","2013",0.00178055884526596,0.00515813541423346,0.000406644133588749,0.00144599186326719,0.000438747172979808,0.00126774612685978,NA,NA,NA,NA,0.00775037515211373
"Arrowroot","","World","2010",0.00168716356869902,0.00470631730823653,0.000412079530054638,0.00126208636505733,0.000372432706501837,0.000879928414300038,0.0172588489597406,0.0109489051094891,0.00500312695434647,0.00099009900990099,0.00592231844209781
"Arrowroot","","World","2011",0.00174097927244948,0.00494324290343234,0.000442288316442948,0.00143028725008905,0.000427604912241057,0.000950380325995189,0.0177992434477168,0.0109489051094891,0.00500312695434647,0.00099009900990099,0.00701978358278842
"Arrowroot","","World","2012",0.00176329218913363,0.00515254826574435,0.000385738342357635,0.00123441937850113,0.000511492888422961,0.0012855381466902,0.0184747365576871,0.0109489051094891,0.00500312695434647,0.00099009900990099,0.00832583114139966
"Arrowroot","","World","2013",0.00178055884526596,0.00515813541423346,0.000406644133588749,0.00144599186326719,0.000438747172979808,0.00126774612685978,NA,NA,NA,NA,0.00775037515211373
"Artichokes","","World","2010",0.000176169178386671,0.000778373657491237,0.000101038284455367,0.000465421084538676,0.000103653095158304,0.0005021543055631,0.958051877870846,0.12956204379562,0.237023139462164,0.0584158415841584,0.00341909771523976
"Artichokes","","World","2011",0.000178877130551106,0.000803815296851239,8.85942310389888e-05,0.00041484487356527,9.2635450027134e-05,0.000533104826965489,0.967880302620913,0.12956204379562,0.238899312070044,0.0594059405940594,0.00362214276078033
"Artichokes","","World","2012",0.000172368908094558,0.000849788720941332,0.000137520993297017,0.000571603140746718,0.000104262628021474,0.000500195630247141,1,0.133211678832117,0.24577861163227,0.0603960396039604,0.00346268181250486
"Artichokes","","World","2013",0.00017816553166945,0.000845938452589591,0.000167052403643347,0.00070314926671091,0.000123770388677868,0.000631953216479224,NA,NA,NA,NA,0.00366109679267176
"Asparagus","","World","2010",0.00197454845323371,0.00393736213701243,0.00088039765972368,0.00897096441717674,0.000842068295952164,0.00780576118890039,0.958051877870846,0.12956204379562,0.237023139462164,0.0584158415841584,0.0250793716259151
"Asparagus","","World","2011",0.00201281004524214,0.00430674285301996,0.000902450620058147,0.00951015080546714,0.000868960885875233,0.00819178416813096,0.967880302620913,0.12956204379562,0.238899312070044,0.0594059405940594,0.0290622500569357
"Asparagus","","World","2012",0.00205291431840132,0.00435498479085895,0.000956913838917361,0.00931832903075709,0.000958310276511143,0.00896861032978613,1,0.133211678832117,0.24577861163227,0.0603960396039604,0.029983228357849
"Asparagus","","World","2013",0.00202488784415959,0.00417214121548989,0.000918180493549131,0.0113809108747609,0.000895436284416399,0.00991056058624964,NA,NA,NA,NA,0.0328866764267128
"Atemoya","","World","2010",0.00401495302942755,0.0106304873268509,0.00208285758250385,0.00515065733681506,0.00157126735985489,0.0030511674589307,0.222743853012699,0.0510948905109489,0.0212632895559725,0.0326732673267327,0.0294689352034348
"Atemoya","","World","2011",0.00438103188989824,0.0109605765854367,0.00221576258583737,0.00604084662738035,0.00175096306598736,0.00344643158910133,0.229904079978384,0.0529197080291971,0.0218886804252658,0.0336633663366337,0.0359396157529376
"Atemoya","","World","2012",0.00442280025227094,0.0118558049934595,0.00252907905015829,0.00795640962316965,0.00222377906246596,0.00453768985290996,0.237604701432045,0.0547445255474453,0.0225140712945591,0.0346534653465346,0.0382538235160735
"Atemoya","","World","2013",0.0044404296300122,0.0122224465606219,0.00266737301692257,0.00943812068555434,0.00227923300783971,0.00504206168955764,NA,NA,NA,NA,0.0386150737019537
"Avocado","","World","2010",0.000613258408191817,0.00203994547614058,0.00246583998765843,0.01357164843944,0.00224732057615907,0.0126525248295532,0.222743853012699,0.0510948905109489,0.0212632895559725,0.0326732673267327,0.0109079510164467
"Avocado","","World","2011",0.00063265155436738,0.00219479073300102,0.00259542093194723,0.0177061277457535,0.00230780249039524,0.0170087826742312,0.229904079978384,0.0529197080291971,0.0218886804252658,0.0336633663366337,0.0121890594206463
"Avocado","","World","2012",0.000661573757162476,0.0023432584899202,0.00308046314833016,0.0173742438506624,0.0028523537322816,0.0170125964825556,0.237604701432045,0.0547445255474453,0.0225140712945591,0.0346534653465346,0.0123918709566519
"Avocado","","World","2013",0.000700652165007825,0.00245572345074947,0.00350518612071676,0.0221988305580587,0.00329687656776932,0.0213917889483342,NA,NA,NA,NA,0.01315346058755
"Azarole","","World","2010",0.00628430693140934,0.01487235247454,0.00541941803909267,0.0151124277184983,0.00527759288764764,0.0142461099694373,0.222743853012699,0.0510948905109489,0.0212632895559725,0.0326732673267327,0.0281209531144258
"Azarole","","World","2011",0.0066910396851871,0.015423842154487,0.00667689837715368,0.0196074814250369,0.00649288221927134,0.0182898081020216,0.229904079978384,0.0529197080291971,0.0218886804252658,0.0336633663366337,0.0321384012105297
"Azarole","","World","2012",0.00697803969717492,0.016055365041563,0.00672936770685706,0.0208230696609543,0.00646266293443283,0.0186480903713808,0.237604701432045,0.0547445255474453,0.0225140712945591,0.0346534653465346,0.0321412108078353
"Azarole","","World","2013",0.00708483906006908,0.0165836153388909,0.00689341288863662,0.0228533307073685,0.00644546056251669,0.0200700800222409,NA,NA,NA,NA,0.0323634710327429
"Babaco","","World","2010",0.00628430693140934,0.01487235247454,0.00541941803909267,0.0151124277184983,0.00527759288764764,0.0142461099694373,0.222743853012699,0.0510948905109489,0.0212632895559725,0.0326732673267327,0.0281209531144258
"Babaco","","World","2011",0.0066910396851871,0.015423842154487,0.00667689837715368,0.0196074814250369,0.00649288221927134,0.0182898081020216,0.229904079978384,0.0529197080291971,0.0218886804252658,0.0336633663366337,0.0321384012105297
"Babaco","","World","2012",0.00697803969717492,0.016055365041563,0.00672936770685706,0.0208230696609543,0.00646266293443283,0.0186480903713808,0.237604701432045,0.0547445255474453,0.0225140712945591,0.0346534653465346,0.0321412108078353
"Babaco","","World","2013",0.00708483906006908,0.0165836153388909,0.00689341288863662,0.0228533307073685,0.00644546056251669,0.0200700800222409,NA,NA,NA,NA,0.0323634710327429
"Badian","","World","2010",0.00130516372157648,0.000435015644286582,0.000784480665908284,0.00394894257537025,0.000716837737437635,0.00440607032308781,0.00604566333423399,0.0109489051094891,0.0118824265165729,0.0158415841584158,0.00491660312293955
"Badian","","World","2011",0.00149869646644901,0.000500647943319292,0.000840612742677376,0.00485378897181921,0.000799520193067936,0.00516758948029139,0.00702512834369089,0.0127737226277372,0.0143839899937461,0.0188118811881188,0.00578303460182376
"Badian","","World","2012",0.00144071223306301,0.000485710143118813,0.000909563068498939,0.00486091362066938,0.000859671605040519,0.0049327555269913,0.00685625506619833,0.0127737226277372,0.0137585991244528,0.0188118811881188,0.00503242082652173
"Badian","","World","2013",0.00138327208209041,0.000476358439708903,0.0011112026206084,0.00611679490434879,0.00106883077526116,0.00640470434119675,NA,NA,NA,NA,0.00490753162731602
"Bambara bean","","World","2010",0.000277333896439711,7.97376798394708e-05,0,0,0,0,NA,NA,NA,NA,0.000118058770494962
"Bambara bean","","World","2011",0.000279389780368231,7.12294386579398e-05,0,0,0,0,NA,NA,NA,NA,0.000112379790091581
"Bambara bean","","World","2012",0.000291092397774145,8.19625480989923e-05,7.21623993109534e-06,5.40625711290437e-05,4.17462285397905e-06,1.21058214462091e-05,NA,NA,NA,NA,0.000125137196454121
"Bambara bean","","World","2013",0.00030945137203415,8.26098685498245e-05,2.04851625598846e-06,7.70037805018032e-06,4.67850335419975e-06,1.75676781642777e-05,NA,NA,NA,NA,0.000146248872180088
"Bamboo shoot","","World","2010",0.0254742002536413,0.136574067640941,0.00655319804019706,0.0198329033955589,0.00880771194632019,0.0281983409847503,0.958051877870846,0.12956204379562,0.237023139462164,0.0584158415841584,0.222324788175722
"Bamboo shoot","","World","2011",0.0254354776452367,0.13713760032086,0.00712436534269176,0.0216637542365573,0.00914530375436322,0.0284333302515116,0.967880302620913,0.12956204379562,0.238899312070044,0.0594059405940594,0.255971554882383
"Bamboo shoot","","World","2012",0.0263429932664624,0.142978694568472,0.00669586763768413,0.0206862220286066,0.00813265023680677,0.0259219374698514,1,0.133211678832117,0.24577861163227,0.0603960396039604,0.264460412890408
"Bamboo shoot","","World","2013",0.0273531051101061,0.146157786791417,0.00717187180034564,0.0253501083230492,0.00781017755280531,0.0284836431844074,NA,NA,NA,NA,0.273154901621517
"Bananas","","World","2010",0.00747606061954709,0.0571414029893356,0.0489840141903507,0.0936671827039434,0.0473833645456601,0.0698771914891157,0.114563631450959,0.0383211678832117,0.0175109443402126,0.00693069306930693,0.101092407120973
"Bananas","","World","2011",0.00760917252785907,0.0575437150158495,0.0511329896835328,0.104598337126149,0.0507128687303362,0.0763897696576257,0.11500270197244,0.0383211678832117,0.0175109443402126,0.00693069306930693,0.122675848313454
"Bananas","","World","2012",0.00730111112718131,0.0566918744310584,0.0500211178809475,0.0997759573806864,0.0517401537456436,0.0744604227002531,0.113212645231019,0.0383211678832117,0.0168855534709193,0.00693069306930693,0.129584140422545
"Bananas","","World","2013",0.0073178129343959,0.0581138423714577,0.0537100258649213,0.111327635933162,0.0544463794238263,0.0836003006350897,NA,NA,NA,NA,0.11706420413968
"Barley","","World","2010",0.0656299895723214,0.0648388950255469,0.0993920148514042,0.130985189806123,0.103403620129996,0.13634728020891,0.00874763577411511,0.0127737226277372,0.0118824265165729,0.00297029702970297,0.0663411836336741
"Barley","","World","2011",0.0670648525733318,0.0697976315518577,0.0993394881632456,0.153321627639224,0.102954242703882,0.163908913659564,0.00911915698459876,0.0127737226277372,0.0125078173858662,0.00297029702970297,0.0900278992285628
"Barley","","World","2012",0.0690055308580058,0.0695243192906052,0.110416632234523,0.165901342644474,0.115142022972172,0.178344445651959,0.00915293164009727,0.0127737226277372,0.0125078173858662,0.00297029702970297,0.096697305034614
"Barley","","World","2013",0.06890775938676,0.0754179006572091,0.117755867812983,0.179972220266475,0.122174661441473,0.190039152366431,NA,NA,NA,NA,0.101063656137813
"Bay leaf","","World","2010",0.00128377006881727,0.0011061134215406,0.000888050916456053,0.00948392314191097,0.00102701682084769,0.0112339348177878,0.00604566333423399,0.0109489051094891,0.0118824265165729,0.0158415841584158,0.00614472476361492
"Bay leaf","","World","2011",0.00139622068975604,0.00127647123185315,0.000999096885660675,0.0108464662561318,0.00112392441898691,0.0125125701439812,0.00702512834369089,0.0127737226277372,0.0143839899937461,0.0188118811881188,0.00711159838862856
"Bay leaf","","World","2012",0.00135492026594754,0.00119314936339233,0.00102251825485414,0.00996309775733886,0.00123361053497312,0.0128227915256316,0.00685625506619833,0.0127737226277372,0.0137585991244528,0.0188118811881188,0.00675910261468299
"Bay leaf","","World","2013",0.00136028356179878,0.00122995407961833,0.00103937890931843,0.0106108170960707,0.00133769436668807,0.0160393764492418,NA,NA,NA,NA,0.00666914074473256
"Beech nut","","World","2010",0.00224994968033725,0.00149882396624156,0.00124470579068867,0.00446204523240449,0.00114057143873882,0.00314050721321013,0.00111456363145096,0.00182481751824818,0.00437773608505316,0.00891089108910891,0.00284073716985972
"Beech nut","","World","2011",0.00228546455603983,0.00175138463776929,0.00131537960152027,0.00475738631577251,0.00179064771893216,0.00356674775036001,0.00124966225344501,0.00182481751824818,0.00500312695434647,0.00891089108910891,0.00429160959382657
"Beech nut","","World","2012",0.00234753840634493,0.0019057776642579,0.00104382282391642,0.00436516280202444,0.00152229613511032,0.00399971853749424,0.00124966225344501,0.00182481751824818,0.00500312695434647,0.00891089108910891,0.00469848827911538
"Beech nut","","World","2013",0.0023911134545942,0.00196037133542395,0.00113796170562162,0.00599346091572368,0.00185245435125762,0.00561481459175145,NA,NA,NA,NA,0.00478160088146121
"Beets","","World","2010",0.0254742002536413,0.136574067640941,0.007534598476761,0.0037680276705049,0.00750052673121,0.00334764359926694,0.958051877870846,0.12956204379562,0.237023139462164,0.0584158415841584,0.222324788175722
"Beets","","World","2011",0.0254354776452367,0.13713760032086,0.00753792526716073,0.00497082992043862,0.00727856195279289,0.00439367976029611,0.967880302620913,0.12956204379562,0.238899312070044,0.0594059405940594,0.255971554882383
"Beets","","World","2012",0.0263429932664624,0.142978694568472,0.00910508390467203,0.0062295178839681,0.00866204171912735,0.00548330723276237,1,0.133211678832117,0.24577861163227,0.0603960396039604,0.264460412890408
"Beets","","World","2013",0.0273531051101061,0.146157786791417,0.00797086142405634,0.00625319474731865,0.00831436959204496,0.00604426494043233,NA,NA,NA,NA,0.273154901621517
"Black gram","","World","2010",0.0449755925252341,0.0244576502245234,0.00982046675158832,0.0295456149245641,0.0113195941664097,0.0336950483178021,0.0243515266144285,0.0437956204379562,0.0975609756097561,0.0108910891089109,0.0967234171355996
"Black gram","","World","2011",0.0445926055769392,0.0242897476044504,0.0105207697875055,0.0328523795547526,0.0131564173860206,0.041780114881053,0.0237773574709538,0.0437956204379562,0.0950594121325829,0.0099009900990099,0.119852758827373
"Black gram","","World","2012",0.042702135161997,0.0248497118712257,0.0109580651869939,0.0344186348509115,0.0129693801951807,0.0427434638810565,0.0228654417724939,0.041970802919708,0.091307066916823,0.0099009900990099,0.109104459821827
"Black gram","","World","2013",0.0429545686353132,0.0251504503269815,0.0111215531723518,0.0358603407301342,0.0123444356321946,0.0401904988629545,NA,NA,NA,NA,0.117620439169971
"Black salsify","","World","2010",0.0254742002536413,0.136574067640941,0.00655319804019706,0.0198329033955589,0.00880771194632019,0.0281983409847503,0.958051877870846,0.12956204379562,0.237023139462164,0.0584158415841584,0.222324788175722
"Black salsify","","World","2011",0.0254354776452367,0.13713760032086,0.00712436534269176,0.0216637542365573,0.00914530375436322,0.0284333302515116,0.967880302620913,0.12956204379562,0.238899312070044,0.0594059405940594,0.255971554882383
"Black salsify","","World","2012",0.0263429932664624,0.142978694568472,0.00669586763768413,0.0206862220286066,0.00813265023680677,0.0259219374698514,1,0.133211678832117,0.24577861163227,0.0603960396039604,0.264460412890408
"Black salsify","","World","2013",0.0273531051101061,0.146157786791417,0.00717187180034564,0.0253501083230492,0.00781017755280531,0.0284836431844074,NA,NA,NA,NA,0.273154901621517
"Blueberry","","World","2010",0.000104184167782401,0.000170007068849751,0.000309151147933746,0.00445638389527102,0.000226277562053412,0.00319985421243111,0.222743853012699,0.0510948905109489,0.0212632895559725,0.0326732673267327,0.00225094373176506
"Blueberry","","World","2011",0.000112443698770652,0.000191113080982206,0.000347870836526936,0.00511597764875313,0.0002473159274551,0.00388376841019976,0.229904079978384,0.0529197080291971,0.0218886804252658,0.0336633663366337,0.0030986524904449
"Blueberry","","World","2012",0.000114066254975518,0.000209100806946151,0.000373365304171464,0.00510900492844186,0.000296092101683453,0.00489915604822328,0.237604701432045,0.0547445255474453,0.0225140712945591,0.0346534653465346,0.00336354707587643
"Blueberry","","World","2013",0.000119361713579282,0.000224858932007148,0.000428587839722897,0.00632544876192034,0.000322204489541665,0.00531625897674056,NA,NA,NA,NA,0.00315804693687112
"Brazil nut","","World","2010",1.55001188307833e-05,5.57047906726283e-05,9.65042351421123e-05,0.00141372703934977,8.22246287241869e-05,0.00132140692769654,0.0202985679546069,0.0273722627737226,0.0250156347717323,0.113861386138614,0.00023385250537051
"Brazil nut","","World","2011",1.55001188307833e-05,5.74895230935254e-05,8.16757088037638e-05,0.00185870973728797,8.77104244927187e-05,0.00209109729866317,0.0213793569305593,0.0291970802919708,0.0262664165103189,0.122772277227723,0.000288220971939646
"Brazil nut","","World","2012",1.52232321064034e-05,5.69263385258234e-05,7.55765930709342e-05,0.00166205823428892,8.16990759443868e-05,0.00183802264220037,0.0215482302080519,0.0291970802919708,0.0262664165103189,0.121782178217822,0.000245907327767741
"Brazil nut","","World","2013",1.52232321064034e-05,5.70288791333882e-05,8.79796761621923e-05,0.00172270970626256,8.80815622805157e-05,0.00184933463928945,NA,NA,NA,NA,0.000242001785469319
"Breadfruit","","World","2010",0.00401495302942755,0.0106304873268509,0.00208285758250385,0.00515065733681506,0.00157126735985489,0.0030511674589307,0.222743853012699,0.0510948905109489,0.0212632895559725,0.0326732673267327,0.0294689352034348
"Breadfruit","","World","2011",0.00438103188989824,0.0109605765854367,0.00221576258583737,0.00604084662738035,0.00175096306598736,0.00344643158910133,0.229904079978384,0.0529197080291971,0.0218886804252658,0.0336633663366337,0.0359396157529376
"Breadfruit","","World","2012",0.00442280025227094,0.0118558049934595,0.00252907905015829,0.00795640962316965,0.00222377906246596,0.00453768985290996,0.237604701432045,0.0547445255474453,0.0225140712945591,0.0346534653465346,0.0382538235160735
"Breadfruit","","World","2013",0.0044404296300122,0.0122224465606219,0.00266737301692257,0.00943812068555434,0.00227923300783971,0.00504206168955764,NA,NA,NA,NA,0.0386150737019537
"Buckwheat","","World","2010",0.00264470985215283,0.00076444338449124,0.000493427476257444,0.000938878389160874,0.000337878965747455,0.000692473695184649,0.00712645231018644,0.0109489051094891,0.0112570356472795,0.00198019801980198,0.00213348860740687
"Buckwheat","","World","2011",0.00323611774449021,0.00124469100539783,0.000466163090567742,0.00122303273432308,0.000335562740867408,0.000939180499739181,0.00729532558767901,0.0127737226277372,0.0112570356472795,0.00198019801980198,0.00407737992190594
