"crop_name","country_iso2","country_name","year","c_area_harvested","c_production","clp_import_quantity","clp_import_value","clp_export_quantity","clp_export_value","fs_food_supply_quantity_g","fs_food_supply_kcal","fs_protein_supply_quantity","fs_fat_supply_quantity","vap_gross_production_value_us","gp_index_crops","gp_index_crops_lives_products","gp_index_food_supply","gp_index_value_agricultural_production","compose_index"
"Kumquat","","World","2013",1383198,15813981,1286199,1180268,1238782,966861,NA,NA,NA,NA,8206.261198,0.00511510847765814,0.00616231490042353,NA,0.0234907576433168,0.0115893936737995
"Lablab","","World","2010",4832256,3595071,NA,NA,NA,NA,NA,NA,NA,NA,2323.360526,0.00428995195801967,NA,NA,0.00665025599458286,0.00547010397630126
"Lablab","","World","2011",4996230,3640423,NA,NA,NA,NA,NA,NA,NA,NA,2533.337487,0.00441538167541494,NA,NA,0.00725133997595058,0.00583336082568276
"Lablab","","World","2012",5877968,4217669,NA,NA,NA,NA,NA,NA,NA,NA,3029.011416,0.00517750773559712,NA,NA,0.00867026544893856,0.00692388659226784
"Lablab","","World","2013",6044349,4562293,NA,NA,NA,NA,NA,NA,NA,NA,3269.198798,0.00538328960015668,NA,NA,0.00935783034729353,0.00737055997372511
"Leeks and other alliaceous vegetables","","World","2010",128404,2099604,294443,370158,276214,325008,283.67,71,3.79,0.59,2781.65806,0.000640671412597946,0.00182917834782592,0.345763225678197,0.00796218709919452,0.0890488156344539
"Leeks and other alliaceous vegetables","","World","2011",131623,2133680,317187,381822,293169,305470,286.58,71,3.82,0.6,2172.630163,0.000651859078367209,0.00183736275348967,0.348936899770159,0.00621877243432196,0.0894112235090845
"Leeks and other alliaceous vegetables","","World","2012",134163,2189701,312254,426353,278791,306255,296.09,73,3.93,0.61,2311.255718,0.000668346610032118,0.00191497016045303,0.359846582517087,0.00661560454448242,0.0922613759580136
"Leeks and other alliaceous vegetables","","World","2013",129699,2193200,334219,489461,285832,346989,NA,NA,NA,NA,2539.655446,0.00066617652748514,0.00214876254402084,NA,0.00726942588371757,0.00336145498507452
"Lemons and limes","","World","2010",1039620,14708640,2355142,2255112,2509982,2225807,5.27,1,0.02,0.03,8994.444769,0.00458665663145163,0.0126175512130139,0.00595284126968902,0.0257470266961168,0.0122260189525679
"Lemons and limes","","World","2011",956439,15048076,2480276,2221245,2610223,2269960,5.38,1,0.02,0.03,9503.310796,0.00461832343123174,0.0127984283177689,0.00604572157230993,0.0272037161159239,0.0126665473593086
"Lemons and limes","","World","2012",973439,15008334,2671623,2412683,2799248,2323604,5.65,1,0.02,0.03,10363.203223,0.0046196419661824,0.0135555194493957,0.0062737004969249,0.0296652602829962,0.0135285305488748
"Lemons and limes","","World","2013",1003349,15421905,2736734,2826408,2777046,2672682,NA,NA,NA,NA,10806.30705,0.00474908417512914,0.0151650113651755,NA,0.0309336975973758,0.0169492643792268
"Lentils","","World","2010",4287457,4724483,1884949,1772961,1993725,1725675,NA,NA,NA,NA,3266.137171,0.00420978316924905,0.00990414655986623,NA,0.00934906607649993,0.00782099860187173
"Lentils","","World","2011",4152206,4453542,1920973,1669366,1961193,1544952,NA,NA,NA,NA,2923.581236,0.00404492308987896,0.00930977671096303,NA,0.00836845904099309,0.00724105294727836
"Lentils","","World","2012",4191639,4491056,1968192,1456852,2063599,1357922,NA,NA,NA,NA,2834.000476,0.00408208263013433,0.00858309856765959,NA,0.00811202347959478,0.0069257348924629
"Lentils","","World","2013",4056695,5192561,2508623,1898095,2664668,1794317,NA,NA,NA,NA,2965.313101,0.00417311507071998,0.0111826374975658,NA,0.00848792145936813,0.00794789134255131
"Lettuce","","World","2010",1166655,25331467,1793623,2374063,1774506,2280488,283.67,71,3.79,0.59,15599.237458,0.00746759530335322,0.0120917609884776,0.345763225678197,0.0446540299535484,0.102494152980894
"Lettuce","","World","2011",1170074,25707071,1882694,2335458,1821552,2148219,286.58,71,3.82,0.6,13845.85012,0.00756871753715235,0.0118219491190729,0.348936899770159,0.0396347505193403,0.101990579236431
"Lettuce","","World","2012",1179659,26235477,1930007,2498750,1967602,2346971,296.09,73,3.93,0.61,14266.635608,0.00771428338985168,0.0127083345486869,0.359846582517087,0.0408392989384824,0.105277124848527
"Lettuce","","World","2013",1161435,25108869,2028689,2709601,2068512,2484425,NA,NA,NA,NA,14972.333839,0.00740545543374696,0.0135620707032236,NA,0.0428594439120714,0.021275656683014
"Lima bean","","World","2010",32486941,46510911,3595456,3694939,4178460,3905076,7.22,24,1.56,0.11,33788.661932,0.0347166213748787,0.021095181040091,0.0441498029427629,0.0967234171355996,0.0491712556233331
"Lima bean","","World","2011",32210303,46191613,3851850,4108479,4856496,4842092,7.05,24,1.52,0.1,41868.44617,0.0344411765906948,0.0245774204023329,0.0431333450351257,0.119852758827373,0.0555011752138817
"Lima bean","","World","2012",30844784,47256489,4011952,4304353,4787454,4953739,6.78,23,1.46,0.1,38113.737625,0.0337759235166113,0.0252723860285356,0.0415110754270087,0.109104459821827,0.0524159611984956
"Lima bean","","World","2013",31027121,47828399,4071808,4484651,4556765,4657864,NA,NA,NA,NA,41088.628853,0.0340525094811474,0.0248792070994088,NA,0.117620439169971,0.0588507185835091
"Litchi","","World","2010",4539566,28282688,1984150,1889942,1948145,1651048,65.96,28,0.34,0.33,9823.729645,0.0105783297029747,0.010013887153669,0.0819438251015883,0.0281209531144258,0.0326642487681644
"Litchi","","World","2011",4833356,29331448,2444537,2452088,2396751,2119691,68.08,29,0.35,0.34,11227.146752,0.011057440919837,0.0127667675308709,0.0845939586923702,0.0321384012105297,0.035139142088402
"Litchi","","World","2012",5040661,30532406,2463747,2604108,2385596,2161214,70.36,30,0.36,0.35,11228.12823,0.0115167023693689,0.0131657976684062,0.0873791909051461,0.0321412108078353,0.0360507254376891
"Litchi","","World","2013",5117804,31536972,2523807,2858010,2379246,2326015,NA,NA,NA,NA,11305.770503,0.01183422719948,0.0140655710451907,NA,0.0323634710327429,0.0194210897591379
"Longan","","World","2010",2900373,20215994,762573,644135,580010,353614,65.96,28,0.34,0.33,10294.620887,0.00732272017813924,0.00296398743452612,0.0819438251015883,0.0294689352034348,0.0304248669794221
"Longan","","World","2011",3164798,20843720,811232,755461,646342,399423,68.08,29,0.35,0.34,12555.026886,0.00767080423766747,0.0033635009670766,0.0845939586923702,0.0359396157529376,0.032891969912513
"Longan","","World","2012",3194968,22546163,925943,995019,820875,525894,70.36,30,0.36,0.35,13363.450215,0.00813930262286523,0.00431173939717596,0.0873791909051461,0.0382538235160735,0.0345210141103152
"Longan","","World","2013",3207702,23243400,976575,1180320,841345,584348,NA,NA,NA,NA,13489.645919,0.00833143809531704,0.00485669709996857,NA,0.0386150737019537,0.0172677362990798
"Loquat","","World","2010",4539566,28282688,1984150,1889942,1948145,1651048,65.96,28,0.34,0.33,9823.729645,0.0105783297029747,0.010013887153669,0.0819438251015883,0.0281209531144258,0.0326642487681644
"Loquat","","World","2011",4833356,29331448,2444537,2452088,2396751,2119691,68.08,29,0.35,0.34,11227.146752,0.011057440919837,0.0127667675308709,0.0845939586923702,0.0321384012105297,0.035139142088402
"Loquat","","World","2012",5040661,30532406,2463747,2604108,2385596,2161214,70.36,30,0.36,0.35,11228.12823,0.0115167023693689,0.0131657976684062,0.0873791909051461,0.0321412108078353,0.0360507254376891
"Loquat","","World","2013",5117804,31536972,2523807,2858010,2379246,2326015,NA,NA,NA,NA,11305.770503,0.01183422719948,0.0140655710451907,NA,0.0323634710327429,0.0194210897591379
"Lupins","","World","2010",1018547,1264793,NA,NA,NA,NA,NA,NA,NA,NA,289.077531,0.00103735098406043,NA,NA,0.00082687939155038,0.000932115187805404
"Lupins","","World","2011",1029592,1147081,NA,NA,NA,NA,NA,NA,NA,NA,314.948832,0.00101404713412796,NA,NA,0.000900939062355135,0.000957493098241547
"Lupins","","World","2012",956366,1324254,NA,NA,NA,NA,NA,NA,NA,NA,327.029182,0.00100994201224752,NA,NA,0.000935520498526675,0.000972731255387096
"Lupins","","World","2013",725934,816901,NA,NA,NA,NA,NA,NA,NA,NA,208.306938,0.000717037505836455,NA,NA,0.000595663979218204,0.00065635074252733
"Maca","","World","2010",1218971,8950085,150870,157835,137478,101979,5.12,6,0.08,0.01,2069.069745,0.00319674043846777,0.000731631753978461,0.00855024500836928,0.00592231844209781,0.00460023391072833
"Maca","","World","2011",1257843,9400643,161930,178870,157844,110144,5.28,6,0.08,0.01,2452.447779,0.00334211108794091,0.000812640201192061,0.00868534363036334,0.00701978358278842,0.00496496962557118
"Maca","","World","2012",1273960,9798676,141226,154375,188810,148987,5.48,6,0.08,0.01,2908.690011,0.00345792022743899,0.000854297188992981,0.0088542169078559,0.00832583114139966,0.00537306636642188
"Maca","","World","2013",1286432,9809301,148880,180834,161957,146925,NA,NA,NA,NA,2707.665689,0.00346934712974971,0.000889782324173882,NA,0.00775037515211373,0.00403650153534577
"Macadamia nut","","World","2010",581028,826771,433559,1534219,262461,1178755,6.02,15,0.4,1.15,1912.534388,0.000619326202774287,0.00608352972943461,0.0466369629096689,0.00547421739728662,0.0147035090597911
"Macadamia nut","","World","2011",567099,845615,430906,1846159,307097,1490357,6.34,16,0.42,1.24,2195.251104,0.000614638866632394,0.00740770142910418,0.049903782740143,0.00628352756371239,0.016052412649898
"Macadamia nut","","World","2012",589226,867286,458584,2030043,349900,1618078,6.39,16,0.42,1.23,1971.314058,0.000635653387768627,0.008098695823974,0.0496984763070408,0.00564248118155522,0.0160188266750847
"Macadamia nut","","World","2013",578129,877768,392896,2007377,310183,1603948,NA,NA,NA,NA,2008.074412,0.000630727833839299,0.00795115187236017,NA,0.00574771205942666,0.00477653058854204
"Mahuwa","","World","2010",1625481,2850441,455710,558018,421025,363968,0.34,1,0.07,0.09,992.579453,0.00187438682328941,0.00249695741876053,0.0040570020809653,0.00284073716985972,0.00281727087321874
"Mahuwa","","World","2011",1651134,3330732,481585,594953,660991,413367,0.38,1,0.08,0.09,1499.413426,0.00201842459690456,0.00285754034664624,0.00424712445378714,0.00429160959382657,0.00335367474779113
"Mahuwa","","World","2012",1695971,3624339,382163,545902,561933,463546,0.38,1,0.08,0.09,1641.548556,0.00212665803530142,0.00273275007463636,0.00424712445378714,0.00469848827911538,0.00345125521071007
"Mahuwa","","World","2013",1727446,3728159,416629,749535,683806,650727,NA,NA,NA,NA,1670.582322,0.00217574239500907,0.00364967289108859,NA,0.00478160088146121,0.00353567205585296
"Maize","","World","2010",165150319,861852488,112613614,29594051,113272160,25816539,48.48,151,3.46,2.07,194925.218594,0.340921828178779,0.268461442068452,0.21514723407044,0.557995942278399,0.345631611649017
"Maize","","World","2011",172349788,896705836,113868442,40967935,114845332,37889314,48.99,152,3.51,2.06,243009.454656,0.355069225444303,0.319163367226579,0.21656827914175,0.69564277703363,0.396610912211566
"Maize","","World","2012",179960709,885119013,123329473,43435225,125672052,39774659,49.39,154,3.54,2.1,261439.623388,0.357291171701759,0.341955413510078,0.21927757661773,0.748401323237704,0.416731371266818
"Maize","","World","2013",187074717,1026390806,125854981,43607369,129559406,38980918,NA,NA,NA,NA,279817.458352,0.399359442212049,0.344944595198809,NA,0.801010057817305,0.515104698409388
"Mamey sapote","","World","2010",2900373,20215994,762573,644135,580010,353614,65.96,28,0.34,0.33,10294.620887,0.00732272017813924,0.00296398743452612,0.0819438251015883,0.0294689352034348,0.0304248669794221
"Mamey sapote","","World","2011",3164798,20843720,811232,755461,646342,399423,68.08,29,0.35,0.34,12555.026886,0.00767080423766747,0.0033635009670766,0.0845939586923702,0.0359396157529376,0.032891969912513
"Mamey sapote","","World","2012",3194968,22546163,925943,995019,820875,525894,70.36,30,0.36,0.35,13363.450215,0.00813930262286523,0.00431173939717596,0.0873791909051461,0.0382538235160735,0.0345210141103152
"Mamey sapote","","World","2013",3207702,23243400,976575,1180320,841345,584348,NA,NA,NA,NA,13489.645919,0.00833143809531704,0.00485669709996857,NA,0.0386150737019537,0.0172677362990798
"Mammee","","World","2010",2900373,20215994,762573,644135,580010,353614,65.96,28,0.34,0.33,10294.620887,0.00732272017813924,0.00296398743452612,0.0819438251015883,0.0294689352034348,0.0304248669794221
"Mammee","","World","2011",3164798,20843720,811232,755461,646342,399423,68.08,29,0.35,0.34,12555.026886,0.00767080423766747,0.0033635009670766,0.0845939586923702,0.0359396157529376,0.032891969912513
"Mammee","","World","2012",3194968,22546163,925943,995019,820875,525894,70.36,30,0.36,0.35,13363.450215,0.00813930262286523,0.00431173939717596,0.0873791909051461,0.0382538235160735,0.0345210141103152
"Mammee","","World","2013",3207702,23243400,976575,1180320,841345,584348,NA,NA,NA,NA,13489.645919,0.00833143809531704,0.00485669709996857,NA,0.0386150737019537,0.0172677362990798
"Mandarines","","World","2010",6371904,94511489,24808461,22049124,27226675,21803848,34.2,9,0.17,0.03,35541.623828,0.0292598881848615,0.126490963043071,0.0363752116553355,0.10174147869157,0.0734668853937096
"Mandarines","","World","2011",6324053,99695868,26287513,24921884,28377641,24576704,36.35,10,0.18,0.04,44688.684561,0.0305898658733849,0.140004652411768,0.0390506762377412,0.127926026067718,0.0843928051476529
"Mandarines","","World","2012",6242567,98122077,26400485,24731415,27996376,24151593,34.59,10,0.17,0.03,42040.366123,0.0301196714704304,0.138525799823897,0.037160718926008,0.120344900104843,0.0815377725812946
"Mandarines","","World","2013",6498380,101955304,27509953,26672893,29313830,25216805,NA,NA,NA,NA,45146.520433,0.0313045993384996,0.146354577530212,NA,0.129236635610041,0.102298604159585
"Mango","","World","2010",4998207,37539772,1018569,1172802,1349464,1156038,65.96,28,0.34,0.33,29790.472339,0.0133297241432075,0.00644768178470218,0.0819438251015883,0.0852781247217169,0.0467498389378037
"Mango","","World","2011",5202368,40083200,1098288,1334864,1438886,1371521,68.08,29,0.35,0.34,34588.340279,0.014139777697541,0.00735147560124545,0.0845939586923702,0.0990125913494712,0.051274450835157
"Mango","","World","2012",5438753,42418914,1116492,1359168,1483611,1464013,70.36,30,0.36,0.35,33036.074627,0.0149175241188015,0.00764229894031619,0.0873791909051461,0.0945690466205591,0.0511270151462057
"Mango","","World","2013",5582728,44510869,1189101,1652571,1648185,1689744,NA,NA,NA,NA,33152.868662,0.0155672125385124,0.0088767999075484,NA,0.0949033834126694,0.0397824652862434
"Mangosteen","","World","2010",4998207,37539772,1018569,1172802,1349464,1156038,65.96,28,0.34,0.33,29790.472339,0.0133297241432075,0.00644768178470218,0.0819438251015883,0.0852781247217169,0.0467498389378037
"Mangosteen","","World","2011",5202368,40083200,1098288,1334864,1438886,1371521,68.08,29,0.35,0.34,34588.340279,0.014139777697541,0.00735147560124545,0.0845939586923702,0.0990125913494712,0.051274450835157
"Mangosteen","","World","2012",5438753,42418914,1116492,1359168,1483611,1464013,70.36,30,0.36,0.35,33036.074627,0.0149175241188015,0.00764229894031619,0.0873791909051461,0.0945690466205591,0.0511270151462057
"Mangosteen","","World","2013",5582728,44510869,1189101,1652571,1648185,1689744,NA,NA,NA,NA,33152.868662,0.0155672125385124,0.0088767999075484,NA,0.0949033834126694,0.0397824652862434
"Maple sugar","","World","2010",107036,900133,0,0,0,0,62.18,217,0.01,0,20.141649,0.000310509649175512,0,0.151646956390852,5.70184986441288e-05,0.0380036211346679
"Maple sugar","","World","2011",118087,944160,0,0,0,0,63.3,221,0.01,0,21.994038,0.000329735120048843,0,0.154417464263059,6.23211820902512e-05,0.0387023801412994
"Maple sugar","","World","2012",119902,929269,182,336,574,3819,64.17,224,0.01,0,19.826637,0.000327076282824185,9.42279207111396e-06,0.156520676158837,5.61167393928431e-05,0.0392283229932814
"Maple sugar","","World","2013",121501,946149,171,379,460,539,NA,NA,NA,NA,21.515552,0.000332621305340006,2.34864190770954e-06,NA,6.09514591047436e-05,0.000131973802117486
"Marjoram","","World","2010",18400753,259721091,2399248,2480279,3251236,3268037,283.67,71,3.79,0.59,77665.050267,0.0810241339472912,0.0158480385917066,0.345763225678197,0.222324788175722,0.166240046598229
"Marjoram","","World","2011",18372783,260792753,2608363,2709243,3375853,3295271,286.58,71,3.82,0.6,89418.891726,0.0812865389830482,0.016591688396281,0.348936899770159,0.255971554882383,0.175696670507968
"Marjoram","","World","2012",19028297,271900678,2451482,2586994,3002047,3004214,296.09,73,3.93,0.61,92384.308643,0.0846608439174669,0.0153591693432372,0.359846582517087,0.264460412890408,0.18108175216705
"Marjoram","","World","2013",19757918,277946312,2625756,3170254,2883011,3301102,NA,NA,NA,NA,95421.558641,0.0867554459507617,0.0172039502151519,NA,0.273154901621517,0.125704765929144
"Mashua","","World","2010",1218971,8950085,150870,157835,137478,101979,5.12,6,0.08,0.01,2069.069745,0.00319674043846777,0.000731631753978461,0.00855024500836928,0.00592231844209781,0.00460023391072833
"Mashua","","World","2011",1257843,9400643,161930,178870,157844,110144,5.28,6,0.08,0.01,2452.447779,0.00334211108794091,0.000812640201192061,0.00868534363036334,0.00701978358278842,0.00496496962557118
"Mashua","","World","2012",1273960,9798676,141226,154375,188810,148987,5.48,6,0.08,0.01,2908.690011,0.00345792022743899,0.000854297188992981,0.0088542169078559,0.00832583114139966,0.00537306636642188
"Mashua","","World","2013",1286432,9809301,148880,180834,161957,146925,NA,NA,NA,NA,2707.665689,0.00346934712974971,0.000889782324173882,NA,0.00775037515211373,0.00403650153534577
"Mat bean","","World","2010",32486941,46510911,3595456,3694939,4178460,3905076,7.22,24,1.56,0.11,33788.661932,0.0347166213748787,0.021095181040091,0.0441498029427629,0.0967234171355996,0.0491712556233331
"Mat bean","","World","2011",32210303,46191613,3851850,4108479,4856496,4842092,7.05,24,1.52,0.1,41868.44617,0.0344411765906948,0.0245774204023329,0.0431333450351257,0.119852758827373,0.0555011752138817
"Mat bean","","World","2012",30844784,47256489,4011952,4304353,4787454,4953739,6.78,23,1.46,0.1,38113.737625,0.0337759235166113,0.0252723860285356,0.0415110754270087,0.109104459821827,0.0524159611984956
"Mat bean","","World","2013",31027121,47828399,4071808,4484651,4556765,4657864,NA,NA,NA,NA,41088.628853,0.0340525094811474,0.0248792070994088,NA,0.117620439169971,0.0588507185835091
"Mate","","World","2010",290703,766518,262072,904950,266829,1053127,2,1,0.2,NA,195.368913,0.000402516359115854,0.00444044760998358,NA,0.000558627346527653,0.00180053043854236
"Mate","","World","2011",267984,774524,284225,1011255,274282,1179317,2.13,1,0.21,NA,247.411896,0.000388894860013951,0.00494534060202544,NA,0.000707606564413814,0.00201394734215107
"Mate","","World","2012",274847,821534,275700,1131928,294872,1263248,2.28,1,0.23,NA,292.576233,0.000406005631068579,0.00537574688889513,NA,0.000836894841425279,0.00220621578712966
"Mate","","World","2013",266392,842650,302830,1261831,293835,1502597,NA,NA,NA,NA,279.409046,0.000405704854520047,0.00616956108674146,NA,0.000799202205301389,0.0024581560488543
"Mauka","","World","2010",1218971,8950085,150870,157835,137478,101979,5.12,6,0.08,0.01,2069.069745,0.00319674043846777,0.000731631753978461,0.00855024500836928,0.00592231844209781,0.00460023391072833
"Mauka","","World","2011",1257843,9400643,161930,178870,157844,110144,5.28,6,0.08,0.01,2452.447779,0.00334211108794091,0.000812640201192061,0.00868534363036334,0.00701978358278842,0.00496496962557118
"Mauka","","World","2012",1273960,9798676,141226,154375,188810,148987,5.48,6,0.08,0.01,2908.690011,0.00345792022743899,0.000854297188992981,0.0088542169078559,0.00832583114139966,0.00537306636642188
"Mauka","","World","2013",1286432,9809301,148880,180834,161957,146925,NA,NA,NA,NA,2707.665689,0.00346934712974971,0.000889782324173882,NA,0.00775037515211373,0.00403650153534577
"Medlar","","World","2010",4539566,28282688,1984150,1889942,1948145,1651048,65.96,28,0.34,0.33,9823.729645,0.0105783297029747,0.010013887153669,0.0819438251015883,0.0281209531144258,0.0326642487681644
"Medlar","","World","2011",4833356,29331448,2444537,2452088,2396751,2119691,68.08,29,0.35,0.34,11227.146752,0.011057440919837,0.0127667675308709,0.0845939586923702,0.0321384012105297,0.035139142088402
"Medlar","","World","2012",5040661,30532406,2463747,2604108,2385596,2161214,70.36,30,0.36,0.35,11228.12823,0.0115167023693689,0.0131657976684062,0.0873791909051461,0.0321412108078353,0.0360507254376891
"Medlar","","World","2013",5117804,31536972,2523807,2858010,2379246,2326015,NA,NA,NA,NA,11305.770503,0.01183422719948,0.0140655710451907,NA,0.0323634710327429,0.0194210897591379
"Melons","","World","2010",2206498,33064815,1948372,1517377,2196443,1392648,65.96,28,0.34,0.33,11915.709216,0.0102206798072401,0.00885543609810261,0.0819438251015883,0.0341094930165564,0.0337823585058719
"Melons","","World","2011",2263586,33180741,2012157,1649906,2070693,1369628,68.08,29,0.35,0.34,12610.961525,0.0102906768817553,0.00902910190272303,0.0845939586923702,0.036099735298179,0.0350033681937569
"Melons","","World","2012",3055142,29508477,1909428,1503650,2197301,1446015,70.36,30,0.36,0.35,12115.972739,0.00987307658074187,0.00891710325263697,0.0873791909051461,0.0346827711283754,0.0352130354667251
"Melons","","World","2013",3049239,30593785,1994052,1741322,2143174,1603560,NA,NA,NA,NA,21099.982691,0.0101543446344323,0.00975319560508582,NA,0.0604005662849375,0.0267693688414852
"Mombin","","World","2010",2900373,20215994,762573,644135,580010,353614,65.96,28,0.34,0.33,10294.620887,0.00732272017813924,0.00296398743452612,0.0819438251015883,0.0294689352034348,0.0304248669794221
"Mombin","","World","2011",3164798,20843720,811232,755461,646342,399423,68.08,29,0.35,0.34,12555.026886,0.00767080423766747,0.0033635009670766,0.0845939586923702,0.0359396157529376,0.032891969912513
"Mombin","","World","2012",3194968,22546163,925943,995019,820875,525894,70.36,30,0.36,0.35,13363.450215,0.00813930262286523,0.00431173939717596,0.0873791909051461,0.0382538235160735,0.0345210141103152
"Mombin","","World","2013",3207702,23243400,976575,1180320,841345,584348,NA,NA,NA,NA,13489.645919,0.00833143809531704,0.00485669709996857,NA,0.0386150737019537,0.0172677362990798
"Mulberry","","World","2010",114558,769929,NA,NA,NA,NA,65.96,28,0.34,0.33,770.043014,0.000281482664880378,NA,0.0819438251015883,0.00220370019153372,0.0281430026526675
"Mulberry","","World","2011",116341,846411,NA,NA,NA,NA,68.08,29,0.35,0.34,942.312593,0.000302825889371664,NA,0.0845939586923702,0.00269684231493964,0.0291978756322272
"Mulberry","","World","2012",120221,866582,NA,NA,NA,NA,70.36,30,0.36,0.35,980.794608,0.000310815143406327,NA,0.0873791909051461,0.00280700165183591,0.0301656692334628
"Mulberry","","World","2013",116017,869086,NA,NA,NA,NA,NA,NA,NA,NA,933.842574,0.000308563427218588,NA,NA,0.00267259587990918,0.00149057965356389
"Mung bean","","World","2010",32486941,46510911,3595456,3694939,4178460,3905076,7.22,24,1.56,0.11,33788.661932,0.0347166213748787,0.021095181040091,0.0441498029427629,0.0967234171355996,0.0491712556233331
"Mung bean","","World","2011",32210303,46191613,3851850,4108479,4856496,4842092,7.05,24,1.52,0.1,41868.44617,0.0344411765906948,0.0245774204023329,0.0431333450351257,0.119852758827373,0.0555011752138817
"Mung bean","","World","2012",30844784,47256489,4011952,4304353,4787454,4953739,6.78,23,1.46,0.1,38113.737625,0.0337759235166113,0.0252723860285356,0.0415110754270087,0.109104459821827,0.0524159611984956
"Mung bean","","World","2013",31027121,47828399,4071808,4484651,4556765,4657864,NA,NA,NA,NA,41088.628853,0.0340525094811474,0.0248792070994088,NA,0.117620439169971,0.0588507185835091
"Myrtle","","World","2010",114558,769929,NA,NA,NA,NA,65.96,28,0.34,0.33,770.043014,0.000281482664880378,NA,0.0819438251015883,0.00220370019153372,0.0281430026526675
"Myrtle","","World","2011",116341,846411,NA,NA,NA,NA,68.08,29,0.35,0.34,942.312593,0.000302825889371664,NA,0.0845939586923702,0.00269684231493964,0.0291978756322272
"Myrtle","","World","2012",120221,866582,NA,NA,NA,NA,70.36,30,0.36,0.35,980.794608,0.000310815143406327,NA,0.0873791909051461,0.00280700165183591,0.0301656692334628
"Myrtle","","World","2013",116017,869086,NA,NA,NA,NA,NA,NA,NA,NA,933.842574,0.000308563427218588,NA,NA,0.00267259587990918,0.00149057965356389
"Naranjilla","","World","2010",2900373,20215994,762573,644135,580010,353614,65.96,28,0.34,0.33,10294.620887,0.00732272017813924,0.00296398743452612,0.0819438251015883,0.0294689352034348,0.0304248669794221
"Naranjilla","","World","2011",3164798,20843720,811232,755461,646342,399423,68.08,29,0.35,0.34,12555.026886,0.00767080423766747,0.0033635009670766,0.0845939586923702,0.0359396157529376,0.032891969912513
"Naranjilla","","World","2012",3194968,22546163,925943,995019,820875,525894,70.36,30,0.36,0.35,13363.450215,0.00813930262286523,0.00431173939717596,0.0873791909051461,0.0382538235160735,0.0345210141103152
"Naranjilla","","World","2013",3207702,23243400,976575,1180320,841345,584348,NA,NA,NA,NA,13489.645919,0.00833143809531704,0.00485669709996857,NA,0.0386150737019537,0.0172677362990798
"New Zealand flax","","World","2010",375939,276134,NA,NA,NA,NA,NA,NA,NA,NA,83.921461,0.000332584117111237,NA,NA,0.000239595783053179,0.000286089950082208
"New Zealand flax","","World","2011",382836,281306,NA,NA,NA,NA,NA,NA,NA,NA,102.302727,0.000338718182667446,NA,NA,0.000292214339380696,0.000315466261024071
"New Zealand flax","","World","2012",389075,284142,NA,NA,NA,NA,NA,NA,NA,NA,93.506102,0.000343782577615201,NA,NA,0.000267032955897396,0.000305407766756299
"New Zealand flax","","World","2013",387491,285396,NA,NA,NA,NA,NA,NA,NA,NA,89.382532,0.000343015813678673,NA,NA,0.000255228747182095,0.000299122280430384
"New Zealand Spinach","","World","2010",844718,20335174,112015,168862,107602,149217,283.67,71,3.79,0.59,7717.435788,0.00593109658759992,0.000808808477125554,0.345763225678197,0.022091436869089,0.0936486419030029
"New Zealand Spinach","","World","2011",863290,21184463,130828,190044,111233,167991,286.58,71,3.82,0.6,11785.567473,0.00616725143836186,0.000906955917079466,0.348936899770159,0.0337369468255265,0.0974370134877818
"New Zealand Spinach","","World","2012",884621,22141613,152088,207653,138198,198146,296.09,73,3.93,0.61,19161.729757,0.00643367542933739,0.00103998509096068,0.359846582517087,0.0548520871331395,0.105543082542631
"New Zealand Spinach","","World","2013",919494,23274869,165829,252110,152436,245193,NA,NA,NA,NA,12219.898208,0.00675577602609964,0.00124936954744247,NA,0.0349802701224294,0.0143284718986572
"Noog","","World","2010",1625481,2850441,455710,558018,421025,363968,0.34,1,0.07,0.09,992.579453,0.00187438682328941,0.00249695741876053,0.0040570020809653,0.00284073716985972,0.00281727087321874
"Noog","","World","2011",1651134,3330732,481585,594953,660991,413367,0.38,1,0.08,0.09,1499.413426,0.00201842459690456,0.00285754034664624,0.00424712445378714,0.00429160959382657,0.00335367474779113
"Noog","","World","2012",1695971,3624339,382163,545902,561933,463546,0.38,1,0.08,0.09,1641.548556,0.00212665803530142,0.00273275007463636,0.00424712445378714,0.00469848827911538,0.00345125521071007
"Noog","","World","2013",1727446,3728159,416629,749535,683806,650727,NA,NA,NA,NA,1670.582322,0.00217574239500907,0.00364967289108859,NA,0.00478160088146121,0.00353567205585296
"Nutmeg","","World","2010",295642,66669,60659,633089,66312,628118,NA,NA,NA,NA,145.672326,0.0002219276752179,0.00270684648172408,NA,0.000416364965778426,0.00111504637424013
"Nutmeg","","World","2011",304119,73974,67051,828925,69945,742976,NA,NA,NA,NA,173.549278,0.000229716261581399,0.00335292332673121,NA,0.000496166050701057,0.00135960187967122
"Nutmeg","","World","2012",320044,91402,75902,744627,84199,719351,NA,NA,NA,NA,196.936753,0.000245322064830744,0.00314914181264363,NA,0.000563115474676853,0.00131919311738374
"Nutmeg","","World","2013",335363,96243,80334,680181,87083,663201,NA,NA,NA,NA,279.991983,0.000257198952314658,0.00290416703692398,NA,0.000800870931675834,0.00132074564030482
"Oats","","World","2010",9132107,19703339,3211386,959787,3244542,925791,1.61,3,0.13,0.06,3309.374055,0.0115016415856614,0.00830597759945978,0.00623726819868143,0.00947283679045294,0.0088794310435639
