"crop_name","country_iso2","country_name","year","c_area_harvested","c_production","clp_import_quantity","clp_import_value","clp_export_quantity","clp_export_value","fs_food_supply_quantity_g","fs_food_supply_kcal","fs_protein_supply_quantity","fs_fat_supply_quantity","vap_gross_production_value_us","gp_index_crops","gp_index_crops_lives_products","gp_index_food_supply","gp_index_value_agricultural_production","compose_index"
"Chinotto","","World","2011",1318993,11349975,1172308,1105820,1215392,973326,4.07,1,0.02,0.01,5470.655986,0.000974241887524617,0.00148345612164907,0.00111113802494578,0.00782988146316659,0.0113987174972861
"Chinotto","","World","2012",1373407,12870381,1186400,1118192,1175953,922962,4.55,1,0.02,0.01,6441.807622,0.00108359650697979,0.00145820681093923,0.00121246199144132,0.00921989989447121,0.0129741652038316
"Chinotto","","World","2013",1383198,15813981,1286199,1180268,1238782,966861,NA,NA,NA,NA,8206.261198,0.00127877711941454,0.00154057872510588,NA,0.0117453788216584,0.0145647346661788
"Chontadura","","World","2010",1625481,2850441,455710,558018,421025,363968,0.34,1,0.07,0.09,992.579453,0.000468596705822351,0.000624239354690132,0.00101425052024133,0.00142036858492986,0.00352745516568367
"Chontadura","","World","2011",1651134,3330732,481585,594953,660991,413367,0.38,1,0.08,0.09,1499.413426,0.00050460614922614,0.00071438508666156,0.00106178111344679,0.00214580479691329,0.00442657714624777
"Chontadura","","World","2012",1695971,3624339,382163,545902,561933,463546,0.38,1,0.08,0.09,1641.548556,0.000531664508825354,0.000683187518659089,0.00106178111344679,0.00234924413955769,0.00462587728048892
"Chontadura","","World","2013",1727446,3728159,416629,749535,683806,650727,NA,NA,NA,NA,1670.582322,0.000543935598752269,0.000912418222772148,NA,0.00239080044073061,0.00384715426225502
"Chufa","","World","2010",1218971,8950085,150870,157835,137478,101979,5.12,6,0.08,0.01,2069.069745,0.000799185109616943,0.000182907938494615,0.00213756125209232,0.0029611592210489,0.00608081352125278
"Chufa","","World","2011",1257843,9400643,161930,178870,157844,110144,5.28,6,0.08,0.01,2452.447779,0.000835527771985227,0.000203160050298015,0.00217133590759083,0.00350989179139421,0.00671991552126828
"Chufa","","World","2012",1273960,9798676,141226,154375,188810,148987,5.48,6,0.08,0.01,2908.690011,0.000864480056859747,0.000213574297248245,0.00221355422696398,0.00416291557069983,0.0074545241517718
"Chufa","","World","2013",1286432,9809301,148880,180834,161957,146925,NA,NA,NA,NA,2707.665689,0.000867336782437427,0.00022244558104347,NA,0.00387518757605686,0.00496496993953776
"Cinnamon","","World","2010",229182,190992,125631,240685,123952,234677,1.8,6,0.19,0.16,582.92357,5.21526313330342e-05,0.000289276526561174,0.00279491119491948,0.000834024283222515,0.00397036463603621
"Cinnamon","","World","2011",242347,199003,141780,318724,133350,322690,2.09,7,0.23,0.19,705.454977,5.49574622243808e-05,0.000380089593723807,0.00331217013458081,0.00100940463355092,0.00475662182407993
"Cinnamon","","World","2012",248420,204310,118887,298284,116878,312345,2.04,7,0.22,0.19,710.768002,5.63572556568014e-05,0.000357598509080476,0.0032625286254067,0.00101700921598915,0.00469349360613313
"Cinnamon","","World","2013",258363,209103,142594,356506,149687,365902,NA,NA,NA,NA,728.231902,5.83929830382463e-05,0.000425180254583346,NA,0.00104200545960611,0.0015255786972277
"Citron","","World","2010",1346960,12465575,1176664,1051608,1245167,964880,4.73,1,0.02,0.01,5336.082128,0.00105241137505315,0.00145759303839439,0.00125045847887715,0.00763726463994603,0.0113977275322707
"Citron","","World","2011",1318993,11349975,1172308,1105820,1215392,973326,4.07,1,0.02,0.01,5470.655986,0.000974241887524617,0.00148345612164907,0.00111113802494578,0.00782988146316659,0.0113987174972861
"Citron","","World","2012",1373407,12870381,1186400,1118192,1175953,922962,4.55,1,0.02,0.01,6441.807622,0.00108359650697979,0.00145820681093923,0.00121246199144132,0.00921989989447121,0.0129741652038316
"Citron","","World","2013",1383198,15813981,1286199,1180268,1238782,966861,NA,NA,NA,NA,8206.261198,0.00127877711941454,0.00154057872510588,NA,0.0117453788216584,0.0145647346661788
"Citronella","","World","2010",NA,NA,483,18374,142,12727,NA,NA,NA,NA,NA,NA,1.61526291473283e-05,NA,NA,1.61526291473283e-05
"Citronella","","World","2011",NA,NA,355,15612,73,11348,NA,NA,NA,NA,NA,NA,1.39950738038703e-05,NA,NA,1.39950738038703e-05
"Citronella","","World","2012",NA,NA,1292,63061,1367,48458,NA,NA,NA,NA,NA,NA,5.81002547855018e-05,NA,NA,5.81002547855018e-05
"Citronella","","World","2013",NA,NA,1341,69891,432,28126,NA,NA,NA,NA,NA,NA,5.03990058734112e-05,NA,NA,5.03990058734112e-05
"Clovers","","World","2010",NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,0
"Clovers","","World","2011",NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,0
"Clovers","","World","2012",NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,0
"Clovers","","World","2013",NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,0
"Cloves","","World","2010",389162,127569,33550,129026,43609,165345,0.01,0,0,0,116.520132,7.56689754090255e-05,0.000166761347077493,0,0.000166456674610836,0.000408886997097355
"Cloves","","World","2011",402544,102591,66208,712707,55268,388062,0.02,0,0,0,144.692471,7.6342953868164e-05,0.000586121177205075,2.11091596865712e-06,0.000206780007251509,0.000871355054293405
"Cloves","","World","2012",569443,130942,53570,489057,50351,424423,0.02,0,0,0,162.259605,0.000107089071331006,0.000490967664900982,2.11091596865712e-06,0.000231924010659436,0.000832091662860081
"Cloves","","World","2013",584261,142933,41734,338660,42613,358601,NA,NA,NA,NA,172.393291,0.000110441570831085,0.000376977165905921,NA,0.000246428450331774,0.000733847187068779
"Cocoa","","World","2010",9587240,4329173,9377235,38415211,9223676,37203437,1.67,5,0.12,0.39,7896.933836,0.00194361132971461,0.0424242394924126,0.00380307701385328,0.0113026356716207,0.0594735635076012
"Cocoa","","World","2011",10217133,4614955,10349125,44053847,10405120,42613949,1.82,5,0.13,0.43,8785.907347,0.00207140174263376,0.0485259752162999,0.00412135243518922,0.0125750317830263,0.0672937611771493
"Cocoa","","World","2012",10207258,4613604,10332509,40608277,10190948,39594390,1.8,5,0.13,0.42,7457.483979,0.00206960402958633,0.045136504800543,0.00405524941513309,0.0106736469759108,0.0619350052211733
"Cocoa","","World","2013",10108387,4485377,10748892,42211732,10306244,41025486,NA,NA,NA,NA,7199.8961,0.00204406547822145,0.0468002228265134,NA,0.0103049590324241,0.0591492473371589
"Coconuts","","World","2010",11756224,61215644,4564145,3293580,4304431,3072054,9.46,21,0.12,2.05,10161.498983,0.00605817677950636,0.00481066896493439,0.0175445752994081,0.0145439289738544,0.0429573500177033
"Coconuts","","World","2011",11911286,59530454,3794585,5008023,3591651,4466069,9,18,0.12,1.79,12192.144496,0.00597424141896935,0.0061672003676494,0.0154964089890893,0.0174504109133195,0.0450882616890275
"Coconuts","","World","2012",12028147,63008546,3957761,3967724,4024639,3720473,9.3,19,0.12,1.88,11303.471965,0.0062230837233646,0.00534637522387717,0.0162307182561088,0.0161784455974066,0.0439786228007571
"Coconuts","","World","2013",12024283,63275510,4130204,3312559,4340287,3199051,NA,NA,NA,NA,11206.388026,0.00623996289497518,0.00482063432241664,NA,0.0160394884463385,0.0271000856637303
"Coffee","","World","2010",10532027,8478007,14842477,53151020,15593294,53525164,3.12,1,0.17,NA,16200.651777,0.00237981835681108,0.0606021471459076,NA,0.023187824923719,0.0861697904264377
"Coffee","","World","2011",9935004,8387743,15353569,79504270,16053975,78421242,3.14,1,0.17,NA,22111.247211,0.00227056786022171,0.087363853646555,NA,0.0316477155202941,0.121282137027071
"Coffee","","World","2012",10364007,8823713,15794582,73483272,16975974,73005842,3.21,1,0.18,NA,19605.29525,0.00237346544561509,0.0816657308073188,NA,0.0280609230106288,0.112100119263563
"Coffee","","World","2013",10584470,8893329,15985985,64337072,16702975,63741831,NA,NA,NA,NA,15980.021184,0.00241619343465693,0.0720853101396528,NA,0.0228720342897838,0.0973735378640935
"Common bean","","World","2010",32486941,46510911,3595456,3694939,4178460,3905076,7.22,24,1.56,0.11,33788.661932,0.00867915534371968,0.00527379526002276,0.0110374507356907,0.0483617085677998,0.073352109907233
"Common bean","","World","2011",32210303,46191613,3851850,4108479,4856496,4842092,7.05,24,1.52,0.1,41868.44617,0.00861029414767369,0.00614435510058324,0.0107833362587814,0.0599263794136867,0.085464364920725
"Common bean","","World","2012",30844784,47256489,4011952,4304353,4787454,4953739,6.78,23,1.46,0.1,38113.737625,0.00844398087915284,0.00631809650713391,0.0103777688567522,0.0545522299109133,0.0796920761539522
"Common bean","","World","2013",31027121,47828399,4071808,4484651,4556765,4657864,NA,NA,NA,NA,41088.628853,0.00851312737028684,0.00621980177485219,NA,0.0588102195849856,0.0735431487301246
"Coriander","","World","2010",943046,827412,287213,493850,264610,510640,1.8,6,0.19,0.16,1717.742721,0.000217522420732883,0.000616020706362748,0.00279491119491948,0.00245830156146978,0.00608675588348489
"Coriander","","World","2011",1082838,952224,307764,607009,295131,598896,2.09,7,0.23,0.19,2020.413653,0.000249918051221038,0.000728844461740995,0.00331217013458081,0.00289151730091188,0.00718244994845472
"Coriander","","World","2012",1040955,923817,333008,607900,317335,571680,2.04,7,0.22,0.19,1758.201376,0.000240802797022728,0.000722681488825009,0.0032625286254067,0.00251621041326086,0.0067422233245153
"Coriander","","World","2013",999465,906033,406832,764959,394543,742271,NA,NA,NA,NA,1714.573771,0.000232453815224914,0.000918845790088444,NA,0.00245376581365801,0.00360506541897137
"Cotton","","World","2010",31801055,136128650,10021107,16413487,10102527,15792134,1.44,13,0,1.42,110578.541843,0.0144511377129518,0.0201405184608556,0.0105716539299659,0.158271782810787,0.20343509291456
"Cotton","","World","2011",34497013,154703951,10356474,25230891,10882873,22822089,1.52,13,0,1.5,195126.198329,0.0161386606331009,0.0285276563681835,0.0110835907626656,0.279285635316052,0.335035543080002
"Cotton","","World","2012",34691800,155383718,12761012,23940252,13051861,22046074,1.62,14,0,1.59,157227.050451,0.0162170512146424,0.0282418681261474,0.011775681710312,0.225040230038107,0.281274831089209
"Cotton","","World","2013",32219639,143302326,12259559,21041649,12927334,20798476,NA,NA,NA,NA,134605.096788,0.0149951094689357,0.0260137526575242,NA,0.192661215908856,0.233670078035316
"Cowpeas","","World","2010",11602534,6835457,NA,NA,NA,NA,NA,NA,NA,NA,2082.586232,0.00245710737750578,NA,NA,0.00298050549547199,0.00543761287297777
"Cowpeas","","World","2011",10524289,4745890,NA,NA,NA,NA,NA,NA,NA,NA,1504.800004,0.00213316288859355,NA,NA,0.00215351465644923,0.00428667754504277
"Cowpeas","","World","2012",11386779,8357941,NA,NA,NA,NA,NA,NA,NA,NA,2853.208436,0.00251984470540936,NA,NA,0.00408350427282522,0.00660334897823458
"Cowpeas","","World","2013",12255391,8281648,NA,NA,NA,NA,NA,NA,NA,NA,2824.665697,0.00266514683526715,NA,NA,0.0040426507831958,0.00670779761846295
"Cranberries","","World","2010",30762,466019,82185,310043,106747,446914,65.96,28,0.34,0.33,375.159074,3.58930598083961e-05,0.000428065284882252,0.0204859562753971,0.000536649014412574,0.0214865636345003
"Cranberries","","World","2011",30726,534928,96994,412632,125503,520392,68.08,29,0.35,0.34,443.990389,4.0416298271638e-05,0.000524664800679475,0.0211484896730925,0.000635167920167611,0.0223487386922113
"Cranberries","","World","2012",37208,594539,122117,491523,144170,555990,70.36,30,0.36,0.35,834.787482,4.54563357147726e-05,0.000590738483459615,0.0218447977262865,0.00119451945913805,0.023675512004599
"Cranberries","","World","2013",40260,628363,135258,562044,160215,626700,NA,NA,NA,NA,720.149373,4.82077878532399e-05,0.000669075046662493,NA,0.00103043686015667,0.0017477196946724
"Cress","","World","2010",18400753,259721091,2399248,2480279,3251236,3268037,283.67,71,3.79,0.59,77665.050267,0.0202560334868228,0.00396200964792665,0.0864408064195493,0.111162394087861,0.22182124364216
"Cress","","World","2011",18372783,260792753,2608363,2709243,3375853,3295271,286.58,71,3.82,0.6,89418.891726,0.0203216347457621,0.00414792209907024,0.0872342249425398,0.127985777441192,0.239689559228564
"Cress","","World","2012",19028297,271900678,2451482,2586994,3002047,3004214,296.09,73,3.93,0.61,92384.308643,0.0211652109793667,0.00383979233580931,0.0899616456292717,0.132230206445204,0.247196855389652
"Cress","","World","2013",19757918,277946312,2625756,3170254,2883011,3301102,NA,NA,NA,NA,95421.558641,0.0216888614876904,0.00430098755378797,NA,0.136577450810758,0.162567299852237
"Cucumbers and gherkins","","World","2010",2020216,62415690,2388444,2223302,2320935,2049820,283.67,71,3.79,0.59,24700.688661,0.0044522000912892,0.00301726005058178,0.0864408064195493,0.0353540073174323,0.129264273878853
"Cucumbers and gherkins","","World","2011",2090097,67772544,2325189,2080137,2428729,2028932,286.58,71,3.82,0.6,35421.628214,0.00481640551241271,0.00294189952985473,0.0872342249425398,0.0506989884997249,0.145691518484532
"Cucumbers and gherkins","","World","2012",2115757,70694189,2392303,2249573,2327897,2141337,296.09,73,3.93,0.61,37171.988026,0.00501288919440154,0.00308158046129354,0.0899616456292717,0.0532042948905127,0.15126041017548
"Cucumbers and gherkins","","World","2013",2110656,73195785,2454036,2557353,2431875,2384087,NA,NA,NA,NA,37419.018544,0.00517643924858113,0.0033944524471835,NA,0.053557871984332,0.0621287636800966
"Cumin","","World","2010",943046,827412,287213,493850,264610,510640,1.8,6,0.19,0.16,1717.742721,0.000217522420732883,0.000616020706362748,0.00279491119491948,0.00245830156146978,0.00608675588348489
"Cumin","","World","2011",1082838,952224,307764,607009,295131,598896,2.09,7,0.23,0.19,2020.413653,0.000249918051221038,0.000728844461740995,0.00331217013458081,0.00289151730091188,0.00718244994845472
"Cumin","","World","2012",1040955,923817,333008,607900,317335,571680,2.04,7,0.22,0.19,1758.201376,0.000240802797022728,0.000722681488825009,0.0032625286254067,0.00251621041326086,0.0067422233245153
"Cumin","","World","2013",999465,906033,406832,764959,394543,742271,NA,NA,NA,NA,1714.573771,0.000232453815224914,0.000918845790088444,NA,0.00245376581365801,0.00360506541897137
"Currants","","World","2010",123585,637282,18291,34127,15453,34222,65.96,28,0.34,0.33,914.947482,6.32137855007378e-05,4.12496862413515e-05,0.0204859562753971,0.00130925321782513,0.0218996729649643
"Currants","","World","2011",114353,638118,21468,48934,15217,43054,68.08,29,0.35,0.34,1277.288634,6.16711003497355e-05,5.39150381243301e-05,0.0211484896730925,0.0018278755019564,0.023091951313523
"Currants","","World","2012",115158,643101,20374,41380,17347,37042,70.36,30,0.36,0.35,1235.90376,6.21379473467182e-05,4.70715292154535e-05,0.0218447977262865,0.00176864094423671,0.0237226481470854
"Currants","","World","2013",116166,685109,22780,47752,12689,32946,NA,NA,NA,NA,1231.997558,6.50736204975534e-05,4.7669188504319e-05,NA,0.00176304996073308,0.00187579276973495
"Cushaw","","World","2010",1736070,22763108,892312,967026,568796,600190,283.67,71,3.79,0.59,8028.022937,0.00179661727167429,0.00105558967451449,0.0864408064195493,0.011490264729513,0.100783278095251
"Cushaw","","World","2011",1780650,23661986,938910,884763,599923,526115,286.58,71,3.82,0.6,8561.915827,0.00186341632049812,0.000987755123037351,0.0872342249425398,0.0122544306228014,0.102339827008877
"Cushaw","","World","2012",1821600,23917255,1158646,1180261,804707,785720,296.09,73,3.93,0.61,8900.281181,0.00188728201724923,0.0013476191873987,0.0899616456292717,0.0127387361227253,0.105935282956645
"Cushaw","","World","2013",1851136,24522500,1210850,1292064,1179516,1256161,NA,NA,NA,NA,9673.60717,0.00193217680132587,0.00172956756581193,NA,0.0138456048528696,0.0175073492200074
"Custard apple","","World","2010",2900373,20215994,762573,644135,580010,353614,65.96,28,0.34,0.33,10294.620887,0.00183068004453481,0.000740996858631531,0.0204859562753971,0.0147344676017174,0.0377921007802808
"Custard apple","","World","2011",3164798,20843720,811232,755461,646342,399423,68.08,29,0.35,0.34,12555.026886,0.00191770105941687,0.00084087524176915,0.0211484896730925,0.0179698078764688,0.0418768738507474
"Custard apple","","World","2012",3194968,22546163,925943,995019,820875,525894,70.36,30,0.36,0.35,13363.450215,0.00203482565571631,0.00107793484929399,0.0218447977262865,0.0191269117580367,0.0440844699893336
"Custard apple","","World","2013",3207702,23243400,976575,1180320,841345,584348,NA,NA,NA,NA,13489.645919,0.00208285952382926,0.00121417427499214,NA,0.0193075368509769,0.0226045706497983
"Dates","","World","2010",1282856,7525890,612273,733721,666697,775964,2.36,4,0.04,0.01,8308.524715,0.000716626689800643,0.00100255462787635,0.00117049853763861,0.0118917495512239,0.0147814294065395
"Dates","","World","2011",1126732,7262843,722310,834384,710384,902189,2.45,4,0.04,0.01,11251.138389,0.000672318391351124,0.00114711467553626,0.00118949678135652,0.0161035400599812,0.0191124699082251
"Dates","","World","2012",1121587,7430261,689734,787449,764529,875561,2.5,4,0.04,0.01,11660.882946,0.000682432606604505,0.00111290468953591,0.00120005136119981,0.0166900112816152,0.0196853999389554
"Dates","","World","2013",1160096,7517294,799678,946399,825271,993102,NA,NA,NA,NA,12282.658151,0.000694817530832455,0.0012847831893613,NA,0.0175799639553686,0.0195595646755624
"Devil's cotton","","World","2010",174067,260086,NA,NA,NA,NA,NA,NA,NA,NA,111.560907,4.71563776280616e-05,NA,NA,0.000159358489425895,0.000206514867053957
"Devil's cotton","","World","2011",177187,273679,NA,NA,NA,NA,NA,NA,NA,NA,134.392861,4.85897903807487e-05,NA,NA,0.000192038079004117,0.000240627869384866
"Devil's cotton","","World","2012",167191,260262,NA,NA,NA,NA,NA,NA,NA,NA,119.172125,4.59780256139696e-05,NA,NA,0.000170252497027276,0.000216230522641246
"Devil's cotton","","World","2013",178613,253350,NA,NA,NA,NA,NA,NA,NA,NA,105.200735,4.75003169487337e-05,NA,NA,0.000150255115680183,0.000197755432628917
"Dill","","World","2010",927593,2103629,325132,1186048,379108,1301953,1.8,6,0.19,0.16,2146.763054,0.000298735436294734,0.00141455785606265,0.00279491119491948,0.00307236238180746,0.00758056686908433
"Dill","","World","2011",1008818,2427596,365788,1356446,414880,1450140,2.09,7,0.23,0.19,2484.52149,0.000334086490201148,0.00159262860654753,0.00331217013458081,0.00355579919431428,0.00879468442564377
"Dill","","World","2012",978986,2269144,374363,1245973,455369,1486093,2.04,7,0.22,0.19,2361.383969,0.000318508703667484,0.00156512612954986,0.0032625286254067,0.0033795513073415,0.00852571476596554
"Dill","","World","2013",982860,2339135,380536,1326976,493790,1858878,NA,NA,NA,NA,2329.957545,0.000323779705177138,0.00181420417633244,NA,0.00333457037236628,0.00547255425387585
"Durian","","World","2010",2900373,20215994,762573,644135,580010,353614,65.96,28,0.34,0.33,10294.620887,0.00183068004453481,0.000740996858631531,0.0204859562753971,0.0147344676017174,0.0377921007802808
"Durian","","World","2011",3164798,20843720,811232,755461,646342,399423,68.08,29,0.35,0.34,12555.026886,0.00191770105941687,0.00084087524176915,0.0211484896730925,0.0179698078764688,0.0418768738507474
"Durian","","World","2012",3194968,22546163,925943,995019,820875,525894,70.36,30,0.36,0.35,13363.450215,0.00203482565571631,0.00107793484929399,0.0218447977262865,0.0191269117580367,0.0440844699893336
"Durian","","World","2013",3207702,23243400,976575,1180320,841345,584348,NA,NA,NA,NA,13489.645919,0.00208285952382926,0.00121417427499214,NA,0.0193075368509769,0.0226045706497983
"Eggplant","","World","2010",1717642,44073890,426419,453228,457648,449062,283.67,71,3.79,0.59,17749.21088,0.00319421062239107,0.000618959276774158,0.0864408064195493,0.02540429206988,0.115658268388595
"Eggplant","","World","2011",1752393,45005712,389268,472090,439219,467951,286.58,71,3.82,0.6,17947.429146,0.00326147416874825,0.000629110020738683,0.0872342249425398,0.0256880037302919,0.116812812862319
"Eggplant","","World","2012",1803765,46951760,412974,476483,439962,455736,296.09,73,3.93,0.61,27492.119521,0.00339828029916811,0.000628890792723988,0.0899616456292717,0.0393494084487057,0.13333822516987
"Eggplant","","World","2013",1854094,48880838,417575,541049,419608,501695,NA,NA,NA,NA,21385.141227,0.00353379047629147,0.000683282719986347,NA,0.0306084332255149,0.0348255064217928
"Elderberry","","World","2010",4539566,28282688,1984150,1889942,1948145,1651048,65.96,28,0.34,0.33,9823.729645,0.00264458242574367,0.00250347178841725,0.0204859562753971,0.0140604765572129,0.0396944870467709
"Elderberry","","World","2011",4833356,29331448,2444537,2452088,2396751,2119691,68.08,29,0.35,0.34,11227.146752,0.00276436022995926,0.00319169188271772,0.0211484896730925,0.0160692006052648,0.0431737423910344
"Elderberry","","World","2012",5040661,30532406,2463747,2604108,2385596,2161214,70.36,30,0.36,0.35,11228.12823,0.00287917559234223,0.00329144941710156,0.0218447977262865,0.0160706054039176,0.044086028139648
"Elderberry","","World","2013",5117804,31536972,2523807,2858010,2379246,2326015,NA,NA,NA,NA,11305.770503,0.00295855679987,0.00351639276129767,NA,0.0161817355163715,0.0226566850775391
"Esparto","","World","2010",375939,276134,NA,NA,NA,NA,NA,NA,NA,NA,83.921461,8.31460292778092e-05,NA,NA,0.00011979789152659,0.000202943920804399
"Esparto","","World","2011",382836,281306,NA,NA,NA,NA,NA,NA,NA,NA,102.302727,8.46795456668616e-05,NA,NA,0.000146107169690348,0.000230786715357209
"Esparto","","World","2012",389075,284142,NA,NA,NA,NA,NA,NA,NA,NA,93.506102,8.59456444038004e-05,NA,NA,0.000133516477948698,0.000219462122352498
"Esparto","","World","2013",387491,285396,NA,NA,NA,NA,NA,NA,NA,NA,89.382532,8.57539534196683e-05,NA,NA,0.000127614373591048,0.000213368327010716
"Ethiopian rape","","World","2010",3457854,86839927,2884680,2153507,2848071,2170860,283.67,71,3.79,0.59,31702.311809,0.00630642278746495,0.0032216179116871,0.0864408064195493,0.0453754960983759,0.141344343217077
"Ethiopian rape","","World","2011",3635706,91844781,3222171,2353169,3145789,2393629,286.58,71,3.82,0.6,29115.173245,0.00666617567605145,0.00354955849122481,0.0872342249425398,0.0416725004435357,0.139122459553352
"Ethiopian rape","","World","2012",3614349,90383048,3338404,2362900,3060892,2219668,296.09,73,3.93,0.61,29380.731584,0.0065663983536503,0.00346607531008689,0.0899616456292717,0.0420525965810627,0.142046715874072
"Ethiopian rape","","World","2013",3622205,92078006,3490137,2777169,3207991,2575998,NA,NA,NA,NA,32693.018812,0.00667916942074703,0.00391608340033773,NA,0.0467935043096009,0.0573887571306856
"Faba beans","","World","2010",2502016,4326035,773829,325851,754330,285642,NA,NA,NA,NA,2159.788385,0.000717277274802739,0.000576709987501904,NA,0.00309100566004815,0.00438499292235279
"Faba beans","","World","2011",2438865,4564194,588129,466849,798800,394435,NA,NA,NA,NA,2613.386491,0.000722003195869405,0.000681674677370178,NA,0.0037402448770481,0.00514392275028768
"Faba beans","","World","2012",2415929,4436826,518281,464137,802900,420692,NA,NA,NA,NA,2165.992284,0.000709661978454705,0.000683249724623249,NA,0.00309988535878548,0.00449279706186344
"Faba beans","","World","2013",2354330,4439668,563258,481688,737683,424057,NA,NA,NA,NA,2563.488686,0.000699188820573297,0.000690471599591046,NA,0.00366882568146571,0.00505848610163005
"Feijoa","","World","2010",2900373,20215994,762573,644135,580010,353614,65.96,28,0.34,0.33,10294.620887,0.00183068004453481,0.000740996858631531,0.0204859562753971,0.0147344676017174,0.0377921007802808
"Feijoa","","World","2011",3164798,20843720,811232,755461,646342,399423,68.08,29,0.35,0.34,12555.026886,0.00191770105941687,0.00084087524176915,0.0211484896730925,0.0179698078764688,0.0418768738507474
"Feijoa","","World","2012",3194968,22546163,925943,995019,820875,525894,70.36,30,0.36,0.35,13363.450215,0.00203482565571631,0.00107793484929399,0.0218447977262865,0.0191269117580367,0.0440844699893336
"Feijoa","","World","2013",3207702,23243400,976575,1180320,841345,584348,NA,NA,NA,NA,13489.645919,0.00208285952382926,0.00121417427499214,NA,0.0193075368509769,0.0226045706497983
"Fennel","","World","2010",943046,827412,287213,493850,264610,510640,1.8,6,0.19,0.16,1717.742721,0.000217522420732883,0.000616020706362748,0.00279491119491948,0.00245830156146978,0.00608675588348489
"Fennel","","World","2011",1082838,952224,307764,607009,295131,598896,2.09,7,0.23,0.19,2020.413653,0.000249918051221038,0.000728844461740995,0.00331217013458081,0.00289151730091188,0.00718244994845472
"Fennel","","World","2012",1040955,923817,333008,607900,317335,571680,2.04,7,0.22,0.19,1758.201376,0.000240802797022728,0.000722681488825009,0.0032625286254067,0.00251621041326086,0.0067422233245153
"Fennel","","World","2013",999465,906033,406832,764959,394543,742271,NA,NA,NA,NA,1714.573771,0.000232453815224914,0.000918845790088444,NA,0.00245376581365801,0.00360506541897137
"Fenugreek","","World","2010",927593,2103629,325132,1186048,379108,1301953,1.8,6,0.19,0.16,2146.763054,0.000298735436294734,0.00141455785606265,0.00279491119491948,0.00307236238180746,0.00758056686908433
"Fenugreek","","World","2011",1008818,2427596,365788,1356446,414880,1450140,2.09,7,0.23,0.19,2484.52149,0.000334086490201148,0.00159262860654753,0.00331217013458081,0.00355579919431428,0.00879468442564377
"Fenugreek","","World","2012",978986,2269144,374363,1245973,455369,1486093,2.04,7,0.22,0.19,2361.383969,0.000318508703667484,0.00156512612954986,0.0032625286254067,0.0033795513073415,0.00852571476596554
"Fenugreek","","World","2013",982860,2339135,380536,1326976,493790,1858878,NA,NA,NA,NA,2329.957545,0.000323779705177138,0.00181420417633244,NA,0.00333457037236628,0.00547255425387585
"Fig leaf gourd","","World","2010",1736070,22763108,892312,967026,568796,600190,283.67,71,3.79,0.59,8028.022937,0.00179661727167429,0.00105558967451449,0.0864408064195493,0.011490264729513,0.100783278095251
"Fig leaf gourd","","World","2011",1780650,23661986,938910,884763,599923,526115,286.58,71,3.82,0.6,8561.915827,0.00186341632049812,0.000987755123037351,0.0872342249425398,0.0122544306228014,0.102339827008877
"Fig leaf gourd","","World","2012",1821600,23917255,1158646,1180261,804707,785720,296.09,73,3.93,0.61,8900.281181,0.00188728201724923,0.0013476191873987,0.0899616456292717,0.0127387361227253,0.105935282956645
"Fig leaf gourd","","World","2013",1851136,24522500,1210850,1292064,1179516,1256161,NA,NA,NA,NA,9673.60717,0.00193217680132587,0.00172956756581193,NA,0.0138456048528696,0.0175073492200074
"Figs","","World","2010",308369,1064832,108156,376117,110208,349754,65.96,28,0.34,0.33,913.485449,0.000123294790199578,0.000413709530500352,0.0204859562753971,0.00130716059630049,0.0223301211923975
"Figs","","World","2011",309371,1065309,111025,398872,108935,356482,68.08,29,0.35,0.34,950.657532,0.000123499544273419,0.000428984205020889,0.0211484896730925,0.0013603653468097,0.0230613387691966
"Figs","","World","2012",307504,1056036,112551,379662,114168,372566,70.36,30,0.36,0.35,944.332016,0.000122566927042326,0.000429204072811542,0.0218447977262865,0.00135131157652133,0.0237478803026617
"Figs","","World","2013",315155,1130940,137888,483117,132678,433776,NA,NA,NA,NA,954.759339,0.000128814491458389,0.0005213760432017,NA,0.00136623630158164,0.00201642683624173
"Finger millet","","World","2010",36016793,32805831,404750,151767,382999,125300,9.58,29,0.76,0.3,10175.829125,0.00838916027894771,0.000277362066443424,0.0101546706065373,0.0145644398402987,0.0333856327922271
"Finger millet","","World","2011",33977510,27058875,335675,151255,384395,145625,9.18,27,0.73,0.28,9076.185389,0.00765849970837536,0.00027651170235248,0.00960110861377983,0.0129905094629538,0.0305266294874614
"Finger millet","","World","2012",31252411,26649147,343168,146524,368144,129610,9.02,27,0.71,0.28,9792.355746,0.00715997797735994,0.000264038294361251,0.00948916009961965,0.014015570801762,0.0309287471731029
"Finger millet","","World","2013",31216989,26413944,348129,170993,280492,117230,NA,NA,NA,NA,8938.717089,0.00713838788567194,0.000255596840809525,NA,0.0127937497977926,0.020187734524274
"Fique","","World","2010",375939,276134,NA,NA,NA,NA,NA,NA,NA,NA,83.921461,8.31460292778092e-05,NA,NA,0.00011979789152659,0.000202943920804399
