species
NULL

#N/A 
2
;brynoia dioica
Lophira lanceolata
Lophochloa cristata
Lophocloa sp.
Lopholaena coriifolia
Lopholaena whyteana
Lophomyrtus obcordata
Lophophora diffusa
Lophophora williamsii
Lophospermum erubescens
Lophospermum purpusii
Lophostemon confertus
Lophostemon lactifluus
Lophostemon suaveolens
Lorandersonia linifolia
Loranthus europaeus
Loropetalum chinense
Lotononis angolensis
Lotononis bainesii
Lotononis brachyantha
Lotononis crumanina
Lotononis curtii
Lotononis cytisoides
Lotononis furcata
Lotononis galpinii
Lotononis glabra
Lotononis hirsuta
Lotononis laxa
Lotononis leptoloba
Lotononis listii
Lotononis lotononoides
Lotononis macrocarpa
Lotononis maculata
Lotononis mucronata
Lotononis platycarpa
Lotononis pungens
Lotononis sericophylla
Lotononis serpentinicola
Lotononis sp.
Lotononis spp.
Lotononis steingroeveriana
Lotononis stipulosa
Lotononis sutherlandii
Lotus aegaeus
Lotus allionii
Lotus alpinus
Lotus americanus
Lotus angustifolium
Lotus angustissimus
Lotus arabicus
Lotus arborescens
Lotus arenarius
Lotus argyrodes
Lotus australis
Lotus azoricus
Lotus berthelotii
Lotus biflorus
Lotus borbasii
Lotus borzii
Lotus brandianus
Lotus broussonetii
Lotus brunneri
Lotus callis-viridis
Lotus campylocladus
Lotus canetra
Lotus carmeli
Lotus castellanus
Lotus caucasicus
Lotus chihuahuanus
Lotus citissoides
Lotus collinus
Lotus commutatus
Lotus conimbricensis
Lotus conjugatus
Lotus corniculatus
Lotus coronillifolius
Lotus crassifolius
Lotus creticus
Lotus cruentus
Lotus cytisoides
Lotus decumbens
Lotus dendroideus
Lotus denticulatus
Lotus discolor
Lotus divaricatus
Lotus drepanocarpus
Lotus dumetorum
Lotus edulis
Lotus emeroides
Lotus eriophthalmus
Lotus eriosolen
Lotus filicaulis
Lotus formosissimus
Lotus frondosus
Lotus garcinii
Lotus gebelia
Lotus glaber
Lotus glareosus
Lotus glaucus
Lotus glinoides
Lotus graecus
Lotus grandiflorus
Lotus greenei
Lotus halophilus
Lotus hamatus
Lotus haydonii
Lotus heermannii
Lotus hildebrandii
Lotus hillebrandii
Lotus hirsutus
Lotus hispidus
Lotus holosericeus
Lotus humistratus
Lotus hybr.
Lotus jacobaeus
Lotus japonicus
Lotus krylovii
Lotus kunkelii
Lotus lancerottensis
Lotus lanuginosus
Lotus latifolius
Lotus leptophyllus
Lotus longesiliquosus
Lotus longisiliquosus
Lotus macranthus
Lotus macrotrichus
Lotus maculatus
Lotus major
Lotus maritimus
Lotus maroccanus
Lotus mearnsii
Lotus micranthus
Lotus mlanjeanus
Lotus nevadensis
Lotus oblongifolius
Lotus oliveirae
Lotus ornithopodioi
Lotus ornithopodioides
Lotus oroboides
Lotus palaestinus
Lotus palustris
Lotus parviflorus
Lotus pedunculatus
Lotus pentaphyllum
Lotus peregrinus
Lotus pinnatus
Lotus preslii
Lotus pseudocreticus
Lotus purpureus
Lotus purshianus
Lotus rectus
Lotus requienii
Lotus rigidus
Lotus salsuginosus
Lotus schoelleri
Lotus scoparius
Lotus sergievskiae
Lotus sessilifolius
Lotus sp.
Lotus spartioides
Lotus spectabilis
Lotus spp.
Lotus strictus
Lotus strigosus
Lotus suaveolens
Lotus subbiflorus
Lotus subpinnatus
Lotus tenellus
Lotus tenius
Lotus tenuifolius
Lotus tenuis
Lotus tetragonolobus
Lotus torulosus
Lotus uliginosus
Lotus unifoliolatus
Lotus villosus
Lotus weilleri
Lotus wrangelianus
Lotus wrightii
Loudetia arundinacea
Loudetia flavida
Loudetia hordeiformis
Loudetia kagerensis
Loudetia phragmitoides
Loudetia simplex
Loudetia sp.
Loudetia togoensis
Loudetiopsis kerstingii
Loudetiopsis scaettae
Louiseania triloba
Louiseania ulmifolia
Loxopterygium gardneri
Loxostylis alata
Lozanella enantiophylla
Luculia gratissima
Luculia pinceana
Ludia bionensis
Ludia ludiifolia
Ludia mauritiana
Ludia mauritianum
Ludia suarezensis
Ludisia discolor
Ludwigia abyssinica
Ludwigia adscendens
Ludwigia alata
Ludwigia alternifolia
Ludwigia decurrens
Ludwigia epilobioides
Ludwigia erecta
Ludwigia glandulosa
Ludwigia hirtella
Ludwigia hyssopifolia
Ludwigia jussiaeoides
Ludwigia leptocarpa
Ludwigia linearis
Ludwigia maritima
Ludwigia microcarpa
Ludwigia octovalvis
Ludwigia palustris
Ludwigia peploides
Ludwigia perennis
Ludwigia peruviana
Ludwigia pilosa
Ludwigia polycarpa
Ludwigia prostrata
Ludwigia ravenii
Ludwigia repens
Ludwigia rigida
Ludwigia senegalensis
Ludwigia sp.
Ludwigia stenorraphe
Ludwigia stenorshape
Ludwigia virgata
Luehea candida
Luehea seemannii
Luetkea pectinata
Luetzelburgia auriculata
Luetzelburgia bahiensis
Luffa acutangula
Luffa aegyptiaca
Luffa cylindrica
Luffa graveolens
Luffa operculata
Luffa pedata
Luffa saccata
Luffa sepium
Luffa sp.
Luffa spp.
Lumnitzera racemosa
Lunaria annua
Lunaria pachirriza
Lunaria rediviva
Lunaria sp.
Lundinia plumbea
Lupinus affinis
Lupinus albicaulis
Lupinus albifrons
Lupinus albococcineus
Lupinus albus
Lupinus andersonii
Lupinus andicola
Lupinus angustifolius
Lupinus annual
Lupinus annuum
Lupinus arboreus
Lupinus arbustus
Lupinus arcticus
Lupinus argenteus
Lupinus aridus
Lupinus arizonicus
Lupinus atlanticus
Lupinus barkeri
Lupinus benthamii
Lupinus bicolor
Lupinus bingenensis
Lupinus bogotensis
Lupinus bracteolaris
Lupinus brevicaulis
Lupinus burkei
Lupinus campestris
Lupinus caudatus
Lupinus citrinus
Lupinus concinnus
Lupinus confertus
Lupinus cosentinii
Lupinus cruckshanksii
Lupinus cruckshanskii
Lupinus cruskshanksii
Lupinus cryptanthus
Lupinus densiflorus
Lupinus diffusus
Lupinus digitatus
Lupinus douglasii
Lupinus elegans
Lupinus excubitus
Lupinus formosus
Lupinus fulcratus
Lupinus garfieldensis
Lupinus graecus
Lupinus grayi
Lupinus gredensis
Lupinus gussoneanus
Lupinus hartwegii
Lupinus havardii
Lupinus hilarianus
Lupinus hillii
Lupinus hirsutissimus
Lupinus hirsutus
Lupinus hispanicus
Lupinus hybr.
Lupinus hybridus
Lupinus kingii
Lupinus latifolius
Lupinus lepidus
Lupinus leucophyllus
Lupinus lindleyanus
Lupinus linifolius
Lupinus littoralis
Lupinus luteolus
Lupinus luteus
Lupinus mariae-josephi
Lupinus mexicanus
Lupinus micranthus
Lupinus microcarpus
Lupinus montanus
Lupinus multiflorus
Lupinus mutabilis
Lupinus nanus
Lupinus neomexicanus
Lupinus nevadensis
Lupinus nipomensis
Lupinus nootkanensis
Lupinus nootkatensis
Lupinus nutans
Lupinus opsianthus
Lupinus ornatus
Lupinus pachylobus
Lupinus palaestinus
Lupinus palaestinus,
Lupinus paniculatus
Lupinus parviflorus
Lupinus perenne
Lupinus perennis
Lupinus pilosus
Lupinus polycarpus
Lupinus polyphyllus
Lupinus pratense
Lupinus princei
Lupinus prunophilus
Lupinus pubescens
Lupinus pusillus
Lupinus ramosissimus
Lupinus regalis
Lupinus rivularis
Lupinus rothmaleri
Lupinus sericeus
Lupinus shockleyi
Lupinus sp.
Lupinus sparsiflorus
Lupinus splendens
Lupinus spp.
Lupinus stiversii
Lupinus subcarnosus
Lupinus subvexus
Lupinus succulentus
Lupinus sulphureus
Lupinus tenuis
Lupinus termis
Lupinus texensis
Lupinus truncatus
Lupinus variicolor
Lupinus varius
Lupinus vavilovi
Lupinus vavilovii
Lupinus xregalis
Luronium natans
Luziola leiocarpa
Luzula abyssinica
Luzula acutifolia
Luzula albida
Luzula alopecurus
Luzula alpestris
Luzula alpina
Luzula alpino-pilosa
Luzula alpinopilosa
Luzula arcuata
Luzula atrata
Luzula bulbosa
Luzula caespitosa
Luzula campestris
Luzula canariensis
Luzula chilensis
Luzula comosa
Luzula congesta
Luzula crinita
Luzula densiflora
Luzula flaccida
Luzula forsteri
Luzula glabrata
Luzula johnstonii
Luzula lactea
Luzula lutea
Luzula luzuloides
Luzula meridionalis
Luzula modesta
Luzula multiflora
Luzula nivea
Luzula ovata
Luzula pallescens
Luzula parviflora
Luzula pedemontana
Luzula pediformis
Luzula picta
Luzula pilosa
Luzula pindica
Luzula racemosa
Luzula rufa
Luzula spicata
Luzula stenophylla
Luzula subsessilis
Luzula sudetica
Luzula sylvatica
Luzula taurica
Luzula wahlenbergii
Luzula x
Luzuriaga marginata
Luzuriaga parviflora
Luzuriaga radicans
Lycaste aromatica
Lycaste brevispatha
Lycaste cochleata
Lycaste consobrina
Lycaste cruenta
Lycaste michelii
Lychnis alpina
Lychnis chalcedonica
Lychnis cognata
Lychnis coronaria
Lychnis flos-cuculi
Lychnis sp.
Lychnis viscaria
Lychnis x
Lychnophora salicifolia
Lycianthes asarifolia
Lycianthes australe
Lycianthes biflora
Lycianthes dejecta
Lycianthes denticulata
Lycianthes inaequilatera
Lycianthes jelskii
Lycianthes mociniana
Lycianthes neesiana
Lycianthes pringlei
Lycianthes rantonnei
Lycianthes saltensis
Lycianthes sp.
Lycianthes surotatensis
Lycianthes tricolor
Lycium acutifolium
Lycium afrum
Lycium americanum
Lycium andersonii
Lycium australe
Lycium barbarum
Lycium berlandieri
Lycium boerhaviifolium
Lycium brevipes
Lycium bridgesii
Lycium californicum
Lycium capense
Lycium carolinianum
Lycium cestroides
Lycium chilense
Lycium chinense
Lycium ciliatum
Lycium cinereum
Lycium cooperi
Lycium depressum
Lycium deserti
Lycium europaeum
Lycium ferocissimum
Lycium flexicaule
Lycium fremontii
Lycium halimifolium
Lycium horridum
Lycium intricatum
Lycium kopetdaghi
Lycium mascarenense
Lycium megacarpum
Lycium obovatum
Lycium oxycarpum
Lycium pallidum
Lycium parishii
Lycium ruthenicum
Lycium sandwicense
Lycium schizocalyx
Lycium shawii
Lycium sp.
Lycium tetrandrum
Lycium turcomanicum
Lycocarpus fugax
Lycomormium fiskei
Lycopersicon 
Lycopersicon carinata
Lycopersicon cheesmaniae
Lycopersicon cheesmanii
Lycopersicon cheesmannii
Lycopersicon chilense
Lycopersicon chinense
Lycopersicon chmielewskii
Lycopersicon esculantum
Lycopersicon esculentum
Lycopersicon escylentum
Lycopersicon gladulosum
Lycopersicon glandulosum
Lycopersicon hirsutum
Lycopersicon humboldtii
Lycopersicon hybr.
Lycopersicon lycopersicum
Lycopersicon megacarpum
Lycopersicon minutum
Lycopersicon parviflorum
Lycopersicon parvifolorum
Lycopersicon pennellii
Lycopersicon peruuvianum
Lycopersicon peruvianum
Lycopersicon pimpinelifolium
Lycopersicon pimpinellefolium
Lycopersicon pimpinellifolium
Lycopersicon racemigerum
Lycopersicon sp.
Lycopersicum esculenthum
Lycopersicum esculentum
Lycopersicum pimpinellifolium
Lycopersicum sp.
Lycopodiella cernua
Lycopodiella inundata
Lycopodium alpinum
Lycopodium annotinum
Lycopodium clavatum
Lycopus americanus
Lycopus asper
Lycopus australis
Lycopus europaeus
Lycopus exaltatus
Lycopus sp.
Lycopus uniflorus
Lycopus virginicus
Lycoris albiflora
Lycoris squamigera
Lycurus phleoides
Lycurus setosus
Lydenburgia cassinoides
Lygeum spartum
Lygodesmia dianthopsis
Lygodesmia grandiflora
Lygodesmia texana
Lygos monosperma
Lygos sphaerocarpa
Lyonia compta
Lyonia ferruginea
Lyonia ligustrina
Lyonia lucida
Lyonia mariana
Lyonia ovalifolia
Lyonia stahlii
Lyperia lychnidea
Lyperia tristis
Lysicarpus angustifolius
Lysichiton americanus
Lysidice rhodostegia
Lysiloma acapulcense
Lysiloma candidum
Lysiloma divaricatum
Lysiloma latisiliquum
Lysiloma sabicu
Lysiloma spp.
Lysiloma tergeminum
Lysiloma watsonii
Lysimachia atropurpurea
Lysimachia candida
Lysimachia chenopodioides
Lysimachia christinae
Lysimachia chungdienensis
Lysimachia ciliata
Lysimachia circaeoides
Lysimachia clethroides
Lysimachia congestiflora
Lysimachia davurica
Lysimachia djalonis
Lysimachia dubia
Lysimachia ephemerum
Lysimachia fortunei
Lysimachia grammica
Lysimachia hybrida
Lysimachia japonica
Lysimachia lanceolata
Lysimachia lancifolia
Lysimachia laxa
Lysimachia minoricensis
Lysimachia monelli
Lysimachia nemorum
Lysimachia nummularia
Lysimachia punctata
Lysimachia quadriflora
Lysimachia quadrifolia
Lysimachia ruhmeriana
Lysimachia sertulata
Lysimachia spp.
Lysimachia terrestris
Lysimachia thyrsiflora
Lysimachia verticillaris
Lysimachia vulgaris
Lysionotus pauciflorus
Lysionotus serratus
Lysiphyllum carronii
Lysiphyllum cunninghamii
Lysiphyllum gilvum
Lysiphyllum hookeri
Lythraea caustica
Lythrum alatum
Lythrum borysthenicum
Lythrum californicum
Lythrum flexuosum
Lythrum hyssopifolia
Lythrum junceum
Lythrum portula
Lythrum salicaria
Lythrum tribracteatum
Lythrum virgatum
Lythrum wilsonii
Maackia amurensis
Maackia chinensis
Maackia hupehensis
Maackia tashiroi
Maackia tenuifolia
Mabrya erecta
Macadamia hildebrandii
Macadamia hybr.
Macadamia integrifolia
Macadamia ternifolia
Macadamia tetraphylla
Macaranga alnifolia
Macaranga barteri
Macaranga boutonioides
Macaranga capensis
Macaranga denticulata
Macaranga ferruginea
Macaranga harveyana
Macaranga heterophylla
Macaranga indica
Macaranga involucrata
Macaranga monandra
Macaranga occidentalis
Macaranga sp.
Macaranga tanarius
Macfadyena ungis-cati
Macgregoria racemigera
Machaeranthera tagetina
Machaeranthera tanacetifolia
Machaerina acuta
Machaerina anceps
Machaerina arthrophylla
Machaerina articulata
Machaerina complanata
Machaerina deplanchei
Machaerina flexuosa
Machaerina gunnii
Machaerina insularis
Machaerina iridifolia
Machaerina juncea
Machaerina laxa
Machaerina montana
Machaerina rubiginosa
Machaerina sp.
Machaerina teretifolia
Machaerina tetragona
Machaerium hirtum
Machaonia coulteri
Machaonia hahniana
Machaonia portoricensis
Machaonia woodburyana
Mackinlaya confusa
Mackinlaya macrosciadea
Maclaudia felixii
Macleania ericae
Macleania pentaptera
Macleania salapa
Macleania spp.
Macleaya cordata
Macledium spinosum
Macledium zeyheri
Macleya cordata
Maclura africana
Maclura cochinchinensis
Maclura pomifera
Maclura pubescens
Maclura tinctoria
Maclura tricuspidata
Macphersonia gracilis
Macrochloa tenacissima
Macropiper excelsum
Macropteranthes kekwickii
Macroptilium affine
Macroptilium atropurpureum
Macroptilium bracteatum
Macroptilium erythroloma
Macroptilium fraternum
Macroptilium geophilum
Macroptilium gibbosifolium
Macroptilium gracile
Macroptilium lathyroides
Macroptilium longepedunculatum
Macroptilium longipedunculatum
Macroptilium martii
Macroptilium panduratum
Macroptilium prostratum
Macroptilium psammodes
Macroptilium sabaraense
Macroptilium semierectus
Macroptilium sp.
Macroptilium spp.
Macroptilium supinum
Macroscepis diademata
Macroscepis pleistantha
Macrosphyra longistyla
Macrostylis cassiopoides
Macrostylis villosa
Macrotyloma africanum
Macrotyloma axillare
Macrotyloma daltonii
Macrotyloma ellipticum
Macrotyloma geocarpum
Macrotyloma maranguense
Macrotyloma sp.
Macrotyloma spp.
Macrotyloma stenophyllum
Macrotyloma tenuiflorum
Macrotyloma uniflorum
Macrozamia macdonnellii
Madhuca longifolia
Madia elegans
Madia exigua
Madia glomerata
Madia gracilis
Madia sativa
Madia sp.
Maerua angolensis
Maerua cafra
Maerua crassifolia
Maerua cylindrocarpa
Maerua decumbens
Maerua edulis
Maerua filiformis
Maerua grantii
Maerua holstii
Maerua juncea
Maerua kirkii
Maerua macrantha
Maerua nervosa
Maerua nuda
Maerua parvifolia
Maerua prittwitzii
Maerua racemulosa
Maerua rosmarinoides
Maerua sp.
Maerua subcordata
Maerua triphylla
Maesa alnifolia
Maesa chisia
Maesa dependens
Maesa indica
Maesa insignis
Maesa japonica
Maesa lanceolata
Maesa montana
Maesa permollis
Maesa ramentacea
Maesa reticulata
Maesa sp.
Maesobotrya barteri
Maesopsis eminii
Magnistipula butayei
Magnolia ?
Magnolia acuminata
Magnolia amoena
Magnolia ashei
Magnolia baillonii
Magnolia balansae
Magnolia cavaleriei
Magnolia champaca
Magnolia chevalieri
Magnolia coriacea
Magnolia cylindrica
Magnolia dandyi
Magnolia dawsoniana
Magnolia dealbata
Magnolia denudata
Magnolia duclouxii
Magnolia floribunda
Magnolia fraseri
Magnolia fulva
Magnolia grandiflora
Magnolia grandis
Magnolia hamorii
Magnolia hookeri
Magnolia insignis
Magnolia kobus
Magnolia liliflora
Magnolia liliiflora
Magnolia macclurei
Magnolia macrophylla
Magnolia obovata
Magnolia officinalis
Magnolia pallescens
Magnolia pyramidata
Magnolia sieboldii
Magnolia spp.
Magnolia stellata
Magnolia tamaulipana
Magnolia tripetala
Magnolia virginiana
Magnolia wilsonii
Magnolia x
Magnolia zenii
Magonia pubescens
Magydaris panacifolia
Magydaris pastinacea
Mahoberberis aquicandidula
Mahonia aguifolium
Mahonia aquifolium
Mahonia bealei
Mahonia dictyota
Mahonia fremontii
Mahonia japonica
Mahonia media
Mahonia napaulensis
Mahonia repens
Mahonia sp.
Mahonia swaseyi
Mahonia trifoliolata
Mahonia wagneri
Maianthemum canadense
Maianthemum dilatatum
Maianthemum racemosum
Maianthemum stellatum
Maianthemum trifolium
Maihuenia poeppigii
Maihueniopsis atacamensis
Maihueniopsis colorea
Maihueniopsis glomerata
Maihueniopsis grandiflora
Maihueniopsis ovata
Maihueniopsis sp.
Maireana amoena
Maireana aphylla
Maireana appressa
Maireana astrotricha
Maireana brevifolia
Maireana campanulata
Maireana carnosa
Maireana cheelii
Maireana ciliata
Maireana convexa
Maireana coronata
Maireana decalvans
Maireana enchylaenoides
Maireana eriantha
Maireana erioclada
Maireana excavata
Maireana georgei
Maireana humillima
Maireana integra
Maireana luehmannii
Maireana melanocarpa
Maireana microcarpa
Maireana microphylla
Maireana obrienii
Maireana ovata
Maireana pentagona
Maireana pentatropis
Maireana planifolia
Maireana platycarpa
Maireana polypterygia
Maireana pyramidata
Maireana radiata
Maireana rohrlachii
Maireana schistocarpa
Maireana scleroptera
Maireana scoparia
Maireana sedifolia
Maireana spongiocarpa
Maireana spp.
Maireana suaedifolia
Maireana tomentosa
Maireana trichoptera
Maireana triptera
Maireana turbinata
Maireana villosa
Majidea fosteri
Majidea zanguebarica
Majorana hortensis
Majorana sp.
Majorana syriaca
Malabaila dasyantha
Malabaila secacul
Malabaila sulcata
Malachra capitata
Malachra fasciata
Malacocarpus crithmifolius
Malacocera albolanata
Malacocera tricornis
Malacomeles denticulata
Malacothamnus densiflorus
Malacothrix fendleri
Malacothrix glabrata
Malacothrix sonchoides
Malacothrix torreyi
Malaxis macrostachya
Malaxis monophyllos
Malcolmia africana
Malcolmia angulifolia
Malcolmia behboudiana
Malcolmia bicolor
Malcolmia chia
Malcolmia crenulata
Malcolmia flexuosa
Malcolmia graeca
Malcolmia lacera
Malcolmia littorea
Malcolmia maritima
Malcolmia orsiniana
Malcolmia ramosissima
Malcolmia scorpioides
Malcolmia sp.
Malcolmia taraxacifolia
Malcolmia trichocarpa
Malephora crocea
Malephora purpureo-crocea
Malephora thunbergii
Malesherbia auristipulata
Malesherbia densiflora
Malesherbia fasciculata
Malesherbia humilis
Malesherbia lactea
Malesherbia linearifolia
Malesherbia lirana
Malesherbia paniculata
Malesherbia rugosa
Malesherbia tenuifolia
Malleastrum sambiranense
Mallotus apelta
Mallotus barbatus
Mallotus discolor
Mallotus japonicus
Mallotus microcarpus
Mallotus mollissimus
Mallotus nesophilus
Mallotus nudiflorus
Mallotus oppositifolius
Mallotus paniculatus
Mallotus philippensis
Mallotus repandus
Mallotus spp.
Mallotus tetracoccus
Malopa trifida
Malope trifida
Malosma laurina
Malpighia aquifolia
Malpighia coccigera
Malpighia emarginata
Malpighia galeottiana
Malpighia glabra
Malpighia linearis
Malpighia mexicana
Malpighia polytricha
Malpighia sp.
Malpighia spp.
Malpighia woodburyana
Malpighia wrightiana
Malus adstringens
Malus aldenhamensis
Malus angustifolia
Malus arnoldiana
Malus asiatica
Malus astracanica
Malus astringens
Malus atrosanguinea
Malus baccata
Malus bhutanica
Malus brevipes
Malus caspiriensis
Malus cerasifera
Malus contorta
Malus coronaria
Malus crescimannoi
Malus dawsoniana
Malus domestica
Malus doumeri
Malus eleyi
Malus florentina
Malus floribunda
Malus fusca
Malus glaucescens
Malus halliana
Malus hartwigii
Malus hi-hopa
Malus hillerii
Malus hislop
Malus honanensis
Malus hupehensis
Malus hybr.
Malus ibrido
Malus ioensis
Malus kaido
Malus kansuensis
Malus komarovii
Malus lancifolia
Malus magdeburgensis
Malus malus
Malus mandshurica
Malus manshirica
Malus micromalus
Malus moerlandsii
Malus niedzwetskyana
Malus niedzwetzkyana
Malus oekonomierat
Malus ombrophila
Malus orientalis
Malus orthocarpa
Malus pallasiana
Malus paradisiaca
Malus pillieri
Malus platycarpa
Malus prattii
Malus prunifolia
Malus pumila
Malus purpurea
Malus ringo
Malus robusta
Malus rockii
Malus sachalinensis
Malus sargenti
Malus sargentii
Malus scheideckeri
Malus scheideckerii
Malus scheidekeri
Malus sieboldii
Malus sieversii
Malus sikkimensis
Malus soulardii
Malus sp.
Malus spectabilis
Malus spontanea
Malus spp.
Malus sublobata
Malus sylvestris
Malus teifera
Malus toringo
Malus toringoides
Malus transitoria
Malus trilobata
Malus tschonoskii
Malus turkmenorum
Malus x
Malus yunnanensis
Malus zhaojiaoensis
Malus zumi
Malva aegyptia
Malva alcea
Malva arborea
Malva armeniaca
Malva assurgentiflora
Malva canariensis
Malva colmeiroi
Malva cretica
Malva crispa
Malva glabra
Malva hispanica
Malva lusitanica
Malva malva
Malva mauritiana
Malva meluca
Malva moschata
Malva multiflora
Malva neclecta
Malva neglecta
Malva nicaeensis
Malva nicaensis
Malva olbia
Malva parviflora
Malva preissiana
Malva pulchela
Malva pulchella
Malva punctata
Malva pusilla
Malva rosea
Malva sp.
Malva spp.
Malva stenopetala
Malva subovata
Malva sylvestris
Malva thuringiaca
Malva tournefortiana
Malva trimestris
Malva unguiculata
Malva verticillata
Malvalthaea transcaucasica
Malvastrum americanum
Malvastrum aurantiacum
Malvastrum bicuspidatum
Malvastrum coromadelianum
Malvastrum coromandelianum
Malvastrum hispidum
Malvaviscus arboreus
Malvella sherardiana
Mammea americana
Mammea bongo
Mammillaria albicans
Mammillaria aureiceps
Mammillaria bocasana
Mammillaria bocensis
Mammillaria carnea
Mammillaria cembicirha
Mammillaria crinita
Mammillaria decipiens
Mammillaria elongata
Mammillaria grahamii
Mammillaria hahniana
Mammillaria heyderi
Mammillaria longimamma
Mammillaria magnimamma
Mammillaria nivosa
Mammillaria prolifera
Mammillaria pusilla
Mammillaria roseoalba
Mammillaria sp.
Mammillaria texensis
Mammillaria thornberi
Mammillaria vetula
Mancoa pubens
Mandevilla coccinea
Mandevilla convolvulacea
Mandevilla holosericea
Mandragora autumnalis
Mandragora officinalum
Mandragora officinarum
Mandragora sp.
Mandragora turcomanica
Manfreda guttata
Manfreda nanchititlensis
Manfreda scabra
Manfreda sileri
Manfreda virginica
Mangifera casturi
Mangifera foetida
Mangifera indica
Mangifera laurina
Mangifera odorata
Mangifera spp.
Mangifera zeylanica
Manihot aesculifolia
Manihot allemi
Manihot alutacea
Manihot anomala
Manihot brachyandra
Manihot brachyloba
Manihot caerulescens
Manihot carthaginensis
Manihot cecropiifolia
Manihot chlorosticta
Manihot compositifolia
Manihot dichotoma
Manihot epruinosa
Manihot esculenta
Manihot filamentosa
Manihot fruticulosa
Manihot glaziovii
Manihot guaranitica
Manihot hastatiloba
Manihot inflata
Manihot irwinii
Manihot jacobinensis
Manihot janiphoides
Manihot januarensis
Manihot leptopoda
Manihot longepetiolata
Manihot longiracemosa
Manihot maracasensis
Manihot orbicularis
Manihot pauciflora
Manihot peltata
Manihot pentaphylla
Manihot peruviana
Manihot pilosa
Manihot pohlii
Manihot pseudoglaziovii
Manihot purpureo-costata
Manihot quinquepartita
Manihot rhomboidea
Manihot rubricaulis
Manihot sp.
Manihot sparsifolia
Manihot triloba
Manihot tripartita
Manihot triphylla
Manihot tristis
Manihot violacea
Manikara butugi
Manilkara bidentata
Manilkara kauki
Manilkara mochisia
Manilkara obovata
Manilkara sulcata
Manilkara zapota
Manisuris myurus
Manochlamys albicans
Mansoa alliacea
Mansoa sp.
Mansoa verrucifera
Mansonia altissima
Mantisalca duriaei
Mantisalca salmantica
Manulea altissima
Manulea augei
Manulea cheiranthus
Manulea laxa
Manulea rhodantha
Manulea rubra
Manulea tomentosa
Maprounea africana
Marah macrocarpus
Marah oregana
Marah oreganus
Maranta arundinacea
Maranta leuconeura
Maranthes corymbosa
Maranthes floribunda
Maranthes goetzeniana
Maranthes polyandra
Marantochloa leucantha
Marantochloa purpurea
Marantochloa sp.
Marantochola levcantha
Marasmodes defoliata
Marasmodes duemmeri
Marasmodes oligocephala
Marasmodes polycephala
Marasmodes sp.
Marasmodes undulata
Marcgravia sintenisii
Marcgravia umbellata
Maresia nana
Maresia pulchella
Maresia sp.
Margaranthus solanaceous
Margaranthus solanaceus
Margaretta rosea
Margaritaria anomala
Margaritaria decaryana
Margaritaria discoidea
Margaritaria nobilis
Margaritaria rhomboidalis
Margaritaria sp.
Margaritopsis microdon
Margaritopsis nutans
Margaritopsis oddonii
Margotia gummifera
Margyricarpus pinnatus
Marianthus bignoniaceus
Marica caerulea
Marina calycosa
Marina diffusa
Marina neglecta
Marina nutans
Marina parryi
Mariosousa compacta
Mariosousa coulteri
Mariosousa millefolia
Mariosousa willardiana
Mariscus sp.
Markhamia lutea
Markhamia obtusifolia
Markhamia stipulata
Markhamia tomentosa
Markhamia zanzabarica
Markhamia zanzibarica
Marrubium alysson
Marrubium anisodon
Marrubium astracanicum
Marrubium catariifolium
Marrubium cuneatum
Marrubium friwaldskyanum
Marrubium globosum
Marrubium incanum
Marrubium parnassicum
Marrubium parviflorum
Marrubium peregrinum
Marrubium praecox
Marrubium spp.
Marrubium supinum
Marrubium thessalum
Marrubium vulgare
Marsdenia altissima
Marsdenia astephanoides
Marsdenia australis
Marsdenia coulteri
Marsdenia exellii
Marsdenia koi
Marsdenia lanata
Marsdenia macrantha
Marsdenia sp.
Marsdenia sylvestris
Marsdenia truncata
Marsdenia verrucosa
Marsdenia viridiflora
Marsdenia zimapanica
Marshallia caespitosa
Marshallia graminifolia
Marsilea berhautii
Marsilea coromandelina
Marsilea drummondii
Marsilea strigosa
Marsippospermum grandiflorum
Martianthus leucocephalus
Martynia annua
Martynia proboscidea
Mascagnia parvifolia
Mascagnia polybotrya
Mascarenhasia arborescens
Mascarenhasia lanceolata
Mascarenhasia lisianthiflora
Masdenia rubicunda
Masdevallia dynastes
Masdevallia floribunda
Masdevallia infracta
Masdevallia nidifica
Masdevallia picea
Masdevallia pyxis
Masdevallia regina
Masdevallia strobelii
Masdevallia tovarensis
Masdevallia triangularis
Massonia bifolia
Massonia depressa
Massonia pustulata
Massonia sp.
Massularia acuminata
Mastersiella digitata
Mastigostyla cyrtophylla
Mastigostyla gracilis
Matelea obliqua
Matelea pilosa
Matelea reticulata
Matelea rubra
Matelea sp.
Matelea trachyantha
Mathewsia foliosa
Mathewsia incana
Mathewsia nivea
Mathiola odoratissima
Mathurina penduliflora
Matisia cordata
Matricaria ambigua
Matricaria aurea
Matricaria caucasica
Matricaria chamomilla
Matricaria disciformis
Matricaria discoidea
Matricaria inodora
Matricaria maritima
Matricaria matricarioides
Matricaria nigelaefolia
Matricaria nigellaefolia
Matricaria perforata
Matricaria recutita
Matricaria sp.
Matricaria spp.
Matricaria transcaucasica
Matricaria trichophylla
Matteuccia struthiopteris
Matthiloa incana
Matthiola acetosa
Matthiola annua
Matthiola arabica
Matthiola arborescens
Matthiola aspera
